Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5010	-23298.9	-23229.7	-69.1959	0.275204	0.0365334	0.0646185	0.881129	0.00560376	0.0421708	0.106345	0.0642432	0.104113	0.0197593	0.0460205	0.0300113	0.00623341	0.0492457	0.576736	0.0112255	0.000586766	0.0383975	1.96473	0.0128203	0.0139536	0.249373	0.119347	0.00977793	0.022592	0.00787433	0.0350851	0.2355	0.0365306	0.0176206	0.0447299	0.00385223	0.550421	0.162285	0.00507066	0.102352	0.00495317	0.029706	0.019514	0.0270119	0.0426393	0.158513	0.110898	0.0222762	0.0905937	0.0279669	0.168298	0.0537488	0.196866	0.0322737	0.0224037	0.0633092	0.538887	0.0115981	0.023758	0.0142854	0.0314245	0.106104	0.0497457	0.142557	0.09026	0.219635	0.13233	0.0740775	0.37566	0.108037	0.00349987	0.0854033	0.551713	3.35938	0.208058	0.218026	0.286591	0.287324	7.66622
5020	-23303.1	-23236.8	-66.3006	0.287308	0.0320752	0.0800573	0.897894	0.00446203	0.0565288	0.127508	0.0826078	0.130239	0.0248298	0.0581126	0.0249522	0.00884606	0.0570963	0.576736	0.00773314	0.000386662	0.0428945	2.08115	0.00747332	0.0153737	0.193166	0.093405	0.00979388	0.0201558	0.00728797	0.0279511	0.229236	0.037939	0.0219368	0.0447299	0.00624096	0.418222	0.107353	0.00442648	0.0901786	0.00547254	0.0410398	0.0224328	0.0228156	0.0139351	0.0988405	0.114299	0.0256284	0.0809448	0.0218003	0.108459	0.0315987	0.190133	0.0350576	0.0248642	0.0347448	0.423069	0.0130284	0.0343539	0.0165443	0.033712	0.172514	0.0614506	0.120904	0.0909304	0.221266	0.125886	0.0746277	0.37845	0.10884	0.00432234	0.0946651	0.573859	3.32715	0.208744	0.217837	0.286343	0.287075	7.37663
5030	-23306.9	-23240.6	-66.3265	0.281116	0.0347814	0.060875	0.883794	0.00880011	0.050485	0.0948041	0.0587956	0.115776	0.0194464	0.0427388	0.0369283	0.00300808	0.037616	0.627356	0.0203591	0.00183336	0.04501	1.85907	0.0117476	0.018818	0.271063	0.109395	0.00771003	0.0134753	0.00481615	0.0353402	0.18999	0.0342636	0.0312899	0.0530397	0.00394846	0.522007	0.108691	0.00444143	0.1298	0.00422697	0.0425034	0.0195295	0.0221931	0.01864	0.0811371	0.12736	0.041733	0.0731581	0.0260243	0.144784	0.0675072	0.183089	0.0467458	0.0271829	0.0559118	0.422973	0.0113019	0.0237011	0.0412714	0.0392562	0.134481	0.0833312	0.0898943	0.0882149	0.213767	0.155145	0.0720984	0.365624	0.105151	0.00388876	0.0899103	0.562683	3.34352	0.200305	0.220161	0.289397	0.290137	7.37925
5040	-23295.8	-23225.7	-70.063	0.268383	0.0321761	0.0867856	0.883794	0.00421756	0.0422053	0.135215	0.0445301	0.122328	0.0258199	0.0542692	0.0263771	0.00148092	0.0499548	0.578967	0.0277102	0.00443817	0.0341639	2.13604	0.0084642	0.0140479	0.261681	0.0994936	0.0112734	0.0124363	0.00456439	0.0330171	0.18999	0.0508511	0.016691	0.0372839	0.0114657	0.468973	0.115889	0.00411099	0.094507	0.00719351	0.025478	0.0188877	0.0232496	0.04426	0.087009	0.139052	0.0372709	0.0599644	0.0255234	0.156626	0.0336154	0.195194	0.0513426	0.0359954	0.0406567	0.656577	0.0173327	0.0259294	0.0286266	0.0215634	0.164371	0.0670412	0.0649818	0.0850771	0.241391	0.149626	0.069534	0.352619	0.101753	0.00308142	0.080251	0.538684	3.37798	0.200305	0.220161	0.289397	0.290137	7.75295
5050	-23310.9	-23235	-75.8924	0.266575	0.0465501	0.076509	0.98594	0.00641092	0.0570423	0.123451	0.0503311	0.106645	0.0288424	0.0331478	0.0305102	0.00171967	0.0499345	0.637535	0.0208321	0.00510648	0.0358217	2.36869	0.0114395	0.0123323	0.239296	0.0978031	0.0114199	0.024673	0.00835064	0.0291389	0.236439	0.0482974	0.0210326	0.0368447	0.0085702	0.50533	0.124588	0.00435616	0.112966	0.0140409	0.0355108	0.0218482	0.0153957	0.0434241	0.0972928	0.131705	0.0197615	0.0728288	0.0321657	0.164123	0.0627938	0.195547	0.0579804	0.0305586	0.0507432	0.71012	0.0168428	0.0375455	0.0230915	0.03026	0.163176	0.0557809	0.0554772	0.0902188	0.199641	0.144448	0.0671276	0.38985	0.108715	0.00297586	0.0788944	0.535161	3.38297	0.215099	0.2138	0.285186	0.285915	8.33591
5060	-23303.7	-23231.7	-72.0281	0.262224	0.037886	0.0765509	0.796591	0.00759758	0.0405567	0.105037	0.0611128	0.119953	0.0253508	0.0425681	0.032311	0.00269656	0.055777	0.571435	0.0199817	0.00892548	0.031213	2.32621	0.00519667	0.0179005	0.223356	0.12363	0.0160701	0.0129323	0.00522585	0.0386792	0.193908	0.0382984	0.0223841	0.0468533	0.00542092	0.6267	0.14728	0.00238671	0.098855	0.00492047	0.0171633	0.0367787	0.0213618	0.0481887	0.105081	0.123042	0.0268809	0.0945168	0.0262678	0.179126	0.0428068	0.19762	0.0450075	0.0323727	0.0666693	0.558243	0.0165899	0.0244767	0.0197838	0.0172353	0.0930912	0.060828	0.104618	0.0766467	0.228046	0.145501	0.0742486	0.366049	0.109508	0.00273111	0.0756494	0.526566	3.39505	0.215099	0.2138	0.285186	0.285915	7.9495
5070	-23304.8	-23244	-60.8114	0.281218	0.0305584	0.064767	0.775918	0.00482179	0.0313101	0.103797	0.058707	0.11116	0.0214077	0.0583288	0.0287216	0.00475048	0.0572454	0.545279	0.0123162	0.00596213	0.0358238	1.81771	0.0106732	0.0237709	0.182982	0.0879095	0.0119685	0.0177853	0.00914491	0.0391759	0.1707	0.0430932	0.0235691	0.0497913	0.00827012	0.466641	0.137921	0.00115664	0.0509175	0.00685737	0.0227116	0.0261773	0.019031	0.0423001	0.0931482	0.111014	0.0325181	0.0772306	0.0295245	0.149274	0.0265526	0.220668	0.0408095	0.0378955	0.0598914	0.442105	0.0201449	0.0231609	0.0315649	0.0245731	0.0482496	0.0740649	0.0642104	0.0766467	0.228046	0.145501	0.0742486	0.366049	0.109508	0.00389572	0.0899887	0.56287	3.34325	0.215099	0.2138	0.285186	0.285915	6.82773
5080	-23303.1	-23234.4	-68.6801	0.271163	0.0417618	0.0774724	0.871589	0.0142456	0.0436541	0.116803	0.0621256	0.124852	0.0252242	0.0390815	0.0255488	0.00528585	0.0636941	0.637803	0.0148069	0.00356715	0.0337245	1.86717	0.0126152	0.0145716	0.269843	0.0987503	0.00735455	0.0155103	0.0100992	0.0323486	0.195821	0.044351	0.0176679	0.0464983	0.0067825	0.63549	0.149228	0.00101361	0.0795138	0.00630776	0.0279782	0.0236795	0.0192882	0.0420082	0.118218	0.0749643	0.0370488	0.090591	0.0142632	0.170376	0.0502261	0.214996	0.0318227	0.036545	0.0524935	0.594592	0.00722789	0.0272185	0.0422622	0.0179697	0.0943077	0.0592876	0.0551117	0.0766467	0.228046	0.145501	0.0742486	0.366049	0.109508	0.00324807	0.0823441	0.544043	3.37036	0.215099	0.2138	0.285186	0.285915	7.61465
5090	-23310.6	-23243.7	-66.8246	0.271829	0.0254668	0.0459013	0.963939	0.0150166	0.0337189	0.0904565	0.0687948	0.110225	0.0311907	0.0471005	0.0371408	0.00416926	0.0428148	0.562626	0.0108318	0.00416885	0.0451467	2.12273	0.0062734	0.0197727	0.182004	0.111696	0.00893751	0.021746	0.00341156	0.0339565	0.157957	0.0330947	0.0200189	0.0430913	0.00483264	0.603474	0.122608	0.00119168	0.0391117	0.0103	0.0415798	0.027763	0.0165339	0.0442376	0.0875184	0.106187	0.0282059	0.0572187	0.0264421	0.139885	0.0430942	0.197612	0.0276522	0.0299385	0.0416693	0.52772	0.0047047	0.0217017	0.046023	0.0316106	0.0733702	0.0614972	0.0620188	0.0803713	0.239128	0.152572	0.0768408	0.350802	0.100286	0.00328877	0.0828469	0.545317	3.36855	0.196722	0.218806	0.291863	0.292609	7.4291
5100	-23300.3	-23233	-67.2986	0.271829	0.0480924	0.0566947	0.749689	0.00744139	0.0259951	0.115438	0.0712119	0.148329	0.0271627	0.0447131	0.033362	0.00218363	0.0557146	0.607546	0.00946931	0.00208352	0.0351752	2.17016	0.00496883	0.0176747	0.234449	0.0928065	0.00851201	0.0215428	0.00328665	0.0250407	0.185993	0.0394797	0.0257036	0.0431077	0.00623957	0.515775	0.124808	0.00163644	0.0340751	0.0124297	0.0327329	0.0171703	0.0131281	0.0512378	0.106815	0.116161	0.0313213	0.0697556	0.0204359	0.196829	0.0435648	0.176927	0.0378522	0.0323752	0.0483692	0.565158	0.0105149	0.0400625	0.0393495	0.0288799	0.0622293	0.0678932	0.0597433	0.0803618	0.231191	0.152554	0.0768316	0.35076	0.108301	0.00328877	0.0828469	0.545317	3.36855	0.196722	0.218806	0.291863	0.292609	7.4765
5110	-23303.5	-23231.4	-72.1022	0.271829	0.0305643	0.0735029	0.933994	0.00645092	0.0528274	0.115438	0.0624917	0.124387	0.0254418	0.0492397	0.034491	0.00515206	0.060095	0.72964	0.0138039	0.00280743	0.0478116	2.17016	0.00466462	0.0129963	0.216911	0.113461	0.00967041	0.0160817	0.00761271	0.0248827	0.228217	0.0345487	0.0240121	0.0390315	0.00593241	0.404693	0.139244	0.00479609	0.031588	0.00624049	0.0331408	0.0175977	0.0242808	0.0246642	0.0763225	0.156114	0.0402436	0.0638483	0.0165558	0.281646	0.0322096	0.19939	0.0376048	0.0275016	0.0419501	0.575552	0.0128721	0.0410241	0.021201	0.0197243	0.208292	0.0363967	0.105846	0.0806312	0.231967	0.153065	0.0770892	0.367565	0.0896828	0.00328877	0.0828469	0.545317	3.36855	0.196363	0.218407	0.29133	0.2939	7.95686
5120	-23307.7	-23229.3	-78.4203	0.264893	0.0390229	0.0683353	1.04037	0.00396312	0.0738276	0.132069	0.0774626	0.109463	0.0285044	0.0400173	0.0363354	0.00252755	0.0596863	0.638903	0.0194762	0.00579094	0.0320134	2.50416	0.00280301	0.0163129	0.305942	0.106086	0.00888368	0.0224062	0.00504241	0.0287308	0.232224	0.0522275	0.00919265	0.0405966	0.00422973	0.550496	0.138952	0.00462613	0.0676044	0.0110673	0.0468894	0.0199744	0.0196808	0.0378203	0.0985143	0.147142	0.0320357	0.0774113	0.0191869	0.216281	0.0562542	0.207637	0.0285831	0.0223128	0.0617867	0.62482	0.00620266	0.02934	0.0392976	0.0255974	0.125924	0.0616984	0.0649675	0.0806312	0.231967	0.153065	0.0770892	0.367565	0.0896828	0.00287972	0.0776369	0.531859	3.38762	0.196363	0.218407	0.29133	0.2939	8.5887
5130	-23312.7	-23231.2	-81.5315	0.254755	0.0403966	0.0742358	1.15339	0.00324559	0.0541771	0.123371	0.0453239	0.143483	0.0342568	0.0526905	0.0334204	0.00320186	0.0667278	0.790047	0.021593	0.00524977	0.0377202	2.50416	0.00420861	0.0132936	0.278814	0.0921162	0.0135277	0.0265219	0.00500497	0.0238135	0.220078	0.0387993	0.0176422	0.0448692	0.00987168	0.608118	0.140758	0.00404164	0.0513208	0.00537945	0.0272766	0.0331094	0.0277184	0.0348408	0.174677	0.0967822	0.0262045	0.0588628	0.0240537	0.219999	0.0295486	0.24251	0.0495117	0.034035	0.0614434	0.62482	0.00879543	0.0409406	0.0301589	0.0304168	0.0952664	0.0630275	0.0810104	0.0717364	0.22898	0.152782	0.0769466	0.366885	0.10267	0.0023408	0.0701446	0.511406	3.41611	0.205147	0.221177	0.276047	0.297628	8.89987
5140	-23313	-23240.7	-72.2802	0.258796	0.0291688	0.0607001	0.844535	0.00235059	0.0265494	0.120387	0.0772494	0.126305	0.0265671	0.0391935	0.0387362	0.00196287	0.0544896	0.574813	0.0206513	0.00802091	0.0364257	2.24885	0.00436004	0.0189946	0.205546	0.0829734	0.011886	0.0238162	0.0130277	0.0331777	0.216647	0.0492175	0.0202612	0.0506929	0.00664742	0.495176	0.113694	0.00485042	0.0892617	0.00977804	0.0222322	0.0313359	0.0244843	0.0209455	0.0917944	0.158357	0.0298323	0.0821307	0.023217	0.168399	0.0440009	0.216462	0.0323432	0.0336063	0.0689611	0.571815	0.012163	0.02901	0.0257932	0.041314	0.291234	0.0832728	0.0850574	0.0725428	0.231554	0.1545	0.071567	0.371009	0.0988276	0.00254731	0.0731118	0.519672	3.40467	0.200153	0.215793	0.295869	0.288185	7.97472
5150	-23310.7	-23241.8	-68.905	0.262989	0.0295938	0.0990792	0.910968	0.00388134	0.0392415	0.130641	0.0646248	0.134174	0.0238114	0.0376201	0.0318582	0.000837621	0.0407353	0.717747	0.0257689	0.00477495	0.0404201	2.0648	0.00974403	0.0137755	0.19137	0.0997679	0.00542524	0.0183176	0.0145914	0.0239984	0.200877	0.0495259	0.0161621	0.0392314	0.0075098	0.467162	0.0983197	0.00833443	0.0804692	0.00623722	0.032777	0.0276024	0.0165153	0.0253134	0.0953656	0.120776	0.0319451	0.0882512	0.0267782	0.137868	0.0333235	0.174221	0.0347204	0.0318577	0.0690943	0.501716	0.00853697	0.0298824	0.0439629	0.0370402	0.153952	0.058783	0.105511	0.0722896	0.233263	0.155639	0.0655059	0.373746	0.0995567	0.0027732	0.0762179	0.528089	3.39292	0.200153	0.215793	0.295869	0.288185	7.63719
5160	-23315.4	-23246.3	-69.1193	0.262989	0.0375991	0.0746555	0.910968	0.00359452	0.0428455	0.156524	0.0788923	0.136248	0.0218292	0.0537823	0.0353832	0.00291728	0.0439146	0.641652	0.0187373	0.00650853	0.0199616	2.02457	0.00837801	0.00994743	0.224629	0.0839621	0.00890671	0.0155298	0.00908497	0.0305608	0.247024	0.0418638	0.0189437	0.0357607	0.00605043	0.441544	0.10595	0.00591361	0.110379	0.00494141	0.0234647	0.0302977	0.0190068	0.0364773	0.109129	0.109621	0.0325899	0.0624022	0.0310219	0.142535	0.0353567	0.195909	0.0534939	0.0174444	0.072782	0.592891	0.013687	0.0198074	0.0570013	0.0382257	0.0879639	0.0639263	0.0936325	0.0858774	0.227865	0.152038	0.0639901	0.373712	0.0965178	0.0027732	0.0762179	0.528089	3.39292	0.200585	0.216258	0.296507	0.28665	7.65862
5170	-23314	-23240.8	-73.2356	0.262989	0.0382347	0.0485879	1.02658	0.00553206	0.0465464	0.124842	0.0358997	0.134006	0.0185766	0.0385768	0.034426	0.00564629	0.0579207	0.61304	0.0318214	0.00315997	0.0249666	2.16886	0.00998674	0.0178025	0.197377	0.0841979	0.0104836	0.0161998	0.0119198	0.0349651	0.20101	0.0313221	0.0233855	0.0542674	0.00310338	0.593834	0.12615	0.00400596	0.106733	0.00523593	0.0424812	0.0257469	0.0196969	0.0372385	0.144067	0.118059	0.0428725	0.0564155	0.0308781	0.170162	0.0503532	0.21294	0.0573194	0.0318878	0.0510033	0.6662	0.00398865	0.0403784	0.0357065	0.0501803	0.0107697	0.0600993	0.122592	0.0859431	0.228039	0.152154	0.0674831	0.373998	0.0923828	0.0027732	0.0762179	0.528089	3.39292	0.200585	0.216258	0.296507	0.28665	8.07024
5180	-23305.8	-23230.7	-75.1758	0.270053	0.0239028	0.0721091	0.945176	0.00610183	0.0431115	0.105415	0.0663376	0.149816	0.0211142	0.0478317	0.0390323	0.0049229	0.0513727	0.676161	0.00827689	0.00693968	0.0367659	2.27867	0.011586	0.0140061	0.180157	0.113655	0.00693435	0.0100011	0.0106884	0.0354759	0.211787	0.0369758	0.0152093	0.0443465	0.00310498	0.82555	0.120252	0.00649581	0.0820265	0.007086	0.0292327	0.0438651	0.0192302	0.0106705	0.102498	0.12727	0.0434663	0.0865888	0.0266748	0.170162	0.0451275	0.238884	0.0472128	0.0264268	0.0609094	0.554852	0.00482191	0.0457141	0.0331354	0.0212991	0.0075969	0.0666047	0.133588	0.0877854	0.232927	0.155416	0.0689297	0.360579	0.0943632	0.00318087	0.081507	0.541911	3.3734	0.195656	0.22675	0.294348	0.283246	8.26423
5190	-23305.2	-23226.6	-78.6	0.258535	0.0308339	0.0457032	1.19876	0.0019249	0.0419515	0.127366	0.0680864	0.155054	0.0304693	0.0500668	0.0260345	0.00920379	0.0517631	0.547902	0.0170891	0.00100899	0.0299846	2.56742	0.00604459	0.0148815	0.205238	0.112558	0.00933543	0.0129185	0.00811652	0.035571	0.21065	0.0476189	0.0241127	0.0444096	0.00234998	0.749178	0.131197	0.00558773	0.0786734	0.00257539	0.0313064	0.0199626	0.0238625	0.0439649	0.112328	0.125217	0.0269377	0.0574575	0.0154916	0.183394	0.0336315	0.176266	0.0499131	0.0201896	0.0594531	0.614493	0.0100556	0.0606002	0.0574528	0.0299017	0.00254484	0.0618283	0.0888196	0.0885289	0.226431	0.156732	0.0695135	0.363633	0.0951623	0.00253362	0.0729191	0.519142	3.40541	0.195656	0.22675	0.294348	0.283246	8.60671
5200	-23310.5	-23239.7	-70.7485	0.27249	0.0411957	0.067468	1.077	0.00138301	0.0369747	0.10942	0.0767741	0.139549	0.029115	0.0474199	0.0300998	0.00908458	0.0555327	0.549106	0.0245966	0.00100104	0.030874	2.22416	0.00743007	0.0179536	0.231554	0.105875	0.0135221	0.0180641	0.00940797	0.0344685	0.21065	0.0452336	0.0342307	0.0713219	0.00198748	0.427515	0.110009	0.00668483	0.10619	0.0103804	0.0381963	0.0243746	0.0159632	0.0506437	0.109218	0.105167	0.037876	0.0625443	0.0245389	0.206516	0.0422378	0.16423	0.036519	0.0270412	0.058051	0.569082	0.00726882	0.0373179	0.0428627	0.0237728	0.00282459	0.0620813	0.0599196	0.0861213	0.247468	0.15247	0.067623	0.353743	0.0925743	0.00332952	0.0833469	0.546578	3.36675	0.19639	0.23292	0.279736	0.290954	7.82148
5210	-23310.9	-23234.4	-76.5144	0.27249	0.0445105	0.0691909	0.946093	0.00207962	0.0450667	0.134199	0.105006	0.113995	0.0207754	0.0344304	0.0322518	0.0094715	0.0453307	0.555655	0.0143861	0.00123178	0.0392812	2.55366	0.0194742	0.0155154	0.215787	0.116801	0.0110865	0.0136134	0.00992673	0.0334141	0.272705	0.0510683	0.0156599	0.0518222	0.00219058	0.592821	0.167247	0.00528118	0.0962217	0.00441163	0.0517566	0.016453	0.0349008	0.0407421	0.154009	0.0881224	0.0267951	0.0826014	0.0181434	0.206516	0.0438348	0.200209	0.0362554	0.0307002	0.0529854	0.565525	0.0197484	0.0367895	0.0352237	0.0315997	0.00561166	0.0707957	0.0870953	0.0904802	0.246288	0.151742	0.0673005	0.352056	0.0921328	0.00332952	0.0833469	0.546578	3.36675	0.19639	0.23292	0.279736	0.290954	8.39808
5220	-23290.3	-23220.7	-69.599	0.27249	0.0316473	0.0675151	0.871298	0.00121424	0.0317279	0.113121	0.0404549	0.124506	0.0272986	0.0442629	0.042183	0.00491917	0.0494705	0.717675	0.014464	0.00401011	0.0430401	2.04789	0.00595196	0.0139184	0.195786	0.106738	0.00631701	0.0173169	0.00503641	0.0290425	0.198635	0.0358257	0.0261127	0.0454575	0.00222463	0.637802	0.134098	0.00746802	0.0837633	0.00680361	0.029693	0.0201584	0.0254711	0.0331957	0.112176	0.115846	0.0324931	0.062104	0.0231877	0.207055	0.0438348	0.200209	0.0449784	0.0134586	0.0634397	0.552006	0.0140542	0.0456822	0.027184	0.0312383	0.00192365	0.0637597	0.108389	0.0898192	0.244489	0.150634	0.0668088	0.349484	0.0987652	0.00332952	0.0833469	0.546578	3.36675	0.19639	0.23292	0.279736	0.290954	7.70654
5230	-23295.6	-23227	-68.5598	0.27249	0.0231818	0.0605639	0.846499	0.00613907	0.0271296	0.125701	0.064057	0.139693	0.0298751	0.0533706	0.0401759	0.00663663	0.0473693	0.621644	0.0121875	0.000982593	0.0245751	2.18739	0.00779023	0.0171351	0.20506	0.114737	0.0124131	0.01839	0.00476689	0.0305038	0.188339	0.0336496	0.0168896	0.0452621	0.00280282	0.558546	0.11656	0.0115273	0.0948689	0.00380317	0.0399258	0.0167733	0.0241022	0.0270227	0.137029	0.103246	0.0366626	0.0658247	0.022197	0.140055	0.0389623	0.173313	0.0417087	0.020657	0.0545252	0.54302	0.0194218	0.0379518	0.0461364	0.0228666	0.00672136	0.071121	0.113159	0.0914889	0.251175	0.148133	0.0680507	0.340551	0.100601	0.00332952	0.0833469	0.546578	3.36675	0.19642	0.232956	0.279625	0.290999	7.60262
5240	-23288.2	-23215.8	-72.4434	0.265236	0.037944	0.0612223	0.810517	0.00593462	0.0363022	0.122356	0.0799572	0.140015	0.028284	0.0514709	0.0348128	0.00267947	0.0510183	0.652967	0.0194164	0.00103909	0.0367746	2.37521	0.00840695	0.0149796	0.250444	0.115376	0.00526564	0.0205	0.0110784	0.0296524	0.220985	0.0494838	0.0179914	0.0523068	0.00565919	0.638346	0.161077	0.00560095	0.0315826	0.00667942	0.0438406	0.0193885	0.02288	0.0268896	0.100849	0.125036	0.0257546	0.0713675	0.0272563	0.215193	0.025052	0.179562	0.0303115	0.03392	0.0542866	0.582122	0.00682452	0.0263102	0.0236753	0.025259	0.00626107	0.0556915	0.0699429	0.0901733	0.248124	0.154257	0.0641782	0.335654	0.107613	0.00289918	0.0778932	0.532535	3.38667	0.19642	0.232956	0.279625	0.290999	7.99101
5250	-23292.3	-23218.1	-74.1843	0.272627	0.0297502	0.0770272	0.96574	0.00587916	0.0409445	0.107234	0.0602292	0.129647	0.0215671	0.0479389	0.0343021	0.00150671	0.0399374	0.728708	0.0209475	0.00169592	0.031869	2.34904	0.0108426	0.0128095	0.235489	0.106946	0.00684478	0.0216377	0.0153389	0.0301075	0.233694	0.0416377	0.0242042	0.0440614	0.0110842	0.620279	0.124038	0.00404166	0.0341768	0.00802232	0.0290959	0.0279634	0.0262335	0.0255711	0.109505	0.121297	0.0273091	0.0736809	0.0266893	0.215193	0.0250301	0.206136	0.0406037	0.0284101	0.052845	0.542282	0.0147286	0.0317213	0.0397121	0.026757	0.00355569	0.0760295	0.115504	0.08979	0.247069	0.153602	0.0639054	0.334227	0.111406	0.003338	0.0834506	0.546839	3.36637	0.197137	0.233806	0.280646	0.288411	8.16507
5260	-23295	-23221.8	-73.1616	0.280753	0.0430164	0.0770272	0.931267	0.00255271	0.0490769	0.125726	0.0788819	0.141867	0.0218094	0.0532419	0.030268	0.00314782	0.0558376	0.592365	0.0185086	0.00213214	0.0449177	2.19987	0.0139013	0.0119985	0.271706	0.0925886	0.00984742	0.0148715	0.00729682	0.0217304	0.233694	0.0223232	0.024554	0.0494979	0.0120064	0.716598	0.140601	0.00271863	0.0502372	0.00902462	0.0375816	0.0201904	0.0209326	0.0448272	0.129712	0.114743	0.0326963	0.0472583	0.0247104	0.220147	0.0455178	0.233048	0.0363576	0.0412012	0.0604698	0.579047	0.00785421	0.0366105	0.0316953	0.0313244	0.00125387	0.0424219	0.0464449	0.08979	0.247069	0.153602	0.0639054	0.334227	0.111406	0.0038642	0.0896328	0.562018	3.34448	0.197339	0.234045	0.279911	0.288705	8.06276
5270	-23302.1	-23232.5	-69.5937	0.280753	0.0311089	0.0623042	0.945325	0.00238887	0.040778	0.112018	0.0475818	0.107915	0.02175	0.0467046	0.0350067	0.00379969	0.0514369	0.487233	0.0202372	0.00476456	0.0317267	2.33289	0.0067018	0.0167656	0.210349	0.119023	0.0111731	0.0114721	0.00849404	0.0293602	0.181786	0.0307452	0.0293752	0.0532268	0.00498168	0.484117	0.12509	0.00556496	0.045715	0.00561566	0.0426412	0.0323735	0.0205849	0.0698603	0.100704	0.143279	0.0274221	0.0709046	0.0227822	0.213512	0.044419	0.185816	0.039158	0.0530797	0.0578069	0.55403	0.00963882	0.0436173	0.0534672	0.038642	0.000666709	0.0588943	0.0581343	0.0860789	0.236858	0.147253	0.0754483	0.34756	0.106801	0.0038642	0.0896328	0.562018	3.34448	0.192798	0.233926	0.284718	0.288558	7.70597
5280	-23299.3	-23231.4	-67.9174	0.271374	0.0348373	0.0665931	0.987261	0.00346304	0.0398334	0.114967	0.0411218	0.123018	0.0201397	0.0334472	0.0429142	0.00656297	0.0567103	0.685112	0.0104412	0.00262659	0.0282796	2.03814	0.00797337	0.0111044	0.163494	0.102103	0.00749371	0.0199913	0.00855918	0.0423056	0.162279	0.0462101	0.0235877	0.038099	0.00316388	0.551068	0.116916	0.00824076	0.125184	0.00641633	0.028547	0.0218092	0.0225264	0.0339267	0.0926447	0.119608	0.0282763	0.0618828	0.0249895	0.113209	0.0463146	0.183024	0.0392419	0.0310642	0.0575489	0.58636	0.00977623	0.0346498	0.0314868	0.0191592	0.000678651	0.0419042	0.130096	0.0860789	0.236858	0.147253	0.0754483	0.34756	0.106801	0.00326091	0.0825032	0.544447	3.36979	0.208604	0.229345	0.279143	0.282907	7.53838
5290	-23300.7	-23235	-65.7304	0.271374	0.0323208	0.0735733	0.707189	0.00430397	0.0483487	0.138459	0.0716747	0.138678	0.0168587	0.0396105	0.0333647	0.00380145	0.0531205	0.589447	0.0234496	0.00413359	0.0385179	2.01505	0.0146318	0.0144121	0.25217	0.108743	0.00832541	0.0253676	0.0127087	0.0300098	0.217473	0.036513	0.0194916	0.0430132	0.00648192	0.428136	0.0988677	0.00364573	0.0757827	0.0069844	0.0345	0.0191853	0.0163855	0.0239199	0.131303	0.0877728	0.0348372	0.0879202	0.0234718	0.171852	0.0349234	0.241005	0.0371908	0.0402783	0.0427372	0.643007	0.0067097	0.0310443	0.01403	0.0182799	0.00163124	0.0582342	0.0848118	0.0839466	0.263027	0.143606	0.0663139	0.338951	0.104156	0.00326091	0.0825032	0.544447	3.36979	0.198552	0.232258	0.282689	0.286501	7.31969
5300	-23304.4	-23227.8	-76.6543	0.271374	0.0330801	0.0715301	1.07524	0.00278193	0.0575972	0.141977	0.0808463	0.140793	0.0203473	0.0353252	0.0356825	0.00537783	0.0531205	0.664718	0.0107791	0.0044737	0.0475779	2.2252	0.00949499	0.015677	0.291478	0.0973978	0.00818779	0.017871	0.0152083	0.0413859	0.300642	0.0380499	0.0238252	0.0441528	0.00250371	0.666551	0.134674	0.00461488	0.0858572	0.00344588	0.0375566	0.0295074	0.01276	0.0141748	0.133368	0.0877273	0.0321475	0.0608932	0.0295446	0.182157	0.0402406	0.231829	0.0315636	0.0268688	0.0517646	0.656979	0.0181206	0.0388617	0.0116352	0.0344351	0.00299329	0.0616085	0.0778752	0.0839466	0.263027	0.143606	0.0663139	0.338951	0.104156	0.00326091	0.0825032	0.544447	3.36979	0.203718	0.230761	0.280867	0.284654	8.41207
