Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-27611.6	-27443.4	-168.201	0.225101	0.0460371	0.0809366	2.22261	0.0333691	0.18929	0.229271	0.0575879	0.107634	0.0193872	0.0725701	0.0409338	1.56205	0.0485838	0.888088	0.390849	0.0257915	0.0257968	3.5339	0.00496976	0.0233495	0.69454	0.112069	2.02401	0.039148	1.69992	0.0301681	0.31535	0.0854203	0.0337715	0.0503119	1.62459	0.0322187	0.00173379	0.00248808	0.00460763	0.00954416	0.00384378	0.00463082	0.0166311	0.0573381	0.000708975	0.364229	0.000743496	0.0738972	0.00119585	0.0143831	0.000389633	0.136346	0.22948	0.000145925	0.207496	0.00581304	0.0162385	0.0286834	0.0172198	9.85995e-05	0.0138697	0.000664313	0.0100736	0.0817035	0.271323	0.144649	0.0520973	0.352095	0.0981319	0.00114692	0.0493947	0.445959	3.5035	0.186563	0.251186	0.289541	0.272711	17.567
110	-27440.3	-27274	-166.305	0.237823	0.0407254	0.0835605	2.2043	0.0126721	0.210663	0.185832	0.0641153	0.119914	0.021335	0.0954867	0.0430963	1.65678	0.0412303	0.742189	0.318868	0.0152969	0.0254719	3.8181	0.0156971	0.0182547	0.69454	0.131475	1.46363	0.0442183	1.96086	0.0250979	0.292763	0.0488982	0.0159913	0.0427677	1.64748	0.0361504	0.00200816	0.00598476	0.00295089	0.0065497	0.00448986	0.00329071	0.0197062	0.0808361	0.00104277	0.405149	0.0014854	0.0566088	0.0010273	0.0151514	0.00335688	0.14839	0.209856	0.00013692	0.216366	0.00359566	0.00952255	0.00820883	0.0228797	0.000128681	0.0075865	0.000383096	0.00320761	0.0752907	0.273218	0.145659	0.0524612	0.354554	0.0988172	0.001592	0.058048	0.475093	3.46527	0.186563	0.251186	0.289541	0.272711	17.3773
120	-27289.1	-27121.9	-167.14	0.237823	0.0412697	0.105585	2.15782	0.00995852	0.174774	0.218283	0.0762227	0.33876	0.0306897	0.0441851	0.0444768	1.62836	0.0442704	0.749468	0.0705088	0.00584234	0.0363934	3.64807	0.00525414	0.0177166	0.822274	0.147192	1.69603	0.0405938	1.9112	0.0316193	0.247039	0.0747316	0.013578	0.0499132	1.66738	0.0339951	0.003388	0.025637	0.00840653	0.0162109	0.00177316	0.00258944	0.00931906	0.113515	0.00188702	0.257111	0.000656669	0.0558566	0.000730344	0.00851682	0.00540448	0.293021	0.175905	0.000468318	0.224716	0.0102685	0.00743877	0.00727828	0.0318644	0.000118626	0.00522356	0.00116075	0.00892299	0.0744961	0.270121	0.15876	0.0480362	0.350812	0.0977744	0.001592	0.058048	0.475093	3.46527	0.186563	0.251186	0.289541	0.272711	17.4608
130	-27026.8	-26866.2	-160.563	0.233044	0.0354418	0.0949654	2.56963	0.00783459	0.232724	0.201107	0.115138	0.409261	0.0346134	0.0146584	0.0362229	1.70535	0.0451442	0.714205	0.0249663	0.00651357	0.0462073	3.1099	0.00408122	0.0177166	0.551091	0.144241	1.71374	0.0369297	1.73665	0.0224063	0.246992	0.0672104	0.0214361	0.0543519	1.51756	0.0326596	0.0118887	0.0295218	0.00312744	0.00838463	0.0045569	0.00608476	0.00452274	0.156624	0.00362035	0.180624	0.0013919	0.0841635	0.000569847	0.0184415	0.001739	0.252946	0.0643684	0.000690674	0.252916	0.0147191	0.0031978	0.00572769	0.0437516	0.000139383	0.00872756	0.0078413	0.0618988	0.0739216	0.268038	0.165247	0.0476658	0.348107	0.0970204	0.00141342	0.054748	0.464338	3.4795	0.187002	0.251777	0.287868	0.273353	16.8032
140	-26989.3	-26828.9	-160.444	0.233044	0.0422057	0.0933088	2.59327	0.0054464	0.158301	0.201107	0.11832	0.409992	0.0223245	0.0210519	0.033213	1.47796	0.0654651	0.8173	0.0180841	0.00540872	0.0408972	2.92747	0.00546154	0.0183659	0.387202	0.151768	1.909	0.0413255	1.81162	0.0362717	0.282494	0.0785868	0.0278494	0.0750511	1.70896	0.0447441	0.0455972	0.0255107	0.00693187	0.00889068	0.0132019	0.0113291	0.00682405	0.204268	0.0244387	0.0802181	0.00148964	0.0741585	0.000546931	0.0121009	0.000323779	0.210875	0.0213345	0.0023724	0.195329	0.0201446	0.00121354	0.002073	0.0348965	0.000298817	0.0064883	0.0145758	0.135938	0.0888594	0.275108	0.175122	0.0505142	0.307579	0.102818	0.00141342	0.054748	0.464338	3.4795	0.188471	0.245898	0.29013	0.2755	16.7912
150	-26980.3	-26816.3	-164.01	0.225274	0.0327933	0.101226	2.2346	0.00480094	0.144552	0.201107	0.102714	0.37683	0.0157137	0.0258838	0.034687	1.74337	0.0635352	0.914652	0.0160335	0.00574602	0.037172	3.69103	0.00993326	0.019457	0.431725	0.1603	1.76059	0.0360641	1.63679	0.0193449	0.239197	0.0758627	0.0157959	0.0646253	1.76045	0.0227861	0.0701632	0.0272109	0.00633006	0.0147673	0.00782647	0.0152119	0.00233946	0.14671	0.0196457	0.116513	0.000542837	0.0554991	0.00139687	0.00555338	0.000209865	0.210875	0.0170732	0.00338159	0.199481	0.0146292	0.00206252	0.0105358	0.0330402	0.000478627	0.00359736	0.0129618	0.150482	0.0956734	0.258664	0.149407	0.0543878	0.331165	0.110703	0.00115233	0.0495094	0.446366	3.50297	0.188061	0.245363	0.291676	0.274901	17.1479
160	-26960.1	-26803.1	-156.978	0.239736	0.0387228	0.0968943	2.2346	0.00796033	0.14889	0.173007	0.11286	0.388677	0.0231824	0.0407562	0.0326595	1.4498	0.0563591	0.892293	0.012239	0.00144758	0.0297822	3.10466	0.00940877	0.0297977	0.336868	0.120565	1.71457	0.0343794	1.90965	0.0226402	0.273837	0.0776866	0.0135575	0.0678434	1.76045	0.0572277	0.0360562	0.0236568	0.00251674	0.0203397	0.0190063	0.0101665	0.001636	0.102042	0.0398845	0.147853	0.00123111	0.0753901	0.000882126	0.00665788	0.000122427	0.260565	0.00831211	0.00401761	0.183167	0.0152643	0.00244747	0.0106723	0.0253867	0.000925317	0.00177723	0.00934763	0.162008	0.0697876	0.271296	0.156703	0.0570438	0.349182	0.0959866	0.00166742	0.0593843	0.479335	3.45961	0.18933	0.229262	0.293645	0.287763	16.4446
170	-26883.2	-26725.2	-157.979	0.228783	0.0393618	0.0903013	2.18116	0.00574647	0.193269	0.182802	0.116994	0.359952	0.0246933	0.0356894	0.0308389	1.6213	0.047245	0.898517	0.0100838	0.00343222	0.02948	3.43889	0.0122879	0.0205912	0.443681	0.120565	1.71457	0.035667	1.86918	0.0277074	0.277605	0.0672395	0.0178332	0.0539141	1.39381	0.112469	0.0150817	0.0113586	0.00547764	0.0110876	0.0218479	0.0118955	0.000448637	0.20295	0.0153338	0.0548424	0.00465386	0.0747306	0.00464908	0.00466886	0.000489046	0.213896	0.0049166	0.00369257	0.197249	0.00908754	0.00565801	0.0135313	0.0265846	0.00221158	0.0045086	0.0086626	0.13837	0.0745456	0.252183	0.176596	0.0530251	0.354425	0.0892243	0.00126583	0.0518547	0.454557	3.49232	0.188849	0.235994	0.292898	0.282259	16.5448
180	-26874.1	-26720.3	-153.792	0.225342	0.0385037	0.099921	2.14503	0.0103059	0.193879	0.228512	0.118753	0.252886	0.0242516	0.0239623	0.0392763	1.60431	0.0445853	0.786587	0.0177576	0.00215127	0.0188743	3.62358	0.0148894	0.0243933	0.412704	0.159906	1.50202	0.0256757	1.58775	0.0306066	0.277605	0.0773037	0.0161599	0.0483943	1.55198	0.0320716	0.0161791	0.0204961	0.0115072	0.00409992	0.0133244	0.0081349	0.000346437	0.175974	0.0120033	0.0536955	0.0205983	0.0676258	0.00139923	0.00790788	0.000856477	0.239708	0.00628059	0.0059756	0.214595	0.00543831	0.00740564	0.0270265	0.0107172	0.00515608	0.00408554	0.0126994	0.138226	0.0665764	0.254355	0.178117	0.0534817	0.357477	0.0899927	0.00115446	0.0495544	0.446525	3.50277	0.188849	0.235994	0.292898	0.282259	16.1261
190	-26833.2	-26682.5	-150.71	0.234945	0.0313576	0.0913626	2.26058	0.00853058	0.162792	0.21423	0.107608	0.269425	0.025949	0.0318388	0.0362027	1.42292	0.0582163	0.753218	0.0153379	0.000431944	0.0328966	3.53039	0.00640411	0.0143231	0.340601	0.136106	1.50202	0.0286578	1.7139	0.0239058	0.2848	0.044967	0.0241956	0.0483943	1.5017	0.0518595	0.00896332	0.0121528	0.00577219	0.00976251	0.0122141	0.00936508	0.000165917	0.143367	0.00876585	0.0377061	0.0102397	0.0735862	0.0034786	0.00801906	0.00219463	0.241269	0.00499281	0.00443378	0.197482	0.0082895	0.00641095	0.0289913	0.00407216	0.0198005	0.022243	0.0220823	0.136878	0.0763777	0.261425	0.161487	0.0613552	0.336114	0.103241	0.0014828	0.0560543	0.468645	3.47382	0.18718	0.242744	0.29031	0.279765	15.8178
200	-26820.2	-26668.5	-151.756	0.231437	0.041133	0.0913626	2.31221	0.00718328	0.179433	0.230798	0.104625	0.236251	0.0222488	0.0291765	0.0507028	1.42292	0.0590769	0.824177	0.0101053	0.000628596	0.0290909	3.56212	0.0119346	0.0144709	0.379535	0.142233	1.52812	0.0225412	1.61694	0.0274847	0.215778	0.0422453	0.0137646	0.0509612	1.5017	0.0175154	0.00626768	0.0139185	0.00794513	0.00806954	0.0161968	0.0137557	0.000140096	0.186923	0.00168474	0.022244	0.0113327	0.0679054	0.00457993	0.0135077	0.00391048	0.245803	0.00915449	0.0047597	0.23356	0.00125881	0.0094691	0.0467249	0.00626893	0.0213266	0.00840915	0.0495175	0.109305	0.0771886	0.272709	0.163201	0.0428819	0.339683	0.104337	0.00135648	0.053651	0.46067	3.48432	0.186976	0.242479	0.291086	0.27946	15.9224
210	-26801.3	-26653.4	-147.843	0.23799	0.0267598	0.0738777	2.0436	0.00675739	0.211299	0.224968	0.0912511	0.203294	0.0288769	0.0371554	0.0474152	1.32811	0.0527058	0.824177	0.0186589	0.00182083	0.0183608	3.60027	0.00741564	0.0174003	0.379535	0.144554	1.71976	0.0239848	1.65449	0.0266581	0.231152	0.0444314	0.0305819	0.0329591	1.23998	0.0297776	0.0176741	0.00327909	0.00426082	0.00328142	0.0192777	0.023788	4.15931e-05	0.152604	0.0139047	0.00230273	0.0150363	0.0491574	0.0239059	0.00569526	0.0107344	0.217784	0.00813155	0.0318951	0.150922	0.00374097	0.0139091	0.0390989	0.0118812	0.0238432	0.00552433	0.0794126	0.177995	0.0941441	0.267698	0.160202	0.042094	0.333441	0.10242	0.00159851	0.0581646	0.475466	3.46477	0.185516	0.240586	0.288813	0.285086	15.5311
220	-26750.3	-26613.4	-136.907	0.246247	0.00986956	0.0810521	1.86175	0.00284288	0.160751	0.15468	0.100576	0.235762	0.0200704	0.0351721	0.034868	1.27563	0.0594981	0.824177	0.0132533	0.00513509	0.0305184	2.84023	0.0100702	0.0132083	0.379388	0.151742	1.73731	0.0219085	1.47141	0.0212425	0.232567	0.0408608	0.0176562	0.0421146	1.3417	0.012606	0.0174086	0.0064869	0.00559848	0.00828396	0.0257531	0.0305111	0.000106344	0.109462	0.0118855	0.00158445	0.00789784	0.0549327	0.0205228	0.000697617	0.0171628	0.235791	0.0072886	0.0435416	0.121697	0.00915184	0.0107293	0.0496555	0.0281265	0.0188181	0.0027711	0.197254	0.154773	0.0883312	0.251169	0.150311	0.0544531	0.359639	0.0960964	0.00194141	0.063993	0.493503	3.44056	0.186128	0.238079	0.289766	0.286027	14.4375
230	-26569.7	-26429.8	-139.893	0.247181	0.0121982	0.0895053	2.19897	0.00599958	0.0521568	0.182801	0.109953	0.251245	0.0167431	0.0394674	0.0415062	1.44289	0.0623312	0.834157	0.0125893	0.00928295	0.0258879	2.70112	0.0168886	0.0153098	0.455245	0.152263	1.38218	0.0161162	1.47141	0.0347284	0.259974	0.034598	0.0173102	0.0582141	1.28137	0.0106791	0.112079	0.0130832	0.0080766	0.00476935	0.0165495	0.0162983	0.000599017	0.137464	0.0397679	0.00118219	0.0237387	0.0784177	0.0351536	0.00169779	0.0462821	0.289276	0.00386611	0.0199633	0.111812	0.0106578	0.0169729	0.0365407	0.0451998	0.00866468	0.00523059	0.198595	0.159024	0.0769591	0.252916	0.156542	0.0576809	0.362141	0.0937605	0.00198296	0.0646617	0.495503	3.43785	0.186128	0.238079	0.289766	0.286027	14.7361
240	-26547	-26400.7	-146.271	0.247046	0.0122657	0.0895053	2.14021	0.00304895	0.0323308	0.170448	0.107478	0.246264	0.0291396	0.0384298	0.0267821	1.22999	0.0548413	0.906228	0.0208056	0.00989094	0.0286539	3.54165	0.0123203	0.0160825	0.374655	0.152263	1.54466	0.0200145	1.4179	0.0432933	0.259974	0.0392166	0.0238295	0.0458247	1.37101	0.00436819	0.15537	0.00465213	0.00801734	0.0175606	0.0184627	0.0118926	0.000219673	0.132315	0.00749739	0.00786395	0.0318069	0.0757429	0.0363386	0.00217357	0.0567097	0.285847	0.0140966	0.00756945	0.0521568	0.00738283	0.0207713	0.0289616	0.0223048	0.0060707	0.0274332	0.183623	0.137679	0.0808668	0.254707	0.157651	0.0476452	0.364706	0.0944244	0.00197695	0.0645654	0.495216	3.43824	0.186128	0.238079	0.289766	0.286027	15.3739
250	-26494.6	-26353.8	-140.79	0.23129	0.0176505	0.0877927	2.41628	0.00114514	0.0411831	0.166841	0.0990435	0.232755	0.0189541	0.0458484	0.035947	1.1425	0.0572822	0.811228	0.0195589	0.00300025	0.0254439	2.81322	0.0084657	0.0240436	0.386464	0.140623	1.60849	0.0184219	1.68797	0.0243414	0.323427	0.0403343	0.0182509	0.0416832	1.27364	0.00108906	0.123227	0.0014762	0.00427838	0.00730809	0.0122027	0.0107075	0.000100671	0.0874418	0.00982743	0.0162277	0.0202913	0.0530673	0.016194	0.0105775	0.0344435	0.228729	0.00613217	0.0216881	0.0551636	0.00944701	0.0169937	0.0443047	0.0120061	0.0213209	0.017051	0.222281	0.130395	0.0808668	0.254707	0.157651	0.0476452	0.364706	0.0944244	0.00135138	0.0535516	0.460335	3.48476	0.186128	0.238079	0.289766	0.286027	14.8258
260	-26442.1	-26326.4	-115.727	0.247836	0.0109335	0.0781582	1.70953	0.000913197	0.0511811	0.146908	0.0831187	0.233647	0.0206375	0.0378924	0.0309375	0.929582	0.0693458	0.793571	0.0181259	0.00385613	0.03102	2.81322	0.00861409	0.0213466	0.331855	0.117146	1.2758	0.00915322	1.14225	0.0326415	0.201652	0.043692	0.0278483	0.0403081	0.757782	0.000656382	0.150001	0.00148813	0.00763782	0.00594017	0.0334621	0.00641344	0.000177841	0.127898	0.0163693	0.0440563	0.0373686	0.0258703	0.0193203	0.0319028	0.0433589	0.18162	0.0209909	0.0247585	0.0505681	0.0360728	0.0184449	0.0540143	0.0211074	0.0144704	0.0181822	0.170334	0.0843616	0.0808668	0.254707	0.157651	0.0476452	0.364706	0.0944244	0.00201243	0.0651316	0.4969	3.43596	0.189644	0.237051	0.288514	0.284791	12.3195
270	-25852.2	-25750.8	-101.355	0.260141	0.0083478	0.0719864	1.67567	0.00114617	0.048931	0.166345	0.0605403	0.175726	0.0245039	0.0429661	0.0434998	0.381446	0.0635957	0.725052	0.0148029	0.00297542	0.0380769	2.81322	0.0118773	0.0163856	0.308533	0.134162	1.37132	0.0181059	0.59726	0.0224494	0.254645	0.027935	0.0225567	0.0528303	0.128974	0.00135485	0.0912702	0.00114695	0.0302123	0.00925885	0.0364708	0.00806926	0.000790241	0.200586	0.01419	0.326438	0.0185819	0.0174722	0.0113865	0.0365813	0.0295354	0.193479	0.0335176	0.0151541	0.0554304	0.0313261	0.00948962	0.0485998	0.0241734	0.0152962	0.0125781	0.215624	0.0683634	0.0922202	0.244274	0.163668	0.0593682	0.349766	0.0907041	0.00261848	0.0741054	0.52239	3.40089	0.191432	0.236528	0.287877	0.284163	10.8822
280	-25347.2	-25242.1	-105.08	0.260141	0.0113618	0.0970682	1.82055	0.00157669	0.0368715	0.13837	0.0825724	0.196492	0.0181781	0.0456325	0.0315638	0.231762	0.0701845	0.74193	0.0214272	0.00636207	0.0445077	3.14537	0.0107466	0.0161111	0.436295	0.142391	1.38518	0.0104626	0.309304	0.0237492	0.24137	0.0463851	0.022735	0.0406309	0.0138193	0.00724455	0.135566	0.00185381	0.0743717	0.00530835	0.0231921	0.0148357	0.00260106	0.239571	0.0469037	0.116351	0.0309514	0.0331931	0.0221268	0.0158655	0.0405095	0.204704	0.0223728	0.0180941	0.0633865	0.0291298	0.00957021	0.0481403	0.0435747	0.0132489	0.00711495	0.412407	0.131571	0.076372	0.2536	0.151107	0.0616348	0.36312	0.0941671	0.00261848	0.0741054	0.52239	3.40089	0.190589	0.235486	0.28661	0.287315	11.2547
