Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
4150	-23304	-23230.5	-73.4733	0.271626	0.029592	0.0741543	1.03254	0.00221169	0.0265917	0.145966	0.075002	0.120416	0.0188876	0.0404716	0.0280592	0.00888901	0.0453409	0.65309	0.0207231	0.00503339	0.0425998	2.10784	0.0146868	0.0180807	0.215966	0.121534	0.0102556	0.0180036	0.00697757	0.0245168	0.260405	0.0277941	0.0236974	0.0371167	0.0021602	0.0100349	0.0303584	0.00689322	0.0898864	0.0563176	0.0997091	0.0997715	0.026588	0.134932	0.00443581	0.0113964	0.0155482	0.0342238	0.136038	0.196399	0.0376827	0.675423	0.0466789	0.0433224	0.0633964	0.056667	0.152854	0.631654	0.0208939	0.00074413	0.0465235	0.064835	0.0421621	0.0921158	0.228439	0.148545	0.0663207	0.364413	0.100167	0.00327635	0.0826937	0.544929	3.3691	0.199531	0.23273	0.286512	0.281227	8.09397
4160	-23301	-23231.8	-69.1159	0.265227	0.029039	0.0578042	0.995877	0.00207205	0.0476175	0.146416	0.0885062	0.114228	0.0228528	0.0437528	0.0403494	0.00732689	0.0436938	0.566383	0.014577	0.00362438	0.0323902	2.07233	0.0103222	0.0196796	0.238625	0.101842	0.0120414	0.00774832	0.00722568	0.0215524	0.253695	0.0569781	0.0246821	0.0528977	0.00218532	0.0156514	0.0206623	0.00875331	0.0806023	0.0495498	0.114949	0.10681	0.0160099	0.108081	0.00699653	0.0167541	0.0278348	0.0220809	0.056843	0.220305	0.0227972	0.547245	0.0547663	0.0551595	0.0449245	0.0717938	0.123147	0.553934	0.0184507	0.0011362	0.0429212	0.0749367	0.0368534	0.0808632	0.233535	0.151858	0.0678	0.363543	0.102401	0.00289863	0.077886	0.532516	3.3867	0.198219	0.230499	0.283765	0.287517	7.65826
4170	-23303.7	-23235.1	-68.5772	0.265227	0.0245606	0.0670657	0.924397	0.00470555	0.0461986	0.146416	0.0673239	0.15209	0.0257799	0.0383061	0.0281291	0.00501921	0.0596018	0.541382	0.0138789	0.00459858	0.0355122	2.06625	0.0135552	0.0216377	0.281463	0.103157	0.00970093	0.00798011	0.0039483	0.0165473	0.235944	0.0300903	0.0168022	0.0382644	0.00311277	0.024069	0.02883	0.00640031	0.0484859	0.0628794	0.105328	0.117187	0.0193416	0.104634	0.0233278	0.00974828	0.0306556	0.0304664	0.125276	0.178413	0.0224837	0.573967	0.042427	0.0290748	0.0508733	0.0195874	0.102768	0.636229	0.0263911	0.0029006	0.0590493	0.0613275	0.0288508	0.0809028	0.229521	0.153985	0.0631204	0.368636	0.103835	0.00289863	0.077886	0.532516	3.3867	0.198219	0.230499	0.283765	0.287517	7.60439
4180	-23303.2	-23237.1	-66.1925	0.259965	0.027932	0.0561487	0.882757	0.00302717	0.0377792	0.141476	0.0519554	0.116305	0.0193821	0.0467763	0.0283598	0.00635227	0.0507985	0.650705	0.0104151	0.00689198	0.0320353	1.96668	0.00922988	0.0135425	0.202483	0.108322	0.00955275	0.0235796	0.00336441	0.0217324	0.24653	0.0270607	0.0153844	0.0469359	0.00446319	0.0306523	0.0220989	0.00306262	0.0637052	0.0417614	0.106425	0.11393	0.0176651	0.128809	0.00893112	0.0215529	0.0400032	0.04542	0.0664466	0.181495	0.0202356	0.595845	0.048042	0.0549351	0.0526765	0.0564663	0.113097	0.520161	0.02061	0.00808439	0.0282608	0.0647863	0.022833	0.0989112	0.223028	0.149629	0.0693255	0.358208	0.100898	0.00260909	0.0739752	0.522035	3.40138	0.198219	0.230499	0.283765	0.287517	7.36595
4190	-23306.2	-23238.4	-67.8546	0.280867	0.0294808	0.0745161	0.810529	0.00752552	0.0465379	0.135878	0.0427557	0.146725	0.020059	0.0556225	0.0289396	0.00317108	0.0496343	0.622686	0.0101989	0.00448522	0.034565	2.09904	0.0145751	0.0116768	0.198884	0.0917988	0.0082596	0.0182556	0.00643755	0.032895	0.222915	0.0184435	0.0182559	0.0502098	0.0046665	0.0170686	0.0127955	0.00703766	0.0555864	0.074567	0.118641	0.124926	0.0247064	0.0968785	0.00984821	0.0143536	0.0611041	0.0259218	0.0838657	0.194149	0.0262948	0.580758	0.0367133	0.0421172	0.0430636	0.0538239	0.0970591	0.653415	0.0220696	0.00944971	0.0100976	0.0625441	0.0535859	0.102122	0.230267	0.148653	0.069509	0.345277	0.104173	0.0038719	0.0897199	0.562227	3.34418	0.198219	0.230499	0.283765	0.287517	7.53206
4200	-23302.3	-23233.6	-68.63	0.267152	0.027732	0.0555816	0.798923	0.00297565	0.0537299	0.144462	0.072503	0.119507	0.0181693	0.0558684	0.0424782	0.00529796	0.0439383	0.592663	0.0120342	0.00293018	0.0396986	2.05508	0.0132641	0.0148035	0.216704	0.11806	0.00726131	0.0151268	0.0131658	0.0275155	0.189835	0.0374045	0.0160744	0.049412	0.00278132	0.0137251	0.0184586	0.00283416	0.0804365	0.0572857	0.0605545	0.123821	0.0246547	0.130322	0.011565	0.0175508	0.0294348	0.034287	0.0957103	0.211404	0.0266528	0.72403	0.030357	0.0400754	0.0392778	0.063002	0.138302	0.653415	0.0200545	0.00559203	0.00344863	0.0574932	0.0309394	0.103002	0.227975	0.149935	0.0646252	0.348255	0.106207	0.00300929	0.0793267	0.536288	3.38138	0.198219	0.230499	0.283765	0.287517	7.60966
4210	-23299.7	-23237.9	-61.8505	0.271235	0.0244474	0.0569757	0.77649	0.00601486	0.0426532	0.149285	0.0641076	0.111479	0.0300105	0.0392387	0.0335845	0.00326232	0.0553769	0.515392	0.0212919	0.0017181	0.0302502	1.71247	0.00824563	0.0148351	0.216309	0.101963	0.00754009	0.0139217	0.0083498	0.0297032	0.221719	0.0413141	0.0257428	0.0407021	0.00702894	0.014121	0.0215319	0.00612275	0.0824799	0.0606039	0.113595	0.110528	0.0250853	0.117465	0.0116299	0.0150032	0.0283187	0.0213733	0.154688	0.217775	0.0294113	0.577941	0.0423156	0.0271795	0.0454504	0.0312728	0.140817	0.47762	0.0204147	0.00318289	0.00283159	0.0741085	0.0474109	0.0855758	0.230389	0.151523	0.0653096	0.35987	0.107332	0.00325248	0.0823988	0.544182	3.37017	0.198219	0.230499	0.283765	0.287517	6.9317
4220	-23295	-23227.3	-67.772	0.276698	0.0313564	0.0738489	0.840868	0.00544886	0.0357193	0.147054	0.0709773	0.156059	0.0209686	0.040325	0.0204753	0.00817376	0.0641074	0.575663	0.0207857	0.000690715	0.0396729	2.17923	0.00761289	0.00905071	0.217533	0.0993301	0.0137625	0.0152531	0.00853152	0.0257288	0.212066	0.0315347	0.0167591	0.039556	0.00394527	0.0138217	0.0232985	0.00336347	0.0692074	0.0553959	0.0932877	0.116426	0.0193228	0.117465	0.0160223	0.00860448	0.0233081	0.0291457	0.100655	0.200938	0.0240235	0.547445	0.0282362	0.0244137	0.0621041	0.0563086	0.130268	0.569333	0.0263641	0.00829875	0.0158796	0.0646766	0.0441116	0.0825199	0.231159	0.15203	0.0655279	0.361073	0.10769	0.00359584	0.0865389	0.554513	3.35535	0.198219	0.230499	0.283765	0.287517	7.52381
4230	-23301	-23224.6	-76.4001	0.262413	0.0302424	0.0663932	1.1267	0.00197391	0.0302572	0.166974	0.0572152	0.101315	0.0275878	0.0540195	0.0390936	0.00580692	0.0472024	0.706848	0.00945179	0.00187952	0.0414059	2.33815	0.00685379	0.0106644	0.206482	0.0825719	0.0118768	0.0110978	0.00450852	0.0249572	0.250618	0.0302803	0.0151828	0.0495629	0.00787993	0.0322619	0.0217877	0.0052806	0.060115	0.046392	0.12033	0.143944	0.0269455	0.0977212	0.0118716	0.0114374	0.0390248	0.0373264	0.0725295	0.200938	0.0256577	0.805023	0.0321674	0.0673231	0.059249	0.0576154	0.157338	0.568429	0.0202275	0.00448359	0.0191459	0.0508614	0.026218	0.0849437	0.231313	0.149313	0.0655713	0.361312	0.107547	0.00274146	0.0757896	0.526942	3.39453	0.198219	0.230499	0.283765	0.287517	8.38669
4240	-23294.9	-23224.8	-70.0893	0.255655	0.029103	0.0663932	0.863645	0.000567747	0.031687	0.125864	0.0625144	0.0912955	0.024761	0.0483473	0.0280627	0.00488141	0.0533028	0.601102	0.0185624	0.00206112	0.0335814	2.2137	0.00922328	0.0172356	0.270299	0.0856633	0.0115477	0.0162521	0.00669908	0.0232233	0.239258	0.037283	0.0211248	0.048504	0.00138572	0.0196908	0.0297569	0.00824424	0.0305848	0.0690944	0.120916	0.109299	0.0234137	0.117918	0.00888862	0.00876175	0.0203411	0.0295623	0.094623	0.205276	0.0282112	0.54476	0.03783	0.0330081	0.0534032	0.047975	0.136122	0.728752	0.0284055	0.00343058	0.0119172	0.0792016	0.039141	0.0837402	0.228035	0.147197	0.0745326	0.356193	0.110301	0.00238587	0.0708035	0.513261	3.41355	0.199401	0.231873	0.279495	0.289231	7.75565
4250	-23308.5	-23237.9	-70.6017	0.27258	0.0343761	0.0510695	0.810959	0.000655794	0.0269274	0.181135	0.0677065	0.0956106	0.0220709	0.039647	0.0395741	0.00962575	0.0476682	0.742321	0.0199633	0.00581329	0.0404094	2.2137	0.0134865	0.0195958	0.259419	0.100146	0.0107458	0.00985063	0.00562015	0.0241916	0.239057	0.0373863	0.0211248	0.0654829	0.00141139	0.0215471	0.01936	0.0102732	0.0257266	0.0777612	0.108442	0.107264	0.0193061	0.121242	0.0125017	0.0101071	0.0245804	0.0457151	0.0675554	0.281266	0.0330272	0.514739	0.0414466	0.0534284	0.0497011	0.0450269	0.108905	0.56633	0.0306794	0.00275846	0.055874	0.0615298	0.0339721	0.0898972	0.230727	0.148935	0.0674602	0.356425	0.106556	0.00333507	0.0834147	0.546749	3.3665	0.197619	0.234216	0.28232	0.285845	7.80681
4260	-23302.1	-23233.8	-68.2483	0.27258	0.0454698	0.0602866	0.827839	0.00127873	0.0387978	0.12838	0.0483081	0.134582	0.0211286	0.0469371	0.038503	0.00616288	0.0422009	0.663052	0.0253773	0.0026414	0.0452066	2.02497	0.0117061	0.0137981	0.281239	0.0912205	0.00365554	0.0226394	0.00752253	0.0223198	0.229426	0.0318216	0.0219976	0.0459141	0.0035565	0.0251447	0.0210399	0.0095358	0.0628125	0.0649515	0.138399	0.143146	0.0230648	0.103214	0.0134514	0.00848783	0.0459625	0.0278498	0.084774	0.171559	0.0204733	0.611984	0.0372108	0.0493864	0.0622771	0.0370834	0.12265	0.577079	0.0124228	0.00222966	0.0329266	0.0455115	0.0289096	0.0901536	0.233853	0.151272	0.0639678	0.361255	0.0994983	0.00333507	0.0834147	0.546749	3.3665	0.198531	0.235297	0.279008	0.287164	7.57147
4270	-23309.2	-23239.3	-69.8858	0.27258	0.0340365	0.0661584	1.01206	0.00509008	0.0366388	0.132065	0.0835803	0.112692	0.0192571	0.0450017	0.0360585	0.00379587	0.0538439	0.490065	0.0126722	0.00157072	0.0317513	2.04149	0.010795	0.0206083	0.230075	0.0873065	0.00398515	0.0139973	0.015321	0.0348823	0.229426	0.0550675	0.0205876	0.0566776	0.00714615	0.02294	0.0163643	0.00944956	0.0654753	0.0628916	0.135626	0.0829886	0.0257534	0.100864	0.0219996	0.0127758	0.0317951	0.0291706	0.10801	0.236139	0.0277855	0.633348	0.0319974	0.0890329	0.0500023	0.04412	0.126328	0.61366	0.0182877	0.00390622	0.0541643	0.0370401	0.039592	0.0677113	0.234771	0.177277	0.0666628	0.355628	0.0979486	0.00333507	0.0834147	0.546749	3.3665	0.198531	0.235297	0.279008	0.287164	7.73521
4280	-23312.5	-23244.7	-67.8096	0.269182	0.0343194	0.0719536	0.902753	0.00330393	0.0443158	0.144016	0.0674563	0.136976	0.0241851	0.046441	0.024059	0.00194896	0.0633118	0.497633	0.0195045	0.00179746	0.0350009	2.04149	0.00853947	0.0128253	0.219267	0.0928131	0.00432923	0.015385	0.0122597	0.0239345	0.278007	0.03031	0.0192926	0.0584881	0.00804779	0.0187678	0.0166554	0.00945777	0.0626928	0.0526999	0.107608	0.103582	0.0228064	0.119848	0.0361882	0.0179237	0.014346	0.0224579	0.0961111	0.182176	0.0236334	0.573799	0.0254391	0.0326794	0.0480766	0.0451349	0.121137	0.615485	0.0269914	0.00165259	0.107114	0.0389054	0.0402743	0.066799	0.245082	0.174889	0.0657646	0.350837	0.0966289	0.00312875	0.0808514	0.540231	3.37579	0.198531	0.235297	0.279008	0.287164	7.52761
4290	-23302.6	-23237.4	-65.1969	0.276235	0.0302946	0.066908	0.833184	0.00635078	0.0335514	0.148587	0.0707347	0.129223	0.0262256	0.0474199	0.0371062	0.00316171	0.0489543	0.569167	0.0175779	0.00423613	0.0444434	1.90904	0.0168901	0.0138802	0.163023	0.0989704	0.00608679	0.0141377	0.00730072	0.0337204	0.24057	0.0292921	0.0222559	0.0456958	0.00705671	0.0246577	0.0219776	0.00515237	0.116268	0.0480072	0.114811	0.136029	0.0271265	0.0916039	0.00664346	0.00986579	0.030808	0.0466329	0.0781653	0.193459	0.030631	0.494414	0.0382553	0.0239522	0.0470966	0.0774218	0.129661	0.58343	0.0326962	0.00196274	0.0317765	0.0669183	0.0318357	0.0677709	0.244322	0.167209	0.0667215	0.355942	0.0980349	0.00356591	0.0861865	0.553647	3.3566	0.198531	0.235297	0.279008	0.287164	7.2663
4300	-23309.9	-23244.7	-65.1817	0.272636	0.0240195	0.0518904	0.861205	0.00308669	0.0370801	0.141827	0.05866	0.115075	0.0279052	0.0589674	0.0391306	0.00745681	0.0528042	0.592382	0.0133867	0.00764398	0.0468127	1.90121	0.0110941	0.0111917	0.249931	0.0821676	0.00978723	0.017974	0.0104254	0.0299873	0.203035	0.0185255	0.0210605	0.0450248	0.00252027	0.0216265	0.0269354	0.00637964	0.0376165	0.0496614	0.0973737	0.113917	0.0265418	0.0873819	0.0166246	0.00368153	0.0379386	0.0301753	0.0663125	0.166139	0.0323618	0.512032	0.0378134	0.047935	0.0659893	0.0621679	0.106914	0.6955	0.0305712	0.00108146	0.0495457	0.0552268	0.0260954	0.0887823	0.249123	0.161702	0.0666699	0.318861	0.114862	0.00333852	0.0834569	0.546855	3.36635	0.201841	0.239221	0.283661	0.275277	7.2648
4310	-23304.9	-23239.3	-65.6102	0.272636	0.0363472	0.0594715	0.747104	0.00208295	0.0560723	0.134812	0.0600994	0.0946242	0.0185657	0.0448144	0.0378889	0.00791649	0.0464814	0.562248	0.0177773	0.00263337	0.0537513	2.06542	0.0108548	0.0199699	0.220907	0.0991475	0.0112457	0.0147924	0.00698957	0.031624	0.248078	0.0390681	0.0200754	0.0479801	0.00625689	0.0211488	0.030553	0.00600781	0.0684404	0.0532328	0.1129	0.141897	0.0269606	0.0910774	0.0139766	0.00635965	0.035749	0.024462	0.0499816	0.181956	0.0226684	0.497922	0.0362122	0.0460224	0.0376878	0.0390868	0.126256	0.667706	0.0102219	0.00260698	0.0519783	0.0504152	0.0290674	0.0908547	0.219253	0.154363	0.0749183	0.342348	0.118263	0.00333852	0.0834569	0.546855	3.36635	0.201841	0.239221	0.283661	0.275277	7.30765
4320	-23308.1	-23240.3	-67.8049	0.25984	0.0285326	0.0671425	0.879608	0.00327858	0.0406968	0.123699	0.0781883	0.145688	0.0226022	0.0431635	0.0309016	0.00480118	0.0422763	0.562248	0.0156811	0.00328642	0.0336853	2.06542	0.00693078	0.0214065	0.258364	0.104323	0.00810278	0.0137642	0.00530494	0.022551	0.218911	0.0463844	0.0194418	0.0469696	0.0020897	0.0221337	0.0278416	0.00746946	0.0686798	0.0759226	0.0891612	0.126137	0.0225413	0.115293	0.0149994	0.0109285	0.032175	0.0182787	0.0617499	0.144696	0.038682	0.622608	0.0391352	0.0840327	0.0579668	0.0541175	0.095383	0.603866	0.0234918	0.00474958	0.0364811	0.0353909	0.0278343	0.0926425	0.223567	0.157401	0.0567147	0.349085	0.12059	0.00260244	0.0738827	0.521783	3.40173	0.200837	0.238031	0.287224	0.273908	7.52719
4330	-23319.3	-23250.8	-68.4985	0.287141	0.0357578	0.0575881	0.929211	0.00429399	0.0386225	0.145441	0.0779111	0.11304	0.0287917	0.0436987	0.0435872	0.00851074	0.0532597	0.584904	0.0113022	0.00244884	0.0376916	2.06078	0.0108016	0.0106717	0.198139	0.0997521	0.0235386	0.0118311	0.00193422	0.0254501	0.247166	0.0520538	0.0312468	0.0461852	0.0031363	0.0328906	0.0195778	0.0114692	0.0610475	0.0547325	0.138274	0.144313	0.0152738	0.14101	0.0102061	0.00701237	0.0300094	0.0499686	0.0536427	0.144696	0.0291427	0.509858	0.0388863	0.0632938	0.0533969	0.0568025	0.114211	0.566053	0.0255141	0.00357411	0.0638502	0.0868931	0.0320694	0.0796286	0.23511	0.152207	0.0628765	0.367108	0.103071	0.00431035	0.0945371	0.573563	3.32759	0.209957	0.225613	0.278084	0.286346	7.59641
4340	-23310.9	-23236.5	-74.3811	0.261379	0.0414206	0.0829359	1.05844	0.00543768	0.0206855	0.15128	0.0687914	0.128418	0.0188975	0.0425681	0.0301013	0.00530472	0.0532597	0.598748	0.0217977	0.00366214	0.0474877	2.39098	0.0110222	0.0126696	0.228599	0.116981	0.0147264	0.0107315	0.00288131	0.0215003	0.258247	0.0329038	0.0130203	0.0497124	0.00693461	0.0213298	0.0253926	0.00809471	0.0355202	0.0467247	0.0909843	0.12756	0.0247454	0.134195	0.0193462	0.00725473	0.0435467	0.0164749	0.042529	0.199941	0.0281782	0.527552	0.0379265	0.0536341	0.069419	0.0523105	0.123009	0.675579	0.0500892	0.00456268	0.0605063	0.064382	0.0438689	0.0803918	0.237363	0.129701	0.0778597	0.370626	0.104059	0.00268506	0.0750222	0.524876	3.39742	0.209957	0.225613	0.278084	0.286346	8.1848
4350	-23313.1	-23240.8	-72.3272	0.279213	0.0348467	0.0875998	1.10066	0.00339089	0.0238772	0.15128	0.0595288	0.113917	0.0184628	0.0509959	0.0331255	0.00448627	0.059999	0.677079	0.0185687	0.00719564	0.0488399	2.12584	0.0105485	0.0163729	0.306103	0.0967635	0.0122335	0.00824519	0.0115036	0.0273144	0.231227	0.0329038	0.0178078	0.0384079	0.00728749	0.0181431	0.0228305	0.00734367	0.0174629	0.0596478	0.104898	0.112427	0.025305	0.103434	0.0123842	0.00739386	0.0375924	0.0338317	0.0346486	0.199941	0.0218665	0.441812	0.0376857	0.0703729	0.0750229	0.0695358	0.119151	0.676315	0.0293344	0.00593904	0.115955	0.0398035	0.0428238	0.081781	0.241465	0.131942	0.0619246	0.377031	0.105857	0.00376093	0.088456	0.559185	3.3486	0.204565	0.223513	0.284665	0.287257	7.97932
4360	-23311	-23237.1	-73.9725	0.2781	0.0348467	0.0807303	0.93377	0.00307078	0.0243532	0.15128	0.0649886	0.142127	0.0317855	0.0453622	0.0338343	0.00278854	0.0572381	0.657703	0.0159457	0.00756661	0.0381521	2.26477	0.00332443	0.0163729	0.237206	0.110769	0.00992014	0.0141971	0.0056252	0.0327613	0.269768	0.0303808	0.0147875	0.0452907	0.011159	0.0250839	0.0141595	0.00657632	0.0616278	0.0564361	0.141603	0.138621	0.0160527	0.0959722	0.00771551	0.0124177	0.0263044	0.0486085	0.0349083	0.224785	0.0254038	0.452963	0.0372966	0.0431016	0.0687946	0.0528413	0.128113	0.810366	0.0200054	0.00671117	0.118552	0.0575781	0.0193811	0.0935375	0.224176	0.141816	0.0821961	0.357813	0.100461	0.00368731	0.0876066	0.557123	3.35158	0.204565	0.223513	0.284665	0.287257	8.14386
4370	-23320.6	-23252.9	-67.6271	0.273165	0.0303373	0.0818863	0.87691	0.00316118	0.0364091	0.152012	0.0716337	0.105839	0.0272874	0.0435389	0.0360006	0.00291306	0.0440681	0.571945	0.0126222	0.00237635	0.0411085	1.87272	0.00812594	0.0187328	0.273538	0.108203	0.00556151	0.0102958	0.0175535	0.0275056	0.26119	0.0301322	0.0225615	0.0442912	0.00406223	0.0290854	0.0129703	0.00858075	0.0899263	0.0444739	0.154935	0.0506117	0.0133627	0.0793909	0.0188836	0.0102013	0.0570069	0.021159	0.0924008	0.179688	0.0363415	0.636491	0.0319413	0.036067	0.0501138	0.0354475	0.127016	0.637536	0.0267891	0.00828872	0.0462205	0.0905631	0.0393335	0.0947313	0.227037	0.130686	0.0832452	0.362381	0.10192	0.0033714	0.0838574	0.547861	3.36491	0.201425	0.236935	0.280295	0.281346	7.50935
4380	-23310.8	-23239.1	-71.6801	0.267588	0.0297158	0.0774969	0.904005	0.00170857	0.0335749	0.152012	0.0841252	0.124913	0.0209404	0.0471978	0.0396094	0.00484542	0.0465137	0.709106	0.00893122	0.00165712	0.0378025	2.22582	0.0103563	0.0216263	0.243466	0.107509	0.00311399	0.0151895	0.0147447	0.0266224	0.255846	0.0204057	0.0192161	0.0491174	0.00571403	0.0161896	0.0192101	0.00787318	0.0805115	0.0428524	0.0716729	0.0704977	0.0214192	0.118828	0.0233351	0.0105349	0.0401513	0.0387352	0.0906315	0.191629	0.0331296	0.486037	0.0411874	0.057589	0.0664416	0.0571302	0.139179	0.642201	0.0213405	0.00131191	0.0738187	0.0564505	0.0518896	0.0917674	0.219934	0.157885	0.0806406	0.351042	0.0987307	0.00303474	0.0796542	0.537139	3.38017	0.201425	0.236935	0.280295	0.281346	7.91468
4390	-23303.8	-23233.7	-70.104	0.268706	0.0294969	0.0500656	0.762411	0.00167752	0.0455653	0.145094	0.0658483	0.100574	0.0192994	0.056873	0.0378985	0.00585343	0.0449451	0.692204	0.018358	0.0012727	0.0385181	2.20875	0.0139368	0.0158636	0.223342	0.101902	0.00826621	0.0154543	0.0085415	0.0335327	0.232712	0.0371183	0.0156718	0.0411172	0.00410394	0.0224591	0.0271693	0.00729049	0.0448542	0.0570208	0.127068	0.154522	0.0198667	0.0957069	0.0121765	0.0117476	0.0279531	0.0297742	0.0521776	0.272948	0.0298761	0.476124	0.028629	0.0435335	0.0594811	0.0643502	0.137545	0.739625	0.0187607	0.00172431	0.0535429	0.0377525	0.0271106	0.0917674	0.219934	0.157885	0.0806406	0.351042	0.0987307	0.00310051	0.0804937	0.539311	3.3771	0.205175	0.222728	0.285513	0.286584	7.75706
4400	-23305.3	-23231.9	-73.4175	0.268706	0.040302	0.0568722	1.00019	0.0021509	0.032111	0.141491	0.073399	0.149635	0.0195589	0.0541166	0.0300137	0.00814973	0.0504316	0.649541	0.0189217	0.00283047	0.048498	2.02218	0.00886507	0.0243007	0.24811	0.103251	0.0164709	0.0182984	0.00649823	0.0277946	0.25025	0.0492569	0.0139778	0.0533047	0.00229612	0.0239384	0.0196278	0.0073871	0.0456459	0.0607242	0.144457	0.121019	0.019497	0.0659441	0.0212566	0.0166091	0.0315872	0.0376207	0.0795746	0.249451	0.0398162	0.678104	0.0324436	0.0406971	0.0627823	0.0540696	0.137545	0.703564	0.0154844	0.00566353	0.0598692	0.046956	0.0440108	0.0749159	0.232943	0.155233	0.079286	0.35512	0.102502	0.00310051	0.0804937	0.539311	3.3771	0.204154	0.226597	0.284092	0.285158	8.08841
4410	-23307.9	-23229.5	-78.3306	0.275493	0.0411901	0.0758474	1.05232	0.00692873	0.0327672	0.138034	0.0651996	0.16451	0.0210251	0.0453163	0.0280447	0.00828213	0.0504316	0.672544	0.0262213	0.00524317	0.042742	2.43213	0.016542	0.0161398	0.293095	0.0983288	0.011048	0.00896131	0.00973566	0.0316971	0.265681	0.037873	0.0190646	0.05179	0.00219093	0.027075	0.0292702	0.0102906	0.0476258	0.0687943	0.134459	0.0795383	0.0240061	0.117171	0.0135261	0.0104721	0.0185876	0.0367012	0.121527	0.214741	0.0367146	0.602225	0.0324436	0.0182791	0.067577	0.0306891	0.108667	0.745542	0.0167251	0.00320176	0.0911197	0.0659348	0.035846	0.0766713	0.238402	0.15887	0.057712	0.363441	0.104904	0.00351834	0.0856232	0.552257	3.3586	0.204154	0.226597	0.284092	0.285158	8.57968
4420	-23313.3	-23244.7	-68.6493	0.269637	0.0417841	0.0741075	0.904518	0.00441504	0.0340499	0.145001	0.0522096	0.134571	0.024105	0.0492851	0.0306618	0.00780726	0.0470637	0.57496	0.0227582	0.00177119	0.0380539	2.09937	0.00564232	0.0118675	0.216583	0.112691	0.0124256	0.0140164	0.00750032	0.024252	0.231334	0.02798	0.0251952	0.0314705	0.00536135	0.0205881	0.0312491	0.0130211	0.0627162	0.0539739	0.0915222	0.0338527	0.0195199	0.0963166	0.0145952	0.0123626	0.0202768	0.0169299	0.0759007	0.199879	0.0416481	0.641572	0.0350609	0.0140855	0.0577837	0.0917162	0.122821	0.584642	0.0143766	0.00507083	0.105085	0.0879401	0.0342715	0.0792539	0.225673	0.164222	0.059656	0.362758	0.108438	0.00315589	0.0811935	0.541109	3.37454	0.204154	0.226597	0.284092	0.285158	7.61158
4430	-23312.3	-23236.4	-75.8846	0.273895	0.0305786	0.0779477	0.884377	0.00217749	0.0304212	0.160878	0.0947963	0.112123	0.0324337	0.0496327	0.0406425	0.00368972	0.0450192	0.6343	0.0138911	0.00103744	0.0419975	2.4981	0.00821978	0.0229762	0.24598	0.112057	0.00763249	0.0231532	0.0154365	0.0304621	0.214925	0.0580987	0.0209679	0.0422272	0.00517788	0.0327569	0.0196507	0.00844276	0.0348495	0.0399135	0.131199	0.0742343	0.0192829	0.0970318	0.00927385	0.0163632	0.0246309	0.0331652	0.128804	0.260208	0.0248679	0.539506	0.0286488	0.0319987	0.0591758	0.0540177	0.143701	0.786579	0.0122083	0.00996435	0.0475222	0.085175	0.0205523	0.0807055	0.224565	0.163415	0.0640478	0.360976	0.106291	0.00341705	0.0844102	0.549244	3.36293	0.204154	0.226597	0.284092	0.285158	8.33509
4440	-23299.9	-23228.4	-71.44	0.273895	0.0315073	0.056463	1.06845	0.00241486	0.0317171	0.160878	0.0530182	0.129116	0.025068	0.0461429	0.0299036	0.00501038	0.0440534	0.589909	0.0145638	0.00466811	0.0270391	2.2416	0.00433676	0.0157219	0.24598	0.0906479	0.00299565	0.0106818	0.00815804	0.0260392	0.25074	0.0304368	0.0155295	0.0414771	0.0035017	0.0322807	0.0237455	0.00549352	0.0582799	0.0443576	0.0971667	0.0357004	0.0215614	0.147949	0.00953602	0.0155078	0.0311715	0.0247017	0.152522	0.205534	0.0226719	0.494309	0.0287503	0.0355171	0.0620831	0.0524376	0.118564	0.676604	0.0342606	0.0104114	0.0582092	0.0578975	0.0256331	0.0890394	0.228198	0.143834	0.0641005	0.366817	0.108011	0.00341705	0.0844102	0.549244	3.36293	0.206066	0.228719	0.277387	0.287828	7.89063
