Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
26210	-23311.9	-23240	-71.9145	0.263124	0.0416913	0.0635762	0.979342	0.0120622	0.0320021	0.157	0.0492377	0.108897	0.0243581	0.047037	0.0292274	0.00435558	0.0546526	0.541445	0.015781	0.0115192	0.0466727	2.21244	0.0144183	0.0179773	0.197679	0.11822	0.0105373	0.0115591	0.00455046	0.0243482	0.189346	0.0296608	0.0185446	0.042215	0.00594807	0.0213388	0.0244435	0.00584553	0.0673288	0.0312499	0.100698	0.219671	0.0220978	0.138094	0.0451643	0.00923094	0.0409494	0.0389975	0.0120273	0.187433	0.0230298	0.623519	0.0265937	0.0688921	0.0416001	0.0572871	0.12804	0.730149	0.0537534	0.00242274	0.0187162	0.0486508	0.0346093	0.091898	0.229153	0.159178	0.0734657	0.349832	0.0964736	0.00278067	0.0763183	0.528358	3.39254	0.200532	0.218758	0.279785	0.300925	7.93813
26220	-23303.8	-23235.8	-67.9189	0.265712	0.0384375	0.0724482	0.801215	0.012971	0.0363884	0.106804	0.0689263	0.102974	0.0219442	0.0381145	0.0373038	0.00195083	0.0581881	0.61907	0.0116947	0.00211149	0.0514634	2.06031	0.00598903	0.00957406	0.265856	0.0981215	0.0133245	0.0131069	0.00337469	0.0346275	0.231151	0.0377017	0.0321988	0.0471529	0.00539961	0.0199679	0.0296915	0.00779306	0.0514552	0.0363206	0.120822	0.167932	0.0220978	0.104796	0.0253064	0.00516261	0.0331726	0.0178541	0.0200174	0.207542	0.0330342	0.557268	0.0331061	0.029701	0.0425688	0.0732294	0.113975	0.66605	0.0308267	0.00663899	0.0392412	0.0772208	0.0258721	0.0782557	0.224058	0.155638	0.071832	0.369168	0.101048	0.00292628	0.0782486	0.53347	3.38536	0.201171	0.214563	0.288661	0.295606	7.53856
26230	-23320.7	-23252.9	-67.7864	0.267956	0.0302293	0.0547086	0.745922	0.0119327	0.0598877	0.116692	0.0524045	0.145625	0.0308695	0.0479291	0.030935	0.00204433	0.0538541	0.625349	0.024918	0.00258112	0.0344607	1.99858	0.00665521	0.0209408	0.194111	0.113806	0.00741854	0.0194336	0.00648506	0.0351614	0.213187	0.0618621	0.0315791	0.0529064	0.0109891	0.0337316	0.0243931	0.00220906	0.114535	0.0302329	0.117253	0.210755	0.022662	0.0937172	0.01004	0.0151481	0.0340731	0.027749	0.0372605	0.191213	0.0426142	0.53658	0.0474417	0.0540136	0.0473934	0.0783394	0.131458	0.603359	0.0292217	0.00448748	0.0695169	0.0441387	0.0282986	0.0826913	0.240184	0.16446	0.0606419	0.345247	0.106776	0.00305627	0.0799299	0.537854	3.37916	0.201171	0.214563	0.288661	0.295606	7.52529
26240	-23301.4	-23228.7	-72.7401	0.274376	0.029555	0.0647411	0.766006	0.00449975	0.0362321	0.0981291	0.06657	0.161987	0.022496	0.0469272	0.0461704	0.00104776	0.0559653	0.651514	0.0210898	0.00368703	0.0383156	2.2232	0.00780769	0.0187135	0.268784	0.102094	0.00972798	0.0167188	0.0105059	0.033121	0.244649	0.042332	0.0200533	0.0405156	0.0124976	0.0162655	0.0259807	0.00339145	0.0688772	0.0736454	0.104674	0.180871	0.0224873	0.122597	0.0113906	0.0114215	0.0574562	0.0297405	0.0223118	0.222716	0.0317832	0.625848	0.0467078	0.0483842	0.0549069	0.08386	0.104891	0.671661	0.0435196	0.00957051	0.0680319	0.0532721	0.0387276	0.084108	0.239813	0.164206	0.0605482	0.344714	0.106611	0.00344734	0.0847749	0.550153	3.36162	0.195542	0.236539	0.280584	0.287335	8.02064
26250	-23297.7	-23228.5	-69.202	0.273289	0.0251077	0.0650856	0.939915	0.000749244	0.0451218	0.12762	0.0512697	0.112785	0.0224661	0.0459509	0.045166	0.000717912	0.0636484	0.658017	0.016778	0.00827494	0.0372209	1.97947	0.00392412	0.0178186	0.211097	0.110344	0.0112466	0.0160947	0.00754866	0.0226641	0.205224	0.033499	0.0175143	0.0347688	0.00417665	0.0231821	0.0294888	0.00957189	0.0704301	0.0333281	0.106722	0.180871	0.0157573	0.129124	0.0287286	0.0150793	0.0365221	0.0297874	0.0149479	0.232794	0.0253571	0.577475	0.0390996	0.0351933	0.06545	0.0404544	0.105031	0.676865	0.0450062	0.0041947	0.0426794	0.0814966	0.0309146	0.0835119	0.238113	0.163042	0.0672062	0.342271	0.105855	0.00337912	0.0839512	0.548096	3.36457	0.195542	0.236539	0.280584	0.287335	7.66684
26260	-23296.7	-23226.9	-69.7505	0.27481	0.0295474	0.0683221	0.826737	0.00299275	0.0352302	0.130243	0.0643489	0.126589	0.0235738	0.0388747	0.0318944	0.00165821	0.0521422	0.650562	0.0195476	0.00210026	0.0354273	2.1269	0.00500856	0.0234513	0.194391	0.0843759	0.0100488	0.00958708	0.0143028	0.0290343	0.226636	0.0372222	0.0200461	0.0664818	0.00457765	0.014408	0.0263368	0.010472	0.0818771	0.0299145	0.106063	0.192006	0.0212467	0.118708	0.0471929	0.00507548	0.035539	0.0240082	0.0256154	0.21443	0.0243593	0.648969	0.0262677	0.0671741	0.0528607	0.0518565	0.136234	0.581888	0.0163833	0.00224592	0.0650018	0.0654152	0.0382769	0.0852928	0.243191	0.138936	0.0686394	0.34957	0.11437	0.00347486	0.0851047	0.550973	3.36045	0.199285	0.235438	0.279279	0.285998	7.72168
26270	-23301.4	-23233.3	-68.1177	0.27481	0.0215579	0.0655974	0.826737	0.00382991	0.0446737	0.123899	0.0651637	0.109759	0.0209536	0.0496478	0.0323714	0.00189495	0.0376357	0.499995	0.0109212	0.00416029	0.0300565	2.09028	0.00653482	0.0166272	0.227749	0.104966	0.00459457	0.0151545	0.00697459	0.0307936	0.24476	0.0495177	0.013524	0.0484966	0.00385809	0.0137833	0.0339521	0.0124304	0.111423	0.0236327	0.097479	0.213836	0.0229507	0.0837243	0.0213856	0.00977879	0.045509	0.0378314	0.0271042	0.188482	0.0221625	0.613895	0.0369585	0.0337548	0.0549702	0.0622799	0.149944	0.647908	0.0207329	0.00156779	0.058644	0.0537042	0.0458879	0.0853519	0.24336	0.139033	0.0686869	0.349813	0.113756	0.00347486	0.0851047	0.550973	3.36045	0.198589	0.234616	0.281796	0.284999	7.5584
26280	-23295.3	-23224.6	-70.7109	0.280396	0.035147	0.0658972	0.910983	0.00587833	0.045122	0.122836	0.0549286	0.146407	0.0165985	0.047784	0.0412024	0.00472437	0.0479189	0.695234	0.016819	0.00485503	0.0338807	2.04591	0.0120948	0.0237549	0.20831	0.101696	0.0094212	0.0153431	0.00629179	0.0336375	0.209462	0.0461884	0.0175364	0.0359382	0.0051872	0.0117812	0.0295516	0.00921471	0.0861881	0.0501459	0.114645	0.20017	0.0192702	0.109561	0.0349133	0.0111114	0.0492882	0.0290964	0.0258837	0.233957	0.0257023	0.585066	0.0342166	0.0364955	0.0321452	0.0558349	0.145623	0.622191	0.0370571	0.00114502	0.0771861	0.0457026	0.037557	0.0796396	0.258382	0.167946	0.0637543	0.324691	0.105587	0.00384011	0.0893597	0.561363	3.34544	0.194172	0.235909	0.28335	0.28657	7.81769
26290	-23311.5	-23240.8	-70.7711	0.280396	0.0358739	0.0714961	0.829887	0.0137336	0.0235141	0.103439	0.0583148	0.153521	0.0172985	0.0325865	0.0283838	0.0126774	0.0522316	0.695234	0.0195508	0.00422087	0.0295456	2.27614	0.00892066	0.0228102	0.250129	0.0970269	0.0129444	0.0178109	0.00564517	0.0347815	0.213843	0.0578017	0.0275779	0.0509375	0.00447402	0.0112553	0.029946	0.00435571	0.0783006	0.0347046	0.128673	0.168438	0.0253102	0.103594	0.0218124	0.0118211	0.0328521	0.0301448	0.0135659	0.176807	0.027061	0.549105	0.0386611	0.0471041	0.0662514	0.0800635	0.122817	0.554816	0.0288328	0.000707645	0.0308123	0.104983	0.0385624	0.0823985	0.235534	0.173764	0.0631187	0.33594	0.109245	0.00384011	0.0893597	0.561363	3.34544	0.194172	0.235909	0.28335	0.28657	7.82371
26300	-23300.3	-23224.1	-76.2568	0.267626	0.0284848	0.0889694	1.02922	0.00911838	0.0441017	0.143899	0.057962	0.114271	0.0204068	0.0422606	0.0363056	0.00433899	0.049175	0.649784	0.0169162	0.00694264	0.0457833	2.32983	0.00932988	0.0204845	0.264755	0.121242	0.00722333	0.0131162	0.00833378	0.0300785	0.229764	0.0343166	0.0241969	0.0634904	0.00741289	0.0219347	0.019908	0.00916084	0.0931119	0.0362593	0.108024	0.179744	0.0235214	0.122344	0.04838	0.00995018	0.0302168	0.0169091	0.018777	0.209748	0.0330207	0.676087	0.0531505	0.0652818	0.0562698	0.0515293	0.158362	0.564074	0.0204185	0.00294288	0.0735131	0.0821264	0.0360614	0.0851426	0.243378	0.146248	0.0652207	0.347127	0.112883	0.00303694	0.0796823	0.537212	3.38007	0.194172	0.235909	0.28335	0.28657	8.37234
26310	-23305	-23231	-73.9687	0.269893	0.0302062	0.053347	1.02922	0.00820622	0.0484659	0.139984	0.0527181	0.121872	0.0271144	0.0333915	0.0404246	0.00356928	0.0581411	0.649784	0.0289351	0.00732135	0.036168	2.14028	0.002739	0.0210573	0.255396	0.114179	0.0103442	0.025429	0.00645757	0.0292072	0.226057	0.0352506	0.0223064	0.0412511	0.0089378	0.0236644	0.0103563	0.0101285	0.0777376	0.0261861	0.143047	0.205641	0.0171672	0.113026	0.0412415	0.0122728	0.0422104	0.0413283	0.0206048	0.218376	0.0321382	0.563535	0.0234381	0.0525071	0.0699383	0.0597391	0.145113	0.634482	0.0274256	0.00670096	0.120477	0.0668457	0.0304308	0.0905109	0.240799	0.144698	0.0645295	0.351773	0.107689	0.00317124	0.0813862	0.541602	3.37384	0.197104	0.239471	0.272529	0.290897	8.14352
26320	-23312.5	-23239.4	-73.0924	0.269503	0.0386051	0.0821991	0.928033	0.00567269	0.0428258	0.139984	0.0628147	0.14321	0.0260975	0.0497084	0.0408359	0.00661813	0.0505763	0.572067	0.0162547	0.00313281	0.044279	2.14028	0.00146458	0.0238186	0.179251	0.120157	0.0106201	0.0204958	0.00882049	0.0368825	0.208178	0.0499412	0.0214078	0.0388376	0.00398886	0.0270927	0.0126299	0.011142	0.057451	0.0386414	0.154229	0.191467	0.0136964	0.110246	0.0305415	0.0220854	0.0494562	0.0272675	0.0168231	0.224025	0.0254636	0.673885	0.0279546	0.0496153	0.0521514	0.0422567	0.161151	0.708493	0.0502717	0.0157938	0.0348204	0.082547	0.0276381	0.0885586	0.235605	0.163146	0.0631376	0.344186	0.105367	0.00314789	0.0810927	0.540851	3.37491	0.197104	0.239471	0.272529	0.290897	8.05589
26330	-23302.7	-23233.8	-68.9551	0.272152	0.0405523	0.0798098	0.81669	0.00592959	0.0332175	0.123274	0.0687129	0.109684	0.0299605	0.0524527	0.028613	0.00332233	0.0526068	0.591884	0.022172	0.00540515	0.04536	2.14028	0.00526963	0.0127688	0.209123	0.115033	0.0127556	0.00953712	0.00773921	0.0297024	0.184452	0.0475607	0.0213308	0.0525935	0.00852826	0.0185651	0.0243862	0.00687963	0.0779879	0.0332134	0.127563	0.199473	0.0247001	0.056545	0.0277101	0.0145123	0.0291393	0.0165718	0.0266153	0.204741	0.0269155	0.621771	0.0267397	0.0543348	0.0912287	0.0732523	0.11087	0.572837	0.0367699	0.0170099	0.0528699	0.0705392	0.0320883	0.0885586	0.235605	0.163146	0.0631376	0.344186	0.105367	0.00330867	0.0830914	0.545934	3.36767	0.193529	0.235128	0.285722	0.285621	7.64215
26340	-23300.1	-23224.3	-75.8202	0.265096	0.0316094	0.0649497	0.909258	0.00678833	0.0351527	0.135595	0.0551023	0.13564	0.0242045	0.0514407	0.0407198	0.00313906	0.047387	0.696872	0.0168757	0.00249238	0.0474736	2.13758	0.00759235	0.0106473	0.25071	0.0962418	0.00933168	0.0141768	0.00609587	0.042392	0.254099	0.046669	0.025488	0.046275	0.00545315	0.0251664	0.0286493	0.00883223	0.0906573	0.0476341	0.119085	0.192354	0.0198593	0.131906	0.0508246	0.0149129	0.0413959	0.0318593	0.19941	0.228458	0.0308183	0.812923	0.0235182	0.0605478	0.0573442	0.0922468	0.150335	0.399286	0.032066	0.00241607	0.0769076	0.0712639	0.0305639	0.0920945	0.245012	0.156266	0.0656585	0.34694	0.0940291	0.00289123	0.0777886	0.532259	3.38706	0.191914	0.233167	0.283339	0.29158	8.3287
26350	-23301.2	-23227.6	-73.6545	0.28116	0.0462881	0.0878582	0.943046	0.00484044	0.0317127	0.142176	0.0660957	0.142521	0.0187619	0.0467496	0.0320394	0.00671869	0.0569843	0.547707	0.0276477	0.00322783	0.0443542	2.26619	0.0151809	0.0176054	0.221413	0.0844016	0.00649048	0.0176632	0.00975057	0.0268651	0.231686	0.0356244	0.0148242	0.0354906	0.00389211	0.0275738	0.0259614	0.00402312	0.0792734	0.047297	0.130907	0.218349	0.0192727	0.119567	0.0277728	0.011948	0.0211096	0.0316146	0.118711	0.233353	0.0231851	0.62736	0.0303636	0.0353667	0.0566686	0.0530915	0.127812	0.606377	0.0445763	0.00445584	0.0671955	0.0532702	0.0297826	0.0946989	0.241164	0.164491	0.0656025	0.341491	0.0925524	0.00389177	0.0899443	0.562764	3.3434	0.188643	0.229192	0.295557	0.286609	8.11204
26360	-23297.7	-23232.6	-65.1554	0.280711	0.0382639	0.0691912	0.832411	0.00414698	0.0466135	0.109872	0.0488126	0.11843	0.0192659	0.0567939	0.0417475	0.00996596	0.0569843	0.551717	0.0200199	0.00309106	0.0347697	1.93405	0.00903214	0.0138942	0.20012	0.0806579	0.00631587	0.0197674	0.0106497	0.0305627	0.217881	0.0461091	0.0178182	0.0393408	0.00456591	0.0235547	0.0159796	0.00758504	0.104925	0.0298827	0.149838	0.152102	0.0245728	0.0825836	0.0313664	0.0110489	0.0419126	0.0307495	0.124629	0.185307	0.0276479	0.522583	0.0318994	0.0369853	0.0446062	0.0490959	0.135572	0.502825	0.0181737	0.00891207	0.0683722	0.0624594	0.0441085	0.0899733	0.236918	0.161595	0.0644475	0.335479	0.111586	0.00386133	0.0896004	0.56194	3.3446	0.188879	0.227311	0.301999	0.281811	7.26213
26370	-23300.5	-23232.1	-68.3668	0.277502	0.0337832	0.0817316	0.906485	0.00210009	0.0410449	0.127588	0.0499204	0.130457	0.0261385	0.0527482	0.040193	0.00562412	0.049067	0.680613	0.0119059	0.00329018	0.0443326	1.8169	0.0095998	0.0170541	0.199859	0.102472	0.00958228	0.0118111	0.00734584	0.0290206	0.251979	0.0373883	0.0173668	0.0540251	0.00385259	0.0282001	0.0184326	0.00538227	0.0973515	0.0640556	0.138535	0.161225	0.0205389	0.109931	0.0440742	0.0125758	0.0819534	0.0379164	0.123024	0.222509	0.0310499	0.543551	0.037712	0.0301059	0.0628053	0.0568508	0.137366	0.483355	0.0166913	0.00542453	0.0624163	0.0579537	0.037032	0.0933707	0.225366	0.150436	0.0668811	0.348147	0.1158	0.00364816	0.0871514	0.556013	3.35319	0.197756	0.237996	0.269191	0.295057	7.58329
26380	-23307.8	-23237.6	-70.2541	0.268661	0.0315083	0.0932667	0.759326	0.00503475	0.0518799	0.121797	0.0804975	0.117227	0.0270047	0.0372591	0.0342528	0.00360495	0.0549674	0.742965	0.0133341	0.00167716	0.0399161	2.17988	0.0119193	0.019067	0.245942	0.0986225	0.0116622	0.0102704	0.0123303	0.0272771	0.230022	0.0474315	0.0215124	0.0608101	0.00426533	0.0229473	0.0230913	0.00506074	0.0585273	0.0238313	0.148903	0.162314	0.0296504	0.0661951	0.041563	0.00705801	0.0341102	0.0280103	0.106034	0.165213	0.0321758	0.643046	0.0335528	0.0373457	0.0535363	0.0411496	0.132534	0.481973	0.0122621	0.00340926	0.105075	0.0543291	0.0226399	0.0797077	0.23037	0.153776	0.0694584	0.355877	0.11081	0.00309782	0.0804595	0.539222	3.37722	0.197756	0.237996	0.269191	0.295057	7.77207
26390	-23299.2	-23229.5	-69.6567	0.277429	0.0321423	0.0512281	0.86626	0.0033332	0.0360953	0.145342	0.0695355	0.122575	0.0293151	0.0431791	0.040539	0.00621763	0.0492253	0.625628	0.0106297	0.00150673	0.044515	2.17988	0.00709292	0.0236385	0.204278	0.0996423	0.00742169	0.0185852	0.0122301	0.0209849	0.220247	0.0450251	0.0186443	0.0494596	0.00573843	0.0151012	0.0296826	0.00498073	0.0664885	0.031754	0.10133	0.14204	0.027909	0.142479	0.0363385	0.0104829	0.0486467	0.0378129	0.0759749	0.186569	0.0353456	0.504752	0.0292701	0.0400922	0.0477894	0.0424051	0.153794	0.589855	0.00831692	0.00352676	0.116692	0.0617827	0.0309359	0.0888863	0.239787	0.149631	0.0675863	0.346285	0.107824	0.00364341	0.0870959	0.555878	3.35338	0.197756	0.237996	0.269191	0.295057	7.71228
26400	-23320.8	-23246.4	-74.4035	0.264423	0.0294628	0.0566623	0.789191	0.00968659	0.0387843	0.139956	0.0472113	0.151873	0.0282852	0.0436233	0.0312762	0.00825658	0.0556915	0.625628	0.0308252	0.00300116	0.0451219	2.17357	0.00517625	0.0152276	0.21216	0.102784	0.00669653	0.0246229	0.0172963	0.0352296	0.252715	0.040097	0.0212236	0.0523301	0.00356854	0.025422	0.0292056	0.0122308	0.125054	0.0470581	0.136502	0.221681	0.0416709	0.112216	0.0438618	0.0148134	0.0449223	0.0410741	0.184476	0.186807	0.0353456	0.635786	0.0506635	0.0269112	0.058957	0.0437651	0.174552	0.605593	0.00564134	0.00401002	0.0738197	0.0742789	0.0334686	0.0908116	0.244981	0.135026	0.0690503	0.353786	0.106345	0.00285319	0.0772861	0.530931	3.38893	0.197756	0.237996	0.269191	0.295057	8.18702
26410	-23305.7	-23238.7	-66.9621	0.270943	0.031465	0.0556022	0.882914	0.00344366	0.0558927	0.12317	0.0466771	0.136006	0.0325919	0.0420342	0.0379344	0.00334989	0.0399888	0.51601	0.0157812	0.00574868	0.0409359	1.858	0.00694485	0.0118023	0.196988	0.0915599	0.0135436	0.00998416	0.00621066	0.0315814	0.185691	0.0350657	0.0306151	0.0487325	0.00442223	0.0124129	0.0288918	0.00564564	0.116698	0.0463643	0.0939713	0.213425	0.021378	0.112936	0.0421633	0.0219568	0.0467453	0.0250993	0.10334	0.18012	0.0266101	0.566	0.0306853	0.0514902	0.0458958	0.0680723	0.127247	0.659297	0.0229477	0.00180944	0.0704676	0.0584399	0.0420546	0.0826621	0.233435	0.16031	0.0776228	0.337112	0.108859	0.00323468	0.0821781	0.543622	3.37097	0.197996	0.238284	0.268306	0.295414	7.44285
26420	-23295	-23227.8	-67.125	0.270943	0.030779	0.0640707	0.892741	0.00411731	0.0549169	0.110586	0.0643603	0.107572	0.0273084	0.0504804	0.0259347	0.00677729	0.0568528	0.599509	0.0114686	0.00518559	0.0384655	2.00323	0.0121358	0.0136873	0.24191	0.11609	0.00795974	0.0135364	0.00762046	0.0214903	0.197931	0.032235	0.0249009	0.0526175	0.00242888	0.0182642	0.0204234	0.00914249	0.0679822	0.0448159	0.0763191	0.188036	0.0191744	0.17199	0.0304772	0.00962555	0.0340178	0.0354836	0.052727	0.18012	0.0237996	0.496036	0.0239583	0.0362125	0.0457074	0.0628365	0.121642	0.584525	0.0336004	0.00062301	0.0886505	0.0452101	0.0388422	0.0849248	0.239825	0.151525	0.0655465	0.34634	0.111838	0.00323468	0.0821781	0.543622	3.37097	0.197996	0.238284	0.268306	0.295414	7.45914
26430	-23306.3	-23236.2	-70.1066	0.270943	0.0400571	0.078866	0.883245	0.00398285	0.0516185	0.129387	0.069067	0.145148	0.0308598	0.0597288	0.0323511	0.00656043	0.0537833	0.577627	0.0120527	0.00821582	0.0431733	2.06405	0.00560865	0.0223455	0.231584	0.128873	0.0105268	0.0242709	0.0119733	0.0221938	0.217592	0.0430321	0.015204	0.0527438	0.00224086	0.0201405	0.0255591	0.00894641	0.0720467	0.0536094	0.0915388	0.138942	0.0204168	0.172999	0.0273666	0.00720631	0.0522512	0.0196022	0.113318	0.210137	0.0235417	0.691042	0.0253509	0.0557428	0.0346632	0.0441341	0.131472	0.39484	0.0527338	0.00410287	0.107038	0.0416155	0.0389872	0.0860605	0.239527	0.151337	0.0654652	0.34591	0.1117	0.00323468	0.0821781	0.543622	3.37097	0.194197	0.233711	0.282347	0.289745	7.7573
26440	-23297.1	-23230.5	-66.61	0.280554	0.0271618	0.0635406	0.7801	0.00402763	0.0448323	0.116568	0.0524867	0.107482	0.0252405	0.0494899	0.043876	0.00711468	0.0490274	0.541733	0.0258877	0.00233701	0.033142	2.0104	0.0074607	0.0184561	0.230841	0.108484	0.00931221	0.0169684	0.00851638	0.0242987	0.217592	0.042538	0.0242467	0.0456459	0.000669628	0.0239585	0.0268325	0.00697682	0.0680602	0.0380542	0.163823	0.123232	0.0189012	0.0782634	0.05988	0.00471402	0.0363049	0.0411279	0.0259751	0.201319	0.0259622	0.538651	0.0333898	0.0578706	0.0521476	0.0519777	0.13952	0.551041	0.0301143	0.00420959	0.162726	0.0732568	0.0298377	0.0841233	0.234135	0.147931	0.0661638	0.358462	0.109185	0.00385076	0.0894806	0.561653	3.34502	0.195667	0.227911	0.284484	0.291938	7.4076
26450	-23302.4	-23238.8	-63.5641	0.288393	0.0271618	0.0635472	0.7937	0.00710925	0.0591133	0.115069	0.0641972	0.114786	0.0308893	0.0415733	0.0349675	0.00846036	0.0572641	0.541733	0.0214009	0.00424461	0.0325552	1.95608	0.00227501	0.0132821	0.170779	0.0971586	0.00464172	0.0116825	0.012796	0.0242987	0.21628	0.0302117	0.0182667	0.0354162	0.000939991	0.02692	0.0255214	0.00459348	0.124475	0.0391317	0.0742465	0.103747	0.0158448	0.141439	0.054907	0.0075728	0.0349258	0.0230329	0.141347	0.175803	0.0226654	0.413408	0.0207883	0.027349	0.0382227	0.0672807	0.135153	0.471124	0.0435722	0.0073223	0.148264	0.0674021	0.0350245	0.08271	0.230202	0.162245	0.0650522	0.35244	0.107351	0.00440112	0.0955018	0.575786	3.32431	0.195667	0.227911	0.284484	0.291938	7.10297
26460	-23312.8	-23242.5	-70.3626	0.288393	0.037307	0.0635073	0.786268	0.0047398	0.0486756	0.133893	0.0566275	0.118467	0.0262389	0.0551113	0.0264422	0.0109717	0.0545075	0.648787	0.0278957	0.00359036	0.0328693	2.24972	0.00888709	0.0187435	0.176373	0.105619	0.00567788	0.00765903	0.00796171	0.0381831	0.151429	0.0563094	0.0238876	0.0459908	0.00351828	0.0217805	0.0254294	0.0124586	0.122914	0.0391617	0.0863967	0.15911	0.0354207	0.144429	0.0321652	0.0114975	0.0512605	0.0299139	0.0828785	0.212187	0.033648	0.567792	0.0357656	0.0262982	0.0600957	0.0488227	0.117829	0.490786	0.04344	0.00189659	0.132416	0.0861846	0.034982	0.0935745	0.228056	0.145756	0.0554814	0.351417	0.125715	0.00440112	0.0955018	0.575786	3.32431	0.20535	0.225167	0.281059	0.288424	7.78281
26470	-23311.5	-23249.1	-62.4466	0.289747	0.0360492	0.0805505	0.814359	0.00530345	0.0509202	0.11381	0.0574032	0.116024	0.0253916	0.044218	0.0374058	0.00391384	0.0466236	0.565876	0.0232742	0.0110953	0.0452689	1.6325	0.00970063	0.00881551	0.218812	0.127366	0.00348341	0.0192878	0.0100603	0.0237744	0.174597	0.0327977	0.0128807	0.0447309	0.00486243	0.0249213	0.0185346	0.00968091	0.057622	0.0475141	0.126395	0.109558	0.0183111	0.12742	0.0202973	0.00403178	0.0293775	0.0341944	0.0893737	0.212187	0.0298918	0.537623	0.0403546	0.0559359	0.0560775	0.0694082	0.117829	0.490786	0.0589472	0.00175171	0.101881	0.0640676	0.0360894	0.106953	0.219686	0.132742	0.0604863	0.365643	0.11449	0.00450055	0.0965466	0.578176	3.32078	0.205998	0.224983	0.28083	0.288189	6.99122
26480	-23308.9	-23242.1	-66.7127	0.262803	0.0359833	0.0785863	0.926463	0.0028589	0.0305538	0.121378	0.0615858	0.135632	0.0252016	0.0369787	0.0235144	0.00270995	0.0543013	0.565876	0.0165378	0.00602643	0.0356547	1.99689	0.0148517	0.00920436	0.233098	0.0813269	0.00799297	0.0170867	0.0168679	0.0376021	0.200053	0.0288638	0.012538	0.0412664	0.0037707	0.0222373	0.0257956	0.0148141	0.0924136	0.0329517	0.0693753	0.184967	0.0182299	0.16546	0.0287069	0.00667788	0.020006	0.0415787	0.0637771	0.19704	0.0337646	0.567737	0.0312336	0.0279538	0.0557297	0.0591816	0.141437	0.494597	0.0391399	0.00274494	0.0436597	0.0510079	0.0244809	0.106953	0.219686	0.132742	0.0604863	0.365643	0.11449	0.0027629	0.0760792	0.527718	3.39344	0.205998	0.224983	0.28083	0.288189	7.41796
26490	-23302.4	-23237.9	-64.4552	0.269744	0.0279557	0.06141	0.820263	0.00150645	0.0360088	0.146622	0.0649065	0.139193	0.0245825	0.0401541	0.0473924	0.00648437	0.0493153	0.493919	0.0176951	0.00304311	0.035685	1.87739	0.0138292	0.0094058	0.224607	0.109709	0.00689131	0.0230902	0.0131359	0.0326224	0.218953	0.0363318	0.0151945	0.0400955	0.0031191	0.0156725	0.0284378	0.00547623	0.0750791	0.0210471	0.0962975	0.142586	0.0202782	0.10876	0.0262403	0.00682977	0.0249144	0.0298231	0.0515513	0.182455	0.0248292	0.62067	0.0331538	0.0352271	0.062123	0.0582195	0.0993376	0.539048	0.0209408	0.00220951	0.101063	0.0780909	0.0412989	0.106482	0.218718	0.149947	0.0795191	0.331348	0.113986	0.00316231	0.0812742	0.541316	3.37425	0.198274	0.227172	0.283562	0.290992	7.19217
26500	-23301.9	-23234.6	-67.2924	0.269744	0.03632	0.0773243	0.812348	0.000983404	0.0309849	0.140671	0.0623206	0.127241	0.0267344	0.0381241	0.025454	0.00663642	0.0481191	0.538593	0.0150415	0.00862869	0.0358842	2.09909	0.00536533	0.00780896	0.245602	0.0995219	0.00463727	0.016667	0.0129264	0.0247645	0.237988	0.0350566	0.0180726	0.0585433	0.00536373	0.0184247	0.0197672	0.0131822	0.0845149	0.0466563	0.0527506	0.189211	0.0248617	0.152461	0.0410116	0.013215	0.0490594	0.0240722	0.0621221	0.187801	0.0296542	0.511075	0.0259016	0.0260708	0.050027	0.0832277	0.122628	0.579806	0.0263284	0.00223198	0.0429484	0.0677657	0.026298	0.107408	0.22062	0.151251	0.0665928	0.350166	0.103962	0.00316231	0.0812742	0.541316	3.37425	0.197421	0.226195	0.286643	0.289741	7.47589
