Species ID,Order,Family,Genus,Species,Genus.species,Authority,Synonyms,Common names (Eng),Red List status,Red List criteria
55094,ANURA,DENDROBATIDAE,Colostethus,imbricolus,Colostethus.imbricolus,"Silverstone, 1975",,,DD,
55096,ANURA,DENDROBATIDAE,Colostethus,inguinalis,Colostethus.inguinalis,"(Cope, 1868)",Colostethus cacerensis  ,,LC,
55098,ANURA,DENDROBATIDAE,Colostethus,jacobuspetersi,Colostethus.jacobuspetersi,"Rivero, 1991",Colostethus torrenticola  ,,CR,"B2ab(i,ii,iii,iv,v)"
55102,ANURA,DENDROBATIDAE,Colostethus,latinasus,Colostethus.latinasus,"(Cope, 1863)",,Truando Rocket Frog,DD,
55106,ANURA,DENDROBATIDAE,Colostethus,lynchi,Colostethus.lynchi,"Grant, 1998",,,DD,
55115,ANURA,DENDROBATIDAE,Colostethus,mertensi,Colostethus.mertensi,"(Cochran and Goin, 1964)",,,EN,B1ab(iii)
55125,ANURA,DENDROBATIDAE,Colostethus,panamansis,Colostethus.panamansis,"(Dunn, 1933)",Colostethus panamensis  |Colostethus panamensis  ,,LC,
55133,ANURA,DENDROBATIDAE,Colostethus,poecilonotus,Colostethus.poecilonotus,"Rivero, 1991",,,DD,
55135,ANURA,DENDROBATIDAE,Colostethus,pratti,Colostethus.pratti,"(Boulenger, 1899)",,,LC,
55139,ANURA,DENDROBATIDAE,Colostethus,ramirezi,Colostethus.ramirezi,"Rivero & Serna, 2000",,,DD,
55144,ANURA,DENDROBATIDAE,Colostethus,ruthveni,Colostethus.ruthveni,"Kaplan, 1997",,,EN,B1ab(iii)
55158,ANURA,DENDROBATIDAE,Colostethus,thorntoni,Colostethus.thorntoni,"(Cochran and Goin, 1970)",,,DD,
135855,ANURA,DENDROBATIDAE,Colostethus,ucumari,Colostethus.ucumari,"Grant, 2007",,,LC,
55168,ANURA,DENDROBATIDAE,Colostethus,yaguara,Colostethus.yaguara,"Rivero and Serna, 1991",,,DD,
58250,ANURA,CONRAUIDAE,Conraua,alleni,Conraua.alleni,"(Barbour & Loveridge, 1927)",Pseudoxenopus alleni,Allen's Slippery Frog,VU,B2ab(iii)
58251,ANURA,CONRAUIDAE,Conraua,beccarii,Conraua.beccarii,"(Boulenger, 1911)",Rana beccarii,Filfil Slippery Frog,LC,
58252,ANURA,CONRAUIDAE,Conraua,crassipes,Conraua.crassipes,"(Buchholz & Peters in Peters, 1875)",Rana crassipes,Abo Slippery Frog,LC,
58253,ANURA,CONRAUIDAE,Conraua,derooi,Conraua.derooi,"Hulselmans, 1972",,Togo Slippery Frog,CR,B2ab(iii)
5263,ANURA,CONRAUIDAE,Conraua,goliath,Conraua.goliath,"(Boulenger, 1906)",Rana goliath,"Giant Slippery Frog, Goliath Frog",EN,A2d+3d
58254,ANURA,CONRAUIDAE,Conraua,robusta,Conraua.robusta,"Nieden, 1908",,Cameroon Slippery Frog,VU,B1ab(iii)+2ab(iii)
57769,ANURA,MICROHYLIDAE,Cophixalus,aenigma,Cophixalus.aenigma,"Hoskin, 2004",,Tapping Nursery-frog,VU,D2
57770,ANURA,MICROHYLIDAE,Cophixalus,aimbensis,Cophixalus.aimbensis,"Hiaso, 2002",,,DD,
57771,ANURA,MICROHYLIDAE,Cophixalus,ateles,Cophixalus.ateles,"(Boulenger, 1898)",,,DD,
57772,ANURA,MICROHYLIDAE,Cophixalus,balbus,Cophixalus.balbus,"Günther, 2003",,,DD,
57773,ANURA,MICROHYLIDAE,Cophixalus,bewaniensis,Cophixalus.bewaniensis,"Kraus & Allison, 2000",,,DD,
57774,ANURA,MICROHYLIDAE,Cophixalus,biroi,Cophixalus.biroi,"(Méhelÿ, 1901)",,,LC,
41117,ANURA,MICROHYLIDAE,Cophixalus,bombiens,Cophixalus.bombiens,"Zweifel, 1985",,Buzzing Frog,NT,
57775,ANURA,MICROHYLIDAE,Cophixalus,cheesmanae,Cophixalus.cheesmanae,"Parker, 1934",,,LC,
41118,ANURA,MICROHYLIDAE,Cophixalus,concinnus,Cophixalus.concinnus,"Tyler, 1979",,Beautiful Nursery-frog,CR,B1ab(v)+2ab(v)
41119,ANURA,MICROHYLIDAE,Cophixalus,crepitans,Cophixalus.crepitans,"Zweifel, 1985",,Rattling Frog,NT,
57776,ANURA,MICROHYLIDAE,Cophixalus,cryptotympanum,Cophixalus.cryptotympanum,"Zweifel, 1956",,,DD,
57777,ANURA,MICROHYLIDAE,Cophixalus,daymani,Cophixalus.daymani,"Zweifel, 1956",,,DD,
41120,ANURA,MICROHYLIDAE,Cophixalus,exiguus,Cophixalus.exiguus,"Zweifel and Parker, 1969",,Scanty Frog,NT,
41121,ANURA,MICROHYLIDAE,Cophixalus,hosmeri,Cophixalus.hosmeri,"Zweifel, 1985",,"Clicking Rainforest Frog, Hosmer's Frog, Pipping Nursery-Frog",LC,
135734,ANURA,MICROHYLIDAE,Cophixalus,humicola,Cophixalus.humicola,"Günther, 2006",,,LC,
41122,ANURA,MICROHYLIDAE,Cophixalus,infacetus,Cophixalus.infacetus,"Zweifel, 1985",,Inelegant Frog,LC,
57778,ANURA,MICROHYLIDAE,Cophixalus,kaindiensis,Cophixalus.kaindiensis,"Zweifel, 1979",,,DD,
41039,ANURA,MICROHYLIDAE,Cophixalus,mcdonaldi,Cophixalus.mcdonaldi,"Zweifel, 1985",,Mcdonald's Frog,EN,B1ab(v)+2ab(v)
135992,ANURA,MICROHYLIDAE,Cophixalus,misimae,Cophixalus.misimae,"Richards and Oliver, 2007",,,DD,
57779,ANURA,MICROHYLIDAE,Cophixalus,montanus,Cophixalus.montanus,"(Boettger, 1895)",,,DD,
57780,ANURA,MICROHYLIDAE,Cophixalus,monticola,Cophixalus.monticola,"Richards, Dennis, Trenberry and Werren, 1994",,Mountain-top Nursery-frog,EN,B1ab(v)+2ab(v)
41040,ANURA,MICROHYLIDAE,Cophixalus,neglectus,Cophixalus.neglectus,"Zweifel, 1962",,Neglected Frog,EN,B1ab(v)+2ab(v)
57781,ANURA,MICROHYLIDAE,Cophixalus,nubicola,Cophixalus.nubicola,"Zweifel, 1962",,,VU,D2
41123,ANURA,MICROHYLIDAE,Cophixalus,ornatus,Cophixalus.ornatus,"(Fry, 1912)",,Ornate Frog,LC,
57782,ANURA,MICROHYLIDAE,Cophixalus,parkeri,Cophixalus.parkeri,"Loveridge, 1948",,,LC,
41042,ANURA,MICROHYLIDAE,Cophixalus,peninsularis,Cophixalus.peninsularis,"Zweifel, 1985",,"Cape York Frog, Peninsula Frog",DD,
57783,ANURA,MICROHYLIDAE,Cophixalus,pipilans,Cophixalus.pipilans,"Zweifel, 1980",,,LC,
57784,ANURA,MICROHYLIDAE,Cophixalus,pulchellus,Cophixalus.pulchellus,"Kraus and Allison, 2000",,,DD,
57785,ANURA,MICROHYLIDAE,Cophixalus,riparius,Cophixalus.riparius,"Zweifel, 1962",,,LC,
41041,ANURA,MICROHYLIDAE,Cophixalus,saxatilis,Cophixalus.saxatilis,"Zweifel and Parker, 1977",,"Black Mountain Boulder Frog, Rock Frog",VU,D2
57786,ANURA,MICROHYLIDAE,Cophixalus,shellyi,Cophixalus.shellyi,"Zweifel, 1956",,,LC,
135891,ANURA,MICROHYLIDAE,Cophixalus,sisyphus,Cophixalus.sisyphus,"Kraus and Allison, 2006",,,DD,
57787,ANURA,MICROHYLIDAE,Cophixalus,sphagnicola,Cophixalus.sphagnicola,"Zweifel and Allison, 1982",,,LC,
57788,ANURA,MICROHYLIDAE,Cophixalus,tagulensis,Cophixalus.tagulensis,"Zweifel, 1963",,,DD,
57789,ANURA,MICROHYLIDAE,Cophixalus,tetzlaffi,Cophixalus.tetzlaffi,"Günther, 2003",,,DD,
135730,ANURA,MICROHYLIDAE,Cophixalus,timidus,Cophixalus.timidus,"Kraus and Allison, 2006",,,DD,
135780,ANURA,MICROHYLIDAE,Cophixalus,tridactylus,Cophixalus.tridactylus,"Günther, 2006",,,DD,
136120,ANURA,MICROHYLIDAE,Cophixalus,variabilis,Cophixalus.variabilis,"Kraus and Allison, 2006",,,LC,
57790,ANURA,MICROHYLIDAE,Cophixalus,verecundus,Cophixalus.verecundus,"Zweifel and Parker, 1989",,,DD,
57791,ANURA,MICROHYLIDAE,Cophixalus,verrucosus,Cophixalus.verrucosus,"(Boulenger, 1898)",,,LC,
41043,ANURA,MICROHYLIDAE,Cophixalus,zweifeli,Cophixalus.zweifeli,"Davies and McDonald, 1998",,,DD,
61849,ANURA,MICROHYLIDAE,Cophyla,berara,Cophyla.berara,"Vences, Andreone & Glaw, 2005",,,CR,B1ab(iii)
57956,ANURA,MICROHYLIDAE,Cophyla,cowanii,Cophyla.cowanii,"Boulenger, 1882",Platypelis cowanii,Betsileo Giant Treefrog,DD,
57958,ANURA,MICROHYLIDAE,Cophyla,mavomavo,Cophyla.mavomavo,"Andreone, Fenolio & Walvoord, 2003",Platypelis mavomavo,Yellowish Tree Cophyline Frog,EN,B1ab(iii)
57960,ANURA,MICROHYLIDAE,Cophyla,occultans,Cophyla.occultans,"(Glaw & Vences, 1992)",Platypelis occultans,Island Giant Treefrog,DD,
57792,ANURA,MICROHYLIDAE,Cophyla,phyllodactyla,Cophyla.phyllodactyla,"Boettger, 1880",,Whistling Treefrog,LC,
57793,ANURA,MICROHYLIDAE,Copiula,exspectata,Copiula.exspectata,"Günther, 2002",,,DD,
57794,ANURA,MICROHYLIDAE,Copiula,fistulans,Copiula.fistulans,"Menzies and Tyler, 1977",,,LC,
57795,ANURA,MICROHYLIDAE,Copiula,major,Copiula.major,"Günther, 2002",,,DD,
57796,ANURA,MICROHYLIDAE,Copiula,minor,Copiula.minor,"Menzies and Tyler, 1977",,,VU,D2
57797,ANURA,MICROHYLIDAE,Copiula,obsti,Copiula.obsti,"Günther, 2002",,,DD,
57798,ANURA,MICROHYLIDAE,Copiula,oxyrhina,Copiula.oxyrhina,"(Boulenger, 1898)",,,LC,
57799,ANURA,MICROHYLIDAE,Copiula,pipiens,Copiula.pipiens,"Burton and Stocks, 1986",,,DD,
57800,ANURA,MICROHYLIDAE,Copiula,tyleri,Copiula.tyleri,"Burton, 1990",,,LC,
58447,ANURA,CERATOBATRACHIDAE,Cornufer,acrochordus,Cornufer.acrochordus,"(Brown, 1965)",Platymantis acrochorda  |Platymantis acrochorda  |Platymantis acrochordus,,DD,
58448,ANURA,CERATOBATRACHIDAE,Cornufer,aculeodactylus,Cornufer.aculeodactylus,"Brown, 1952",Platymantis aculeodactyla  |Platymantis aculeodactyla  |Platymantis aculeodactylus,,LC,
135814,ANURA,CERATOBATRACHIDAE,Cornufer,adiastolus,Cornufer.adiastolus,"Brown, Richards, Sukumaran & Foufopoulos, 2006",Platymantis adiastolus,,DD,
136087,ANURA,CERATOBATRACHIDAE,Cornufer,admiraltiensis,Cornufer.admiraltiensis,"Richards, Mack & Austin, 2007",Platymantis admiraltiensis,,LC,
58449,ANURA,CERATOBATRACHIDAE,Cornufer,akarithymus,Cornufer.akarithymus,"Brown & Tyler, 1968",Platymantis akarithyma  |Platymantis akarithymus,Pomugu Wrinkled Ground Frog,VU,B1ab(iii)
58450,ANURA,CERATOBATRACHIDAE,Cornufer,batantae,Cornufer.batantae,"Zweifel, 1969",Platymantis batantae,,DD,
58451,ANURA,CERATOBATRACHIDAE,Cornufer,bimaculatus,Cornufer.bimaculatus,"Günther, 1999",Platymantis bimaculata  |Platymantis bimaculata  |Platymantis bimaculatus,,DD,
58452,ANURA,CERATOBATRACHIDAE,Cornufer,boulengeri,Cornufer.boulengeri,"(Boettger, 1892)",Platymantis boulengeri,,LC,
58453,ANURA,CERATOBATRACHIDAE,Cornufer,browni,Cornufer.browni,"Allison and Kraus, 2001",Platymantis browni,,LC,
58255,ANURA,CERATOBATRACHIDAE,Cornufer,bufoniformis,Cornufer.bufoniformis,"(Boulenger, 1884)",Discodeles bufoniformis,,LC,
136183,ANURA,CERATOBATRACHIDAE,Cornufer,bufonulus,Cornufer.bufonulus,"Kraus & Allison, 2007",Platymantis bufonulus,,DD,
58455,ANURA,CERATOBATRACHIDAE,Cornufer,cheesmanae,Cornufer.cheesmanae,"Parker, 1940",Platymantis cheesmanae,,DD,
58457,ANURA,CERATOBATRACHIDAE,Cornufer,cryptotis,Cornufer.cryptotis,"Günther, 1999",Platymantis cryptotis,,LC,
58234,ANURA,CERATOBATRACHIDAE,Cornufer,elegans,Cornufer.elegans,"Brown and Parker, 1970",Batrachylodes elegans,,LC,
58235,ANURA,CERATOBATRACHIDAE,Cornufer,gigas,Cornufer.gigas,"Brown and Parker, 1970",Batrachylodes gigas,,DD,
58459,ANURA,CERATOBATRACHIDAE,Cornufer,gilliardi,Cornufer.gilliardi,"Zweifel, 1960",Platymantis gilliardi,,DD,
58242,ANURA,CERATOBATRACHIDAE,Cornufer,guentheri,Cornufer.guentheri,"Boulenger, 1884",Ceratobatrachus guentheri,,LC,
58256,ANURA,CERATOBATRACHIDAE,Cornufer,guppyi,Cornufer.guppyi,"(Boulenger, 1884)",Discodeles guppyi,,LC,
136158,ANURA,CERATOBATRACHIDAE,Cornufer,latro,Cornufer.latro,"Richards, Mack & Austin, 2007",Platymantis latro,,LC,
58465,ANURA,CERATOBATRACHIDAE,Cornufer,macrops,Cornufer.macrops,"(Brown, 1965)",Platymantis macrops,,DD,
58466,ANURA,CERATOBATRACHIDAE,Cornufer,macrosceles,Cornufer.macrosceles,"Zweifel, 1975",Platymantis macrosceles,,DD,
58467,ANURA,CERATOBATRACHIDAE,Cornufer,magnus,Cornufer.magnus,"Brown & Menzies, 1979",Platymantis magna  |Platymantis magnus,Kavieng Wrinkled Ground Frog,LC,
58257,ANURA,CERATOBATRACHIDAE,Cornufer,malukuna,Cornufer.malukuna,"Brown and Webster, 1969",Discodeles malukuna,,DD,
61867,ANURA,CERATOBATRACHIDAE,Cornufer,mamusiorum,Cornufer.mamusiorum,"Foufopoulos and Brown, 2004",Platymantis mamusiorum,,DD,
58236,ANURA,CERATOBATRACHIDAE,Cornufer,mediodiscus,Cornufer.mediodiscus,"Brown and Parker, 1970",Batrachylodes mediodiscus,,LC,
58468,ANURA,CERATOBATRACHIDAE,Cornufer,mimicus,Cornufer.mimicus,"Brown and Tyler, 1968",Platymantis mimica  |Platymantis mimica  |Platymantis mimicus,,DD,
58237,ANURA,CERATOBATRACHIDAE,Cornufer,minutus,Cornufer.minutus,"Brown and Parker, 1970",Batrachylodes minutus,,LC,
58238,ANURA,CERATOBATRACHIDAE,Cornufer,montanus,Cornufer.montanus,"Brown and Parker, 1970",Batrachylodes montanus,,LC,
58471,ANURA,CERATOBATRACHIDAE,Cornufer,myersi,Cornufer.myersi,"Brown, 1949",Platymantis myersi,,DD,
136013,ANURA,CERATOBATRACHIDAE,Cornufer,nakanaiorum,Cornufer.nakanaiorum,"Brown, Foufopoulos & Richards, 2006",Platymantis nakanaiorum,,DD,
58472,ANURA,CERATOBATRACHIDAE,Cornufer,neckeri,Cornufer.neckeri,"(Brown and Myers, 1949)",Platymantis neckeri,,LC,
58473,ANURA,CERATOBATRACHIDAE,Cornufer,nexipus,Cornufer.nexipus,"Zweifel, 1975",Platymantis nexipus,,DD,
58258,ANURA,CERATOBATRACHIDAE,Cornufer,opisthodon,Cornufer.opisthodon,"(Boulenger, 1884)",Discodeles opisthodon,,DD,
58474,ANURA,CERATOBATRACHIDAE,Cornufer,papuensis,Cornufer.papuensis,"Meyer, 1875",Platymantis papuensis,,LC,
58475,ANURA,CERATOBATRACHIDAE,Cornufer,parkeri,Cornufer.parkeri,"(Brown, 1965)",Platymantis parkeri|Platymantis parkeri subspecies bukaensis,,VU,D2
58478,ANURA,CERATOBATRACHIDAE,Cornufer,punctatus,Cornufer.punctatus,"Peters and Doria, 1878",Platymantis punctata  |Platymantis punctata  |Platymantis punctatus,,LC,
58480,ANURA,CERATOBATRACHIDAE,Cornufer,schmidti,Cornufer.schmidti,"Brown and Tyler, 1968",Platymantis schmidti,,LC,
58482,ANURA,CERATOBATRACHIDAE,Cornufer,solomonis,Cornufer.solomonis,"(Boulenger, 1884)",Platymantis solomonis,,LC,
135967,ANURA,CERATOBATRACHIDAE,Cornufer,sulcatus,Cornufer.sulcatus,"Kraus & Allison, 2007",Platymantis sulcatus,,DD,
58239,ANURA,CERATOBATRACHIDAE,Cornufer,trossulus,Cornufer.trossulus,"Brown and Myers, 1949",Batrachylodes trossulus,,LC,
58240,ANURA,CERATOBATRACHIDAE,Cornufer,vertebralis,Cornufer.vertebralis,"Boulenger, 1887",Batrachylodes vertebralis,,LC,
17518,ANURA,CERATOBATRACHIDAE,Cornufer,vitianus,Cornufer.vitianus,"(Duméril, 1853)",Platymantis vitiana  |Platymantis vitiana  |Platymantis vitianus,Fiji Ground Frog,EN,B1ab(v)
58484,ANURA,CERATOBATRACHIDAE,Cornufer,vitiensis,Cornufer.vitiensis,"(Girard, 1853)",Platymantis vitiensis,Fiji Tree Frog,NT,
58259,ANURA,CERATOBATRACHIDAE,Cornufer,vogti,Cornufer.vogti,"(Hediger, 1934)",Discodeles vogti,,LC,
58485,ANURA,CERATOBATRACHIDAE,Cornufer,weberi,Cornufer.weberi,"Schmidt, 1932",Platymantis weberi,,LC,
58241,ANURA,CERATOBATRACHIDAE,Cornufer,wolfi,Cornufer.wolfi,"(Sternfeld, 1918)",Batrachylodes wolfi,,LC,
136156,ANURA,CERATOBATRACHIDAE,Cornufer,wuenscheorum,Cornufer.wuenscheorum,"Günther, 2006",Platymantis wuenscheorum,,DD,
55303,ANURA,HYLIDAE,Corythomantis,greeningi,Corythomantis.greeningi,"Boulenger, 1896",,,LC,
56396,ANURA,CRAUGASTORIDAE,Craugastor,adamastus,Craugastor.adamastus,"(Campbell, 1994)",,,DD,
56405,ANURA,CRAUGASTORIDAE,Craugastor,alfredi,Craugastor.alfredi,"(Boulenger, 1898)",Eleutherodactylus alfredi,Alfred's Rainfrog,VU,B2ab(iii)
56410,ANURA,CRAUGASTORIDAE,Craugastor,amniscola,Craugastor.amniscola,"(Campbell and Savage, 2000)",Eleutherodactylus amniscola,Rivulet Rainfrog,DD,
56413,ANURA,CRAUGASTORIDAE,Craugastor,anciano,Craugastor.anciano,"(Savage, McCranie & Wilson, 1988)",,Corquin Robber Frog,CR,"B1ab(iii,v)+2ab(iii,v)"
56414,ANURA,CRAUGASTORIDAE,Craugastor,andi,Craugastor.andi,"(Savage, 1974)",Eleutherodactylus andi,Atlantic Robber Frog,CR,A2ace
56418,ANURA,CRAUGASTORIDAE,Craugastor,angelicus,Craugastor.angelicus,"(Savage, 1975)",Eleutherodactylus angelicus  ,Angel Robber Frog,CR,A2ace
56426,ANURA,CRAUGASTORIDAE,Craugastor,aphanus,Craugastor.aphanus,"(Campbell, 1994)",,,VU,D2
56438,ANURA,CRAUGASTORIDAE,Craugastor,augusti,Craugastor.augusti,"(Dugès, 1879)",Lithodytes latrans  ,Barking Frog,LC,
56442,ANURA,CRAUGASTORIDAE,Craugastor,aurilegulus,Craugastor.aurilegulus,"(Savage, McCranie & Wilson, 1988)",,,EN,"B1ab(iii,v)+2ab(iii,v)"
56445,ANURA,CRAUGASTORIDAE,Craugastor,azueroensis,Craugastor.azueroensis,"(Savage, 1975)",,,EN,B1ab(iii)
56455,ANURA,CRAUGASTORIDAE,Craugastor,batrachylus,Craugastor.batrachylus,"(Taylor, 1940)",Eleutherodactylus batrachylus  |Eleutherodactylus batrachylus  ,,DD,
56458,ANURA,CRAUGASTORIDAE,Craugastor,berkenbuschii,Craugastor.berkenbuschii,"(Peters, 1870)",Eleutherodactylus berkenbuschii,"Berkenbusch's Robber Frog, Berkenbusch's Stream Frog",NT,
56468,ANURA,CRAUGASTORIDAE,Craugastor,bocourti,Craugastor.bocourti,"(Brocchi, 1877)",,,VU,B1ab(iii)
56472,ANURA,CRAUGASTORIDAE,Craugastor,bransfordii,Craugastor.bransfordii,"(Cope, 1886)",Eleutherodactylus bransfordii|Eleutherodactylus costaricensis|Eleutherodactylus rearki|Hylodes bransfordii|Lithodytes bransfordii|Microbatrachylus bransfordii|Microbatrachylus  costaricensis|Microbatrachylus  rearki,Bransford's Robber Frog,LC,
56478,ANURA,CRAUGASTORIDAE,Craugastor,brocchi,Craugastor.brocchi,"(Boulenger, 1882)",,,VU,B1ab(iii)
61802,ANURA,CRAUGASTORIDAE,Craugastor,campbelli,Craugastor.campbelli,"(Smith, 2005)",,,DD,
56498,ANURA,CRAUGASTORIDAE,Craugastor,catalinae,Craugastor.catalinae,"(Campbell & Savage, 2000)",Eleutherodactylus  catalinae,,CR,A2ace
56504,ANURA,CRAUGASTORIDAE,Craugastor,chac,Craugastor.chac,"(Savage, 1987)",,,NT,
56506,ANURA,CRAUGASTORIDAE,Craugastor,charadra,Craugastor.charadra,"(Campbell & Savage, 2000)",,,EN,B1ab(iii)
135784,ANURA,CRAUGASTORIDAE,Craugastor,chingopetaca,Craugastor.chingopetaca,"Köhler & Sunyer, 2006",,,DD,
56513,ANURA,CRAUGASTORIDAE,Craugastor,chrysozetetes,Craugastor.chrysozetetes,"(McCranie, Savage & Wilson, 1989)",Eleutherodactylus chrysozetetes  ,McCranie's Robber Frog,EX,
56516,ANURA,CRAUGASTORIDAE,Craugastor,coffeus,Craugastor.coffeus,"(McCranie & Köhler, 1999)",Eleutherodactylus coffeus,,CR,B1ab(iii)+2ab(iii)
56528,ANURA,CRAUGASTORIDAE,Craugastor,crassidigitus,Craugastor.crassidigitus,"(Taylor, 1952)",Eleutherodactylus crassidigitus,Isla Bonita Robber Frog,LC,
56537,ANURA,CRAUGASTORIDAE,Craugastor,cruzi,Craugastor.cruzi,"(McCranie, Savage & Wilson, 1989)",Eleutherodactylus cruzi,Cruz Robber Frog,CR,"A2ace; B1ab(iii,v)+2ab(iii,v)"
56540,ANURA,CRAUGASTORIDAE,Craugastor,cuaquero,Craugastor.cuaquero,"(Savage, 1980)",Eleutherodactylus cuaquero,Puntarenas Robber Frog,DD,
135965,ANURA,CRAUGASTORIDAE,Craugastor,cyanochthebius,Craugastor.cyanochthebius,"McCranie & Smith, 2006",,,NT,
56550,ANURA,CRAUGASTORIDAE,Craugastor,daryi,Craugastor.daryi,"(Ford and Savage, 1984)",,,EN,B1ab(iii)
56551,ANURA,CRAUGASTORIDAE,Craugastor,decoratus,Craugastor.decoratus,"(Taylor, 1942)",Eleutherodactylus hidalgoensis  ,,VU,B1ab(iii)
56577,ANURA,CRAUGASTORIDAE,Craugastor,emcelae,Craugastor.emcelae,"(Lynch, 1985)",Eleutherodactylus emcelae,Rio Claro Robber Frog,CR,A3ce
56579,ANURA,CRAUGASTORIDAE,Craugastor,emleni,Craugastor.emleni,"(Dunn & Emlen, 1932)",Eleutherodactylus emleni  ,,CR,A2ace; B2ab(v)
56582,ANURA,CRAUGASTORIDAE,Craugastor,epochthidius,Craugastor.epochthidius,"(McCranie and Wilson, 1997)",,,CR,A3ce
56588,ANURA,CRAUGASTORIDAE,Craugastor,escoces,Craugastor.escoces,"(Savage, 1975)",Eleutherodactylus escoces,Heredia Robber Frog,EX,
56598,ANURA,CRAUGASTORIDAE,Craugastor,fecundus,Craugastor.fecundus,"(McCranie & Wilson, 1997)",Eleutherodactylus fecundus ,,CR,A2ace
56601,ANURA,CRAUGASTORIDAE,Craugastor,fitzingeri,Craugastor.fitzingeri,"(Schmidt, 1857)",Craugaster pulchrigulus  |Eleutherodactylus fitzingeri|Eleutherodactylus nubilus|Hyla grisea|Hylodes fitzingeri|Hylodes nubilus  |Leiyla Güntheri  |Liohyla guentheri|Lithodytes guentheri,Fitzinger's Robber Frog,LC,
56603,ANURA,CRAUGASTORIDAE,Craugastor,fleischmanni,Craugastor.fleischmanni,"(Boettger, 1892)",Eleutherodactylus engytympanum|Eleutherodactylus euryglossus|Eleutherodactylus fleischmanni|Hylodes euryglossus|Hylodes fleischmanni|Liohyla engytympanum|Liohyla fleischmanni|Lithodytes euryglossus,Fleischmann's Robber Frog,CR,D
56622,ANURA,CRAUGASTORIDAE,Craugastor,glaucus,Craugastor.glaucus,"(Lynch, 1967)",,,CR,B1ab(iii)
56623,ANURA,CRAUGASTORIDAE,Craugastor,gollmeri,Craugastor.gollmeri,"(Peters, 1863)",Eleutherodactylus goldmani|Eleutherodactylus humeralis|Eleutherodactylus humeralis  |Hylodes gollmeri|Hylodes lanciformis|Lithodytes lanciformis  ,Evergreen Robber Frog,LC,
56631,ANURA,CRAUGASTORIDAE,Craugastor,greggi,Craugastor.greggi,"(Bumzahem, 1955)",Eleutherodactylus chiquito  ,Gregg's Stream Frog,CR,A3e
56639,ANURA,CRAUGASTORIDAE,Craugastor,guerreroensis,Craugastor.guerreroensis,"(Lynch, 1967)",Eleutherodactylus guerreroensis,Guerreran Robber Frog,CR,A2ace
56641,ANURA,CRAUGASTORIDAE,Craugastor,gulosus,Craugastor.gulosus,"(Cope, 1875)",Eleutherodactylus gulosus|Hylodes gulosus|Lithodytes gulosus,,CR,D
56654,ANURA,CRAUGASTORIDAE,Craugastor,hobartsmithi,Craugastor.hobartsmithi,"(Taylor, 1936)",,,EN,B1ab(iii)
56665,ANURA,CRAUGASTORIDAE,Craugastor,inachus,Craugastor.inachus,"(Campbell and Savage, 2000)",,,EN,B1ab(iii)
56686,ANURA,CRAUGASTORIDAE,Craugastor,jota,Craugastor.jota,"(Lynch, 1980)",,,DD,
56697,ANURA,CRAUGASTORIDAE,Craugastor,laevissimus,Craugastor.laevissimus,"(Werner, 1896)",Eleutherodactylus laevissimus  |Hylodes laevissimus  ,,EN,A2ace
56703,ANURA,CRAUGASTORIDAE,Craugastor,laticeps,Craugastor.laticeps,"(Duméril, 1853)",,,NT,
56707,ANURA,CRAUGASTORIDAE,Craugastor,lauraster,Craugastor.lauraster,"(Savage, McCranie & Espinal, 1996)",,,EN,"B1ab(iii,v)"
56721,ANURA,CRAUGASTORIDAE,Craugastor,lineatus,Craugastor.lineatus,"(Brocchi, 1879)",Eleutherodactylus lineatus|Eleutherodactylus macdougalli  ,Montane Robber Frog,CR,A3e
56726,ANURA,CRAUGASTORIDAE,Craugastor,loki,Craugastor.loki,"(Shannon and Werler, 1955)",Eleutherodactylus loki|Eleutherodactylus sanmartinensis,"Common Leaf-litter Frog, Volcan San Martin Robber Frog",LC,
56728,ANURA,CRAUGASTORIDAE,Craugastor,longirostris,Craugastor.longirostris,"(Boulenger, 1898)",,Longsnout Robber Frog,LC,
56748,ANURA,CRAUGASTORIDAE,Craugastor,matudai,Craugastor.matudai,"(Taylor, 1941)",,,VU,D2
56751,ANURA,CRAUGASTORIDAE,Craugastor,megacephalus,Craugastor.megacephalus,"(Cope, 1875)",Eleutherodactylus megacephalus|Hylodes megacephalus|Lithodytes megacephalus,,LC,
56753,ANURA,CRAUGASTORIDAE,Craugastor,megalotympanum,Craugastor.megalotympanum,"(Shannon and Werler, 1955)",,,CR,B1ab(iii)
56757,ANURA,CRAUGASTORIDAE,Craugastor,melanostictus,Craugastor.melanostictus,"(Cope, 1875)",Eleutherodactylus melanostictus|Eleutherodactylus platyrhynchus|Hylodes melanostictus|Hylodes platyrhynchus  |Lithodytes melanostictus,Black-lined Robber Frog,LC,
56761,ANURA,CRAUGASTORIDAE,Craugastor,merendonensis,Craugastor.merendonensis,"(Schmidt, 1933)",Eleutherodactylus merendonensis,San Pedro Robber Frog,CR,A2ace; B1ab(v)+2ab(v)
56764,ANURA,CRAUGASTORIDAE,Craugastor,mexicanus,Craugastor.mexicanus,"(Brocchi, 1877)",Eleutherodactylus saltator  ,Mexican robber frog,LC,
56765,ANURA,CRAUGASTORIDAE,Craugastor,milesi,Craugastor.milesi,"(Schmidt, 1933)",Eleutherodactylus milesi  ,Miles' Robber Frog,CR,A2ae
