Species ID,Order,Family,Genus,Species,Genus.species,Authority,Synonyms,Common names (Eng),Red List status,Red List criteria
58541,ANURA,RANIDAE,Odorrana,amamiensis,Odorrana.amamiensis,"(Matsui, 1994)",Rana amamiensis,Amami Tip-nosed Frog,EN,B1ab(iii)
58543,ANURA,RANIDAE,Odorrana,andersonii,Odorrana.andersonii,"(Boulenger, 1882)",Polypedates yunnanensis  |Rana andersonii,"Golden Crossband Frog, Anderson's Frog, Yunnan Odorous Frog",LC,
58544,ANURA,RANIDAE,Odorrana,anlungensis,Odorrana.anlungensis,"(Liu & Hu, 1973)",Rana anlungensis,"Lungtou Frog, Anlung Odorous Frog",DD,
135831,ANURA,RANIDAE,Odorrana,aureola,Odorrana.aureola,"Stuart, Chuaynkern, Chan-ard & Inger, 2006",,,DD,
58554,ANURA,RANIDAE,Odorrana,bacboensis,Odorrana.bacboensis,"(Bain, Lathrop, Murphy, Orlov & Cuc, 2003)",Rana bacboensis,Tonkin Frog,DD,
58555,ANURA,RANIDAE,Odorrana,banaorum,Odorrana.banaorum,"(Bain, Lathrop, Murphy, Orlov & Cuc, 2003)",Rana banaorum,,DD,
61868,ANURA,RANIDAE,Odorrana,bolavensis,Odorrana.bolavensis,"(Stuart & Bain, 2005)",Rana bolavensis,,DD,
58204,ANURA,RANIDAE,Odorrana,chapaensis,Odorrana.chapaensis,"(Bourret, 1937)",Amolops chapaensis  |Amolops macrorhynchus  |Rhacophorus buergeri subspecies chapaensis,"Vietnam Sucker Frog, Chapa Torrent Frog",NT,
58576,ANURA,RANIDAE,Odorrana,chloronota,Odorrana.chloronota,"(Günther, 1876)",Huia chloronota|Polypedates chloronotus|Rana chloronota  ,"Chloronate Huia Frog, Copper-cheeked Frog",LC,
58596,ANURA,RANIDAE,Odorrana,exiliversabilis,Odorrana.exiliversabilis,"Li, Ye and Fei in Fei, Ye & Li, 2001",Rana exiliversabilis,Fujian Bamboo-leaf Frog,LC,
190997,ANURA,RANIDAE,Odorrana,geminata,Odorrana.geminata,"Bain, Stuart, Nguyen, Che & Rao, 2009",,Geminated Cascade Frog,VU,B1ab(iii)
136076,ANURA,RANIDAE,Odorrana,gigatympana,Odorrana.gigatympana,"(Orlov, Ananjeva & Ho, 2006)",Rana gigatympana,,DD,
58607,ANURA,RANIDAE,Odorrana,grahami,Odorrana.grahami,"(Boulenger, 1917)",Rana grahami,"Yunnanfu Frog, Graham Frog, Diskless-fingered Odorous Frog",NT,
58608,ANURA,RANIDAE,Odorrana,graminea,Odorrana.graminea,"(Boulenger, 1899)",Rana graminea,,DD,
58613,ANURA,RANIDAE,Odorrana,hainanensis,Odorrana.hainanensis,"Fei, Ye & Li, 2001",Rana hainanensis,,VU,B1ab(iii)
58615,ANURA,RANIDAE,Odorrana,hejiangensis,Odorrana.hejiangensis,"(Deng & Yu, 1992)",Rana hejiangensis,"Hejiang Frog, Hejiang Odorous Frog",DD,
58618,ANURA,RANIDAE,Odorrana,hosii,Odorrana.hosii,"(Boulenger, 1891)",Rana hosii,"Hose's Frog, Mount Dulit Frog, Green Tree Frog, Poisonous Rock Frog",LC,
136188,ANURA,RANIDAE,Odorrana,indeprensa,Odorrana.indeprensa,"(Bain & Stuart, 2006)",Rana indeprensa,,DD,
54308994,ANURA,RANIDAE,Odorrana,ishikawae,Odorrana.ishikawae,"(Stejneger, 1901)",Buergeria ishikawae|Rana ishikawae,Ishikawa's Frog,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
58627,ANURA,RANIDAE,Odorrana,jingdongensis,Odorrana.jingdongensis,"Fei, Ye & Li, 2001",Rana hmongorum|Rana jingdongensis,,VU,A2acd
58631,ANURA,RANIDAE,Odorrana,junlianensis,Odorrana.junlianensis,"Huang, Fei & Ye in Fei and Ye, 2001",Rana junlianensis,Junlian Odorous Frog,VU,B1ab(iii)
61871,ANURA,RANIDAE,Odorrana,khalam,Odorrana.khalam,"(Stuart, Orlov & Chan-ard, 2005)",Rana khalam,,DD,
58634,ANURA,RANIDAE,Odorrana,kuangwuensis,Odorrana.kuangwuensis,"(Liu & Hu in Hu, Zhao & Liu, 1966)",Rana kuangwuensis,"Kuang-wu Shan Frog, Kwangwu Odorous Frog",EN,B1ab(iii)
58641,ANURA,RANIDAE,Odorrana,leporipes,Odorrana.leporipes,"(Werner, 1930)",Rana leporipes,,DD,
58645,ANURA,RANIDAE,Odorrana,livida,Odorrana.livida,"(Blyth, 1856)",Polypedates lividus|Rana livida,"Green Cascade Frog, Large-eared Rock Frog, Green Mountain Frog, Bright Frog, Large Odorous Frog, Tenasserim Frog",DD,
58648,ANURA,RANIDAE,Odorrana,lungshengensis,Odorrana.lungshengensis,"(Liu & Hu, 1962)",Rana lungshengensis,"Lung-shen-hsien Frog, Lungshen Odorous Frog",NT,
58660,ANURA,RANIDAE,Odorrana,margaretae,Odorrana.margaretae,"(Liu, 1950)",Rana margaretae,"Margareta's Frog, Green Odorous Frog, Margaret Frog",LC,
58356,ANURA,RANIDAE,Odorrana,mawphlangensis,Odorrana.mawphlangensis,"(Pillai & Chanda, 1977)",Limnonectes mawphlangensis  |Rana mawphlangensis  ,"Mawphlang Wart Frog, Mawphlang Odorous Frog, Mawphlang Frog, Hill Stream Frog",DD,
135818,ANURA,RANIDAE,Odorrana,monjerai,Odorrana.monjerai,"(Matsui & Jaafar, 2006)",Rana monjerai,,DD,
58673,ANURA,RANIDAE,Odorrana,morafkai,Odorrana.morafkai,"(Bain, Lathrop, Murphy, Orlov & Cuc, 2003)",Rana morafkai,Morafkai Frog,LC,
58675,ANURA,RANIDAE,Odorrana,narina,Odorrana.narina,"(Stejneger, 1901)",Rana narina,"Ryukyu Island Frog, Okinawa Tip-nosed Frog, Ryukyu Tip-nosed Frog",EN,B1ab(iii)
58305,ANURA,RANIDAE,Odorrana,nasica,Odorrana.nasica,"(Boulenger, 1903)",Huia nasica|Rana nasica,"Tonkin Huia Frog, Long-snout Torrent Frog, Vietnamese Frog",LC,
58676,ANURA,RANIDAE,Odorrana,nasuta,Odorrana.nasuta,"Li, Ye & Fei in Fei, Ye & Li, 2001",Rana nasuta,Hainan Bamboo-leaf Frog,VU,B1ab(iii)
61873,ANURA,RANIDAE,Odorrana,orba,Odorrana.orba,"(Stuart & Bain, 2005)",Rana orba,,DD,
58711,ANURA,RANIDAE,Odorrana,schmackeri,Odorrana.schmackeri,"(Boettger, 1892)",Rana schmackeri,"Schmacker's Frog, Piebald Odorous Frog, Kaochahien Frog",LC,
58721,ANURA,RANIDAE,Odorrana,sinica,Odorrana.sinica,"(Ahl, 1927)",Rana sinica  ,,DD,
54314436,ANURA,RANIDAE,Odorrana,splendida,Odorrana.splendida,"Kuramoto, Satou, Oumi, Kurabayashi & Sumida, 2011",,Amami Oshima Frog,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
58726,ANURA,RANIDAE,Odorrana,supranarina,Odorrana.supranarina,"(Matsui, 1994)",Rana supranarina,Greater Tip-nosed Frog,EN,B1ab(iii)
58727,ANURA,RANIDAE,Odorrana,swinhoana,Odorrana.swinhoana,"(Boulenger, 1903)",Rana swinhoana|Rana taiwaniana,"Bangkimtsing Frog, Swinhoe's Brown Frog, Brown-backed Odorous Frog, Taiwan Odorous Frog, Taiwan Sucker Frog",LC,
58737,ANURA,RANIDAE,Odorrana,tiannanensis,Odorrana.tiannanensis,"(Yang & Li, 1980)",Rana heatwolei|Rana megatympanum|Rana tabaca|Rana tiannanensis,"Dawei Frog, Tiannan Odorous Frog",LC,
58226,ANURA,RANIDAE,Odorrana,tormota,Odorrana.tormota,"(Wu, 1977)",Amolops tormotus|Odorrana tormotus|Rana tormotus,"Anhui Sucker Frog, Concave-eared Torrent Frog, Concave-eared Frog, Sunken-ear Frog",VU,B1ab(iii)+2ab(iii)
58740,ANURA,RANIDAE,Odorrana,trankieni,Odorrana.trankieni,"(Orlov, Le Nguyen Ngat & Ho, 2003)",Rana trankieni,Trankien Frog,DD,
58743,ANURA,RANIDAE,Odorrana,utsunomiyaorum,Odorrana.utsunomiyaorum,"(Matsui, 1994)",Rana utsunomiyaorum,,EN,B1ab(iii)
58745,ANURA,RANIDAE,Odorrana,versabilis,Odorrana.versabilis,"(Liu & Hu, 1962)",Rana versabilis,"Kwangsi Frog, Bamboo Leaf Odorous Frog, Bamboo-leaf Frog",LC,
58751,ANURA,RANIDAE,Odorrana,wuchuanensis,Odorrana.wuchuanensis,"(Xu in Wu, Xu, Dong, Li & Liu, 1983)",Rana wuchuanensis,"Wuchuan Frog, Wuchuan Odorous Frog",CR,B1ab(iii)+2ab(iii)
48101417,ANURA,RANIDAE,Odorrana,yentuensis,Odorrana.yentuensis,"Tran, Orlov & Nguyen, 2008",,,EN,"B1ab(iii,v)"
59305,CAUDATA,PLETHODONTIDAE,Oedipina,alfaroi,Oedipina.alfaroi,"Dunn, 1921",Oedipus  alfaroi,Limon Worm Salamander,VU,B1ab(iii)
59306,CAUDATA,PLETHODONTIDAE,Oedipina,alleni,Oedipina.alleni,"Taylor, 1954",,,LC,
59307,CAUDATA,PLETHODONTIDAE,Oedipina,altura,Oedipina.altura,"Brame, 1968",,Cartago Worm Salamander,CR,B1ab(iii)
59308,CAUDATA,PLETHODONTIDAE,Oedipina,carablanca,Oedipina.carablanca,"Brame, 1968",,Los Diamantes Worm Salamander ,EN,B1ab(iii)
59309,CAUDATA,PLETHODONTIDAE,Oedipina,collaris,Oedipina.collaris,"(Stejneger, 1907)",Oedipina serpens|Oedipus  collaris|Spelerpes  collaris ,Collared Worm Salamander,DD,
59310,CAUDATA,PLETHODONTIDAE,Oedipina,complex,Oedipina.complex,"(Dunn, 1924)",Oedipus  complex|Oedopinola  complex ,Gamboa Worm Salamander,LC,
59311,CAUDATA,PLETHODONTIDAE,Oedipina,cyclocauda,Oedipina.cyclocauda,"Taylor, 1952",,Costa Rica Worm Salamander,LC,
59312,CAUDATA,PLETHODONTIDAE,Oedipina,elongata,Oedipina.elongata,"(Schmidt, 1936)",Oedipus elongatus ,"Central American Worm Salamander, Galliwasp , White-crowned Worm Salamander",LC,
59313,CAUDATA,PLETHODONTIDAE,Oedipina,gephyra,Oedipina.gephyra,"McCranie, Wilson & Williams, 1993",,La Fortuna Worm Salamander,EN,B1ab(iii)
59314,CAUDATA,PLETHODONTIDAE,Oedipina,gracilis,Oedipina.gracilis,"Taylor, 1952",,,EN,A2ac
59315,CAUDATA,PLETHODONTIDAE,Oedipina,grandis,Oedipina.grandis,"Brame & Duellman, 1970",,Cerro Pando Worm Salamander ,EN,"B1ab(iii,v)"
59316,CAUDATA,PLETHODONTIDAE,Oedipina,ignea,Oedipina.ignea,"Stuart, 1952",,Chimaltenango Worm Salamander,DD,
59317,CAUDATA,PLETHODONTIDAE,Oedipina,maritima,Oedipina.maritima,"García-París & Wake, 2000",,Maritime Worm Salamander,CR,B1ab(iii)+2ab(iii)
59318,CAUDATA,PLETHODONTIDAE,Oedipina,pacificensis,Oedipina.pacificensis,"Taylor, 1952",,,LC,
59319,CAUDATA,PLETHODONTIDAE,Oedipina,parvipes,Oedipina.parvipes,"(Peters, 1879)",Oedipus  parvipes|Spelerpes  parvipes ,Colombian Worm Salamander,LC,
59320,CAUDATA,PLETHODONTIDAE,Oedipina,paucidentata,Oedipina.paucidentata,"Brame, 1968",,El Empalme Worm Salamander,CR,B1ab(iii)
59321,CAUDATA,PLETHODONTIDAE,Oedipina,poelzi,Oedipina.poelzi,"Brame, 1963",,Quarry Worm Salamander ,EN,A2ace; B1ab(iii)
59322,CAUDATA,PLETHODONTIDAE,Oedipina,pseudouniformis,Oedipina.pseudouniformis,"Brame, 1968",,,EN,"B1ab(iii,v)"
59323,CAUDATA,PLETHODONTIDAE,Oedipina,savagei,Oedipina.savagei,"García-París & Wake, 2000",,Savage's Worm Salamander,DD,
59324,CAUDATA,PLETHODONTIDAE,Oedipina,stenopodia,Oedipina.stenopodia,"Brodie & Campbell, 1993",,,EN,B1ab(iii)
59325,CAUDATA,PLETHODONTIDAE,Oedipina,stuarti,Oedipina.stuarti,"Brame, 1968",,Stuart's Worm Salamander,DD,
59326,CAUDATA,PLETHODONTIDAE,Oedipina,taylori,Oedipina.taylori,"Stuart, 1952",,Taylor's Worm Salamander,LC,
136010,CAUDATA,PLETHODONTIDAE,Oedipina,tomasi,Oedipina.tomasi,"McCranie, 2006",,,CR,B2ab(iii)
59327,CAUDATA,PLETHODONTIDAE,Oedipina,uniformis,Oedipina.uniformis,"Keferstein, 1868",Oedipina bonitaensis|Oedipina inusitata|Oedipina longicauda  |Oedipina longissima|Oedipina syndactyla|Oedipina  vermicularis|Oedipus  uniformis|Ophiobatrachus vermicularis|Spelerpes  uniformis|Spelerpes  vermicularis,Cienega Colorado Worm Salamander,NT,
58246,ANURA,DICROGLOSSIDAE,Ombrana,sikimensis,Ombrana.sikimensis,"(Jerdon, 1870)",Chaparana sikimensis  |Rana assamensis  ,,LC,
136019,CAUDATA,SALAMANDRIDAE,Ommatotriton,ophryticus,Ommatotriton.ophryticus,"(Berthold, 1846)",,Northern Banded Newt,NT,
59480,CAUDATA,SALAMANDRIDAE,Ommatotriton,vittatus,Ommatotriton.vittatus,"(Gray, 1835)",Molge  syriacus |Molge  vittatus|Triton  vittatus|Triturus vittatus,"Southern Banded Newt, Banded Newt, Striped Eft",LC,
39419,CAUDATA,HYNOBIIDAE,Onychodactylus,fischeri,Onychodactylus.fischeri,"(Boulenger, 1886)",Onychodactylus rossicus  ,"Fischer's Clawed Salamander, Long-tailed Clawed Salamander",LC,
59108,CAUDATA,HYNOBIIDAE,Onychodactylus,japonicus,Onychodactylus.japonicus,"(Houttuyn, 1782)",,Japanese Clawed Salamander,LC,
55173,ANURA,DENDROBATIDAE,Oophaga,arborea,Oophaga.arborea,"(Myers, Daly and Martínez, 1984)",Dendrobates arboreus  |Dendrobates arboreus  |Oophaga arboreus  ,Polkadot Poison Frog,EN,B1ab(iii)
55186,ANURA,DENDROBATIDAE,Oophaga,granulifera,Oophaga.granulifera,"(Taylor, 1958)",Dendrobates granulifer  |Dendrobates granuliferus  |Ranitomeya granuliferus,"Granular Poison Frog, Granular Poison-arrow Frog, Granulated Poison-dart Frog",VU,B1ab(iii)
55187,ANURA,DENDROBATIDAE,Oophaga,histrionica,Oophaga.histrionica,"(Berthold, 1845)",Dendrobates histrionicus  |Oophaga histrionicus  ,Harlequin Poison Frog,LC,
55190,ANURA,DENDROBATIDAE,Oophaga,lehmanni,Oophaga.lehmanni,"(Myers & Daly, 1976)",Dendrobates lehmanni  ,"Lehmann's Poison Frog, Red-banded Poison Frog",CR,B2ab(iii)
55194,ANURA,DENDROBATIDAE,Oophaga,occultator,Oophaga.occultator,"(Myers and Daly, 1976)",Dendrobates occultator  ,La Brea Poison Frog,DD,
55196,ANURA,DENDROBATIDAE,Oophaga,pumilio,Oophaga.pumilio,"(Schmidt, 1857)",Dendrobates galindoi|Dendrobates ignitus|Dendrobates pumilio  |Dendrobates typographicus|Dendrobates typographus|Hylaplesia ignita|Hylaplesia pumilio|Hylaplesia typographa,"Strawberry Poison Frog, Red-and-blue Poison Frog, Flaming Poison Frog, Strawberry Poison-dart Frog, Flaming Poison-arrow Frog",LC,
55201,ANURA,DENDROBATIDAE,Oophaga,speciosa,Oophaga.speciosa,"(Schmidt, 1857)",Dendrobates speciosus  |Dendrobates speciosus  |Oophaga speciosus  ,Splendid Poison Frog,EN,B1ab(iii)
55203,ANURA,DENDROBATIDAE,Oophaga,sylvatica,Oophaga.sylvatica,"(Funkhouser, 1956)",Dendrobates sylvaticus  |Oophaga sylvaticus  ,,NT,
55209,ANURA,DENDROBATIDAE,Oophaga,vicentei,Oophaga.vicentei,"(Jungfer, Weygoldt and Juraske, 1996)",Dendrobates vicentei  ,Vicente's Poison Frog,DD,
57584,ANURA,MEGOPHRYIDAE,Ophryophryne,gerti,Ophryophryne.gerti,"Ohler, 2003",,,DD,
57585,ANURA,MEGOPHRYIDAE,Ophryophryne,hansi,Ophryophryne.hansi,"Ohler, 2003",,,DD,
57586,ANURA,MEGOPHRYIDAE,Ophryophryne,microstoma,Ophryophryne.microstoma,"Boulenger, 1903",Ophryophryne poilani  ,,LC,
57587,ANURA,MEGOPHRYIDAE,Ophryophryne,pachyproctus,Ophryophryne.pachyproctus,"Kou, 1985",,,LC,
136181,ANURA,MEGOPHRYIDAE,Ophryophryne,synoria,Ophryophryne.synoria,"Stuart, Sok and Neang, 2006",,,DD,
56290,ANURA,HYPEROLIIDAE,Opisthothylax,immaculatus,Opisthothylax.immaculatus,"(Boulenger, 1903)",,,LC,
136047,ANURA,CRAUGASTORIDAE,Oreobates,ayacucho,Oreobates.ayacucho,"(Lehr, 2007)",Phrynopus ayacucho,,EN,B1ab(iii)
61827,ANURA,CRAUGASTORIDAE,Oreobates,choristolemma,Oreobates.choristolemma,"(Harvey and Sheehy, 2005)",Ischnocnema choristolemma  ,,DD,
56531,ANURA,CRAUGASTORIDAE,Oreobates,crepitans,Oreobates.crepitans,"(Bokermann, 1965)",Eleutherodactylus crepitans  |Pristimantis crepitans,,DD,
56536,ANURA,CRAUGASTORIDAE,Oreobates,cruralis,Oreobates.cruralis,"(Boulenger, 1902)",Eleutherodactylus cruralis  |Eleutherodactylus cruralis  |Hylodes granulosus  ,,LC,
56564,ANURA,CRAUGASTORIDAE,Oreobates,discoidalis,Oreobates.discoidalis,"(Peracca, 1895)",Eleutherodactylus discoidalis  |Eleutherodactylus discoidalis  ,,LC,
56653,ANURA,CRAUGASTORIDAE,Oreobates,heterodactylus,Oreobates.heterodactylus,"(Miranda-Ribeiro, 1937)",Eleutherodactylus heterodactylus  ,,DD,
56661,ANURA,CRAUGASTORIDAE,Oreobates,ibischi,Oreobates.ibischi,"(Reichle, Lötters and De la Riva, 2001)",Eleutherodactylus ibischi  |Eleutherodactylus ibischi  ,,LC,
136166,ANURA,CRAUGASTORIDAE,Oreobates,lehri,Oreobates.lehri,"(Padial, Chaparro and De la Riva, 2007)",Eleutherodactylus lehri  ,,LC,
61810,ANURA,CRAUGASTORIDAE,Oreobates,lundbergi,Oreobates.lundbergi,"(Lehr, 2005)",Eleutherodactylus lundbergi  |Hypodactylus lundbergi,,DD,
61811,ANURA,CRAUGASTORIDAE,Oreobates,madidi,Oreobates.madidi,"(Padial, Gonzáles & De La Riva, 2005)",Eleutherodactylus madidi  |Eleutherodactylus madidi  ,,LC,
57223,ANURA,CRAUGASTORIDAE,Oreobates,pereger,Oreobates.pereger,"(Lynch, 1975)",Phrynopus pereger  ,,CR,B1ab(iii)
57105,ANURA,CRAUGASTORIDAE,Oreobates,quixensis,Oreobates.quixensis,"Jiménez de la Espada, 1872",Ischnocnema quixensis  ,,LC,
57106,ANURA,CRAUGASTORIDAE,Oreobates,sanctaecrucis,Oreobates.sanctaecrucis,"(Harvey and Keck, 1995)",Ischnocnema sanctaecrucis  ,,LC,
61828,ANURA,CRAUGASTORIDAE,Oreobates,sanderi,Oreobates.sanderi,"(Padial, Reichle and De la Riva, 2005)",Ischnocnema sanderi  ,,LC,
57107,ANURA,CRAUGASTORIDAE,Oreobates,saxatilis,Oreobates.saxatilis,"(Duellman, 1990)",Ischnocnema saxatilis  ,,DD,
57067,ANURA,CRAUGASTORIDAE,Oreobates,zongoensis,Oreobates.zongoensis,"(Reichle & Köhler, 1997)",Eleutherodactylus zongoensis,,CR,"B1ab(iii,v)+2ab(iii,v)"
57588,ANURA,MEGOPHRYIDAE,Oreolalax,chuanbeiensis,Oreolalax.chuanbeiensis,"Tian, 1983",,,EN,B1ab(iii)
57589,ANURA,MEGOPHRYIDAE,Oreolalax,granulosus,Oreolalax.granulosus,"Fei, Ye and Chen, 1991",,,VU,D2
57590,ANURA,MEGOPHRYIDAE,Oreolalax,jingdongensis,Oreolalax.jingdongensis,"Hu, Yang and Li, 1983",,,VU,B1ab(iii)+2ab(iii)
57591,ANURA,MEGOPHRYIDAE,Oreolalax,liangbeiensis,Oreolalax.liangbeiensis,"Liu and Fei, 1979",,,CR,"B1ab(iii,v)+2ab(iii,v); C2a(ii)"
57592,ANURA,MEGOPHRYIDAE,Oreolalax,lichuanensis,Oreolalax.lichuanensis,"Hu & Fei, 1979",,"Lichuan Toothed Toad, Lichuan Lazy Toad",NT,
57593,ANURA,MEGOPHRYIDAE,Oreolalax,major,Oreolalax.major,"(Liu and Hu, 1960)",,,VU,B2ab(iii)
57594,ANURA,MEGOPHRYIDAE,Oreolalax,multipunctatus,Oreolalax.multipunctatus,"Wu, Zhao, Inger and Shaffer, 1993",,,VU,B1ab(iii)+2ab(iii)
57595,ANURA,MEGOPHRYIDAE,Oreolalax,nanjiangensis,Oreolalax.nanjiangensis,"Fei and Ye, 1999",,,DD,
57596,ANURA,MEGOPHRYIDAE,Oreolalax,omeimontis,Oreolalax.omeimontis,"(Liu & Hu, 1960)",Scutiger omeimontis,"Omei Lazy Toad, Omei Toothed Toad",EN,B1ab(iii)+2ab(iii)
57597,ANURA,MEGOPHRYIDAE,Oreolalax,pingii,Oreolalax.pingii,"(Liu, 1943)",,,EN,B1ab(iii)+2ab(iii)
57598,ANURA,MEGOPHRYIDAE,Oreolalax,popei,Oreolalax.popei,"(Liu, 1947)",,,LC,
57599,ANURA,MEGOPHRYIDAE,Oreolalax,puxiongensis,Oreolalax.puxiongensis,"Liu and Fei, 1979",,,EN,"A2a; B1ab(iii,v)"
57600,ANURA,MEGOPHRYIDAE,Oreolalax,rhodostigmatus,Oreolalax.rhodostigmatus,"Hu and Fei, 1979",,,VU,"B2ab(iii,v)"
57601,ANURA,MEGOPHRYIDAE,Oreolalax,rugosus,Oreolalax.rugosus,"(Liu, 1943)",,"Warty Toothed Toad, Chaochiao Lazy Toad",NT,
57602,ANURA,MEGOPHRYIDAE,Oreolalax,schmidti,Oreolalax.schmidti,"(Liu, 1947)",,,NT,
76491633,ANURA,MEGOPHRYIDAE,Oreolalax,sterlingae,Oreolalax.sterlingae,"Nguyen, Phung, Le, Ziegler & Böhme, 2013",,Sterling's Toothed Toad,CR,B1ab(iii)
57603,ANURA,MEGOPHRYIDAE,Oreolalax,weigoldi,Oreolalax.weigoldi,"(Vogt, 1924)",,,DD,
57604,ANURA,MEGOPHRYIDAE,Oreolalax,xiangchengensis,Oreolalax.xiangchengensis,"Fei and Huang, 1983",,,LC,
57901,ANURA,MICROHYLIDAE,Oreophryne,albopunctata,Oreophryne.albopunctata,"(van Kampen, 1909)",,,DD,
61854,ANURA,MICROHYLIDAE,Oreophryne,alticola,Oreophryne.alticola,"Zweifel, Cogger and Richards, 2005",,,DD,
57902,ANURA,MICROHYLIDAE,Oreophryne,anthonyi,Oreophryne.anthonyi,"(Boulenger, 1897)",,,LC,
57903,ANURA,MICROHYLIDAE,Oreophryne,anulata,Oreophryne.anulata,"(Stejneger, 1908)",Chaperina visaya  ,,VU,B1ab(iii)
57904,ANURA,MICROHYLIDAE,Oreophryne,asplenicola,Oreophryne.asplenicola,"Günther, 2003",,,DD,
57905,ANURA,MICROHYLIDAE,Oreophryne,atrigularis,Oreophryne.atrigularis,"Günther, Richards and Iskandar, 2001",,,DD,
57906,ANURA,MICROHYLIDAE,Oreophryne,biroi,Oreophryne.biroi,"(Méhelÿ, 1897)",Mehelyia affinis  |Mehelyia lineata  ,,LC,
57907,ANURA,MICROHYLIDAE,Oreophryne,brachypus,Oreophryne.brachypus,"(Werner, 1898)",,,LC,
57908,ANURA,MICROHYLIDAE,Oreophryne,brevicrus,Oreophryne.brevicrus,"Zweifel, 1956",,,DD,
61855,ANURA,MICROHYLIDAE,Oreophryne,brevirostris,Oreophryne.brevirostris,"Zweifel, Cogger and Richards, 2005",,,DD,
57909,ANURA,MICROHYLIDAE,Oreophryne,celebensis,Oreophryne.celebensis,"(F. Müller, 1894)",,,VU,B1ab(iii)
57910,ANURA,MICROHYLIDAE,Oreophryne,clamata,Oreophryne.clamata,"Günther, 2003",,,DD,
57911,ANURA,MICROHYLIDAE,Oreophryne,crucifer,Oreophryne.crucifer,"(van Kampen, 1913)",,,DD,
57912,ANURA,MICROHYLIDAE,Oreophryne,flava,Oreophryne.flava,"Parker, 1934",,,DD,
57913,ANURA,MICROHYLIDAE,Oreophryne,frontifasciata,Oreophryne.frontifasciata,"(Horst, 1883)",,,DD,
57914,ANURA,MICROHYLIDAE,Oreophryne,geislerorum,Oreophryne.geislerorum,"(Boettger, 1892)",,,LC,
61856,ANURA,MICROHYLIDAE,Oreophryne,geminus,Oreophryne.geminus,"Zweifel, Cogger and Richards, 2005",,,DD,
61857,ANURA,MICROHYLIDAE,Oreophryne,habbemensis,Oreophryne.habbemensis,"Zweifel, Cogger and Richards, 2005",,,DD,
57915,ANURA,MICROHYLIDAE,Oreophryne,hypsiops,Oreophryne.hypsiops,"Zweifel, Menzies and Price, 2003",,,LC,
57916,ANURA,MICROHYLIDAE,Oreophryne,idenburgensis,Oreophryne.idenburgensis,"Zweifel, 1956",,,DD,
57917,ANURA,MICROHYLIDAE,Oreophryne,inornata,Oreophryne.inornata,"Zweifel, 1956",,,LC,
57918,ANURA,MICROHYLIDAE,Oreophryne,insulana,Oreophryne.insulana,"Zweifel, 1956",,,DD,
57919,ANURA,MICROHYLIDAE,Oreophryne,jeffersoniana,Oreophryne.jeffersoniana,"Dunn, 1928",,,NT,
57920,ANURA,MICROHYLIDAE,Oreophryne,kampeni,Oreophryne.kampeni,"Parker, 1934",,,DD,
57921,ANURA,MICROHYLIDAE,Oreophryne,kapisa,Oreophryne.kapisa,"Günther, 2003",,,LC,
57922,ANURA,MICROHYLIDAE,Oreophryne,loriae,Oreophryne.loriae,"(Boulenger, 1898)",,,DD,
57923,ANURA,MICROHYLIDAE,Oreophryne,minuta,Oreophryne.minuta,"Richards and Iskandar, 2000",,,DD,
57924,ANURA,MICROHYLIDAE,Oreophryne,moluccensis,Oreophryne.moluccensis,"(Peters and Doria, 1878)",,,DD,
57925,ANURA,MICROHYLIDAE,Oreophryne,monticola,Oreophryne.monticola,"(Boulenger, 1897)",,,EN,B1ab(iii)
26210,ANURA,MICROHYLIDAE,Oreophryne,nana,Oreophryne.nana,"Brown and Alcala, 1967",,,DD,
57926,ANURA,MICROHYLIDAE,Oreophryne,notata,Oreophryne.notata,"Zweifel, 2003",,,DD,
57927,ANURA,MICROHYLIDAE,Oreophryne,parkeri,Oreophryne.parkeri,"Loveridge, 1955",,,DD,
57928,ANURA,MICROHYLIDAE,Oreophryne,pseudasplenicola,Oreophryne.pseudasplenicola,"Günther, 2003",,,DD,
57929,ANURA,MICROHYLIDAE,Oreophryne,rookmaakeri,Oreophryne.rookmaakeri,"Mertens, 1927",,,DD,
57930,ANURA,MICROHYLIDAE,Oreophryne,sibilans,Oreophryne.sibilans,"Günther, 2003",,,DD,
61858,ANURA,MICROHYLIDAE,Oreophryne,terrestris,Oreophryne.terrestris,"Zweifel, Cogger and Richards, 2005",,,DD,
57931,ANURA,MICROHYLIDAE,Oreophryne,unicolor,Oreophryne.unicolor,"Günther, 2003",,,DD,
57932,ANURA,MICROHYLIDAE,Oreophryne,variabilis,Oreophryne.variabilis,"(Boulenger, 1896)",,,VU,B1ab(iii)
57933,ANURA,MICROHYLIDAE,Oreophryne,waira,Oreophryne.waira,"Günther, 2003",,,DD,
57934,ANURA,MICROHYLIDAE,Oreophryne,wapoga,Oreophryne.wapoga,"Günther, Richards and Iskandar, 2001",,,DD,
57935,ANURA,MICROHYLIDAE,Oreophryne,wolterstorffi,Oreophryne.wolterstorffi,"(Werner, 1901)",,,DD,
57936,ANURA,MICROHYLIDAE,Oreophryne,zimmeri,Oreophryne.zimmeri,"Ahl, 1933",,,DD,
