Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
10000	-29719.3	-29615	-104.316	0.325697	0.00114351	0.0108746	0.00873317	0.00236789	0.0177949	0.0487434	0.0331563	0.0936408	0.0115698	0.0158328	0.0597732	0.0149024	0.0146089	0.0093224	0.0482474	0.00191888	0.195178	0.0262627	0.00759557	1.90164	0.050298	0.0111255	0.00697181	0.537105	0.0570032	0.00277254	0.032979	0.175348	0.0174771	0.0319114	0.019456	0.192577	0.0574117	0.123838	0.153927	0.104325	0.579584	0.409794	0.0660348	0.0198589	0.00462724	0.0632118	0.0469963	0.0408969	0.0279633	0.0119492	0.0217353	0.0320571	0.114052	0.262157	0.0815659	0.0717891	0.00203414	0.00512142	0.0123182	0.0470386	0.050638	0.0207364	0.12634	0.0487513	0.03078	0.53694	0.0103356	0.0778444	0.0299259	0.0365479	0.0459736	0.250507	0.0306106	0.13851	1.43536	0.0459924	0.478628	0.0348031	0.0637388	0.00604307	0.00861283	0.080817	0.234333	0.154565	0.0610399	0.361534	0.107711	0.00760968	0.124577	0.636538	3.23128	0.18816	0.256021	0.287498	0.26832	9.52623
10010	-29729.5	-29618.2	-111.286	0.325528	0.00267663	0.00470299	0.00799567	0.00193309	0.0246012	0.0705775	0.057774	0.0992986	0.0234498	0.0098194	0.0541137	0.0146236	0.0102006	0.00893201	0.0488391	0.00548166	0.210725	0.0326955	0.0042184	1.95893	0.0535475	0.00975551	0.00411348	0.720515	0.0762074	0.0097416	0.029279	0.218378	0.0107235	0.0314063	0.0249307	0.191444	0.0615187	0.123789	0.113325	0.114743	0.531831	0.425099	0.0695137	0.0171622	0.00843296	0.0444282	0.0285328	0.0704746	0.045383	0.02205	0.0249417	0.0315426	0.140842	0.256687	0.0325997	0.051808	0.00504012	0.0051645	0.0191949	0.0534708	0.0280703	0.0120855	0.142343	0.0532684	0.0314738	0.748775	0.0145613	0.0861994	0.0315202	0.0248179	0.0315922	0.214163	0.0216048	0.168222	1.67472	0.0329914	0.451595	0.0309978	0.0716015	0.0095004	0.0139805	0.0806825	0.233943	0.154308	0.0609383	0.360932	0.109196	0.00759302	0.124445	0.636286	3.23168	0.188796	0.256885	0.29093	0.263389	10.2233
10020	-29711.2	-29607.1	-104.136	0.321915	0.0038824	0.00580292	0.00726829	0.000751396	0.0237943	0.0715349	0.0329002	0.088772	0.0184135	0.013034	0.0541137	0.0128825	0.0108536	0.0103768	0.0467763	0.00431656	0.150259	0.0300273	0.00502864	1.75961	0.0459169	0.0129664	0.00445271	0.646138	0.0553967	0.00842647	0.036131	0.220833	0.00953078	0.0325078	0.0122463	0.165776	0.0505561	0.141738	0.115681	0.0873454	0.565321	0.401337	0.0581247	0.0201789	0.0102844	0.0863125	0.0357285	0.0390345	0.0251591	0.0270993	0.0170002	0.0282389	0.0606389	0.227242	0.0341279	0.0592778	0.00378768	0.00660648	0.0139639	0.0492368	0.0327234	0.0293708	0.141873	0.0625825	0.0338273	0.51696	0.00831289	0.0433901	0.0346813	0.0341928	0.0852935	0.231533	0.0224725	0.102928	1.62509	0.0541544	0.522665	0.0411144	0.101331	0.0118944	0.00716029	0.0751187	0.230793	0.169549	0.0607404	0.356072	0.107726	0.00724043	0.121615	0.630835	3.24031	0.188796	0.256885	0.29093	0.263389	9.50829
10030	-29714.5	-29602.4	-112.035	0.30264	0.00595335	0.00569083	0.0123728	0.00251894	0.0228623	0.0749393	0.0359124	0.0860924	0.0188829	0.00917262	0.061085	0.0135111	0.0142348	0.0144378	0.0388005	0.00450368	0.281763	0.0341196	0.00428233	1.98064	0.0408629	0.0157474	0.00310552	0.592943	0.0819457	0.00479352	0.0322442	0.259979	0.0183125	0.0241837	0.0220166	0.209856	0.0576801	0.150781	0.107301	0.090619	0.613515	0.350837	0.0779017	0.0182208	0.00472181	0.053467	0.0452844	0.053734	0.0329145	0.020115	0.034608	0.0290071	0.0752877	0.311497	0.0294117	0.109284	0.000838429	0.00424561	0.0128014	0.0248786	0.0211691	0.015607	0.13458	0.0573782	0.0250813	0.51696	0.0109031	0.0445369	0.0422293	0.031588	0.0546907	0.258698	0.029902	0.127321	1.83007	0.0510953	0.605009	0.0240585	0.059322	0.00979849	0.0115905	0.0753218	0.224588	0.16499	0.0591072	0.366196	0.109797	0.00551194	0.106551	0.600211	3.28773	0.188796	0.256885	0.29093	0.263389	10.2983
10040	-29720.3	-29615.5	-104.74	0.334954	0.00111204	0.00614926	0.0120857	0.00272637	0.0177052	0.0762404	0.0365003	0.0813409	0.020902	0.0136539	0.0593021	0.0115018	0.0111908	0.0126282	0.0463716	0.00441294	0.219358	0.0278655	0.0102677	1.8316	0.0490812	0.00811778	0.00351853	0.657568	0.0592416	0.00348037	0.0323927	0.17357	0.0188088	0.0529315	0.0150164	0.209856	0.0475796	0.143672	0.120306	0.0968017	0.495959	0.350853	0.0539661	0.0164995	0.00871365	0.0614171	0.0297387	0.0860348	0.0268201	0.0229546	0.0259523	0.0246752	0.0556243	0.276585	0.0711145	0.0453916	0.00525261	0.0027439	0.02149	0.0230907	0.0190992	0.0130172	0.139662	0.0649733	0.0214998	0.548349	0.00746454	0.0767281	0.0428238	0.042048	0.0438454	0.228312	0.0355191	0.127079	1.60026	0.0296036	0.444607	0.050786	0.106975	0.0173927	0.00882708	0.0777328	0.229742	0.170271	0.0609991	0.347943	0.113312	0.00855424	0.13182	0.650094	3.20953	0.188796	0.256885	0.29093	0.263389	9.56861
10050	-29728.5	-29628.4	-100.088	0.313958	0.00306766	0.00546505	0.0149308	0.000851072	0.0269173	0.0667641	0.0299831	0.0756743	0.010561	0.0086629	0.0621963	0.0128358	0.00771994	0.0144405	0.0356472	0.0058898	0.22267	0.0183737	0.00858869	1.8316	0.0448873	0.00891694	0.0077634	0.497838	0.0459707	0.00352863	0.0289137	0.174986	0.0133851	0.035156	0.0212353	0.182274	0.0475796	0.148246	0.0987648	0.0925972	0.495959	0.304782	0.0502219	0.0257481	0.0106024	0.0727587	0.0196709	0.0799078	0.0360817	0.0290664	0.0224072	0.0219523	0.0494069	0.239777	0.0157908	0.085253	0.00233476	0.00488547	0.0264566	0.026757	0.0251613	0.0166964	0.118051	0.0728001	0.0436198	0.545679	0.0066471	0.0554679	0.0250035	0.0399869	0.0578783	0.228312	0.0318841	0.132767	1.56307	0.0388061	0.437826	0.050786	0.0505226	0.014133	0.0137338	0.0749497	0.240942	0.168231	0.0661805	0.343773	0.105924	0.00649565	0.115388	0.618515	3.2596	0.188796	0.256885	0.29093	0.263389	9.10353
10060	-29728.8	-29617.6	-111.155	0.313958	0.00154803	0.00710281	0.00485074	0.00295835	0.0340433	0.0931199	0.0374583	0.110381	0.00900093	0.00925319	0.0585491	0.016227	0.0139349	0.00858776	0.0416541	0.00932385	0.237879	0.0253255	0.00681626	1.73629	0.04175	0.0142605	0.00731414	0.553503	0.0620204	0.00557257	0.0414957	0.222607	0.00808374	0.0336338	0.0205054	0.233377	0.0728631	0.125127	0.0962696	0.128868	0.528632	0.425779	0.0567303	0.0190101	0.00975968	0.0617631	0.0282597	0.0606812	0.0209376	0.0168708	0.0172973	0.0369428	0.0380607	0.374236	0.0243395	0.0887958	0.00351592	0.00234186	0.0215831	0.043692	0.018029	0.0299251	0.143176	0.0603029	0.0395508	0.426692	0.00458399	0.0391648	0.0357477	0.0358686	0.064297	0.240721	0.0124441	0.126003	2.13058	0.038595	0.602422	0.028985	0.097165	0.0090712	0.016069	0.0803537	0.235878	0.16801	0.0647897	0.336549	0.11442	0.00649565	0.115388	0.618515	3.2596	0.189826	0.258288	0.28706	0.264826	10.2102
10070	-29722.6	-29618.4	-104.264	0.320018	0.0028222	0.00594486	0.00897558	0.00109994	0.0162613	0.0864415	0.0380468	0.103333	0.0148876	0.00911633	0.0615589	0.0155652	0.0139096	0.0108791	0.0532314	0.00565923	0.255494	0.0250396	0.00586714	1.67948	0.0446628	0.0108086	0.00509302	0.780136	0.0393553	0.00297901	0.0288931	0.154787	0.0120142	0.0422591	0.0196585	0.149792	0.0513614	0.142632	0.103323	0.0866201	0.63592	0.387771	0.0701353	0.0155551	0.0187479	0.081262	0.0470186	0.0458053	0.0256851	0.0239567	0.0175146	0.0316228	0.0222591	0.158116	0.0421539	0.0657426	0.0034696	0.00243963	0.0227647	0.0466201	0.0383801	0.0201549	0.146438	0.0374206	0.0190394	0.462603	0.00609384	0.0363068	0.0269124	0.0639132	0.0702241	0.253839	0.0104606	0.12277	1.65218	0.0555113	0.426987	0.0514216	0.142706	0.0134899	0.0117237	0.0796465	0.242603	0.166531	0.0642195	0.333587	0.113413	0.00705897	0.120131	0.627939	3.24487	0.189826	0.258288	0.28706	0.264826	9.52113
10080	-29715.4	-29605.6	-109.759	0.312958	0.00285656	0.00701763	0.00642467	0.00105852	0.0236059	0.0698762	0.036869	0.0980269	0.0180453	0.0138498	0.0550768	0.0155652	0.0137763	0.0103716	0.0470293	0.00320099	0.273496	0.0243302	0.00504703	1.92263	0.040153	0.0086567	0.0044053	0.513279	0.0471108	0.00122528	0.043602	0.199134	0.0134683	0.0346916	0.0225209	0.21142	0.0505764	0.124484	0.122166	0.100624	0.600167	0.31812	0.0569209	0.0185229	0.0226333	0.0608004	0.0390322	0.0597985	0.0266173	0.0296441	0.0210042	0.0355798	0.0291308	0.351126	0.0750792	0.0964458	0.00163936	0.00728271	0.0269388	0.0245833	0.0216084	0.016161	0.110573	0.0462744	0.0307158	0.463418	0.00832586	0.0374277	0.0321226	0.0555459	0.0750175	0.247869	0.0264193	0.129727	2.02665	0.0380434	0.44258	0.0647754	0.0908848	0.00757557	0.0121512	0.0909937	0.248648	0.165854	0.0568696	0.341899	0.0957356	0.00640519	0.114606	0.616936	3.26205	0.189826	0.258288	0.28706	0.264826	10.0706
10090	-29716.4	-29606.4	-110.032	0.30515	0.00487876	0.0102164	0.0102422	0.00205295	0.0262596	0.0565879	0.0354857	0.104715	0.0234389	0.013334	0.0566356	0.0154751	0.0124234	0.0105053	0.0553038	0.00273527	0.250112	0.0348868	0.00990685	1.96638	0.042958	0.00973488	0.00644515	0.554853	0.0479512	0.000810326	0.0308617	0.1344	0.017328	0.0271509	0.0261409	0.210769	0.0505764	0.129891	0.109848	0.120375	0.562061	0.411376	0.0569209	0.0214105	0.0112734	0.0743034	0.0361103	0.0608503	0.0275201	0.025567	0.0190792	0.0364819	0.0375452	0.297387	0.078595	0.0926919	0.00172797	0.00233206	0.0151573	0.0237054	0.0469283	0.022389	0.163783	0.0594349	0.0368074	0.507563	0.0125871	0.0293147	0.0384842	0.0342208	0.0630136	0.247869	0.023772	0.132578	1.74774	0.0408223	0.635224	0.0230623	0.0914158	0.0158475	0.0113586	0.0838262	0.248728	0.165907	0.0637641	0.342009	0.0957663	0.00572235	0.108507	0.604351	3.28142	0.189826	0.258288	0.28706	0.264826	10.098
10100	-29725	-29612.6	-112.331	0.30515	0.00479659	0.00651979	0.00672267	0.00294906	0.0250662	0.0604531	0.0408583	0.10191	0.0114483	0.0174856	0.0592882	0.0158824	0.00946427	0.0111618	0.0337361	0.00116295	0.209579	0.0291033	0.00866362	2.27285	0.0379061	0.00721239	0.00510778	0.65302	0.0449865	0.000762284	0.0332816	0.172484	0.0135417	0.0346109	0.021816	0.166343	0.060197	0.147865	0.127786	0.11206	0.573379	0.386163	0.0391647	0.0156312	0.012515	0.0449748	0.0426012	0.0420646	0.0398518	0.0188626	0.0208911	0.0289529	0.0722272	0.333151	0.0687317	0.0687601	0.00131226	0.00595048	0.0163491	0.0404494	0.0580624	0.022389	0.108849	0.0507141	0.0139303	0.544471	0.00870753	0.0175762	0.0290755	0.0419946	0.0889641	0.200268	0.0297357	0.154587	1.77647	0.0594467	0.546987	0.00899332	0.098513	0.0177185	0.0103556	0.088675	0.247411	0.165029	0.0634266	0.340199	0.0952594	0.00572235	0.108507	0.604351	3.28142	0.188716	0.256777	0.285381	0.269125	10.3279
10110	-29716.9	-29606.8	-110.105	0.300412	0.00402733	0.00558736	0.0063841	0.00193327	0.0224423	0.0703124	0.0450831	0.088347	0.0101672	0.0174863	0.0661062	0.0187366	0.0126596	0.0154857	0.0515702	0.00180084	0.304806	0.0191838	0.0107753	1.92333	0.0385677	0.0147653	0.00753096	0.675011	0.0714173	0.000377323	0.0317362	0.172484	0.0142364	0.0385401	0.0208054	0.191048	0.0530872	0.150895	0.0947049	0.0803946	0.567602	0.363951	0.0562364	0.0144451	0.00874841	0.0736269	0.0277019	0.0469499	0.0246916	0.0203753	0.0252634	0.0302209	0.0565674	0.328064	0.0757359	0.0720864	0.00113226	0.003884	0.0109106	0.0290956	0.0477142	0.0301946	0.137419	0.0483361	0.0357696	0.47357	0.00617548	0.0363765	0.0412078	0.0250895	0.110325	0.200268	0.0305376	0.121711	1.84382	0.0267889	0.546987	0.0250029	0.106009	0.00910912	0.0137343	0.0897557	0.233602	0.16704	0.0641996	0.348982	0.0964204	0.00532881	0.104816	0.596495	3.29336	0.191343	0.25178	0.289353	0.267524	10.1053
10120	-29720.9	-29615.6	-105.251	0.323748	0.00347912	0.00802665	0.00852598	0.00628001	0.0156823	0.0656646	0.0296105	0.0961348	0.0104014	0.0116121	0.059025	0.0167423	0.0134569	0.0094681	0.0411867	0.00495724	0.23333	0.0303402	0.015602	1.82951	0.0468651	0.0118569	0.010935	0.670501	0.0652817	0.000120236	0.037504	0.234166	0.0145788	0.0364259	0.0167449	0.191048	0.063361	0.138547	0.103103	0.11433	0.584515	0.349245	0.057281	0.0141454	0.0111541	0.0685312	0.0341409	0.0590705	0.0281602	0.0292267	0.0248675	0.0591688	0.0329753	0.247167	0.0569542	0.0738594	0.00177734	0.00197018	0.0259794	0.039797	0.0343349	0.0160883	0.138639	0.0558045	0.0379864	0.544003	0.00944464	0.033713	0.0395623	0.0299985	0.0824308	0.222692	0.0327183	0.121919	1.43852	0.0463464	0.52214	0.0362606	0.0956489	0.00903653	0.00807952	0.0772551	0.252708	0.147419	0.0694504	0.348861	0.104306	0.00741823	0.123051	0.633612	3.23592	0.194795	0.256323	0.276531	0.272351	9.61975
10130	-29711.5	-29603.5	-108.001	0.305163	0.00281662	0.00641722	0.0115452	0.00417393	0.0218838	0.0666503	0.0332201	0.0985246	0.0181888	0.00939574	0.0568903	0.0178109	0.00917353	0.0135397	0.0456156	0.0053764	0.264238	0.0282225	0.005308	1.85903	0.0569936	0.0100841	0.0112765	0.644244	0.0495972	0.000447288	0.0483596	0.168503	0.0132722	0.0448308	0.0230929	0.197551	0.0600082	0.0995491	0.131392	0.086085	0.584515	0.34128	0.065615	0.0131832	0.0108638	0.0556236	0.0423292	0.0670915	0.030315	0.016972	0.025945	0.0395227	0.023986	0.271812	0.0927174	0.0955603	0.00449932	0.00129731	0.0170862	0.0362747	0.0341788	0.0172264	0.144961	0.0516684	0.0348156	0.526232	0.00663403	0.0453325	0.0311737	0.0387199	0.0609535	0.222909	0.0326787	0.147592	1.70518	0.044026	0.521096	0.023173	0.120589	0.0134787	0.0124233	0.07763	0.249082	0.148134	0.0697874	0.350554	0.104813	0.00572348	0.108517	0.604373	3.28139	0.194795	0.256323	0.276531	0.272351	9.89483
10140	-29725.1	-29616.6	-108.547	0.305163	0.00220643	0.00383001	0.0114972	0.0016814	0.0227339	0.0566595	0.0426037	0.083146	0.00760404	0.0153793	0.0418828	0.0199515	0.0102209	0.00797366	0.0428483	0.0055792	0.232297	0.0283333	0.0100134	1.94014	0.0328145	0.00903619	0.0106206	0.809124	0.0770056	0.000365198	0.0381891	0.21125	0.0182295	0.0405861	0.0181919	0.20745	0.0473434	0.101438	0.142823	0.103527	0.547422	0.333943	0.0696833	0.0107851	0.0107154	0.0509276	0.0530064	0.0594694	0.0308035	0.0202165	0.0113196	0.0289099	0.0409311	0.15317	0.0574165	0.088472	0.00646375	0.00179422	0.0200576	0.043423	0.0316808	0.0298256	0.154519	0.0565191	0.0236872	0.526232	0.0103009	0.0349767	0.0378806	0.0455035	0.0695347	0.218947	0.0312258	0.12769	1.77039	0.0288856	0.428765	0.0221331	0.186138	0.00912981	0.0119629	0.0767155	0.246148	0.15817	0.0689653	0.346424	0.103578	0.00572348	0.108517	0.604373	3.28139	0.194795	0.256323	0.276531	0.272351	9.94942
10150	-29717.5	-29606.7	-110.75	0.305163	0.00290353	0.00583026	0.00772057	0.00424509	0.0227339	0.0645339	0.0390061	0.101426	0.0241244	0.0133657	0.0754584	0.0181391	0.0116623	0.0101031	0.0446046	0.00442864	0.206516	0.0233627	0.00501721	1.89133	0.0512422	0.00790106	0.0113414	0.650737	0.0542022	0.000804494	0.0412008	0.219345	0.0128636	0.0274445	0.0237749	0.216993	0.0467879	0.110374	0.122055	0.109157	0.642444	0.408691	0.076383	0.0115605	0.00950264	0.075438	0.0404462	0.0746416	0.0266697	0.0236128	0.0224329	0.0358785	0.137251	0.204894	0.0375678	0.0617606	0.00249805	0.00110465	0.00913287	0.0435716	0.0331756	0.0209678	0.139406	0.0565115	0.0237724	0.736951	0.00713785	0.0350518	0.0372582	0.0416748	0.0765071	0.195439	0.0153679	0.128942	1.71037	0.0328304	0.45222	0.041722	0.139002	0.00659975	0.0106438	0.0750875	0.240924	0.154813	0.0675018	0.339073	0.122601	0.00572348	0.108517	0.604373	3.28139	0.194414	0.255822	0.27599	0.273774	10.1698
10160	-29719.9	-29610.2	-109.745	0.294132	0.00372643	0.00407349	0.0115103	0.00471937	0.0208465	0.0755273	0.0380335	0.105072	0.00896413	0.0101012	0.0610229	0.023345	0.013918	0.0114189	0.0499668	0.00579935	0.290126	0.0230947	0.00598682	1.80821	0.0397529	0.0110708	0.00758956	0.669767	0.0660759	0.000724275	0.0338464	0.171219	0.0156089	0.0361361	0.0234197	0.186428	0.0560481	0.130414	0.132527	0.123828	0.531499	0.327241	0.0591607	0.0118672	0.00632305	0.0688118	0.0264366	0.061981	0.0288531	0.0269018	0.0160969	0.0328386	0.142048	0.241823	0.0666612	0.10198	0.00397571	0.00133806	0.0295985	0.0534193	0.0287456	0.0308646	0.121291	0.0516909	0.033918	0.608416	0.0155196	0.0622848	0.0377115	0.0395849	0.0488406	0.265253	0.0204841	0.126809	1.79182	0.0616784	0.426873	0.0349572	0.121872	0.0132799	0.00865047	0.0758746	0.24345	0.156436	0.057726	0.342627	0.123886	0.00483142	0.0999388	0.585816	3.30941	0.194414	0.255822	0.27599	0.273774	10.0693
10170	-29720.2	-29615.4	-104.882	0.306159	0.00636348	0.00674829	0.0100445	0.0056774	0.0282509	0.0688092	0.0340126	0.0971506	0.0116861	0.0125206	0.0627734	0.011781	0.0111978	0.00951451	0.0442794	0.00457974	0.238214	0.0290104	0.00892542	1.60488	0.0439199	0.00804712	0.00430254	0.677491	0.0610715	0.00119409	0.0461265	0.151797	0.00956049	0.0297836	0.0321173	0.187779	0.0634565	0.117188	0.105944	0.099595	0.561762	0.313158	0.0543739	0.0205593	0.0158709	0.0834703	0.0316293	0.0563382	0.0299911	0.0242779	0.0265017	0.031274	0.0603244	0.341922	0.0560946	0.0902293	0.00327835	0.000671236	0.010999	0.05428	0.0300191	0.0224484	0.132368	0.0543712	0.0204688	0.598988	0.0146602	0.0736127	0.0334379	0.0331998	0.0481321	0.229629	0.0194532	0.122209	1.73302	0.0767503	0.348011	0.0262433	0.135863	0.00416621	0.0131571	0.0888878	0.240246	0.154377	0.0569663	0.337267	0.122256	0.00580818	0.109294	0.606002	3.2789	0.191388	0.25184	0.28726	0.269513	9.583
10180	-29718.9	-29607.5	-111.393	0.315846	0.00645963	0.00759576	0.00762176	0.00562019	0.0290259	0.041327	0.0410389	0.113601	0.00965355	0.00748172	0.0605562	0.0104826	0.0133375	0.0154138	0.0604525	0.00655404	0.204999	0.0273027	0.0068795	1.91949	0.0485323	0.00973881	0.00849031	0.581012	0.0504032	0.00245376	0.030752	0.212	0.019281	0.0267551	0.015538	0.238928	0.0552799	0.11138	0.112921	0.0794248	0.644077	0.409703	0.0574031	0.0206543	0.0129135	0.0594276	0.0349289	0.0666266	0.0259914	0.0200278	0.0236378	0.030477	0.128911	0.200347	0.039051	0.146289	0.00102585	0.000508159	0.0161089	0.0305342	0.0468157	0.019782	0.152605	0.059427	0.0240069	0.631614	0.013865	0.0363608	0.0333792	0.041625	0.0859896	0.256151	0.0198373	0.133715	1.76806	0.0468044	0.495934	0.0384054	0.14303	0.00851653	0.0116415	0.0823626	0.225	0.14458	0.0580886	0.375472	0.114497	0.00666849	0.116865	0.62148	3.25499	0.191388	0.25184	0.28726	0.269513	10.234
10190	-29716.6	-29602.9	-113.712	0.298836	0.0077541	0.00428304	0.0100363	0.00274872	0.0239118	0.0584645	0.0397876	0.110068	0.0150875	0.0115938	0.0660688	0.0214968	0.0142034	0.0137388	0.0532143	0.00890888	0.243882	0.0318048	0.00426486	2.13504	0.0455596	0.004261	0.00939098	0.592388	0.0615279	0.00380146	0.0540206	0.160809	0.0200778	0.0373541	0.0236891	0.205055	0.055875	0.113864	0.145487	0.107644	0.622046	0.428521	0.0522296	0.013252	0.00878543	0.0669168	0.043434	0.0482846	0.028962	0.0254754	0.0188114	0.0367098	0.0745097	0.191271	0.0686277	0.112712	0.00103106	0.000331272	0.0206506	0.0585754	0.0500895	0.0291224	0.147721	0.0570113	0.0310963	0.660626	0.00748923	0.0437567	0.0339513	0.0340915	0.07976	0.223669	0.0305905	0.147371	1.76265	0.0384865	0.450437	0.0272034	0.153152	0.00917421	0.0102102	0.0825954	0.225636	0.144989	0.0554263	0.376533	0.114821	0.0052014	0.10359	0.593844	3.29736	0.192291	0.253028	0.288616	0.266065	10.466
10200	-29719.1	-29608.7	-110.402	0.309085	0.00749623	0.00864562	0.0149529	0.00076471	0.018535	0.0554262	0.0339723	0.100316	0.01291	0.0102	0.0553001	0.0140713	0.00873206	0.00942403	0.0437352	0.00456639	0.182362	0.0269733	0.00708759	2.00239	0.0451101	0.0103027	0.00530414	0.52361	0.0515261	0.00673434	0.0476838	0.199994	0.0203444	0.0391919	0.0162384	0.201598	0.0597281	0.116845	0.108038	0.105198	0.581072	0.345697	0.0591396	0.0198088	0.0122796	0.0670393	0.0400337	0.0642913	0.0276724	0.0309126	0.031813	0.0393298	0.108205	0.231238	0.0634882	0.0730988	0.000887224	0.000544304	0.0204882	0.0473221	0.0483214	0.0155788	0.165047	0.050904	0.0432643	0.552483	0.0102412	0.0233476	0.0243864	0.041335	0.080618	0.247341	0.0123062	0.123766	1.89344	0.0382313	0.489155	0.0706969	0.144552	0.0108622	0.00943366	0.0783273	0.220329	0.165896	0.0694839	0.357075	0.108888	0.00606116	0.111579	0.610749	3.27161	0.199868	0.250655	0.285909	0.263569	10.135
10210	-29717.7	-29604.9	-112.853	0.309085	0.00644164	0.00402228	0.00253307	0.00113115	0.0198562	0.0538694	0.0329013	0.0992365	0.0171256	0.0170534	0.0535913	0.016687	0.0173991	0.0144874	0.0478333	0.0039713	0.275427	0.0316346	0.00791118	1.92144	0.0452934	0.00697377	0.0105632	0.752154	0.067479	0.00444969	0.0328905	0.243561	0.0176486	0.0429818	0.0241761	0.214645	0.0524244	0.15947	0.108038	0.111273	0.581072	0.427882	0.0554843	0.0135147	0.0114269	0.0694173	0.0412287	0.0657862	0.02459	0.0283391	0.0275488	0.0418561	0.189987	0.225755	0.040989	0.0875375	0.00313375	0.00112601	0.0165459	0.0456666	0.0561228	0.0166784	0.126265	0.0647053	0.0331348	0.591785	0.00678268	0.0492768	0.0278963	0.0502377	0.0547399	0.227109	0.01439	0.123766	1.71701	0.0449096	0.428388	0.0317502	0.158767	0.00831091	0.0105512	0.081383	0.228925	0.137593	0.0638466	0.371006	0.117246	0.00606116	0.111579	0.610749	3.27161	0.202055	0.242455	0.289037	0.266453	10.38
10220	-29724.6	-29615.6	-109.02	0.319786	0.00506922	0.00381474	0.00873596	0.00193203	0.0158912	0.0560719	0.040024	0.124897	0.0167287	0.0185288	0.077629	0.0273415	0.0150099	0.00823181	0.0546029	0.00259084	0.201548	0.0282625	0.00717125	1.72866	0.0382782	0.0125023	0.00579033	0.548126	0.072963	0.00435131	0.0387263	0.206743	0.016767	0.0287795	0.0189519	0.163314	0.0510732	0.121836	0.128504	0.103982	0.643292	0.477606	0.0903864	0.0270046	0.00559401	0.0655453	0.0459257	0.0719276	0.0266551	0.0251704	0.0222764	0.0435471	0.11692	0.310659	0.0271991	0.163951	0.00243225	0.00109106	0.0193653	0.03798	0.0459174	0.0277509	0.134107	0.0469059	0.0270184	0.485861	0.0103513	0.0640423	0.0497391	0.0464536	0.0612945	0.242185	0.0152058	0.144057	1.61872	0.0556618	0.512655	0.0355618	0.123822	0.00998452	0.0114568	0.0816696	0.229731	0.138078	0.0640715	0.372313	0.114137	0.00703693	0.119949	0.627582	3.24543	0.201093	0.246062	0.287661	0.265184	9.99671
10230	-29717.3	-29608.3	-109.061	0.305853	0.00263511	0.00373914	0.00988444	0.000781698	0.0210961	0.0571458	0.0453098	0.0898583	0.0190668	0.0120871	0.0586507	0.0210879	0.0136509	0.0116585	0.0432836	0.00238694	0.245395	0.0195409	0.00780855	1.8918	0.0489634	0.0129411	0.0106993	0.543079	0.0580379	0.00434406	0.0283705	0.239459	0.0145931	0.0280696	0.0171751	0.183905	0.0616601	0.162107	0.143437	0.102984	0.625776	0.35677	0.0649433	0.013321	0.0152036	0.0742458	0.0346872	0.0447293	0.035253	0.0277804	0.0228633	0.0362744	0.0414499	0.342429	0.0257216	0.0652094	0.00306598	0.00118354	0.0227163	0.0475052	0.0444206	0.0221159	0.148068	0.060095	0.0167827	0.587319	0.0114641	0.0696651	0.0347212	0.0379642	0.0542139	0.242185	0.0157895	0.137157	1.61872	0.021947	0.483973	0.0453611	0.186473	0.0109446	0.0137137	0.0835514	0.235025	0.141259	0.0655478	0.35785	0.116767	0.00578214	0.109056	0.605503	3.27966	0.198451	0.242829	0.283882	0.274838	10.0009
