Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
24240	-29726.4	-29611.9	-114.485	0.310067	0.00304618	0.00537933	0.0136646	0.000496299	0.0254089	0.0392693	0.0335323	0.0849217	0.00997181	0.00887023	0.0650919	0.0180094	0.013397	0.00693569	0.0656057	0.0053417	0.238239	0.0307775	0.00532855	1.93646	0.0476845	0.0110546	0.00685591	0.712104	0.0701401	0.00513717	0.0416696	0.249146	0.00985878	0.0333931	0.0201381	0.230415	0.0661655	0.134342	0.11285	0.124221	0.523715	0.447105	0.0790366	0.0194433	0.00272887	0.0577558	0.0395856	0.06347	0.028701	0.0307173	0.0307076	0.0402595	0.0467442	0.187478	0.0924802	0.0765578	0.0028023	0.00497097	0.0286562	0.0304777	0.0106748	0.00568555	0.144872	0.0622809	0.0300569	0.70188	0.00502433	0.0355631	0.0235204	0.0524074	0.0869241	0.296881	0.039448	0.151129	1.80212	0.0386617	0.529545	0.0471758	0.128698	0.0225417	0.00980274	0.0829833	0.213111	0.13975	0.0571218	0.392937	0.114096	0.00614744	0.112346	0.612329	3.26918	0.196783	0.244679	0.299531	0.259007	10.5432
24250	-29719.5	-29609.1	-110.45	0.315005	0.00339855	0.00455171	0.0142448	0.00070545	0.0175694	0.0664136	0.0296101	0.126739	0.00824608	0.0184722	0.0599934	0.0193181	0.0116904	0.0125491	0.0441412	0.00632564	0.36577	0.0286454	0.0100794	1.79967	0.0431996	0.010215	0.00343874	0.638038	0.0485998	0.00247661	0.0356682	0.192631	0.0197744	0.0377239	0.0194705	0.264176	0.05789	0.122556	0.11285	0.125252	0.523715	0.277107	0.0597615	0.0199981	0.00150332	0.053931	0.0315975	0.0863069	0.0353264	0.0304749	0.016638	0.0364192	0.0770966	0.266827	0.057836	0.0693989	0.00396886	0.00434402	0.0183423	0.0380222	0.0352539	0.00262748	0.127853	0.0481958	0.0238641	0.527702	0.00822065	0.0344098	0.0230427	0.046332	0.054431	0.242686	0.0204361	0.133939	1.94345	0.0377625	0.479423	0.108944	0.120555	0.0212612	0.00866093	0.0783677	0.231186	0.157669	0.0539446	0.371082	0.10775	0.00659116	0.116207	0.620162	3.25704	0.196783	0.244679	0.299531	0.259007	10.1398
24260	-29713.1	-29604.4	-108.664	0.305928	0.00536478	0.00858636	0.0170522	0.00202958	0.0247708	0.0405373	0.0345501	0.108056	0.0154972	0.0113257	0.0566864	0.0131201	0.00979753	0.0138485	0.0428856	0.00761062	0.287375	0.0245042	0.00819636	1.82425	0.035379	0.0106695	0.00630129	0.753084	0.067886	0.00257373	0.0347486	0.280565	0.0113222	0.0278456	0.0169287	0.262	0.05573	0.11453	0.116018	0.0816944	0.592291	0.3542	0.0658329	0.017126	0.00426817	0.0584558	0.0332774	0.0551287	0.0230157	0.0321377	0.0219527	0.0326449	0.0795473	0.143644	0.0592468	0.0881473	0.00481825	0.00473544	0.0243754	0.00977122	0.0370405	0.00441022	0.107631	0.0659044	0.0246232	0.585188	0.00963397	0.0422821	0.0304854	0.0272612	0.0772683	0.239388	0.0256543	0.114915	1.63979	0.0482593	0.533031	0.0620776	0.117713	0.018933	0.0116911	0.0783677	0.231186	0.157669	0.0539446	0.371082	0.10775	0.00578846	0.109114	0.605625	3.27947	0.196783	0.244679	0.299531	0.259007	9.96112
24270	-29710.8	-29594.7	-116.1	0.289506	0.0032144	0.00469701	0.0135146	0.00103207	0.0190873	0.0340926	0.0356829	0.100747	0.0218566	0.00920527	0.0589369	0.0171185	0.0119556	0.00758603	0.0404356	0.00744517	0.283703	0.0314488	0.00479714	1.919	0.0485126	0.0103203	0.00580644	0.760981	0.0642531	0.00441387	0.0295992	0.210751	0.0132852	0.0254369	0.0196639	0.259173	0.0550079	0.14018	0.113276	0.0916186	0.646399	0.3542	0.0583416	0.0137641	0.00451259	0.0604056	0.0440155	0.0440296	0.0340419	0.0255876	0.0116954	0.0307238	0.0902069	0.223239	0.0468636	0.12136	0.00482456	0.00292853	0.0236468	0.02264	0.0285044	0.00954947	0.152512	0.0432903	0.0307218	0.680427	0.0110016	0.0473372	0.0257787	0.0387298	0.0736948	0.176517	0.0582669	0.145739	2.04314	0.0407498	0.506524	0.063192	0.141774	0.0338866	0.0122565	0.0843435	0.241716	0.16485	0.0564015	0.340031	0.112658	0.00448276	0.0963606	0.577752	3.32141	0.196717	0.244598	0.286379	0.272306	10.7049
24280	-29723.8	-29606.8	-116.996	0.287286	0.00524589	0.00441494	0.00500755	0.0017756	0.0214502	0.0603376	0.0336468	0.0944923	0.0161853	0.0101941	0.0456172	0.0143937	0.0116704	0.00931498	0.0487997	0.00436363	0.311685	0.0282496	0.00808336	2.40363	0.0475383	0.00944385	0.00571635	0.763014	0.0784868	0.00616168	0.026435	0.164471	0.0111128	0.0460534	0.0135681	0.258706	0.0395458	0.136453	0.112127	0.130123	0.603539	0.3542	0.0548849	0.0181952	0.0045782	0.0535384	0.0416212	0.0525	0.0316243	0.0204778	0.0147804	0.0307238	0.143252	0.273906	0.0704333	0.0917099	0.00394526	0.00110289	0.0141681	0.0219956	0.0333845	0.013122	0.121078	0.0406644	0.0297514	0.493723	0.0126531	0.0499832	0.0468475	0.0298334	0.0452239	0.241755	0.0101175	0.111166	1.97478	0.0396513	0.386392	0.0501034	0.13285	0.0316708	0.0110511	0.0854802	0.235709	0.160754	0.0549998	0.3532	0.109858	0.00432074	0.094648	0.573819	3.32721	0.196717	0.244598	0.286379	0.272306	10.7945
24290	-29723.4	-29613.2	-110.245	0.308306	0.00479049	0.00268303	0.00632909	0.00301599	0.0136801	0.0461199	0.0417148	0.0932838	0.0131104	0.00549911	0.061358	0.0118325	0.0186373	0.0151816	0.0570613	0.00637434	0.203897	0.0293817	0.005231	1.91858	0.0506137	0.0153688	0.0115644	0.493233	0.0696365	0.00655695	0.0406891	0.196849	0.0111197	0.0392269	0.0224369	0.248411	0.0543769	0.126595	0.120908	0.103412	0.657947	0.383229	0.0854045	0.0178287	0.00858508	0.049922	0.0302612	0.0657281	0.0237112	0.0228884	0.0292931	0.0346775	0.158751	0.280321	0.0574214	0.0646223	0.00183532	0.00217804	0.0129044	0.0257438	0.0289364	0.0125273	0.138003	0.0585939	0.0292791	0.555875	0.0061283	0.0564035	0.0494184	0.034146	0.0660165	0.225806	0.0125581	0.1249	1.86938	0.0352732	0.364129	0.0891635	0.135152	0.029837	0.0157531	0.0842254	0.241756	0.158394	0.0541925	0.348015	0.113417	0.00599325	0.11097	0.609492	3.27354	0.179892	0.25008	0.291617	0.27841	10.1193
24300	-29714.2	-29602.8	-111.43	0.30574	0.0041628	0.00791671	0.0147973	0.0028918	0.0284881	0.0378914	0.0318109	0.0788511	0.0168511	0.0102175	0.0648241	0.0221311	0.0138197	0.0132508	0.0455922	0.0075655	0.26158	0.0325993	0.0109878	1.88446	0.0437296	0.00744151	0.00888904	0.797393	0.0661759	0.00292842	0.0346977	0.207218	0.0135403	0.0354935	0.0125364	0.258304	0.0524944	0.142269	0.112081	0.124464	0.569086	0.383229	0.0580247	0.0167961	0.00726479	0.0742551	0.0409481	0.0717954	0.0304409	0.0270651	0.0272447	0.0295323	0.142461	0.137807	0.0742265	0.092612	0.000513017	0.00186243	0.0150345	0.0228085	0.0347913	0.0141907	0.139078	0.0613342	0.018832	0.585786	0.0147868	0.0314634	0.0334614	0.0324635	0.0634112	0.211084	0.0337544	0.165691	1.71203	0.0157709	0.478034	0.0690022	0.150847	0.0192195	0.0193587	0.0850082	0.244003	0.159866	0.0546961	0.35125	0.105177	0.00577247	0.108967	0.605318	3.27994	0.179892	0.25008	0.291617	0.27841	10.2378
24310	-29724.8	-29620	-104.784	0.30574	0.00107106	0.00377457	0.0116075	0.00415262	0.0311838	0.0572649	0.0441593	0.112684	0.0151538	0.00726726	0.0754101	0.0104353	0.0210143	0.00964078	0.0549425	0.00858142	0.208082	0.0314358	0.00424798	1.80474	0.0372463	0.0112439	0.00354002	0.713394	0.0769963	0.00919229	0.0424739	0.20074	0.0107603	0.044805	0.0149419	0.262216	0.0536582	0.119755	0.117641	0.0985016	0.576841	0.333856	0.0571953	0.0249563	0.00499525	0.0731714	0.0478633	0.0611149	0.0297214	0.0214021	0.0192498	0.027398	0.0584872	0.288556	0.0627436	0.0490365	0.00084138	0.00357286	0.0159407	0.0272388	0.0528819	0.0105809	0.169407	0.0514694	0.0130141	0.400523	0.00827651	0.0391026	0.0327666	0.027752	0.0628057	0.23355	0.00931728	0.101181	1.60904	0.0402084	0.361564	0.0458936	0.154292	0.018669	0.0127637	0.0858125	0.246312	0.161379	0.0638546	0.339418	0.103225	0.00577247	0.108967	0.605318	3.27994	0.185717	0.248304	0.289546	0.276433	9.5732
24320	-29716	-29613.9	-102.139	0.31067	0.00127724	0.00678601	0.0196595	0.00369793	0.0219261	0.0563312	0.036763	0.0911636	0.010441	0.014566	0.0557751	0.0179325	0.01013	0.0142083	0.0609785	0.00373174	0.147803	0.0318174	0.00388546	1.66209	0.043282	0.0111028	0.0044714	0.692185	0.070989	0.00781129	0.0294808	0.220145	0.013858	0.0268998	0.0160704	0.20709	0.0534868	0.112146	0.126853	0.0928553	0.55415	0.355209	0.0528691	0.0193352	0.00373187	0.0669709	0.0402405	0.0407751	0.0388355	0.0223707	0.0299163	0.035257	0.126211	0.12462	0.0803138	0.085994	0.000358012	0.00106887	0.00928897	0.0169685	0.0444368	0.00968511	0.1314	0.0464717	0.0332613	0.433565	0.0180656	0.0469067	0.0356833	0.0350951	0.0676273	0.179204	0.0218461	0.117665	1.70376	0.0353544	0.375868	0.0773878	0.154292	0.0227372	0.0141118	0.0860681	0.247045	0.161859	0.061066	0.340429	0.103532	0.00620065	0.112817	0.613294	3.26769	0.187835	0.247659	0.288793	0.275714	9.3086
24330	-29716.9	-29610.8	-106.064	0.32278	0.000800894	0.00474938	0.0164839	0.000719038	0.023266	0.0605785	0.0470429	0.0949249	0.0156375	0.0104172	0.0526251	0.012856	0.0148657	0.010738	0.0450812	0.00420571	0.309917	0.0318174	0.00471774	1.68077	0.0333283	0.00465858	0.00674099	0.702074	0.0561925	0.00540603	0.0460927	0.16263	0.0148216	0.028691	0.0177754	0.207516	0.0637621	0.124697	0.133226	0.113158	0.57784	0.259648	0.0609209	0.0205361	0.00207717	0.0504792	0.0491225	0.0547249	0.0311617	0.0153588	0.0281562	0.0484578	0.178355	0.0943609	0.0650333	0.112567	0.000468863	0.00151969	0.0136509	0.0286628	0.0394671	0.0120788	0.132794	0.0440426	0.0321742	0.433565	0.0127909	0.0258844	0.0382305	0.0491048	0.0711437	0.238069	0.0410084	0.137821	1.89721	0.0221328	0.386872	0.0751063	0.124635	0.0156044	0.015287	0.0854281	0.245209	0.162856	0.0658474	0.337898	0.102762	0.00732408	0.122293	0.632149	3.23823	0.187835	0.247659	0.288793	0.275714	9.70112
24340	-29723.8	-29607.7	-116.071	0.293536	0.00398958	0.00787559	0.0176561	0.00127478	0.0204611	0.0369744	0.0445303	0.0961507	0.0100645	0.0080928	0.0597618	0.0139842	0.0169194	0.0120376	0.0626925	0.00461249	0.227437	0.0274904	0.0060217	2.22859	0.0447655	0.0169251	0.00920577	0.712947	0.064324	0.0014062	0.0488367	0.197761	0.0102116	0.0306655	0.0147083	0.286571	0.0609522	0.122583	0.144564	0.0995873	0.603985	0.331477	0.0708029	0.0188193	0.00713836	0.0600687	0.0511548	0.0730277	0.0257127	0.016572	0.0241557	0.0310778	0.157449	0.0935859	0.0597685	0.106599	0.000688671	0.00341095	0.00967721	0.0277817	0.0391592	0.00529982	0.13777	0.0538564	0.0333602	0.605706	0.0114012	0.0329065	0.0359202	0.0579695	0.0836185	0.238069	0.042925	0.148865	1.96991	0.0238029	0.337211	0.107379	0.156735	0.020534	0.0139482	0.0857372	0.246096	0.163445	0.0642764	0.33912	0.101325	0.0047856	0.0994765	0.584785	3.31095	0.186611	0.25256	0.286912	0.273917	10.7019
24350	-29717	-29606.1	-110.891	0.302092	0.00216841	0.00615039	0.0109591	0.000358762	0.0212304	0.0320011	0.0411535	0.0961507	0.0120244	0.00950705	0.0740956	0.0205833	0.0179916	0.00996718	0.0555056	0.00661934	0.258938	0.0283357	0.0123868	1.69518	0.0428015	0.00582218	0.00773692	0.567669	0.0658167	0.00381568	0.0354563	0.205236	0.0125448	0.0335095	0.0239802	0.251278	0.0541013	0.122933	0.120718	0.0881942	0.593313	0.310641	0.0578281	0.0235445	0.00843714	0.0718073	0.0390072	0.0604711	0.0302606	0.027534	0.0372084	0.037175	0.186432	0.296894	0.0979745	0.114238	0.0020447	0.0102937	0.0126224	0.0243255	0.0294666	0.00952851	0.130775	0.0478213	0.0292722	0.661761	0.00714535	0.0300135	0.0359202	0.0290207	0.102637	0.260413	0.0318699	0.124726	1.95169	0.0179597	0.386048	0.0824	0.0976007	0.0130322	0.00976292	0.0846021	0.240304	0.161281	0.0634254	0.334631	0.115757	0.00546656	0.106124	0.5993	3.28911	0.186611	0.25256	0.286912	0.273917	10.1838
24360	-29714.9	-29608.3	-106.64	0.318438	0.00512243	0.00973663	0.00906128	0.000463526	0.0246377	0.0410847	0.0376365	0.0889334	0.024863	0.0135813	0.0627612	0.019064	0.0149759	0.00877046	0.0375546	0.00435258	0.244525	0.0255885	0.00656051	1.82296	0.0387927	0.00629027	0.00853242	0.55654	0.0575671	0.000882152	0.0416133	0.251876	0.0106879	0.0267873	0.0174727	0.218407	0.0541013	0.132066	0.119268	0.0881942	0.600414	0.381395	0.0503731	0.020324	0.00834395	0.0393659	0.0395638	0.0805375	0.0215279	0.023736	0.0321445	0.036638	0.176617	0.228161	0.0259387	0.124911	0.00130441	0.00691228	0.0191412	0.039472	0.0358497	0.00734222	0.108195	0.0553154	0.0229395	0.507263	0.0113105	0.0257745	0.0432201	0.0498717	0.0736997	0.188363	0.0277592	0.13199	1.73926	0.0177154	0.44032	0.0670886	0.0911236	0.0134939	0.0127075	0.0843624	0.239623	0.160824	0.0632457	0.333682	0.118262	0.00690967	0.118894	0.625507	3.24869	0.186611	0.25256	0.286912	0.273917	9.75874
24370	-29713.7	-29608.9	-104.811	0.307281	0.00347195	0.00706809	0.00734866	0.00195794	0.0221031	0.0351552	0.0367531	0.0852302	0.0143996	0.0116163	0.0517741	0.0145316	0.0117327	0.0109252	0.041936	0.00446008	0.312781	0.0223729	0.00918546	1.80348	0.0456412	0.0110038	0.00567181	0.59836	0.0405722	0.00128251	0.0359455	0.183111	0.0136895	0.0399563	0.0216741	0.235067	0.0605312	0.147186	0.130011	0.0983092	0.522228	0.438954	0.0564536	0.0235102	0.0105191	0.0654096	0.0332475	0.0664928	0.0249044	0.0233045	0.0193269	0.0316389	0.20708	0.319964	0.0663035	0.0952212	0.00351787	0.0044185	0.0229879	0.0231746	0.0431182	0.00843479	0.131798	0.0394544	0.0271899	0.45842	0.00757278	0.056992	0.0325247	0.0521727	0.0540377	0.227461	0.030939	0.125644	1.44293	0.0450203	0.30883	0.0660033	0.136488	0.0337117	0.0122079	0.087617	0.238394	0.159999	0.0643652	0.33197	0.117655	0.00590449	0.11017	0.60783	3.2761	0.185943	0.251656	0.289464	0.272937	9.5759
24380	-29715	-29614	-100.977	0.32878	0.00536478	0.00451445	0.00891161	0.00567843	0.0242977	0.0642399	0.0390956	0.108642	0.0114594	0.00991864	0.0659586	0.0099137	0.0145493	0.01218	0.0456225	0.0028577	0.26813	0.0260619	0.00569656	1.70653	0.0442275	0.00669143	0.00679027	0.620175	0.0658458	0.000654259	0.0341641	0.203495	0.0168231	0.0330807	0.0233231	0.178995	0.0585496	0.120728	0.126468	0.0915205	0.562449	0.293452	0.0778993	0.0122072	0.00881357	0.0316316	0.0451203	0.0610151	0.0321161	0.0212126	0.0211117	0.034076	0.0853897	0.28093	0.0480778	0.0992797	0.00334568	0.00773869	0.0179585	0.025559	0.0283844	0.010033	0.121822	0.0395303	0.0232577	0.436373	0.0116105	0.0557776	0.0228871	0.0421533	0.0595762	0.220896	0.0321828	0.128428	1.5	0.0315386	0.370212	0.0832659	0.0959817	0.028245	0.00961296	0.0919475	0.244192	0.16389	0.0660737	0.340044	0.0938522	0.00791782	0.12699	0.641115	3.22398	0.185943	0.251656	0.289464	0.272937	9.1923
24390	-29715.3	-29604.6	-110.672	0.307351	0.00424797	0.00756649	0.0126898	0.00424169	0.0191729	0.0478891	0.037316	0.112362	0.00856358	0.0174801	0.0536978	0.0200624	0.0143306	0.0108086	0.0432752	0.00744184	0.235776	0.0360562	0.00558209	1.65047	0.0449959	0.00883512	0.00301333	0.57702	0.0658458	0.000992314	0.0320945	0.180759	0.00998996	0.038249	0.0178014	0.241976	0.057928	0.115303	0.126277	0.0884493	0.488897	0.401275	0.0437769	0.0212882	0.00520986	0.061908	0.0382488	0.0531997	0.0231098	0.0278901	0.0252624	0.0260437	0.120642	0.344819	0.0793282	0.108586	0.00317339	0.00565611	0.0156554	0.0206333	0.0363379	0.0101098	0.130931	0.0662543	0.0197662	0.521162	0.0129293	0.0590148	0.0447244	0.0392576	0.0498615	0.220896	0.0318385	0.165647	2.0888	0.043594	0.5204	0.0452154	0.135629	0.033005	0.0133987	0.0854101	0.255645	0.154809	0.0691726	0.33671	0.0982539	0.00591049	0.110224	0.607943	3.27592	0.185943	0.251656	0.289464	0.272937	10.1619
24400	-29719.5	-29615.9	-103.637	0.302333	0.00504129	0.00697089	0.00891602	0.00193765	0.0238385	0.0356771	0.0284564	0.0827965	0.00614804	0.0102097	0.0615883	0.0193552	0.0118186	0.00618563	0.0530428	0.00391618	0.219933	0.0272998	0.00374601	1.68873	0.0447557	0.00910758	0.00443538	0.581855	0.0699489	0.00441914	0.0305791	0.222632	0.0147692	0.026465	0.0186857	0.232486	0.0643819	0.135171	0.126412	0.0989085	0.551607	0.356396	0.0450937	0.0184907	0.00777542	0.0490224	0.0338527	0.0532612	0.0189732	0.0232255	0.0151158	0.0336373	0.254743	0.208335	0.0458119	0.111299	0.00969531	0.00520348	0.0179309	0.0224107	0.0226213	0.0187468	0.15008	0.0511173	0.0159364	0.599622	0.0107533	0.0256757	0.0446138	0.0326529	0.0864394	0.18191	0.0238611	0.136017	1.70655	0.0141943	0.257243	0.0663122	0.117857	0.0100418	0.0137293	0.0908431	0.254126	0.153889	0.0687617	0.33471	0.0976702	0.00548647	0.106311	0.5997	3.2885	0.186968	0.251339	0.289099	0.272593	9.45847
24410	-29716.6	-29605	-111.605	0.307949	0.00699253	0.00690244	0.0168971	0.00110408	0.0140833	0.0327213	0.0294351	0.106092	0.0122561	0.0143627	0.0643262	0.0122749	0.0157579	0.0180205	0.0406778	0.00329233	0.307791	0.0251386	0.00395856	1.8656	0.0419615	0.00422763	0.00141398	0.664179	0.0468258	0.00477404	0.0384632	0.195931	0.0107754	0.0308732	0.015358	0.259709	0.0528689	0.132505	0.106089	0.104316	0.575033	0.314062	0.0472107	0.0206328	0.0121174	0.0601752	0.0441675	0.0718249	0.0260402	0.0238935	0.0198546	0.0368172	0.199004	0.216185	0.0458994	0.10733	0.00681095	0.00358988	0.0165788	0.052276	0.0502264	0.00949152	0.125611	0.0584043	0.0242293	0.481129	0.0125141	0.0726933	0.0350727	0.052655	0.0471753	0.230853	0.0527813	0.152391	1.96007	0.0200698	0.424737	0.0849664	0.110845	0.0268731	0.0149589	0.0898407	0.254958	0.154393	0.0670119	0.335806	0.0979901	0.00596226	0.110692	0.608914	3.27443	0.186968	0.251339	0.289099	0.272593	10.2552
24420	-29718.4	-29609.4	-108.933	0.301694	0.00303035	0.00708254	0.0147451	0.00577915	0.0231495	0.0577481	0.0349748	0.106092	0.00972529	0.0177988	0.0541381	0.0225989	0.0116626	0.0132101	0.0575959	0.00765107	0.254532	0.0174265	0.00605563	1.7819	0.0500408	0.0144485	0.00356826	0.605044	0.0846917	0.00753803	0.0398717	0.202943	0.015656	0.0387776	0.0188072	0.222258	0.0560148	0.128651	0.138588	0.093884	0.662856	0.271985	0.068722	0.0139007	0.00438009	0.0579269	0.0378543	0.0715659	0.0250301	0.0289562	0.0312251	0.0357367	0.0648717	0.241368	0.0571845	0.0726346	0.00510134	0.00544848	0.016112	0.0322249	0.0351198	0.00949947	0.142651	0.0554973	0.0284392	0.558167	0.0106975	0.050713	0.0241896	0.0280659	0.0562955	0.211028	0.0155605	0.166595	1.79158	0.0201046	0.523619	0.0550955	0.135452	0.0208372	0.016146	0.0766409	0.25176	0.158257	0.0686891	0.34421	0.100443	0.00543377	0.105814	0.598638	3.29011	0.186968	0.251339	0.289099	0.272593	9.98811
24430	-29724.2	-29609.2	-115.046	0.292677	0.00224009	0.00385224	0.0265524	0.00699458	0.0163591	0.0451094	0.0367767	0.124321	0.0126491	0.0108431	0.0660306	0.0168354	0.0122857	0.020891	0.0625474	0.00760477	0.267916	0.0261353	0.00442779	1.88737	0.0450981	0.00870977	0.00706353	0.578858	0.100021	0.00715373	0.0410365	0.264312	0.0149937	0.0332458	0.020414	0.237314	0.0584905	0.122363	0.14289	0.093884	0.548123	0.414204	0.0488948	0.014916	0.00172144	0.0568403	0.041493	0.0773448	0.0242318	0.019198	0.0217447	0.0357038	0.116387	0.182584	0.0567493	0.0288186	0.00355556	0.00271884	0.0199555	0.0175259	0.0249968	0.0140504	0.121768	0.0500396	0.0348449	0.659742	0.0119177	0.0748232	0.0414795	0.0288893	0.0469676	0.241875	0.0303242	0.130853	2.05081	0.0289385	0.539659	0.0654813	0.201839	0.021289	0.0125583	0.0766409	0.25176	0.158257	0.0686891	0.34421	0.100443	0.00472013	0.0988118	0.583297	3.31317	0.187509	0.249175	0.289935	0.273381	10.5994
24440	-29726.5	-29614.5	-111.924	0.29193	0.00190707	0.00640538	0.0239146	0.00334367	0.0216957	0.0349269	0.0431314	0.0886304	0.0184568	0.00654425	0.0600807	0.00868177	0.00843754	0.0134024	0.0481774	0.00890978	0.3244	0.0261353	0.00582799	1.88737	0.0618093	0.011117	0.00272963	0.595483	0.0478696	0.00360213	0.0408493	0.193319	0.0123907	0.0252675	0.0209878	0.237183	0.0723834	0.0988436	0.108803	0.0965345	0.612222	0.347558	0.0471321	0.0127733	0.00192159	0.0659982	0.0382162	0.0802504	0.0251378	0.0158812	0.0200089	0.0307693	0.0881286	0.302955	0.0860869	0.0419803	0.00516536	0.00965864	0.0165712	0.0184537	0.0288484	0.0109753	0.124781	0.0341768	0.0250478	0.620188	0.0149544	0.0657212	0.0287278	0.0477255	0.0557068	0.227926	0.0598105	0.15053	1.94355	0.0530276	0.412099	0.0745155	0.138096	0.0194652	0.0149733	0.0747579	0.238508	0.161473	0.0700847	0.352693	0.102483	0.00466355	0.0982335	0.581998	3.31511	0.18641	0.247715	0.294097	0.271778	10.2873
24450	-29718.7	-29611.8	-106.89	0.311995	0.000968415	0.00535278	0.0107533	0.00147374	0.0215078	0.042591	0.041137	0.107215	0.027536	0.016103	0.0560388	0.0128385	0.0192419	0.00654852	0.0520415	0.00563434	0.273001	0.0352245	0.00508038	1.65715	0.0390183	0.0126471	0.00434529	0.668761	0.0531177	0.00110754	0.0485626	0.207349	0.0113517	0.0375682	0.0138135	0.231365	0.065925	0.136184	0.109651	0.103628	0.612222	0.343794	0.0679904	0.0115974	0.00379732	0.0809807	0.0382162	0.0736085	0.0251378	0.0216127	0.0183846	0.0304041	0.147455	0.314339	0.0614257	0.0548859	0.00221067	0.0108546	0.0191627	0.00986429	0.0331194	0.0103444	0.111699	0.0580442	0.017812	0.427598	0.0104427	0.0853825	0.0316819	0.032308	0.0324126	0.214406	0.0399882	0.138616	1.69251	0.0413238	0.452432	0.0668097	0.155725	0.0326345	0.00864543	0.07395	0.23593	0.159728	0.0715489	0.348882	0.109961	0.00631863	0.113853	0.615407	3.26442	0.199388	0.243763	0.289406	0.267443	9.78372
24460	-29725.8	-29616.4	-109.477	0.311995	0.00271985	0.00732989	0.0108565	0.00179839	0.0221486	0.0555312	0.0351083	0.0880037	0.0239186	0.0113493	0.0754587	0.0161477	0.0077956	0.0217914	0.0323692	0.00133163	0.273593	0.0258465	0.0105458	1.83128	0.0439137	0.0127327	0.00368759	0.649989	0.0674631	0.0015403	0.0576295	0.226546	0.00919016	0.033532	0.0199812	0.279464	0.0617217	0.119444	0.101729	0.102407	0.57722	0.372444	0.058343	0.0176126	0.0101303	0.0673655	0.0379506	0.0721201	0.0274204	0.0171338	0.0127721	0.047429	0.114486	0.332257	0.0552054	0.0959163	0.00933645	0.00333832	0.0198084	0.0182708	0.0153993	0.00544816	0.141147	0.0346286	0.0242527	0.593101	0.0128929	0.070627	0.0292996	0.0333723	0.0454205	0.24672	0.0204712	0.15115	1.69251	0.0456869	0.299629	0.0679294	0.150709	0.0334322	0.0161828	0.0734814	0.239991	0.159497	0.0710955	0.346671	0.109264	0.00631863	0.113853	0.615407	3.26442	0.200796	0.245485	0.284388	0.269332	10.0425
24470	-29727	-29617.9	-109.124	0.311995	0.00293509	0.00780737	0.0132462	0.00316833	0.028689	0.0596374	0.0356128	0.10946	0.0183729	0.0151487	0.0739644	0.0196103	0.0104376	0.00630033	0.0520447	0.00275695	0.270523	0.0339495	0.00538817	1.83128	0.0317608	0.00758438	0.00233391	0.457813	0.0735147	0.00912271	0.0380144	0.166473	0.0154673	0.0417012	0.023856	0.217415	0.0560153	0.138937	0.110228	0.10243	0.677932	0.34397	0.0653237	0.0196448	0.00349799	0.0673655	0.0364047	0.0935111	0.0252439	0.0190731	0.0175351	0.0423799	0.0517905	0.323842	0.0641667	0.0935505	0.00391949	0.00584935	0.0121803	0.0371113	0.040026	0.00706482	0.144732	0.058999	0.0221002	0.589451	0.00485228	0.051732	0.0532249	0.0101729	0.0591925	0.26411	0.0123053	0.144267	1.74402	0.0178654	0.520194	0.0327669	0.100245	0.0251891	0.00734446	0.0758052	0.239389	0.159097	0.0709172	0.345802	0.10899	0.00631863	0.113853	0.615407	3.26442	0.200796	0.245485	0.284388	0.269332	10.0072
