Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
13100	-29704.9	-29596.4	-108.575	0.310326	0.00283004	0.00453039	0.00975237	0.00179993	0.0209881	0.0528512	0.0442256	0.109433	0.0185339	0.0175258	0.0583632	0.0127717	0.00929705	0.0100893	0.0546372	0.00181847	0.218875	0.0243085	0.00873973	1.65339	0.0420607	0.0066531	0.00560966	0.709216	0.091983	0.00317956	0.0453194	0.157514	0.0110278	0.0424078	0.0193084	0.177565	0.0516104	0.144263	0.127931	0.100664	0.607245	0.422804	0.0661168	0.0153831	0.340233	0.0665057	0.159031	0.0393935	0.0567968	0.0203076	0.0239786	0.00715784	0.00813638	0.0287294	0.0431634	0.0658509	0.0393305	0.00275544	0.0950341	0.0178615	0.0550429	0.620912	0.144066	0.213585	0.0613281	0.344287	0.0451767	0.0063444	0.0217823	0.0247148	0.00784841	0.00248269	0.0058328	0.0179706	0.134234	0.108392	0.0106715	0.120546	0.0375956	0.0531655	1.71941	0.0949653	0.238793	0.160568	0.0650397	0.338703	0.101931	0.00617024	0.112548	0.612743	3.26854	0.183251	0.253383	0.296424	0.266942	9.95227
13110	-29707.1	-29598.5	-108.621	0.304581	0.00132728	0.00641664	0.00479374	0.00134893	0.0251331	0.0455015	0.0327713	0.0953544	0.011008	0.0161545	0.0828049	0.0170851	0.0133537	0.0114088	0.0461375	0.00617073	0.342614	0.025506	0.00632759	1.65339	0.0461471	0.00832457	0.00453611	0.832256	0.105179	0.00142125	0.0331173	0.179336	0.0137646	0.0347096	0.0145506	0.201896	0.0706322	0.153914	0.11549	0.107375	0.606998	0.288484	0.0497508	0.0136509	0.287255	0.043976	0.128751	0.0279868	0.030982	0.0200537	0.0267848	0.0110012	0.015024	0.0337528	0.0345048	0.0773885	0.0400063	0.00358959	0.154396	0.0141194	0.0595055	0.494651	0.130241	0.224993	0.0498711	0.454253	0.0484113	0.0129818	0.0239846	0.0379042	0.0112086	0.00816056	0.0035426	0.0227443	0.0764799	0.135994	0.0200958	0.139556	0.0201121	0.0598217	1.64669	0.0923818	0.250868	0.1562	0.0699084	0.329489	0.101153	0.00567428	0.108063	0.603417	3.28285	0.183244	0.253412	0.296413	0.266932	9.95692
13120	-29706.6	-29592.2	-114.416	0.297566	0.0018288	0.00792032	0.00498981	0.00215072	0.0311755	0.0474145	0.0376369	0.111872	0.0125501	0.00740971	0.0682477	0.0128543	0.0145843	0.020612	0.0466641	0.0103523	0.303083	0.0311826	0.00654547	1.94483	0.0375574	0.00947925	0.00530889	0.826359	0.0953813	0.00491135	0.0454668	0.212936	0.0176524	0.0328618	0.0172479	0.203482	0.0625336	0.152962	0.119698	0.106819	0.630466	0.329753	0.0609547	0.0141123	0.2949	0.0641323	0.105898	0.0163119	0.0245951	0.0192437	0.0255507	0.0122912	0.00952308	0.0295825	0.0491949	0.0801724	0.0474699	0.0083384	0.105038	0.00870334	0.0324624	0.573701	0.165856	0.222904	0.0489059	0.369684	0.0255519	0.0130549	0.0201955	0.0302382	0.0181398	0.00609419	0.00685933	0.0221408	0.0940866	0.155803	0.018782	0.139467	0.0331356	0.0606771	1.86786	0.0901013	0.254562	0.156106	0.056873	0.334341	0.108017	0.00509998	0.102603	0.591693	3.3006	0.183244	0.253412	0.296413	0.266932	10.5364
13130	-29707.5	-29595.4	-112.063	0.317261	0.00318505	0.00732989	0.0122379	0.00522413	0.0229786	0.0414228	0.0313	0.128277	0.0253367	0.0133251	0.0663939	0.0248184	0.0164587	0.00824939	0.0442402	0.00874522	0.25737	0.0346335	0.00405774	1.77384	0.0509753	0.00989632	0.00182055	0.70356	0.0971727	0.00794251	0.0352738	0.187839	0.0136515	0.0421245	0.0161564	0.178832	0.046459	0.146446	0.131874	0.111212	0.574852	0.357507	0.0435551	0.017509	0.173094	0.0893292	0.0651335	0.0357836	0.0580777	0.0269847	0.0391418	0.00962526	0.0092202	0.0282873	0.0360268	0.0763142	0.0312437	0.00741136	0.153918	0.012803	0.0313356	0.699531	0.15571	0.222904	0.063862	0.453006	0.0312571	0.010308	0.0275555	0.026254	0.0264451	0.00547626	0.0157994	0.0269414	0.0883525	0.120021	0.0193295	0.149761	0.0304414	0.058378	1.88187	0.0901013	0.254562	0.156106	0.056873	0.334341	0.108017	0.00679952	0.117972	0.623683	3.25155	0.182932	0.252981	0.295908	0.268179	10.301
13140	-29700.2	-29589.7	-110.5	0.308831	0.00191074	0.0036209	0.00958742	0.00176694	0.0206635	0.0567046	0.0475773	0.0839161	0.0146937	0.0113835	0.0531802	0.012281	0.0139789	0.0100624	0.0500405	0.00874635	0.228467	0.032494	0.00669049	1.86347	0.0562811	0.00964894	0.00409359	0.70356	0.0765618	0.00686912	0.0334069	0.171564	0.0171584	0.0419655	0.015382	0.198601	0.0564988	0.149368	0.125818	0.08002	0.577687	0.331789	0.0464937	0.0204413	0.219749	0.0761184	0.0342533	0.0484296	0.0283306	0.0291513	0.0268949	0.00536739	0.00901887	0.0369008	0.0364998	0.0745693	0.0410469	0.00656664	0.204483	0.0185466	0.0620756	0.643127	0.145796	0.182442	0.0660019	0.449864	0.0338073	0.0191841	0.016463	0.028779	0.0404104	0.00541782	0.00870071	0.0259631	0.0834306	0.0931429	0.0140742	0.126799	0.0328397	0.0527436	1.86333	0.0904048	0.25205	0.156632	0.0570646	0.335468	0.108381	0.00603899	0.11138	0.61034	3.27224	0.194925	0.249268	0.291565	0.264242	10.1448
13150	-29704	-29593.7	-110.336	0.303414	0.00152941	0.00188027	0.0149328	0.000837197	0.0183687	0.0453789	0.037787	0.115946	0.0226726	0.00550088	0.0603037	0.0215034	0.0111629	0.0102801	0.0394044	0.00946388	0.298083	0.0265717	0.00268297	1.75333	0.0537679	0.0162218	0.00519952	0.663564	0.0427224	0.00806313	0.0367186	0.199509	0.0168935	0.0315625	0.0212385	0.262717	0.0522509	0.128965	0.0980532	0.0980293	0.560285	0.318498	0.0498917	0.0146178	0.241843	0.0594403	0.111091	0.0313788	0.0122016	0.0208198	0.0362445	0.0073719	0.0128548	0.0239023	0.0231138	0.0643348	0.0349497	0.00296567	0.113715	0.0188955	0.0361326	0.611428	0.138355	0.257834	0.0674213	0.449864	0.0486874	0.00809768	0.016463	0.0246655	0.05893	0.00582508	0.0108395	0.0252652	0.0978829	0.0956026	0.0338227	0.126799	0.0387622	0.0473034	1.9369	0.0905476	0.252011	0.156607	0.0570556	0.335415	0.108364	0.00557632	0.107153	0.601492	3.28578	0.188143	0.251367	0.294021	0.266468	10.1284
13160	-29697.5	-29592	-105.55	0.30774	0.00430883	0.00323806	0.00952849	0.00206611	0.026576	0.0488046	0.0318036	0.104489	0.0147216	0.0120211	0.0831337	0.0143669	0.0117272	0.00687782	0.0517625	0.00388777	0.234553	0.0337412	0.0052676	1.75333	0.050787	0.0170073	0.00203791	0.624804	0.0609185	0.00193952	0.0345228	0.195387	0.0101305	0.0324201	0.0164621	0.211466	0.046927	0.137829	0.108405	0.0897594	0.58739	0.38925	0.041565	0.0144077	0.124822	0.062984	0.0875577	0.0345758	0.0477865	0.017411	0.0292433	0.00688305	0.0167082	0.0459579	0.0377409	0.103972	0.0602388	0.00387721	0.16522	0.0181635	0.048864	0.602576	0.149633	0.1911	0.0703483	0.425871	0.0363724	0.00946154	0.013315	0.0254904	0.0271924	0.00476381	0.00866055	0.0222281	0.0826717	0.0671691	0.0336083	0.132889	0.0300905	0.061729	1.61299	0.0907543	0.252586	0.150594	0.0612734	0.33618	0.108611	0.00594413	0.110528	0.608575	3.27495	0.188143	0.251367	0.294021	0.266468	9.64979
13170	-29703.5	-29594.3	-109.203	0.325077	0.00236722	0.00501589	0.0158339	0.00436475	0.0256155	0.0500774	0.0346496	0.109065	0.0147074	0.00711333	0.0526515	0.0211714	0.0120505	0.0093179	0.050641	0.0111783	0.211479	0.0306363	0.00551967	1.81291	0.0414927	0.00407935	0.00525733	0.815166	0.0931495	0.00170269	0.042133	0.221088	0.0103133	0.035375	0.0158352	0.250252	0.0560861	0.181747	0.10826	0.10375	0.516359	0.321772	0.0462767	0.0157985	0.329204	0.0832586	0.104852	0.0342381	0.0441018	0.0255985	0.0358678	0.00328423	0.014445	0.0467239	0.0333751	0.0536909	0.0258836	0.00565308	0.136989	0.0143224	0.0237616	0.517055	0.142144	0.204976	0.0490064	0.47819	0.0386244	0.00782315	0.0226374	0.0251515	0.0214293	0.00230719	0.00849291	0.0242595	0.0634303	0.0461161	0.0443217	0.126756	0.0346819	0.0522791	1.71779	0.0856532	0.244756	0.152083	0.0651596	0.339504	0.112844	0.00754846	0.124091	0.635609	3.23275	0.188143	0.251367	0.294021	0.266468	10.015
13180	-29699.3	-29586.3	-112.973	0.318948	0.00338767	0.00661572	0.0176118	0.00307207	0.0239698	0.0569222	0.0346496	0.118814	0.0106825	0.0120058	0.0658937	0.0150428	0.0122667	0.00906926	0.0440502	0.00673886	0.159863	0.0327758	0.00571275	1.81458	0.0478612	0.010991	0.00465919	0.815166	0.0620082	0.00358084	0.0451276	0.171056	0.0165008	0.0433948	0.0193057	0.212777	0.0551687	0.130533	0.11098	0.083257	0.521602	0.467148	0.0476618	0.0174698	0.152034	0.0816303	0.123053	0.032296	0.0253901	0.0248557	0.0389875	0.00242277	0.0086101	0.0318935	0.0322672	0.079183	0.047094	0.0068955	0.128623	0.0158438	0.031181	0.445841	0.142144	0.216917	0.0358839	0.45598	0.0398034	0.00520068	0.0270722	0.0398912	0.0398369	0.00499924	0.00926453	0.0242767	0.104426	0.10664	0.0339866	0.144751	0.0374234	0.0691208	2.20632	0.0890928	0.244257	0.151773	0.0634507	0.338812	0.112614	0.00695761	0.119292	0.626292	3.24746	0.188143	0.251367	0.294021	0.266468	10.392
13190	-29699.1	-29594.9	-104.201	0.318948	0.00203959	0.00566064	0.00615268	0.00581829	0.0276963	0.054196	0.0351174	0.0720045	0.0228351	0.00903441	0.0661614	0.0153406	0.0114867	0.00796018	0.0417493	0.00814319	0.253918	0.025094	0.0056627	1.54156	0.043925	0.00948511	0.00738269	0.630047	0.0567774	0.00743411	0.0345969	0.249252	0.0184076	0.0302302	0.0217941	0.191181	0.0510982	0.158242	0.125692	0.0827491	0.576387	0.333182	0.0479051	0.0133167	0.172816	0.104654	0.0619679	0.051172	0.0301261	0.0187424	0.0192081	0.00954169	0.0117618	0.0393827	0.0301497	0.0666514	0.0467953	0.00496168	0.16969	0.0114609	0.00965531	0.609341	0.129898	0.188651	0.0523162	0.335302	0.0436739	0.0109237	0.0228968	0.0172217	0.0375027	0.00313658	0.01366	0.0206507	0.0583303	0.157802	0.0387933	0.151659	0.0386142	0.0482576	1.77074	0.0911969	0.24666	0.153266	0.0640749	0.342145	0.102656	0.00695761	0.119292	0.626292	3.24746	0.188143	0.251367	0.294021	0.266468	9.51482
13200	-29703.2	-29601	-102.194	0.318948	0.0025949	0.00363388	0.0128125	0.00467897	0.0223249	0.0520546	0.0335576	0.0910024	0.0126	0.0137274	0.0624657	0.0110294	0.0141735	0.0113473	0.0397012	0.002043	0.222508	0.0348916	0.00396642	1.49783	0.0477816	0.0110029	0.00485587	0.718851	0.0611645	0.00911001	0.0326136	0.182088	0.0164599	0.0304394	0.0145898	0.168836	0.0599076	0.16164	0.0933212	0.0763321	0.560305	0.371314	0.0671932	0.0106353	0.0907122	0.0715393	0.091967	0.0178995	0.0454549	0.0168403	0.0288616	0.00795488	0.0165974	0.0305314	0.0330036	0.0716395	0.0375854	0.00233886	0.186236	0.0169025	0.0142773	0.526078	0.161404	0.206817	0.0595704	0.434035	0.0393401	0.0162053	0.0230071	0.034816	0.0275756	0.00448028	0.0143345	0.0229916	0.0731036	0.0877584	0.0209512	0.125199	0.0167621	0.0490792	1.74289	0.0919865	0.248796	0.154594	0.0554624	0.345108	0.104054	0.00695761	0.119292	0.626292	3.24746	0.188143	0.251367	0.294021	0.266468	9.31413
13210	-29704.4	-29596.3	-108.133	0.318124	0.00254355	0.00256983	0.00658028	0.00457502	0.0144343	0.0609465	0.0384679	0.109256	0.00966268	0.00922093	0.051686	0.0201504	0.0108666	0.0128529	0.0526639	0.0027727	0.204187	0.0244129	0.00435183	1.75293	0.048328	0.015913	0.00454238	0.68261	0.066865	0.00368354	0.0402815	0.142975	0.0224162	0.0304744	0.0155477	0.185819	0.0547187	0.131453	0.124697	0.0975528	0.679076	0.422232	0.0420509	0.0180504	0.249408	0.0885596	0.139733	0.0240658	0.0710753	0.0219701	0.0361674	0.00975221	0.00713397	0.0238578	0.0388977	0.0758945	0.0495421	0.00450442	0.113389	0.00819921	0.0276443	0.444587	0.132274	0.201187	0.0555771	0.38287	0.0279072	0.0136763	0.0285874	0.0429962	0.0431113	0.00599793	0.0115	0.0249499	0.0948474	0.176898	0.0302298	0.161481	0.0220704	0.0501166	1.74289	0.0921758	0.249308	0.154912	0.053518	0.345818	0.104268	0.00688019	0.118648	0.625021	3.24945	0.188143	0.251367	0.294021	0.266468	9.90796
13220	-29701.9	-29595.1	-106.869	0.315258	0.000747995	0.00530839	0.00896116	0.00588467	0.0236952	0.0599891	0.0306969	0.0942376	0.0168364	0.0152915	0.057383	0.0223012	0.0219771	0.0104568	0.0604766	0.00222008	0.261188	0.0252039	0.0075684	1.77886	0.0347738	0.00997768	0.00772857	0.68261	0.066865	0.00488076	0.0335341	0.240638	0.009024	0.041549	0.014124	0.22963	0.0665835	0.165004	0.102633	0.100063	0.622427	0.312373	0.0571063	0.0163856	0.152712	0.0670414	0.168011	0.0209879	0.0243629	0.0282474	0.0262349	0.0106204	0.0100999	0.038566	0.0303066	0.0786421	0.0334812	0.0069688	0.122081	0.0162449	0.0217611	0.59559	0.145703	0.211306	0.0555445	0.362379	0.0350404	0.00796502	0.0238301	0.0276029	0.0328239	0.00576967	0.00905313	0.0219454	0.110104	0.111438	0.0349186	0.135045	0.0241991	0.0550377	1.5928	0.0921526	0.249245	0.154873	0.0590754	0.340412	0.104242	0.00661434	0.116405	0.620558	3.25642	0.188143	0.251367	0.294021	0.266468	9.78166
13230	-29700.1	-29597.5	-102.631	0.315258	0.000343886	0.00581005	0.00880583	0.00737733	0.0221838	0.0428948	0.027189	0.10301	0.0137479	0.0168902	0.0617068	0.0163398	0.0158421	0.0145764	0.0530094	0.00232042	0.247063	0.0234721	0.00421154	1.85997	0.0351142	0.0127861	0.00234128	0.590292	0.0624996	0.000755913	0.0352453	0.19908	0.013098	0.0284751	0.0116547	0.197714	0.0580656	0.146086	0.112604	0.105986	0.536868	0.333994	0.0361563	0.0204509	0.271219	0.0949446	0.123052	0.0268402	0.034558	0.0248315	0.0290662	0.00380311	0.00507762	0.0492432	0.0312339	0.074084	0.0374865	0.00186276	0.0933841	0.0164333	0.0232231	0.35201	0.125268	0.224803	0.0512142	0.373484	0.0375134	0.012738	0.0306555	0.0268554	0.025383	0.00644446	0.0150496	0.0274101	0.0719907	0.106414	0.0392249	0.129293	0.0293146	0.053591	1.5928	0.0940551	0.231847	0.159969	0.060295	0.34744	0.106394	0.00661434	0.116405	0.620558	3.25642	0.188143	0.251367	0.294021	0.266468	9.35783
13240	-29715	-29614.2	-100.86	0.317793	0.00179051	0.00450531	0.013819	0.00668066	0.018274	0.0413456	0.0387245	0.119525	0.0202572	0.0110359	0.052279	0.0111881	0.0124431	0.0111018	0.048171	0.00315752	0.173131	0.0317727	0.00787794	1.5539	0.0450654	0.00920014	0.0044138	0.568875	0.0809421	0.000873888	0.0273379	0.19348	0.0121359	0.0455412	0.01933	0.191905	0.0635052	0.146468	0.122019	0.106166	0.424664	0.43477	0.0558223	0.0278212	0.181707	0.060079	0.0873196	0.0391869	0.0656263	0.0369033	0.023138	0.0122808	0.00736052	0.0437052	0.0338572	0.0916208	0.0306734	0.00552139	0.0988958	0.0141791	0.0421832	0.521257	0.134779	0.216021	0.0551778	0.380696	0.0553042	0.00942567	0.0228971	0.012489	0.0280578	0.00423587	0.0103179	0.0300622	0.0544279	0.166586	0.0283103	0.128696	0.0248698	0.045444	1.61611	0.0933957	0.230222	0.172661	0.0598723	0.338201	0.105648	0.00684922	0.118389	0.624509	3.25025	0.188143	0.251367	0.294021	0.266468	9.18072
13250	-29701.2	-29594.6	-106.599	0.305576	0.00396737	0.00599291	0.0137507	0.00481297	0.0262493	0.0423209	0.0501324	0.0988461	0.0181921	0.0129912	0.0599946	0.0248851	0.0105382	0.00762381	0.0464825	0.00396569	0.174912	0.0333859	0.0115031	1.53535	0.0444219	0.00691267	0.00531257	0.679336	0.0688403	0.000837281	0.033887	0.214887	0.0148514	0.030297	0.0154425	0.197856	0.0648157	0.139873	0.138144	0.106652	0.686826	0.369239	0.0581953	0.0251888	0.259416	0.0777495	0.0754275	0.038573	0.0330841	0.0190842	0.0240809	0.0062764	0.00986994	0.0445921	0.0290896	0.0829493	0.0453606	0.00795173	0.180951	0.0158793	0.0442393	0.521257	0.138581	0.202231	0.0422156	0.451688	0.0349268	0.0069271	0.0195477	0.037434	0.0380628	0.00270151	0.0136014	0.0336501	0.086455	0.210024	0.0310088	0.135649	0.0380433	0.0574978	1.57091	0.0934985	0.230475	0.172851	0.0599382	0.338573	0.104663	0.00575854	0.10884	0.60505	3.28035	0.188143	0.251367	0.294021	0.266468	9.7547
13260	-29695.9	-29585.1	-110.774	0.2958	0.0033666	0.00630571	0.0132683	0.00312054	0.0298203	0.0676392	0.0327543	0.113691	0.013879	0.0104958	0.0580534	0.0148323	0.0127382	0.00763	0.0496156	0.0011268	0.22351	0.0337479	0.00880235	1.87501	0.0439541	0.00398245	0.00309431	0.607317	0.0655421	0.00123148	0.03608	0.196079	0.0191309	0.030297	0.0176239	0.23353	0.0566132	0.146305	0.116026	0.0966735	0.571597	0.402996	0.069962	0.0190869	0.296674	0.0536028	0.0927631	0.0236936	0.0417996	0.0155999	0.0260443	0.00912878	0.0172476	0.0453057	0.0285117	0.0720962	0.0418609	0.00915136	0.148586	0.0170049	0.0601764	0.559307	0.119608	0.228541	0.0488503	0.392103	0.0409774	0.0100009	0.026043	0.0221496	0.0262888	0.00580382	0.011494	0.0181531	0.0921859	0.190829	0.0184876	0.155124	0.025178	0.0583289	1.80699	0.0844914	0.232765	0.174569	0.0605338	0.341938	0.105703	0.00496078	0.101232	0.588681	3.30513	0.188143	0.251367	0.294021	0.266468	10.1722
13270	-29709.5	-29603	-106.437	0.307469	0.00288652	0.00852822	0.0125632	0.00381839	0.0327603	0.0568326	0.0323808	0.0854172	0.0153332	0.0129681	0.057228	0.0168522	0.0111737	0.00640984	0.0488988	0.00203187	0.193679	0.0206622	0.0112468	1.96721	0.0344723	0.00704584	0.00456126	0.428259	0.0774668	0.000566778	0.0376823	0.203464	0.0096096	0.0360833	0.0207082	0.187063	0.0477234	0.143433	0.0961293	0.091864	0.497365	0.317412	0.0799884	0.0203527	0.368613	0.0893333	0.0790524	0.0349804	0.0312803	0.0244872	0.0272084	0.00818222	0.0182189	0.0346952	0.0263399	0.0689135	0.049719	0.00453939	0.111416	0.0206433	0.0373465	0.615043	0.138445	0.205252	0.0625645	0.270854	0.0431168	0.0110463	0.0195621	0.0332583	0.0276161	0.00355078	0.0118193	0.0288621	0.0889707	0.154681	0.030771	0.118053	0.0228394	0.0536012	1.82341	0.0839706	0.234692	0.176014	0.061035	0.344769	0.0995191	0.0059207	0.110316	0.608135	3.27563	0.188143	0.251367	0.294021	0.266468	9.73842
13280	-29707.3	-29599.8	-107.508	0.316449	0.00244251	0.00912405	0.00892503	0.00258046	0.01709	0.0455847	0.0418232	0.104063	0.0264619	0.0145117	0.0634229	0.0236845	0.00975423	0.0122416	0.0536634	0.00459819	0.288072	0.0315607	0.00715273	1.96721	0.0464907	0.00824985	0.00590878	0.517502	0.0777761	0.000196228	0.0304011	0.186387	0.0169702	0.0402927	0.0255204	0.196472	0.0579031	0.143433	0.103448	0.0900044	0.53806	0.347221	0.059978	0.0232716	0.234088	0.0476507	0.0899928	0.0376159	0.087764	0.0100196	0.0213326	0.0101179	0.0130658	0.0406004	0.0278524	0.0907988	0.0386214	0.00634055	0.185513	0.01789	0.0521464	0.55387	0.121017	0.1972	0.0507774	0.404579	0.0396485	0.0194706	0.0246631	0.0305058	0.0316729	0.00346773	0.00550564	0.0325788	0.082864	0.076486	0.0338068	0.139858	0.0252481	0.0575853	1.65385	0.0841743	0.235262	0.176441	0.061183	0.345605	0.0973346	0.00672415	0.117337	0.62242	3.25352	0.188143	0.251367	0.294021	0.266468	9.84551
13290	-29699.6	-29593.2	-106.372	0.315105	0.0037265	0.00698424	0.0111869	0.00341407	0.0180919	0.0426385	0.0518995	0.101372	0.0127302	0.0168848	0.0627423	0.0172019	0.011505	0.0129746	0.054175	0.00350638	0.261911	0.0315189	0.00552483	1.82891	0.0436437	0.0108381	0.00906388	0.517502	0.0853591	0.000458958	0.0403747	0.183249	0.015199	0.041586	0.0139793	0.167894	0.0587365	0.143433	0.114833	0.105538	0.661636	0.311931	0.0412419	0.0169337	0.261297	0.0371481	0.0757717	0.0348069	0.0530205	0.0181178	0.0266097	0.011283	0.00772226	0.0346178	0.0275282	0.0708312	0.0263267	0.00330978	0.209193	0.0208757	0.0749401	0.43134	0.121017	0.198909	0.0819011	0.382126	0.0438212	0.0123957	0.0223095	0.0313912	0.0109112	0.00142458	0.00577752	0.0178138	0.0722803	0.093441	0.0338028	0.118954	0.0286331	0.0544729	1.83343	0.0877116	0.231535	0.151621	0.0637541	0.360129	0.105249	0.00660033	0.116285	0.620319	3.2568	0.193319	0.249765	0.292147	0.264769	9.73187
13300	-29702.7	-29594.7	-107.977	0.305314	0.00390384	0.00414238	0.00716747	0.00167547	0.0264685	0.0408895	0.045972	0.100209	0.0207036	0.0132131	0.0505463	0.0174156	0.0150911	0.0141307	0.0605899	0.00439898	0.218999	0.0280882	0.00613641	2.01127	0.0418914	0.0162009	0.00567483	0.716651	0.0708063	0.00107443	0.0316764	0.210471	0.0146207	0.030252	0.0183787	0.185466	0.0576995	0.158572	0.116821	0.0957906	0.569079	0.394631	0.050373	0.0127461	0.190972	0.0450955	0.0350726	0.055088	0.0581654	0.014376	0.0289129	0.00634504	0.0139798	0.0349564	0.0259429	0.108144	0.0292049	0.00379902	0.215758	0.0128858	0.0813636	0.566587	0.122868	0.175886	0.0528777	0.42785	0.0303475	0.00556998	0.0347878	0.0398494	0.0333687	0.00181566	0.0133907	0.0102089	0.0635192	0.119484	0.0435326	0.113375	0.0277059	0.0626066	1.49693	0.0877116	0.231535	0.151621	0.0637541	0.360129	0.105249	0.00573627	0.108635	0.60462	3.28101	0.194327	0.251067	0.288455	0.26615	9.89251
13310	-29698	-29593.9	-104.17	0.313871	0.00388838	0.00466325	0.0111748	0.00084702	0.0293317	0.0449121	0.0356602	0.105315	0.0162573	0.0101958	0.0521964	0.0102081	0.0112357	0.0176844	0.0432648	0.00375612	0.204294	0.0311866	0.00566075	1.78511	0.0390347	0.013311	0.00937095	0.448142	0.0601545	0.000977237	0.0278918	0.1809	0.0104243	0.0293268	0.0239734	0.202249	0.0535488	0.158075	0.102777	0.0829544	0.498083	0.367528	0.0458142	0.0194109	0.230758	0.0630475	0.0763854	0.0458812	0.057861	0.0158162	0.0361765	0.00772508	0.0129891	0.0252	0.0363093	0.0763285	0.0240636	0.00868999	0.148428	0.0118695	0.0371145	0.515792	0.15379	0.188202	0.0484214	0.424828	0.0274241	0.0132653	0.0321164	0.0368151	0.0269387	0.00149907	0.0134276	0.0207294	0.0895095	0.107637	0.0341897	0.119579	0.0317094	0.0493664	1.86104	0.0876134	0.231276	0.143076	0.0636827	0.359725	0.114627	0.00648777	0.11532	0.618378	3.25981	0.194327	0.251067	0.288455	0.26615	9.51171
13320	-29702.5	-29590.4	-112.055	0.311552	0.00100204	0.00927209	0.0131929	0.00214319	0.0164071	0.0339061	0.0414765	0.113126	0.0153052	0.0116836	0.0525567	0.00952146	0.0119616	0.0170291	0.0482498	0.00398659	0.211165	0.0263282	0.00933806	2.07626	0.0561527	0.00864992	0.00759077	0.722164	0.0614513	0.00141462	0.0309811	0.171259	0.0147478	0.0339674	0.0211139	0.238457	0.0536563	0.140604	0.102777	0.107665	0.640018	0.391635	0.0768505	0.0186564	0.296176	0.0680342	0.0843503	0.0754729	0.0438984	0.0273184	0.0195676	0.00707621	0.00697062	0.0409015	0.0341782	0.0561378	0.0160368	0.0077851	0.158791	0.0160707	0.0431147	0.553532	0.13386	0.221386	0.0630052	0.501443	0.0364947	0.0141795	0.0152968	0.0242983	0.0426329	0.00264601	0.00860588	0.0276672	0.105047	0.0922914	0.0226665	0.149348	0.0303708	0.0570037	1.57281	0.0879485	0.232161	0.143623	0.0601015	0.361101	0.115065	0.00627907	0.113507	0.614702	3.26551	0.194327	0.251067	0.288455	0.26615	10.3002
13330	-29707.2	-29596.8	-110.425	0.301672	0.00624002	0.0036594	0.0115171	0.000764729	0.0281975	0.0321417	0.0353879	0.090611	0.0228298	0.013006	0.0603347	0.0241459	0.0103985	0.00707737	0.0451339	0.0041985	0.237417	0.0187773	0.0048202	1.84376	0.0467609	0.0139689	0.00524119	0.596925	0.0524433	0.00203152	0.0437089	0.130743	0.0139685	0.0273286	0.0172962	0.174462	0.0517412	0.130177	0.141376	0.100916	0.702451	0.348703	0.0803206	0.0114255	0.214837	0.0658547	0.11639	0.0483681	0.0447051	0.0212274	0.0188007	0.0064611	0.0205752	0.0225928	0.0371518	0.0590108	0.0328788	0.0115202	0.115216	0.0241689	0.0380176	0.54149	0.141116	0.226469	0.0561849	0.495614	0.0289401	0.0115573	0.0197934	0.0469822	0.0405737	0.00323295	0.00913069	0.0162771	0.0832088	0.0590581	0.0190843	0.142166	0.0247091	0.0706382	2.01085	0.090775	0.239622	0.153117	0.0620331	0.342165	0.112288	0.00543194	0.105797	0.598601	3.29017	0.192493	0.251639	0.289112	0.266756	10.1373
