Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-36563	-36298.5	-264.484	0.246136	0.00708692	0.501666	0.0166844	0.00620602	0.178372	0.106709	0.0323593	0.439127	0.372437	0.211255	0.0705767	0.0177479	0.0101765	0.0870767	0.312969	1.35013	4.17739	0.019394	0.056177	2.67517	0.0391252	0.0163009	0.00278934	2.00886	0.27959	1.36772	0.0290081	0.477485	0.0409074	0.042416	0.0220706	0.583259	0.0624175	0.143491	0.114078	1.62394	0.622822	4.44301	0.187042	0.00718481	0.00912267	0.000632934	0.00370321	0.0180256	0.00168334	0.0231173	0.00418804	0.00753491	0.00390691	0.0590088	0.000183348	0.0283925	0.409901	0.0106551	0.00309424	0.00645268	0.094896	1.39948	0.147095	0.0148444	0.00217701	0.000300869	0.0026403	0.0268558	0.00275906	0.00390626	0.000331912	0.000237049	0.00469411	0.0240815	0.0167325	0.0344461	0.0223738	0.00116969	0.00221081	0.100271	0.29015	0.0766178	0.259995	0.141643	0.0665019	0.362668	0.0925734	0.00193656	0.0639143	0.493267	3.44088	0.188446	0.244944	0.283652	0.282959	25.5435
110	-36405.1	-36151.3	-253.794	0.246136	0.00152252	0.333477	0.0129134	0.00286103	0.137525	0.0968546	0.0426362	0.428178	0.339959	0.149054	0.0807786	0.00927973	0.00966329	0.0739456	0.284448	1.61503	3.7347	0.023836	0.0828395	2.68124	0.0482023	0.012347	0.00314123	1.97392	0.27959	1.36772	0.0277163	0.452937	0.0418327	0.0389735	0.0225514	0.552222	0.0528466	0.158017	0.1326	1.49512	0.565233	4.28386	0.123109	0.0203766	0.00149777	0.000671643	0.00595927	0.010751	0.00212548	0.0205066	0.00222098	0.00695592	0.00507784	0.0329377	0.000366528	0.0254239	0.281701	0.0162624	0.00263778	0.00490085	0.0713296	1.34516	0.183955	0.0357361	0.00499413	0.000156154	0.00142802	0.0242127	0.00254087	0.0172328	0.00176442	0.001397	0.0060431	0.0278113	0.0297273	0.0151531	0.0542985	0.000723284	0.00524853	0.0972563	0.335217	0.0754226	0.255939	0.139434	0.0654645	0.357011	0.106729	0.00193656	0.0639143	0.493267	3.44088	0.188446	0.244944	0.283652	0.282959	24.4744
120	-36331.1	-36081.5	-249.669	0.246136	0.0012961	0.47378	0.0077859	0.00359154	0.113163	0.11099	0.0301563	0.39449	0.313698	0.185649	0.08302	0.0212053	0.0037491	0.0766025	0.311849	1.0507	3.7347	0.0273761	0.0539513	2.92004	0.0417468	0.0133189	0.00211905	1.75276	0.265078	1.34527	0.0274792	0.408699	0.0338944	0.0359354	0.0204287	0.523418	0.0496664	0.151061	0.12732	1.38731	0.668034	4.50637	0.122211	0.0205234	0.00133831	0.000497331	0.0120108	0.0126719	0.00230687	0.0130127	0.00138778	0.0107274	0.00824512	0.0416951	0.000235852	0.0162862	0.288758	0.00952836	0.00404314	0.00948994	0.0625741	1.34516	0.326703	0.0127321	0.0104423	0.000123673	0.000338759	0.0138854	0.00841533	0.00875444	0.00338087	0.00334915	0.00598	0.0268063	0.0491849	0.0179242	0.0667296	0.000750313	0.00421363	0.0602454	0.181582	0.0753057	0.255543	0.140767	0.065363	0.356458	0.106564	0.00193656	0.0639143	0.493267	3.44088	0.189367	0.252315	0.285038	0.27328	24.062
130	-36317.8	-36090.6	-227.196	0.255482	0.00216848	0.442284	0.012941	0.000935557	0.111315	0.102917	0.0305909	0.376146	0.360253	0.160911	0.0730756	0.0114748	0.00218749	0.0710443	0.289086	1.0507	2.99169	0.0259718	0.0561391	2.53102	0.0421841	0.011434	0.00262895	1.78342	0.27741	1.22848	0.0311011	0.410096	0.0396313	0.0364682	0.0204989	0.481129	0.0469166	0.0949485	0.140206	1.29698	0.760135	3.90117	0.0860433	0.0151773	0.000540433	0.00118284	0.00297105	0.00593927	0.00909001	0.0122592	0.00274582	0.00750067	0.0302953	0.0453951	0.00077528	0.0240656	0.270573	0.0140619	0.00324608	0.0194122	0.130825	1.14128	0.134289	0.0218184	0.0100534	9.46809e-05	0.00154117	0.0209715	0.00641139	0.00983194	0.000836736	0.00453178	0.00339456	0.0332199	0.0196707	0.00857741	0.0662378	0.000597815	0.00404287	0.081812	0.255619	0.0761484	0.258402	0.142342	0.0516809	0.360446	0.110979	0.00237717	0.0706767	0.512905	3.41404	0.190257	0.253501	0.286379	0.269863	21.8146
140	-36320.3	-36087.5	-232.895	0.257433	0.00274256	0.432965	0.00902971	0.000435202	0.0807261	0.112122	0.0301684	0.400937	0.308639	0.13655	0.0680056	0.0092381	0.00357964	0.060812	0.306407	1.0661	3.82753	0.0263766	0.0709069	2.32062	0.0347811	0.0187678	0.00239797	1.73463	0.274082	1.25401	0.0285453	0.435003	0.0376432	0.0435447	0.0155408	0.39491	0.0518949	0.0891713	0.124784	1.18243	0.516105	4.09231	0.138925	0.0102867	0.00191968	0.00177273	0.00223225	0.00609918	0.0120735	0.0150918	0.0043191	0.00885892	0.0538091	0.0275373	0.000478871	0.0200586	0.256223	0.0136918	0.0112971	0.0102883	0.173323	1.35367	0.102328	0.0225293	0.00538952	0.000104924	0.00155933	0.012279	0.00709598	0.00834717	0.000829163	0.00647105	0.00455433	0.0341017	0.0337599	0.00304068	0.0674162	0.0015375	0.00366629	0.0527406	0.290371	0.0778178	0.262716	0.144719	0.0525436	0.349371	0.112832	0.00247642	0.0721079	0.5169	3.40852	0.180407	0.256585	0.289862	0.273145	22.3845
150	-36178.4	-35947.3	-231.117	0.257433	0.00139694	0.506018	0.010583	0.000632247	0.0702902	0.138597	0.0360256	0.484716	0.321084	0.202391	0.0658423	0.0126056	0.00579045	0.0664011	0.320311	1.0661	3.44783	0.0285165	0.0495121	2.90585	0.0472735	0.0113346	0.00564018	1.7374	0.276824	1.18133	0.0364173	0.502765	0.043086	0.0352427	0.0121441	0.318593	0.0635394	0.109495	0.12827	1.32343	0.484399	3.59041	0.12833	0.0124596	0.00310903	0.00407035	0.00253435	0.00688798	0.0514937	0.0164522	0.00322916	0.00898519	0.0925488	0.0712087	0.00349937	0.0379837	0.122889	0.0151004	0.0203473	0.0142631	0.108994	1.23759	0.0967489	0.0326825	0.0119062	0.000744332	0.00487904	0.00809826	0.00694025	0.00446392	0.00056049	0.0090484	0.00439812	0.0177853	0.0625525	0.0116063	0.0657198	0.00068958	0.00438902	0.0275641	0.225825	0.078954	0.266552	0.146832	0.0533108	0.354473	0.0998788	0.00247642	0.0721079	0.5169	3.40852	0.186005	0.254833	0.287883	0.27128	22.2067
160	-36060.4	-35831.8	-228.578	0.264731	0.0029366	0.492758	0.0177123	0.00175191	0.048709	0.129867	0.0279193	0.414701	0.320908	0.157439	0.100964	0.00924046	0.00866762	0.0439923	0.306091	1.22075	3.28881	0.0223233	0.0589351	2.60264	0.0424967	0.0194758	0.00293758	1.7947	0.208141	1.18133	0.0263931	0.471278	0.0330048	0.034993	0.0190874	0.242261	0.0614438	0.11959	0.12827	1.24683	0.589967	3.82202	0.109461	0.0108952	0.00391018	0.00339721	0.0015935	0.00241677	0.204175	0.029558	0.0116535	0.0140818	0.0703434	0.0457659	0.0085863	0.0428265	0.0622827	0.0119301	0.0766365	0.0071727	0.0616887	1.24978	0.0969815	0.0481308	0.0100291	0.000724451	0.00780705	0.00751888	0.00873302	0.0018632	0.00188262	0.00299089	0.00119186	0.0255163	0.107973	0.00597164	0.0523723	0.00161047	0.00499112	0.0237325	0.193216	0.0811941	0.274115	0.150998	0.0548233	0.336158	0.102713	0.00287052	0.0775155	0.531538	3.38808	0.186251	0.255171	0.288264	0.270314	21.9527
170	-35943.6	-35722.2	-221.408	0.264414	0.0032913	0.514398	0.0126433	0.00249804	0.0232331	0.143176	0.0323939	0.434625	0.207261	0.176876	0.0859818	0.0178349	0.00752897	0.0255977	0.313381	1.1373	3.20037	0.021179	0.0682591	2.21797	0.0464243	0.012365	0.00494203	1.68984	0.194214	1.26227	0.0332822	0.465553	0.0346979	0.0334744	0.0290386	0.185051	0.0485928	0.150499	0.145413	1.21105	0.803051	3.83709	0.117026	0.0144471	0.003945	0.0135334	0.00235879	0.0108173	0.224578	0.0259543	0.00619734	0.00780694	0.10307	0.0922247	0.0144097	0.0191679	0.0258557	0.0159791	0.0150984	0.00268893	0.01358	1.15001	0.0127175	0.029456	0.00891392	0.000594837	0.0243623	0.0137664	0.00452111	0.0012904	0.000583124	0.014188	0.00194165	0.0185965	0.166876	0.00639577	0.056707	0.0016054	0.00775341	0.00775191	0.146361	0.0842457	0.273204	0.150496	0.0546412	0.335041	0.102371	0.00285268	0.0772793	0.530913	3.38895	0.186251	0.255171	0.288264	0.270314	21.2358
180	-35822.6	-35602.2	-220.409	0.257915	0.00708233	0.465042	0.0132832	0.00189273	0.0237895	0.164059	0.0354532	0.403957	0.153885	0.184681	0.0715032	0.0143786	0.00743609	0.0171344	0.212438	1.23557	3.12507	0.0258711	0.0626975	2.43261	0.0443814	0.0100165	0.00504643	1.98769	0.181777	1.26227	0.0416094	0.442873	0.0275492	0.0271135	0.0176196	0.232801	0.0555202	0.133065	0.131656	1.14975	0.577608	3.73154	0.121536	0.0137869	0.00476764	0.0281498	0.0286394	0.0284825	0.212533	0.0101861	0.00337632	0.00706243	0.107229	0.017331	0.0130438	0.0172799	0.0148061	0.0158363	0.0215722	0.00442301	0.0108574	1.145	0.0397754	0.0212822	0.00787404	0.00098122	0.065557	0.0188484	0.00257091	0.00140712	0.000767335	0.010996	0.00804749	0.0187876	0.117796	0.00370444	0.0722147	0.00151428	0.00776038	0.00643069	0.185996	0.0757365	0.275743	0.151894	0.055149	0.338155	0.103323	0.00250133	0.0724623	0.517882	3.40715	0.18664	0.255703	0.288866	0.268791	21.1359
190	-35343.6	-35129.3	-214.367	0.257915	0.0109482	0.477842	0.0111533	0.00202781	0.0178634	0.125113	0.027901	0.343216	0.109145	0.134749	0.0689409	0.0172144	0.0116137	0.0202108	0.103239	1.10066	3.04482	0.0200758	0.0964552	2.27946	0.0361678	0.00665881	0.0011623	1.81099	0.10533	1.16387	0.0497378	0.420883	0.027658	0.0322537	0.0140275	0.203668	0.0558964	0.134252	0.12544	1.19286	0.687016	3.86572	0.107042	0.020672	0.010216	0.0668424	0.0413258	0.0199627	0.240384	0.029745	0.00142591	0.00379209	0.110166	0.00969886	0.0124984	0.0193963	0.0230605	0.00474014	0.014789	0.0157744	0.00401407	1.22772	0.0628102	0.0134857	0.012932	0.00207592	0.0903312	0.00802616	0.00190634	0.0011166	0.000327822	0.00640587	0.0114345	0.0144745	0.10662	0.00300712	0.0534343	0.00392937	0.00296895	0.00473959	0.192202	0.0757451	0.27566	0.151912	0.0551552	0.338193	0.103334	0.00250133	0.0724623	0.517882	3.40715	0.18664	0.255703	0.288866	0.268791	20.5317
200	-34957.3	-34737.9	-219.377	0.257915	0.0108332	0.341118	0.0112075	0.002486	0.0332638	0.114766	0.0360794	0.400179	0.051426	0.177942	0.0689625	0.0163016	0.00742261	0.0160462	0.0486672	1.10066	3.50332	0.0173761	0.0810035	2.2904	0.040986	0.0110404	0.00150492	1.43327	0.079755	1.39073	0.0307191	0.524003	0.0209504	0.0355138	0.0194552	0.208251	0.0520409	0.225872	0.119401	1.27456	0.755724	3.38171	0.114078	0.0185652	0.0216369	0.0502339	0.22946	0.0243908	0.459012	0.0229634	0.00130758	0.00165491	0.0582697	0.0217457	0.0106287	0.0144955	0.0315528	0.00117353	0.0144003	0.0134864	0.00176152	1.31016	0.0138537	0.0120302	0.0176303	0.00231465	0.0542389	0.00885188	0.006088	0.00242162	0.00106882	0.00637452	0.00944866	0.0208529	0.147279	0.00138705	0.0483145	0.00981307	0.00894482	0.0105378	0.295375	0.0757451	0.27566	0.151912	0.0551552	0.338193	0.103334	0.00250133	0.0724623	0.517882	3.40715	0.187446	0.256808	0.290113	0.265633	21.0327
210	-34693.3	-34472.5	-220.749	0.267219	0.00796952	0.17368	0.0171812	0.000559901	0.0338859	0.060433	0.0424232	0.494576	0.0265351	0.179499	0.0876861	0.0110291	0.00653695	0.00534583	0.0344521	1.24035	3.36841	0.0316589	0.0768742	2.39273	0.0410323	0.0128462	0.0013724	1.65318	0.0806932	1.19073	0.0317464	0.473951	0.00860548	0.0337774	0.0304784	0.238427	0.0462515	0.226678	0.127117	1.23833	0.531762	3.71633	0.169718	0.0148045	0.0189863	0.102318	0.269802	0.0230174	0.405757	0.0183635	0.00154285	0.0010579	0.0207462	0.0508078	0.024381	0.0242269	0.0634479	0.00246766	0.0147833	0.014137	0.000948719	1.1581	0.0133058	0.0134518	0.0095686	0.00572154	0.0438948	0.0140617	0.0111787	0.00132009	0.000867457	0.00298601	0.00611041	0.015948	0.119291	0.00547592	0.022381	0.0150111	0.00704519	0.0498822	0.437832	0.068243	0.280419	0.154534	0.047655	0.344031	0.105118	0.0030132	0.0793771	0.53642	3.38119	0.187446	0.256808	0.290113	0.265633	21.1699
220	-34446	-34229.3	-216.724	0.267219	0.00663612	0.0134607	0.0154456	0.00167919	0.0197343	0.058023	0.0317664	0.407289	0.0276431	0.165908	0.0704593	0.0125936	0.00789013	0.0193322	0.0556145	1.40775	3.36841	0.0247056	0.0754863	2.46172	0.0360156	0.0068596	0.00187215	1.63348	0.0780342	1.08419	0.0359815	0.403035	0.0152605	0.0316594	0.0144481	0.201707	0.0562478	0.121348	0.141116	1.22229	0.61546	3.73004	0.172071	0.0176826	0.00801258	0.0886801	0.186476	0.0102317	0.400997	0.0210485	0.000661259	0.000766651	0.0143679	0.0976421	0.0174708	0.017177	0.0542624	0.00289842	0.0187842	0.0156183	0.000972209	1.28565	0.0236612	0.027497	0.00805937	0.013303	0.04632	0.00328088	0.00723128	0.000687089	0.0014351	0.00296825	0.00793134	0.0157413	0.0515438	0.00227974	0.0225266	0.045748	0.0153356	0.0451589	0.314611	0.0674841	0.277301	0.152816	0.0582443	0.340206	0.103949	0.0030132	0.0793771	0.53642	3.38119	0.187446	0.256808	0.290113	0.265633	20.7674
