Iteration	Posterior	Likelihood	Prior	alpha	birth_rate	clock_rate	death_rate	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	log_clock_rate	pi[1]	pi[2]	pi[3]	pi[4]	turnover
7640	-2193.05	-1843.34	-349.714	114.669	2.50435	0.00015092	2.47572	0.0286355	0.249698	0.183331	0.0762949	0.213074	0.227539	0.0500628	0.883919	0.96724	1.02778	1.12106	-3.82125	0.368022	0.168554	0.146162	0.317262	2.47572
7650	-2193.11	-1835.75	-357.363	247.213	1.70668	0.00014729	1.68218	0.024498	0.236722	0.261628	0.0723301	0.163284	0.218574	0.0474613	0.920353	0.978211	1.01948	1.08196	-3.83183	0.368354	0.167804	0.146294	0.317548	1.68218
7660	-2193.34	-1834.79	-358.558	50.9649	1.59551	0.00014893	1.57395	0.0215579	0.248975	0.275009	0.044752	0.198713	0.190512	0.042039	0.827989	0.94909	1.03971	1.18321	-3.82702	0.354558	0.167119	0.16207	0.316252	1.57395
7670	-2219.17	-1838.83	-380.343	91.3507	0.880542	0.000118746	0.836352	0.0441907	0.224185	0.228371	0.0681602	0.193686	0.244623	0.0409755	0.870318	0.962975	1.03077	1.13593	-3.92538	0.34779	0.174498	0.169226	0.308487	0.836352
7680	-2211.09	-1825.57	-385.519	31.849	1.09347	0.000110348	1.04973	0.0437419	0.161676	0.24803	0.0712518	0.135668	0.229875	0.153499	0.784612	0.933857	1.04823	1.2333	-3.95723	0.375499	0.17879	0.15789	0.287822	1.04973
7690	-2213.95	-1830.26	-383.69	129.22	0.740438	0.000111276	0.690182	0.0502567	0.283789	0.185659	0.0659277	0.177374	0.169371	0.117879	0.8905	0.96927	1.02631	1.11392	-3.9536	0.404708	0.186265	0.141553	0.267473	0.690182
7700	-2199.12	-1823.64	-375.479	87.2093	0.969849	0.00015898	0.930778	0.0390711	0.245258	0.221312	0.0705712	0.137266	0.204392	0.1212	0.867358	0.962035	1.03142	1.13919	-3.79866	0.376962	0.172816	0.14744	0.302781	0.930778
7710	-2202.3	-1822.92	-379.385	109.864	1.29881	0.000136059	1.25173	0.0470834	0.150826	0.156759	0.0499868	0.15674	0.341826	0.143862	0.881469	0.966479	1.02832	1.12373	-3.86627	0.353194	0.161919	0.153746	0.331141	1.25173
7720	-2195.62	-1830.78	-364.84	103.839	1.24303	0.000129625	1.22326	0.0197735	0.133837	0.209142	0.0443563	0.210677	0.27433	0.127658	0.878163	0.965447	1.02905	1.12734	-3.88731	0.378809	0.173663	0.164896	0.282632	1.22326
7730	-2204.6	-1832.53	-372.067	604.909	1.01511	0.000131122	0.980559	0.0345542	0.183476	0.196561	0.032897	0.18351	0.229484	0.174072	0.948801	0.986331	1.01272	1.05214	-3.88233	0.369683	0.169479	0.160923	0.299915	0.980559
7740	-2195.63	-1836.85	-358.786	312.572	1.91707	0.000152035	1.88334	0.0337287	0.205786	0.187981	0.0314611	0.1755	0.219467	0.179805	0.929047	0.980733	1.01744	1.07278	-3.81806	0.338922	0.194142	0.150626	0.31631	1.88334
7750	-2189.68	-1828.18	-361.495	267.611	1.55169	0.000160857	1.50292	0.0487712	0.207505	0.189552	0.0317239	0.134433	0.2213	0.215486	0.923403	0.9791	1.01876	1.07873	-3.79356	0.355673	0.164177	0.158545	0.321605	1.50292
7760	-2185.14	-1831.69	-353.45	84.0316	1.54869	0.000146325	1.50362	0.0450752	0.267509	0.255102	0.0408974	0.0997177	0.233943	0.102831	0.864943	0.961264	1.03194	1.14185	-3.83468	0.368792	0.170517	0.164393	0.296298	1.50362
7770	-2195.63	-1838.83	-356.802	137.336	2.03291	0.000125291	2.0186	0.0143046	0.235756	0.25393	0.0646724	0.0577885	0.299347	0.0885065	0.893714	0.970254	1.02559	1.11045	-3.90208	0.366711	0.18238	0.160902	0.290006	2.0186
7780	-2198.38	-1835.74	-362.643	98.2009	1.14266	0.000138196	1.10737	0.0352944	0.220382	0.136495	0.0583028	0.138187	0.366844	0.0797895	0.874803	0.964392	1.02979	1.13101	-3.85951	0.361005	0.164276	0.169399	0.30532	1.10737
7790	-2195.94	-1831.17	-364.768	341.884	0.965243	0.000130364	0.925785	0.0394581	0.175205	0.218247	0.0675168	0.253423	0.222175	0.0634331	0.932116	0.981615	1.01671	1.06956	-3.88484	0.349843	0.166309	0.167592	0.316256	0.925785
7800	-2198.19	-1833.2	-364.992	151.808	1.60882	0.000135731	1.5792	0.0296252	0.149293	0.18597	0.0575315	0.215943	0.200183	0.191079	0.898802	0.971801	1.02444	1.10496	-3.86732	0.352596	0.167618	0.168911	0.310875	1.5792
7810	-2198.61	-1833.72	-364.895	209.176	1.6612	0.000145824	1.6361	0.0251064	0.352449	0.155799	0.0481977	0.115771	0.167706	0.160079	0.913532	0.976206	1.02106	1.0892	-3.83617	0.360996	0.184846	0.16377	0.290388	1.6361
7820	-2215.53	-1834.47	-381.063	65.0697	0.774234	0.00010804	0.762455	0.0117792	0.279435	0.203707	0.045201	0.181098	0.157278	0.13328	0.847116	0.955481	1.03574	1.16166	-3.96641	0.354773	0.165824	0.160947	0.318455	0.762455
7830	-2216.17	-1836.17	-379.997	104.562	0.951789	9.94975e-05	0.931805	0.019984	0.227784	0.167149	0.037089	0.190496	0.285033	0.0924487	0.878575	0.965576	1.02896	1.12689	-4.00219	0.371265	0.160755	0.15926	0.30872	0.931805
7840	-2214.08	-1832.37	-381.712	104.562	1.06615	0.000112111	0.999952	0.0661956	0.260468	0.184314	0.0424108	0.125508	0.281585	0.105714	0.878575	0.965576	1.02896	1.12689	-3.95035	0.364416	0.162948	0.168347	0.30429	0.999952
7850	-2224.91	-1830.17	-394.735	449.021	0.722973	8.66929e-05	0.685579	0.0373941	0.277657	0.1916	0.0440874	0.215536	0.161226	0.109893	0.940667	0.984049	1.01468	1.06061	-4.06202	0.363448	0.179821	0.15325	0.303481	0.685579
7860	-2218.43	-1829.86	-388.573	238.899	1.05974	0.000120336	1.03168	0.0280583	0.196345	0.168694	0.0745332	0.187521	0.265359	0.107548	0.919001	0.977815	1.01979	1.08339	-3.9196	0.38227	0.168331	0.165308	0.284091	1.03168
7870	-2219.83	-1832.12	-387.709	196.621	0.917187	0.000125769	0.896643	0.0205442	0.207862	0.1675	0.0462852	0.186193	0.285373	0.106787	0.910861	0.975416	1.02168	1.09204	-3.90043	0.359367	0.193077	0.145785	0.301771	0.896643
7880	-2198.79	-1826.19	-372.596	144.603	1.51595	0.000109271	1.49627	0.0196818	0.19666	0.210365	0.0887525	0.196581	0.20661	0.101032	0.896363	0.971061	1.02499	1.10759	-3.9615	0.362161	0.165087	0.168634	0.304117	1.49627
7890	-2190.2	-1829.57	-360.638	265.4	1.559	0.000121241	1.52852	0.0304819	0.202432	0.218167	0.0511325	0.113255	0.264837	0.150176	0.923089	0.979009	1.01884	1.07906	-3.91635	0.361766	0.179964	0.147296	0.310974	1.52852
7900	-2195.23	-1831.99	-363.238	157.431	1.50788	0.00010577	1.48936	0.018523	0.216923	0.251199	0.0751636	0.121362	0.245306	0.0900466	0.900589	0.972341	1.02403	1.10304	-3.97564	0.348201	0.188064	0.138765	0.32497	1.48936
7910	-2215.38	-1845.05	-370.333	213.35	0.925775	0.000107697	0.896853	0.028922	0.177134	0.205124	0.0613768	0.0907832	0.200311	0.265271	0.914367	0.976453	1.02087	1.08831	-3.9678	0.363511	0.220768	0.143887	0.271835	0.896853
7920	-2216.57	-1842.89	-373.687	251.342	0.929379	0.000134597	0.868067	0.0613118	0.145936	0.168995	0.0505666	0.20288	0.242443	0.189179	0.921	0.9784	1.01933	1.08127	-3.87096	0.387089	0.181922	0.139117	0.291871	0.868067
7930	-2213.53	-1836.35	-377.175	73.7677	0.940348	0.000110242	0.88689	0.053458	0.137671	0.240428	0.0477027	0.286333	0.202932	0.0849335	0.856128	0.958425	1.03383	1.15161	-3.95765	0.375302	0.195585	0.143563	0.285551	0.88689
7940	-2214.19	-1832.65	-381.54	189.071	1.05025	0.000127515	1.02963	0.0206201	0.261057	0.214196	0.0572251	0.122836	0.197846	0.14684	0.909131	0.974901	1.02208	1.09389	-3.89444	0.352584	0.183746	0.178874	0.284796	1.02963
7950	-2216.67	-1839.71	-376.957	190.997	1.2265	0.000118509	1.19364	0.0328669	0.16396	0.258628	0.0477451	0.230242	0.255212	0.0442129	0.909582	0.975035	1.02197	1.09341	-3.92625	0.365057	0.190541	0.178927	0.265475	1.19364
7960	-2206.93	-1821.41	-385.519	121.014	1.03067	0.000103748	0.986452	0.0442229	0.244588	0.158036	0.0291748	0.184397	0.294017	0.0897878	0.886932	0.968173	1.02711	1.11779	-3.98402	0.362126	0.152744	0.159213	0.325918	0.986452
7970	-2208.28	-1835.53	-372.747	246.185	1.25882	0.000122134	1.20957	0.0492473	0.231963	0.192467	0.0355312	0.228604	0.202084	0.10935	0.92019	0.978163	1.01952	1.08213	-3.91316	0.327926	0.165359	0.185164	0.32155	1.20957
7980	-2209.91	-1833.86	-376.056	192.974	1.4304	0.000107774	1.39045	0.0399427	0.157337	0.192797	0.035592	0.228995	0.25192	0.133359	0.910038	0.975171	1.02187	1.09292	-3.96749	0.375768	0.176436	0.176061	0.271735	1.39045
7990	-2230.24	-1839.6	-390.643	67.7771	0.702524	0.000112903	0.678097	0.0244272	0.233612	0.123757	0.0906041	0.260684	0.242944	0.0483982	0.850102	0.956461	1.03511	1.15832	-3.94729	0.385946	0.179391	0.150168	0.284496	0.678097
8000	-2228.62	-1832.13	-396.492	74.4905	0.986437	6.97624e-05	0.946357	0.0400804	0.195992	0.149818	0.0760134	0.218704	0.17425	0.185223	0.856807	0.958645	1.03369	1.15086	-4.15638	0.366245	0.186351	0.148278	0.299126	0.946357
8010	-2229.45	-1827.65	-401.799	200.392	0.443333	9.4025e-05	0.419698	0.0236348	0.180231	0.26003	0.0274403	0.201118	0.160852	0.170329	0.911689	0.975661	1.02149	1.09116	-4.02676	0.360192	0.176083	0.140108	0.323616	0.419698
8020	-2224.12	-1829.09	-395.031	200.392	0.576186	7.9211e-05	0.537033	0.0391524	0.133364	0.171582	0.0582018	0.287227	0.273954	0.0756706	0.911689	0.975661	1.02149	1.09116	-4.10121	0.382475	0.160278	0.162678	0.294569	0.537033
8030	-2222.93	-1833.25	-389.682	262.849	0.788246	9.22887e-05	0.764278	0.0239688	0.191338	0.241996	0.0463312	0.226445	0.22672	0.0671687	0.922722	0.978902	1.01892	1.07945	-4.03485	0.351412	0.179625	0.156971	0.311991	0.764278
8040	-2215.33	-1826.22	-389.116	298.317	0.841823	0.000111527	0.801232	0.0405911	0.162286	0.215124	0.0554807	0.151939	0.247694	0.167477	0.927395	0.980257	1.01783	1.07452	-3.95262	0.364605	0.183382	0.162864	0.289149	0.801232
8050	-2210.47	-1826.13	-384.336	107.789	0.81427	0.000110818	0.790953	0.0233169	0.201385	0.251385	0.0567066	0.180639	0.253167	0.0567171	0.880361	0.966134	1.02857	1.12494	-3.95539	0.362182	0.160697	0.176436	0.300685	0.790953
8060	-2208.31	-1821.96	-386.345	117.141	0.490743	8.9083e-05	0.449213	0.04153	0.213335	0.21964	0.0495457	0.111617	0.221197	0.184664	0.885122	0.967613	1.02751	1.11975	-4.05021	0.345528	0.171915	0.166522	0.316035	0.449213
8070	-2189.85	-1819.78	-370.067	101.929	1.21867	0.000131925	1.189	0.02967	0.219633	0.203476	0.0458994	0.201613	0.263658	0.0657203	0.877056	0.9651	1.0293	1.12855	-3.87967	0.361774	0.177963	0.166366	0.293897	1.189
8080	-2197.64	-1827.68	-369.96	77.7135	1.18948	0.000144872	1.167	0.0224792	0.175821	0.167694	0.0367435	0.278102	0.211064	0.130575	0.859719	0.959586	1.03306	1.14763	-3.83902	0.390547	0.174732	0.154664	0.280056	1.167
8090	-2196.79	-1828.7	-368.09	217.746	1.42528	0.000149484	1.38206	0.04322	0.199778	0.201533	0.078784	0.161423	0.242164	0.116318	0.915222	0.976705	1.02067	1.0874	-3.82541	0.377433	0.16647	0.149471	0.306627	1.38206
8100	-2205.96	-1833.91	-372.052	647.96	1.2328	0.000154966	1.19961	0.0331808	0.200447	0.271662	0.0557078	0.105487	0.259667	0.10703	0.950515	0.986808	1.01231	1.05037	-3.80976	0.362461	0.159866	0.143542	0.334131	1.19961
8110	-2194.81	-1825.49	-369.329	187.343	2.29424	0.000141368	2.2678	0.0264384	0.179495	0.268743	0.131408	0.162626	0.174595	0.0831325	0.90872	0.974779	1.02217	1.09433	-3.84965	0.369649	0.172232	0.152339	0.30578	2.2678
8120	-2186.04	-1819.33	-366.706	112.66	1.21258	0.000115072	1.1839	0.0286781	0.167222	0.17848	0.087272	0.296396	0.215419	0.0552108	0.882913	0.966928	1.028	1.12216	-3.93903	0.367883	0.190766	0.151611	0.28974	1.1839
8130	-2192.45	-1846.19	-346.254	206.603	2.38958	0.000167239	2.35929	0.0302978	0.231006	0.132141	0.0263497	0.228889	0.286158	0.095456	0.913004	0.976051	1.02118	1.08976	-3.77666	0.350443	0.181722	0.184071	0.283763	2.35929
8140	-2196.96	-1837.56	-359.394	60.2528	2.18096	0.000150612	2.16892	0.012046	0.17117	0.19089	0.0263947	0.22928	0.286647	0.095619	0.841326	0.953567	1.03696	1.16815	-3.82214	0.382884	0.152595	0.154568	0.309953	2.16892
8150	-2202.88	-1838.95	-363.932	119.848	1.17619	0.000154287	1.14308	0.0331145	0.171271	0.206421	0.0285423	0.141108	0.349259	0.103399	0.886396	0.968007	1.02723	1.11837	-3.81167	0.387332	0.154368	0.168716	0.289584	1.14308
8160	-2217.65	-1838.41	-379.242	143.402	1.26228	0.000112197	1.24284	0.0194361	0.326734	0.246229	0.0312425	0.172473	0.110141	0.113181	0.895939	0.970932	1.02508	1.10804	-3.95002	0.358975	0.149779	0.1637	0.327546	1.24284
8170	-2208.63	-1836.05	-372.583	92.5461	1.13724	0.000109071	1.0868	0.0504387	0.208442	0.243355	0.0308778	0.170459	0.275905	0.0709611	0.871136	0.963234	1.03059	1.13504	-3.96229	0.348789	0.173904	0.159055	0.318252	1.0868
8180	-2207.46	-1837.9	-369.558	102.294	1.08045	9.74644e-05	1.04088	0.039571	0.195775	0.135503	0.0203213	0.314341	0.218336	0.115725	0.87727	0.965167	1.02925	1.12831	-4.01115	0.381733	0.176428	0.146119	0.29572	1.04088
8190	-2213.17	-1825.28	-387.894	305.096	1.05907	0.000112871	1.01217	0.0468951	0.21042	0.208615	0.0165773	0.2576	0.200514	0.106273	0.928195	0.980488	1.01764	1.07368	-3.94742	0.39408	0.172905	0.143201	0.289815	1.01217
8200	-2218.94	-1827.77	-391.176	64.5042	0.828072	9.91253e-05	0.806759	0.0213124	0.277403	0.232833	0.0647778	0.0309921	0.275384	0.118611	0.846469	0.955268	1.03588	1.16238	-4.00382	0.384057	0.17347	0.147838	0.294634	0.806759
8210	-2214.28	-1821.08	-393.203	62.7453	0.603347	9.144e-05	0.547195	0.0561526	0.220725	0.236387	0.0549917	0.12017	0.267034	0.100692	0.844403	0.954587	1.03631	1.1647	-4.03886	0.385678	0.170097	0.148424	0.295801	0.547195
8220	-2204.55	-1827.49	-377.058	110.388	0.840417	0.000103122	0.801902	0.0385146	0.163118	0.206874	0.0481259	0.132029	0.302717	0.147137	0.881744	0.966564	1.02826	1.12343	-3.98665	0.352019	0.179417	0.156556	0.312008	0.801902
8230	-2223.89	-1821.03	-402.863	132.295	0.389476	6.6776e-05	0.343874	0.0456018	0.324808	0.161798	0.0742299	0.142158	0.208339	0.0886681	0.891753	0.969654	1.02603	1.11257	-4.17538	0.358915	0.181499	0.153279	0.306307	0.343874
8240	-2235.44	-1828.48	-406.962	97.6613	0.65931	0.000105667	0.617817	0.041493	0.178338	0.310932	0.062903	0.120466	0.176548	0.150814	0.874467	0.964286	1.02986	1.13138	-3.97606	0.372486	0.171667	0.149552	0.306294	0.617817
8250	-2232.51	-1825.47	-407.041	167.054	0.540661	6.57222e-05	0.503733	0.0369281	0.300483	0.189601	0.0336951	0.127221	0.192784	0.156216	0.903439	0.973199	1.02338	1.09998	-4.18229	0.383357	0.171948	0.153917	0.290778	0.503733
8260	-2242.27	-1829.85	-412.42	154.502	0.378736	6.16194e-05	0.340257	0.0384785	0.107568	0.272458	0.0370257	0.249319	0.222396	0.111233	0.89967	0.972063	1.02424	1.10403	-4.21028	0.369298	0.165877	0.162551	0.302274	0.340257
8270	-2228.24	-1829.46	-398.788	69.549	0.7268	6.86309e-05	0.680666	0.0461334	0.201312	0.169045	0.034687	0.223373	0.267376	0.104207	0.851964	0.95707	1.03472	1.15625	-4.16348	0.371164	0.172245	0.145203	0.311388	0.680666
8280	-2204.85	-1826.63	-378.222	170.881	1.20534	0.000110834	1.19114	0.0142041	0.268324	0.260396	0.0232542	0.108712	0.269452	0.0698608	0.904506	0.973519	1.02314	1.09884	-3.95533	0.370345	0.180867	0.153524	0.295264	1.19114
8290	-2196.02	-1820.12	-375.899	177.588	1.51175	9.60223e-05	1.48026	0.0314965	0.259415	0.188141	0.0550739	0.116099	0.258998	0.122273	0.906293	0.974054	1.02273	1.09692	-4.01763	0.370489	0.180937	0.153584	0.294991	1.48026
8300	-2200	-1815.21	-384.788	54.4314	1.47082	8.9685e-05	1.44704	0.023789	0.185835	0.164279	0.0480887	0.187874	0.226149	0.187774	0.833354	0.950903	1.03861	1.17713	-4.04728	0.370801	0.173268	0.153713	0.302218	1.44704
8310	-2201.08	-1812.25	-388.837	141.549	1.20416	8.88829e-05	1.1892	0.0149581	0.190211	0.168968	0.0492211	0.192298	0.309791	0.0895108	0.895274	0.97073	1.02523	1.10876	-4.05118	0.378527	0.165062	0.158967	0.297444	1.1892
8320	-2218.79	-1827.23	-391.557	162.733	0.831449	7.44311e-05	0.814651	0.0167983	0.208485	0.183366	0.0504584	0.113536	0.315053	0.129101	0.90219	0.972824	1.02367	1.10132	-4.12825	0.33534	0.193254	0.185368	0.286038	0.814651
8330	-2219.43	-1831.97	-387.46	222.36	1.11839	7.94291e-05	1.10732	0.0110717	0.192552	0.223839	0.0338628	0.104859	0.255712	0.189174	0.916091	0.976961	1.02047	1.08648	-4.10002	0.332256	0.181625	0.174214	0.311905	1.10732
8340	-2222.65	-1837.61	-385.035	349.405	1.03132	7.51386e-05	0.998908	0.0324144	0.195747	0.189973	0.0846298	0.17259	0.163668	0.193393	0.932841	0.981823	1.01654	1.06879	-4.12414	0.341451	0.158978	0.179035	0.320536	0.998908
8350	-2218.17	-1830.75	-387.428	203.223	0.73828	0.000119619	0.722566	0.0157141	0.307928	0.202929	0.092153	0.183867	0.121828	0.0912943	0.912296	0.975841	1.02135	1.09052	-3.9222	0.349156	0.16251	0.182503	0.305831	0.722566
8360	-2213.48	-1821.58	-391.899	186.78	0.915853	7.48955e-05	0.882748	0.0331045	0.112178	0.171211	0.0483464	0.223308	0.295359	0.149598	0.908585	0.974739	1.0222	1.09447	-4.12554	0.37309	0.199948	0.140573	0.286389	0.882748
8370	-2223.26	-1821.95	-401.309	216.614	1.0511	8.26796e-05	1.02876	0.0223383	0.197988	0.217157	0.0310542	0.143437	0.239382	0.170981	0.915004	0.976641	1.02072	1.08763	-4.0826	0.345734	0.167928	0.165531	0.320807	1.02876
8380	-2210.97	-1828.91	-382.059	178.774	1.01123	0.00010459	0.985858	0.0253742	0.171781	0.192586	0.0484144	0.12445	0.253124	0.209644	0.906598	0.974146	1.02266	1.0966	-3.98051	0.354847	0.159752	0.173091	0.31231	0.985858
8390	-2219.78	-1827.32	-392.46	152.78	1.00691	0.000102361	0.992474	0.0144309	0.173834	0.194887	0.068316	0.142916	0.244423	0.175624	0.899118	0.971896	1.02436	1.10462	-3.98987	0.35727	0.198124	0.144341	0.300265	0.992474
8400	-2207.92	-1824.05	-383.873	254.721	1.29697	0.000101345	1.27565	0.0213176	0.181879	0.17452	0.0714778	0.149531	0.172853	0.24974	0.921518	0.978551	1.01921	1.08073	-3.9942	0.366113	0.178277	0.147914	0.307696	1.27565
8410	-2202.87	-1813.96	-388.905	324.706	1.02387	9.60913e-05	0.976849	0.0470228	0.203153	0.262368	0.0542648	0.113521	0.24653	0.120163	0.930367	0.981113	1.01713	1.07139	-4.01732	0.344013	0.193524	0.153454	0.309009	0.976849
8420	-2206.47	-1835.27	-371.194	112.905	0.984308	0.000103149	0.961547	0.022761	0.211749	0.279653	0.0565611	0.118325	0.256962	0.0767497	0.883037	0.966967	1.02797	1.12202	-3.98654	0.351269	0.197606	0.156691	0.294434	0.961547
8430	-2195.2	-1836.86	-358.345	112.905	1.41365	0.000147523	1.37846	0.0351906	0.142665	0.23839	0.0482154	0.100866	0.219047	0.250817	0.883037	0.966967	1.02797	1.12202	-3.83114	0.347624	0.20545	0.154913	0.292014	1.37846
8440	-2201.55	-1833.19	-368.355	78.568	1.35626	0.000145137	1.3099	0.0463574	0.290811	0.204841	0.0374318	0.0649192	0.271573	0.130424	0.860461	0.959826	1.03291	1.14681	-3.83822	0.349875	0.195143	0.162628	0.292353	1.3099
8450	-2204.56	-1828.9	-375.655	199.704	1.39094	9.79158e-05	1.35405	0.0368926	0.26745	0.21699	0.0356177	0.117492	0.225074	0.137377	0.91154	0.975617	1.02152	1.09132	-4.00915	0.348173	0.182236	0.161257	0.308334	1.35405
8460	-2205.36	-1818.05	-387.315	100.354	0.908693	0.000104477	0.875101	0.0335914	0.213927	0.190382	0.053669	0.201824	0.230712	0.109487	0.876119	0.964806	1.0295	1.12957	-3.98098	0.34082	0.17292	0.166982	0.319279	0.875101
8470	-2204.87	-1830.78	-374.092	176.232	0.937417	0.000129382	0.908404	0.0290134	0.131639	0.171783	0.0508235	0.286853	0.199909	0.158992	0.90594	0.973949	1.02281	1.0973	-3.88812	0.361988	0.171705	0.165809	0.300498	0.908404
8480	-2194.68	-1832.91	-361.775	158.408	1.27107	0.000139055	1.23685	0.0342219	0.237043	0.183338	0.054242	0.142335	0.213356	0.169686	0.90089	0.972432	1.02396	1.10272	-3.85681	0.345378	0.173282	0.1582	0.32314	1.23685
8490	-2200.72	-1831.31	-369.406	149.662	1.50099	0.00012744	1.47319	0.0277999	0.285359	0.195213	0.0305553	0.0801795	0.278562	0.130131	0.898094	0.971586	1.0246	1.10572	-3.8947	0.351565	0.178159	0.15534	0.314936	1.47319
8500	-2190.22	-1827.12	-363.104	76.0624	2.27538	0.00012346	2.257	0.0183751	0.224065	0.242852	0.0239922	0.131604	0.218729	0.158759	0.85825	0.959112	1.03338	1.14926	-3.90847	0.360491	0.182682	0.159285	0.297543	2.257
8510	-2191.44	-1825.89	-365.549	197.78	1.99881	0.000115029	1.9737	0.0251099	0.144565	0.156686	0.106838	0.241524	0.247958	0.10243	0.911118	0.975492	1.02162	1.09177	-3.93919	0.376342	0.180923	0.157959	0.284776	1.9737
8520	-2196.87	-1829.18	-367.698	147.097	1.47449	0.00011061	1.44733	0.0271539	0.195892	0.179895	0.08644	0.19541	0.258229	0.0841333	0.897228	0.971323	1.02479	1.10666	-3.95621	0.352132	0.182129	0.149522	0.316217	1.44733
8530	-2178.46	-1854.01	-324.454	235.333	3.06625	0.000156894	3.02624	0.0400122	0.184751	0.295975	0.0519072	0.140749	0.16274	0.163878	0.918399	0.977639	1.01993	1.08403	-3.80439	0.357452	0.227194	0.140905	0.27445	3.02624
8540	-2179.57	-1843.31	-336.263	198.14	2.63559	0.000166522	2.60913	0.0264581	0.184679	0.295859	0.0730314	0.140694	0.162676	0.14306	0.911198	0.975515	1.0216	1.09169	-3.77853	0.355861	0.214528	0.133049	0.296562	2.60913
8550	-2179.62	-1828.33	-351.291	109.557	2.12726	0.000191771	2.10619	0.0210679	0.140065	0.206372	0.0553888	0.19805	0.291624	0.1085	0.881307	0.966428	1.02836	1.12391	-3.71722	0.380916	0.159226	0.142417	0.317442	2.10619
8560	-2185.75	-1823.77	-361.981	137.22	1.55659	0.000155525	1.53271	0.0238785	0.257555	0.23118	0.0388325	0.23926	0.157104	0.0760686	0.893671	0.970241	1.0256	1.11049	-3.8082	0.34737	0.175903	0.165679	0.311049	1.53271
8570	-2196.25	-1828.43	-367.823	58.4191	1.17904	0.000111491	1.15552	0.0235197	0.214943	0.192931	0.0324077	0.166928	0.236232	0.156557	0.838941	0.952773	1.03745	1.17083	-3.95276	0.318367	0.211251	0.177071	0.293311	1.15552
8580	-2193.42	-1819.15	-374.275	250.217	1.65118	0.000131466	1.60444	0.0467425	0.276328	0.190282	0.08315	0.140407	0.17815	0.131683	0.920825	0.978349	1.01937	1.08146	-3.88119	0.361545	0.185457	0.154548	0.29845	1.60444
8590	-2203.63	-1828.81	-374.819	229.336	1.18209	9.28147e-05	1.14742	0.0346727	0.19277	0.22161	0.031333	0.191433	0.245755	0.117098	0.917356	0.977333	1.02018	1.08514	-4.03238	0.344018	0.196669	0.151083	0.308231	1.14742
8600	-2208.62	-1831.17	-377.449	117.844	1.26751	0.000125312	1.23152	0.0359847	0.21907	0.304256	0.0734876	0.156673	0.201132	0.0453802	0.885457	0.967717	1.02744	1.11939	-3.90201	0.372062	0.17934	0.171188	0.277409	1.23152
8610	-2211.23	-1829.14	-382.087	218.592	1.42263	0.000106995	1.40317	0.0194606	0.22251	0.214823	0.087815	0.22447	0.20429	0.0460926	0.915383	0.976753	1.02063	1.08723	-3.97064	0.333018	0.171011	0.18001	0.315962	1.40317
8620	-2220.35	-1829.83	-390.514	90.9456	0.623708	0.000106445	0.581058	0.0426504	0.234962	0.216541	0.0667446	0.134591	0.14265	0.204511	0.870037	0.962886	1.03083	1.13624	-3.97287	0.396843	0.152007	0.14757	0.30358	0.581058
8630	-2211.11	-1822.06	-389.051	113.036	1.06291	9.53301e-05	1.04001	0.0229012	0.227595	0.143459	0.0690679	0.231422	0.28377	0.0446854	0.883103	0.966987	1.02796	1.12195	-4.02077	0.382249	0.157433	0.166559	0.293759	1.04001
8640	-2207.91	-1825.35	-382.563	164.021	0.755976	0.000118813	0.714684	0.0412917	0.318403	0.153929	0.0743028	0.120941	0.284352	0.0480723	0.902568	0.972937	1.02358	1.10092	-3.92514	0.361371	0.182368	0.155214	0.301047	0.714684
8650	-2212.57	-1826.7	-385.864	178.22	0.726366	0.000101513	0.702182	0.0241846	0.138837	0.303214	0.0712198	0.150131	0.272554	0.0640445	0.906456	0.974103	1.02269	1.09675	-3.99348	0.379574	0.191554	0.163033	0.26584	0.702182
8660	-2213.76	-1820.18	-393.578	200.482	0.660018	9.94403e-05	0.620444	0.0395737	0.205325	0.237239	0.0557234	0.188609	0.262994	0.0501093	0.911709	0.975667	1.02148	1.09114	-4.00244	0.35711	0.176671	0.149973	0.316246	0.620444
8670	-2200.02	-1822.15	-377.864	89.2366	0.961361	0.000125098	0.933443	0.0279182	0.221338	0.270111	0.0600692	0.20172	0.178187	0.0685745	0.868832	0.962504	1.0311	1.13757	-3.90275	0.37134	0.196436	0.154453	0.277771	0.933443
8680	-2199.86	-1826.24	-373.622	169.304	1.17291	0.000113568	1.14599	0.0269282	0.159152	0.255202	0.0567536	0.230698	0.233405	0.0647895	0.904071	0.973389	1.02324	1.0993	-3.94474	0.353494	0.199919	0.156156	0.29043	1.14599
8690	-2196.53	-1842.64	-353.894	105.015	1.74011	0.000129218	1.70393	0.0361779	0.16033	0.17773	0.0571734	0.232405	0.211454	0.160908	0.87883	0.965656	1.02891	1.12661	-3.88868	0.319042	0.192801	0.156421	0.331736	1.70393
8700	-2207.17	-1841.36	-365.807	404.506	1.43161	0.000127614	1.40083	0.0307748	0.308075	0.171733	0.0759723	0.166817	0.17048	0.106923	0.937526	0.983159	1.01543	1.06389	-3.8941	0.358239	0.202049	0.149141	0.290571	1.40083
