Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	TL
17120	-3855	-3842.36	-12.6334	0.00617319	0.0293764	0.0470346	0.00483306	0.00128963	0.00294876	0.00961447	0.0135876	0.00656782	0.00789848	0.00548197	0.00589232	0.002162	0.00143214	0.00632082	0.0176861	0.06618	0.0148462	0.00762933	0.0104535	0.0113736	0.00500664	0.00588349	0.000184235	0.0111724	0.0111928	0.0178866	0.00446456	0.0121239	0.014849	0.0184223	0.00763943	0.0138367	0.0194771	0.00265478	0.00167558	0.000623556	0.00765399	0.00698766	0.0213625	0.0289603	0.00224724	0.0226989	0.0144223	0.00614495	0.00561662	0.00361046	0.0185464	0.000700847	0.000959416	0.0216737	0.0196454	0.0455314	0.0122785	0.0187844	0.000297196	0.00390382	0.00347557	0.00892874	0.0166624	0.00569837	0.00386775	0.0182523	0.00215806	0.000725891	0.00465105	0.00645933	0.00438653	0.0284382	0.791605
17130	-3852.75	-3840.02	-12.7304	0.0129096	0.0299258	0.0345406	0.00786383	0.000284511	0.00837085	0.00925889	0.00878526	0.00656747	0.00617216	0.0043325	0.00246871	0.00661913	0.000859044	0.0152673	0.0112814	0.0673621	0.0222567	0.00955675	0.0175479	0.0113318	0.00534339	0.00731516	0.000308923	0.00385753	0.00900485	0.031134	0.00359129	0.00166642	0.0188378	0.00630936	0.00898956	0.0138367	0.0194771	0.00748345	0.000947981	0.000623556	0.00861174	0.000518111	0.0208	0.0438055	0.00102691	0.00876654	0.00963697	0.00562057	0.00575918	0.000254269	0.0271532	0.00410589	0.000130447	0.0216737	0.0112328	0.0552259	0.029099	0.00909732	0.00126649	0.00442266	0.00287973	0.00447012	0.00988481	0.00970625	0.00386775	0.0260045	0.00650743	0.00194158	0.00890247	0.00645933	0.00323768	0.0169506	0.801309
17140	-3863.9	-3851.22	-12.6808	0.00643003	0.0214131	0.0455657	0.0066989	0.000893192	0.00837085	0.00671493	0.0129623	0.00729899	0.00617216	0.0112124	0.00917284	0.00110537	0.00417387	0.00376925	0.0132627	0.0799023	0.0219597	0.00347619	0.0197501	0.0113318	0.00449773	0.00244748	0.00665342	0.00770465	0.00816077	0.0158764	0.00433805	0.0028284	0.0076027	0.0149307	0.00528292	0.0142603	0.0307842	0.0076828	0.00249837	0.000855759	0.00907747	0.00680363	0.0293456	0.031102	0.00598019	0.00709143	0.00859833	0.00562057	0.00609681	0.00365446	0.0216278	0.00410589	0.00111283	0.0265788	0.00893689	0.0503031	0.0153749	0.0136888	0.00286642	0.00177518	0.00287973	0.00328086	0.0204611	0.00392874	0.00492053	0.0200909	0.00650743	0.00194158	0.00201863	0.00614926	0.00231581	0.0240729	0.79635
17150	-3857.15	-3844.3	-12.8554	0.00495005	0.0163852	0.0387432	0.00898314	3.9183e-05	0.00837085	0.0127001	0.0106928	0.0112161	0.00118245	0.00289717	0.0043141	0.00110537	0.000602687	0.00643361	0.0149078	0.0780945	0.0139177	0.009088	0.0222988	0.0183286	0.00814765	0.00368596	0.0012182	0.00665664	0.00818283	0.0253483	0.0117135	0.00841635	0.0217653	0.0149307	0.00119808	0.00994078	0.018875	0.00431017	0.00283846	0.000855759	0.0046026	0.00680363	0.0186041	0.0323895	0.00176651	0.0164984	0.0277346	0.00562057	0.00337346	0.00355108	0.0283255	0.00316987	0.000269695	0.0145995	0.0152657	0.0738047	0.0157701	0.0147558	0.00335208	0.00284097	0.00287973	0.00334181	0.0163467	0.00218623	0.000563789	0.0226636	0.00298964	0.00126965	0.00988833	0.00443403	0.0074926	0.0133143	0.813804
17160	-3858.19	-3845.16	-13.0283	0.0116564	0.0174135	0.0412215	0.016679	0.000829925	0.00835914	0.00418911	0.0225038	0.0108147	0.00897081	0.00334757	0.00948864	0.00537204	0.00243743	0.00491675	0.027741	0.0656262	0.0140234	0.003583	0.0212408	0.0192376	0.00222636	0.00347927	0.000598512	0.0107515	0.00996393	0.0221996	0.00389199	0.001353	0.0207589	0.00873404	0.00610493	0.0172878	0.0126225	0.00109552	0.00085156	0.000855759	0.00649362	0.0067121	0.0222853	0.0385885	0.0103805	0.0158758	0.00700728	0.00562057	0.00302117	0.00145499	0.0182396	0.00316987	0.000303452	0.0230266	0.0196677	0.0766643	0.0155682	0.00911178	0.000285447	0.00284097	0.00287973	0.00336624	0.0192754	0.00766444	0.00699959	0.0147021	0.00603804	0.000945387	0.00421347	0.00491182	0.0036886	0.0276702	0.8311
17170	-3850.78	-3837.5	-13.2854	0.00819954	0.0192407	0.0389188	0.0167936	0.000482362	0.00535121	0.00447805	0.0277794	0.0114379	0.00367705	0.00678874	0.00948864	0.00537204	0.00175443	0.0112474	0.0167576	0.0705976	0.0293758	0.00307187	0.0299788	0.0186536	0.00740367	0.010362	0.000154957	0.00726703	0.0112389	0.0260099	0.00403772	0.00230086	0.0123852	0.00814538	0.00212997	0.012199	0.0209609	0.0113852	0.00188169	0.000175196	0.00649362	0.00154316	0.0125925	0.0384247	0.004936	0.0153316	0.0122521	0.00386767	0.00302117	0.00166549	0.0363169	0.00316987	8.32727e-06	0.0227976	0.0196677	0.0632626	0.0138076	0.0222449	0.000605653	0.00203269	0.000757745	0.00336624	0.0192754	0.00298012	0.00699959	0.0155415	0.00603804	0.00376851	0.00477122	0.00106043	0.00275263	0.0279717	0.856808
17180	-3857.48	-3844.77	-12.7079	0.00751371	0.0316049	0.0348158	0.0061125	0.000482362	0.0120926	0.00690013	0.0106238	0.00847175	0.00367705	0.00488678	0.00466452	0.000578695	0.00175443	0.00623279	0.0273644	0.0559312	0.0398233	0.00524879	0.0169919	0.00745961	0.00740367	0.0114153	0.000709159	0.00249274	0.00968963	0.0183063	0.00836892	0.00713785	0.0188705	0.00667334	0.00240619	0.0144629	0.00967626	0.00580845	0.000274526	0.00206116	0.00466389	0.00687712	0.0201254	0.0420893	0.00674333	0.0153316	0.0258517	0.00386767	0.00186107	0.00360276	0.0182922	0.00495708	8.02742e-05	0.0230646	0.020013	0.0473223	0.0236233	0.0165803	0.000434692	0.00135006	0.0055521	0.00439511	0.0256361	0.00781323	0.00435227	0.0128801	0.00603804	0.000798761	0.0018068	0.000588488	0.00275263	0.020727	0.79906
17190	-3862.14	-3849.21	-12.9309	0.0104226	0.0319675	0.0365613	0.0138849	0.000685741	0.00213701	0.0097549	0.0165419	0.00701641	0.00238281	0.00863399	0.0021962	0.00219636	0.00666009	0.00248782	0.0151715	0.0553255	0.0188048	0.00318273	0.0169919	0.0199765	0.00801554	0.00512663	0.0070141	0.00907275	0.00819552	0.0212663	0.00836892	0.00713785	0.0139206	0.0136351	0.0096817	0.0144629	0.0248183	0.00567906	0.00339353	0.00301875	0.0111617	0.00308421	0.013244	0.042039	0.00484597	0.00944273	0.0113154	0.00611099	0.00163702	0.00057954	0.0239629	0.00495708	0.00200027	0.027784	0.0064484	0.0701621	0.0189189	0.0206667	0.00157989	0.000383097	0.00507601	0.00439511	0.0168842	0.0195256	0.00135213	0.0120945	0.00603804	0.000545344	0.00809378	0.00268221	0.00230476	0.0162511	0.821356
17200	-3859.26	-3845.91	-13.3441	0.00838567	0.0329047	0.0351621	0.00905646	7.46598e-05	0.00814114	0.00598254	0.0171628	0.00608346	0.00196745	0.0091944	0.00717845	0.00343226	0.00788956	0.00914306	0.0150531	0.064924	0.0320699	0.00472019	0.0244884	0.0164023	0.00860607	0.0125811	0.00761743	0.00202699	0.00950756	0.0217167	0.00427359	0.002518	0.0139206	0.00910027	0.00323368	0.00755983	0.0197398	0.00536133	0.00546075	0.000439994	0.00260668	0.00696535	0.0156999	0.042039	0.00484597	0.0148253	0.0181507	0.00451736	0.00159524	0.00057954	0.0250642	0.0043368	0.00287785	0.0235114	0.0154058	0.0639789	0.0191455	0.0221807	0.00202747	0.00020496	0.00264495	0.00439511	0.0168842	0.0204855	0.00424758	0.020571	0.00811188	0.000619449	0.0068537	0.00268221	0.00488314	0.0266529	0.86267
17210	-3863.89	-3850.31	-13.578	0.00970439	0.0248774	0.043249	0.01536	0.000245099	0.00518755	0.0144062	0.00636251	0.0070138	0.00552703	0.00578297	0.00251624	0.00343226	0.00176044	0.00914306	0.0145702	0.0814512	0.0198548	0.011198	0.0158186	0.00710985	0.00207844	0.0102832	4.53246e-05	0.0133622	0.0202246	0.0273607	0.00427359	0.00467379	0.0141884	0.0153232	0.00563467	0.0133415	0.0194442	0.000501897	0.00546075	0.000266689	0.00403552	0.0101393	0.0349831	0.0584912	0.00369753	0.00623877	0.0244454	0.0106397	0.00855898	0.00124358	0.0297728	0.0043368	0.00110238	0.028198	0.0094956	0.0439939	0.0184357	0.0158894	0.0017025	0.000721129	0.00499307	0.00562143	0.0266562	0.0115387	0.00246465	0.0136849	0.00811188	0.00123277	0.00540633	0.00355454	0.00324229	0.0224032	0.886065
17220	-3856.56	-3843.5	-13.059	0.0120103	0.0235505	0.043249	0.01536	0.00210951	0.00482556	0.00852647	0.0178804	0.0102188	0.00657472	0.00265792	0.00322087	0.00240698	0.00525311	0.00914306	0.0209124	0.0535174	0.0198548	0.00283819	0.0204036	0.0169582	0.00360593	0.00489805	0.00169585	0.00451082	0.0177411	0.0204396	0.00185581	0.00283293	0.0278616	0.00709926	0.00563467	0.0176316	0.0260624	0.00160762	0.000395338	0.000266689	0.00290205	0.0035057	0.0313648	0.0501626	0.00573719	0.0222166	0.0168725	0.00381156	0.0108714	4.03211e-05	0.0293796	0.00227235	0.000967692	0.0215089	0.0140308	0.0516125	0.0213644	0.0158894	0.000635232	0.00740085	0.00524211	0.0106036	0.00937749	0.00979054	0.00246465	0.00769066	0.00666247	0.000712467	0.00143684	0.00355454	0.00350698	0.0149631	0.834163
17230	-3854.57	-3841.3	-13.2632	0.00533022	0.026969	0.0462339	0.0104274	0.00210951	0.00774075	0.014811	0.0179008	0.0126611	0.00548372	0.00194898	0.00903465	0.00348294	0.000245413	0.0144501	0.0130022	0.0723102	0.0325109	0.00421609	0.0178919	0.0241067	0.00282269	0.00751139	0.00169585	0.00519464	0.00557389	0.0337176	0.00596096	0.00669728	0.0130992	0.0062211	0.00416361	0.0114189	0.0243636	0.0109171	0.0039548	0.000260801	0.00290205	0.00512115	0.0194063	0.0430712	0.00387761	0.0222166	0.0197941	0.00815066	0.00205821	0.000207916	0.043347	0.000780996	0.00160019	0.0206256	0.00737243	0.0444337	0.00898098	0.023895	0.00162022	0.00413643	0.00431715	0.00281366	0.016037	0.00423721	0.000494154	0.0153623	0.0123157	0.00121184	0.00567028	0.00355454	0.00213177	0.0164054	0.85459
17240	-3871.59	-3858.69	-12.8918	0.0211404	0.0265433	0.0259392	0.0104274	0.0037637	0.00692979	0.0135027	0.0162524	0.00356832	0.00109494	0.00188789	0.0071946	0.00220456	0.00395577	0.0132841	0.0183205	0.0830893	0.0332559	0.00688292	0.0225247	0.0156795	0.00228784	0.00277471	0.00169585	0.0107275	0.00651941	0.0165777	0.00567994	0.00816887	0.0149468	0.00850527	0.0109054	0.00758207	0.0103734	0.0105563	0.00468312	0.00273784	0.00258304	0.00161171	0.0180458	0.0366548	0.00628206	0.00390187	0.0205427	0.00815066	0.00384269	6.50507e-06	0.0440194	0.00314141	2.97348e-05	0.00917612	0.0174886	0.0451261	0.0191888	0.0190191	0.00105166	0.00227617	0.00148316	0.00463477	0.0131201	0.022768	0.0015645	0.0128359	0.00795653	0.000999084	0.00674421	0.00272868	0.000718127	0.0175937	0.81745
17250	-3853.14	-3840.96	-12.1798	0.00409461	0.02854	0.0341589	0.0168475	0.00294547	0.00942546	0.0153674	0.0106486	0.00796938	0.00353045	0.00441361	0.00423265	0.00220456	0.00153331	0.00491254	0.0104346	0.0599484	0.027712	0.00289799	0.013765	0.00712554	0.00206683	0.00722459	0.000293041	0.00441778	0.00799658	0.0166522	0.0034389	0.00512106	0.0089078	0.00531628	0.00915803	0.0160614	0.0128932	0.00248056	0.00690074	0.000727422	0.00644047	0.00249243	0.0188389	0.0300793	0.00465568	0.0186061	0.0156085	0.00169754	0.00384269	0.000985724	0.0440194	0.00168793	0.000732096	0.0249396	0.0122561	0.0737811	0.0135804	0.0152859	0.00226899	0.00193462	0.00506747	0.00684049	0.0152591	0.00128915	0.00147626	0.00674183	0.00328224	0.00100449	0.0043433	0.00272868	0.00451706	0.0176025	0.74625
17260	-3855.8	-3842.57	-13.2235	0.0110951	0.0297097	0.0381063	0.0168475	0.00294547	0.0118239	0.00767653	0.0208734	0.00740718	0.00312623	0.00279133	0.00423265	0.000517526	0.00153331	0.00655083	0.0166346	0.0919351	0.0250721	0.00948187	0.0176157	0.0166862	0.00206683	0.00401469	0.00449544	0.00753977	0.00750631	0.0296568	0.00858913	0.00711343	0.012472	0.00852729	0.00915803	0.00960663	0.00984552	0.00396382	0.000756615	0.000727422	0.00231402	0.00249243	0.0188389	0.047285	0.00465568	0.014916	0.0119738	0.0137016	0.00203357	0.000985724	0.0272084	0.000763638	4.21422e-06	0.0183778	0.00758573	0.0676552	0.0156291	0.0116296	5.64712e-05	0.00177623	0.00510101	0.0134545	0.00881597	0.0120863	0.00307585	0.0192058	0.00348647	0.00081785	0.00233362	0.00128071	0.00251693	0.0398553	0.850616
17270	-3868.53	-3855.41	-13.1216	0.00401037	0.0103507	0.055295	0.0129973	0.00294547	0.00837362	0.0139701	0.022075	0.00971779	0.00695768	0.00804098	0.00467235	0.00643082	0.00415979	0.00590221	0.00993633	0.0520456	0.0245436	0.00713	0.0198898	0.0165502	0.00206683	0.00954446	0.00449544	0.00482781	0.00750631	0.0335612	0.00836198	0.00280617	0.0105862	0.0056788	0.00531944	0.0190858	0.0209039	0.00294222	0.000756615	0.00271307	0.00286107	0.00552321	0.0255468	0.0289226	0.00465568	0.00956088	0.0205039	0.00219652	0.00158229	0.000985724	0.0191273	0.00286558	0.00025128	0.0348231	0.0111655	0.0564459	0.0156291	0.0208056	0.000205	0.00413964	0.00311904	0.0225833	0.0208789	0.00926152	0.00307585	0.0221017	0.00193543	0.00113378	0.00950814	0.00128071	0.0032759	0.0273267	0.840429
17280	-3861.7	-3848.52	-13.1802	0.0076371	0.0114743	0.0457702	0.0223306	0.00294547	0.00655266	0.0118216	0.0149458	0.00717626	0.00246222	0.0025617	0.00679435	0.00149337	0.00260878	0.00405362	0.0180532	0.0653542	0.0231751	0.00667961	0.0165582	0.0107622	0.0023015	0.00547255	0.00449544	0.00468837	0.00750631	0.0345131	0.00683391	0.00280617	0.0158673	0.0147596	0.00485268	0.0146679	0.0269849	0.00102574	0.00153875	0.00039579	0.0105822	0.00251481	0.0155366	0.034978	0.00441723	0.00956088	0.0150407	0.00823191	0.0123526	0.00633909	0.0322787	0.00286558	0.000152031	0.0568021	0.0159048	0.0583066	0.0147791	0.0153832	0.000431292	0.00146245	0.00491143	0.00389945	0.00920079	0.0106154	0.00502914	0.0153049	0.00193543	0.0017399	0.00246496	0.00225809	0.0032759	0.0278086	0.846284
17290	-3863.57	-3850.71	-12.8562	0.00664189	0.0170234	0.0458977	0.0214376	0.000962082	0.0078774	0.00869553	0.015439	0.00237254	0.00246222	0.0110693	0.00614527	0.00164345	0.00148199	0.00452694	0.0148982	0.0665381	0.0224598	0.00602701	0.0154118	0.00542011	0.00768778	0.0046074	2.23049e-05	0.00638438	0.0072414	0.0212529	0.0142924	0.00836984	0.0100707	0.0103556	0.0119564	0.0138551	0.0159627	0.00752413	0.00482509	0.00386006	0.00305001	0.00644291	0.0162874	0.0407301	0.00441723	0.00949053	0.0124115	0.00583929	0.00606984	0.000990364	0.0333236	0.00323145	0.00519533	0.025519	0.00975383	0.0614209	0.0135879	0.0135588	0.000797801	0.00448839	0.00302472	0.00751651	0.0206399	0.00893568	0.00691884	0.028985	0.00604777	0.0017399	0.00342735	0.00225809	0.00105206	0.0140369	0.813888
17300	-3854.2	-3841.35	-12.8526	0.00664189	0.0189144	0.0511883	0.0142105	0.000595442	0.00301864	0.0110645	0.0210729	0.00986816	0.00186939	0.00112389	0.00240808	0.00491201	0.00148199	0.00439488	0.0124774	0.06146	0.034286	0.00637513	0.0192412	0.00677899	0.00830471	0.0172914	0.000751184	0.0087914	0.00617508	0.028509	0.00433903	0.00713343	0.01118	0.00838716	0.00238498	0.0139629	0.00940744	0.00362354	0.00482509	0.000901912	0.00452228	0.002593	0.0294245	0.0496499	0.00450335	0.013726	0.0110321	0.00435229	0.00606984	0.000990364	0.029935	0.00323145	0.00206302	0.0293343	0.0170339	0.0481069	0.0155583	0.0223643	0.000645968	0.00448839	0.00497634	0.011541	0.01316	0.00451189	0.00255385	0.0140362	0.00261962	0.000189485	0.00552629	0.0010586	0.00260969	0.0217641	0.813524
17310	-3852.8	-3839.54	-13.2511	0.0110782	0.0230111	0.0374929	0.0113944	0.000860891	0.00892541	0.0110645	0.00843428	0.0150902	0.00186939	0.00217346	0.00530717	0.00491201	0.00432793	0.00495368	0.0241374	0.0670469	0.0201492	0.00577181	0.0192412	0.0173427	0.0084659	0.0112241	0.000711543	0.00708648	0.00936047	0.0451695	0.0101351	0.00713343	0.0187164	0.00993606	0.00293449	0.0113384	0.0161407	0.00817193	0.00109833	0.00221537	0.00452228	0.002593	0.0160693	0.046057	0.00450335	0.014991	0.0112538	0.00550245	0.00786883	6.8475e-05	0.0187428	0.0034676	0.00308673	0.0307292	0.0180044	0.0546944	0.0162185	0.0159177	0.00505786	0.00448839	0.000869823	0.00400468	0.0177498	0.0130387	0.00255385	0.0185462	0.00261962	0.000852871	0.00552629	0.00502975	0.00255768	0.0217641	0.853373
17320	-3865.32	-3852.31	-13.0038	0.00802737	0.0199484	0.0336978	0.012947	0.00356284	0.00643725	0.0100014	0.0237053	0.0147352	0.00809146	0.00968885	0.00530717	0.00193499	0.00159765	0.00831462	0.0234743	0.0709735	0.019191	0.00507448	0.0179252	0.0156361	0.00370795	0.00778353	0.00157666	0.00859785	0.00610102	0.0137942	0.00959402	0.00656579	0.0195677	0.00392535	0.00997652	0.0262341	0.0139844	0.00610248	0.000844534	0.00110191	0.00548028	0.00322026	0.0232942	0.0337558	0.00208907	0.0141305	0.0122537	0.00715323	0.00325887	0.00563919	0.0441165	0.00170266	0.00308673	0.0119859	0.0124533	0.0577882	0.00624452	0.0211299	0.00207571	0.00530973	0.00184541	0.00400468	0.0177498	0.00617334	0.00576357	0.0185462	0.00771251	0.00266852	0.00115838	0.000599102	0.00794147	0.0185796	0.828641
17330	-3857.36	-3844.79	-12.5682	0.0087248	0.0187681	0.0412236	0.00888593	0.0023318	0.00890185	0.00906024	0.00848813	0.00673092	0.000618505	0.00435836	0.00515044	0.00205257	0.00159765	0.0152167	0.0152211	0.0617658	0.0286957	0.00736031	0.0194901	0.0169336	0.00324198	0.0121326	0.00157666	0.00765946	0.00851562	0.0179049	0.00498795	0.00691307	0.0115577	0.0158141	0.0040354	0.0262341	0.0241859	0.000506185	0.000846399	0.000235051	0.00548028	0.00180521	0.0203147	0.0325404	0.00279214	0.0141305	0.0116993	0.00746709	0.00366702	0.00091638	0.0401118	0.00170856	0.00607355	0.0172503	0.00794138	0.0537818	0.00591101	0.0162349	0.00176284	0.00530973	0.0015107	0.00400468	0.0126404	0.00678786	0.000556601	0.0177532	0.00771251	0.000116959	0.0113173	0.00209873	0.0025264	0.0232373	0.785085
17340	-3850.97	-3838.31	-12.6568	0.00632186	0.0249034	0.0411123	0.0122007	0.000587004	0.00494698	0.0201861	0.0173774	0.00673092	0.00163636	0.0070432	0.00667921	0.00100932	0.00159765	0.00640262	0.0124638	0.0646382	0.0130778	0.00736031	0.0140493	0.0151977	0.00904641	0.00986765	0.00230942	0.00792893	0.00510872	0.0199748	0.0013798	0.00691307	0.023775	0.00711171	0.00624594	0.010683	0.0142195	0.00302965	0.00355304	2.54432e-05	0.00741345	0.00135764	0.0178676	0.0519985	0.0028691	0.0117203	0.00768997	0.00208881	0.00179711	0.00136747	0.0317829	0.00239992	0.000456406	0.0220236	0.00875467	0.0632526	0.0214361	0.0212434	0.00235983	0.00530973	0.00370938	0.00174667	0.0180218	0.00678786	0.0051262	0.0134625	0.00638766	0.000263438	0.0044052	0.00085174	0.00806063	0.0232373	0.793944
17350	-3863.38	-3850.11	-13.2761	0.0104714	0.0242538	0.0441485	0.00295001	0.00354189	0.00734583	0.0201861	0.0166119	0.00653318	0.00114322	0.0070432	0.00596978	0.00218005	0.00088139	0.00287132	0.0185615	0.0742218	0.0272756	0.00333287	0.0170617	0.0222727	0.00435769	0.00553019	0.00230942	0.00602979	0.00393243	0.0290684	0.00487267	0.00254981	0.0160409	0.0145032	0.00677776	0.0240002	0.0155342	0.00649387	0.00411375	0.000511403	0.00367365	0.00290848	0.0270835	0.0373921	0.00365982	0.00675	0.0114401	0.0185716	0.000868129	0.00136747	0.0261297	0.00123355	0.0016811	0.0280792	0.0182255	0.058705	0.0179773	0.0150511	0.0022382	0.00695022	0.000784751	0.00340829	0.0147184	0.0108809	0.00659456	0.0245846	0.00425807	0.00197421	0.0044052	0.000628447	0.00493267	0.0232373	0.855877
17360	-3845.3	-3832.35	-12.9493	0.0101188	0.024592	0.0459141	0.0169963	0.00411537	0.00442946	0.0123582	0.0140367	0.00666813	0.000913124	0.00376703	0.00400899	0.00350806	0.00113657	0.00817033	0.0124753	0.0643339	0.0262259	0.00229894	0.0170617	0.0162049	0.00588652	0.00689393	0.00187968	0.00334173	0.00907551	0.0249969	0.00423593	0.00528466	0.0143694	0.00812402	0.0100416	0.0187671	0.0127894	0.00649316	0.00200354	0.000511403	0.00340864	0.00290848	0.0273229	0.0374245	0.00365982	0.0192011	0.0172458	0.00467491	0.00389007	0.000121265	0.0322956	0.00123355	0.00104532	0.041579	0.01422	0.0484584	0.0150299	0.0150511	0.000694104	0.00695022	0.000784751	0.00340829	0.015608	0.0108809	0.00105227	0.0111348	0.00425807	0.00197421	0.00183949	0.000628447	0.00528433	0.0358946	0.823191
17370	-3864	-3850.42	-13.5784	0.00938745	0.0298031	0.0424035	0.0169963	0.00331285	0.00802123	0.0206363	0.0140367	0.00823278	0.00370205	0.00752665	0.00294212	0.00672798	0.00238157	0.00933322	0.0107937	0.0532146	0.0229677	0.0129614	0.0300346	0.0233362	0.00276205	0.00352713	3.20367e-05	0.00335447	0.00907551	0.0298586	0.010739	0.00314289	0.0185125	0.0121891	0.00421861	0.0248891	0.0221823	0.00500989	0.00423159	0.000583343	0.00527768	0.00290848	0.0163216	0.0495202	0.00957026	0.0140342	0.0157367	0.00594711	0.00151949	0.000367771	0.0322956	0.00583892	0.00104532	0.0208431	0.0139386	0.0487908	0.0142507	0.0202723	5.86452e-05	0.00695022	0.00320759	0.00899388	0.0076971	0.00572558	0.00105227	0.0139343	0.020159	0.00197421	0.00391544	8.18028e-06	0.00192573	0.0389648	0.886106
17380	-3866.86	-3853.67	-13.1938	0.0101614	0.0219264	0.0513019	0.020999	0.00229557	0.00445544	0.00692462	0.0134732	0.0116487	0.00403054	0.013298	0.00577367	0.00659448	0.00238157	0.0125728	0.0137948	0.0396232	0.0253318	0.0108402	0.0243507	0.0192299	0.00140002	0.00677687	0.00637633	0.00722565	0.00449041	0.0226188	0.00384021	0.00963537	0.0117771	0.0078624	0.00985578	0.0102655	0.013235	0.0063102	0.00423159	0.0018861	0.00828881	0.00290848	0.0253006	0.0379193	0.00370293	0.0104555	0.0115373	0.00594711	0.00811927	0.000367771	0.0235389	0.001473	0.00407284	0.0326007	0.013769	0.0727365	0.0241855	0.0177712	9.88886e-05	0.00372961	0.00320759	0.00183912	0.0233821	0.0102251	0.000636258	0.0186743	0.00124095	0.000744437	0.00391544	0.00573117	0.00243952	0.0182872	0.847641
17390	-3859.36	-3846.2	-13.1602	0.00995689	0.0230569	0.0436753	0.0117574	0.00116933	0.00557865	0.00777091	0.0250048	0.0110462	0.00116515	0.00377252	0.00713014	0.001966	0.00117249	0.00883769	0.0250112	0.0797716	0.0252245	0.00921121	0.0173651	0.0211764	0.00663967	0.00257059	0.000504672	0.00786755	0.00886473	0.0246243	0.00575437	0.00963537	0.0117038	0.00728664	0.0037556	0.0125681	0.0177607	0.0012055	0.00479832	0.000966594	0.00302489	0.00378369	0.0253006	0.0303357	0.00360685	0.0112464	0.0340141	0.00593993	0.00283338	0.00087083	0.0422119	0.001473	0.00125416	0.0185521	0.013769	0.0454668	0.0108364	0.0140419	0.00596531	0.00161011	0.000972009	0.00183912	0.0288169	0.00372398	0.00666389	0.0140476	0.00124095	0.00354989	0.00521868	0.00446736	0.00679806	0.0234869	0.844289
17400	-3864.43	-3851.52	-12.9087	0.00543268	0.0235982	0.0362986	0.00980271	0.00116933	0.00909922	0.0160001	0.0239633	0.00435112	0.000138592	0.00675151	0.00551828	0.001966	0.00115849	0.00940189	0.010407	0.0659145	0.0162164	0.00523784	0.0197517	0.0238348	0.00495359	0.0109048	0.000826658	0.00271475	0.0121564	0.0213734	0.00554644	0.00689542	0.0422858	0.00889454	0.00730696	0.0125681	0.0295232	0.00431225	0.00279244	0.000966594	0.00661272	0.00281483	0.0170144	0.0310611	0.00360685	0.0155769	0.0245534	0.00593993	0.00234535	0.00318538	0.0220322	0.0011719	0.000400331	0.0372235	0.0130595	0.0545704	0.012542	0.00782549	0.00240962	0.00567062	0.00484511	0.00596249	0.00802074	0.00372398	0.00666389	0.0114133	0.00393447	0.000379657	0.00434533	0.00123419	0.00547313	0.0234869	0.819133
17410	-3862.64	-3849.85	-12.7862	0.00811481	0.0220031	0.0359306	0.0100545	0.000425801	0.00819118	0.0104083	0.0117548	0.00295124	0.000933244	0.00572129	0.00275959	0.001966	0.00313839	0.00111795	0.00995419	0.0600917	0.021395	0.00523784	0.0172224	0.0126284	0.00495359	0.0164452	0.00312605	0.00283894	0.0121564	0.0276227	0.00344322	0.00170705	0.019142	0.00889454	0.00893268	0.00597305	0.02206	0.00431225	0.00568137	0.00186762	0.00661272	0.00395121	0.0186419	0.0460926	0.00305683	0.0160545	0.0146407	0.00689632	0.00464527	0.00104888	0.0215307	0.00323115	0.00970095	0.0341478	0.0130595	0.0570184	0.0161485	0.015981	0.00312101	0.00270862	0.00118042	0.007144	0.0188467	0.013454	0.00689599	0.0142266	0.00616477	4.72434e-06	0.0138088	0.000135883	0.000931355	0.0246458	0.806885
