Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	TL
5060	-3867.31	-3854.45	-12.8631	0.0158386	0.0229102	0.027608	0.00869278	0.00274551	0.00770338	0.00954531	0.0107587	0.00964469	0.00591462	0.00256516	0.00922202	0.00403506	0.0111273	0.00899968	0.0217069	0.0556294	0.023559	0.00832011	0.0135228	0.0118546	0.00213398	0.020435	0.000124833	0.00210948	0.0121652	0.0293989	0.0138467	0.00467011	0.0149393	0.0116797	0.00744989	0.00765169	0.0144011	0.00253331	0.00310094	0.00027472	0.00416975	0.00366806	0.0289743	0.0331408	0.00582857	0.00591526	0.0178777	0.00599387	0.00354007	0.00281813	0.022433	0.00465212	0.000662795	0.0240039	0.0108088	0.0634728	0.0210103	0.00667805	0.00082548	0.00439319	0.000257788	0.000182152	0.0208255	0.0221907	0.000128522	0.0175225	0.00193997	0.00202163	0.00331061	0.00362898	0.00318238	0.0297012	0.814578
5070	-3861.59	-3848.33	-13.2546	0.0176317	0.0165642	0.0320416	0.0185024	0.00116111	0.00225204	0.00954531	0.020666	0.00799482	0.00591462	0.00617724	0.00938295	0.00162651	0.00318809	0.0103037	0.0216455	0.0785223	0.0334271	0.0114341	0.0192375	0.0127967	0.00458578	0.00281953	0.000124833	0.0130177	0.00835134	0.026907	0.0107696	0.00482578	0.0191094	0.0129233	0.00744989	0.0172601	0.016425	0.0011886	0.000984842	0.0014579	0.00416975	0.00337835	0.0191629	0.0309012	0.0068574	0.00591526	0.0220018	0.00582005	0.00740358	0.0017235	0.0211268	0.00120434	0.00190048	0.0326012	0.00539876	0.0655774	0.0136511	0.00622447	0.00317554	0.00439319	0.00210843	0.00655578	0.00732941	0.0221907	0.000160004	0.021029	0.000478906	0.00114366	0.00242466	0.00146569	0.00697755	0.0310569	0.853724
5080	-3861.68	-3848.25	-13.438	0.00443567	0.0187995	0.0327821	0.0080939	0.00168548	0.00870411	0.00954531	0.0281612	0.00561213	0.00160167	0.0032421	0.0103077	0.00198819	0.00358298	0.0165071	0.0191098	0.0720097	0.0346323	0.00430971	0.0147614	0.0101528	0.00458578	0.00930543	0.000110721	0.00432133	0.0154478	0.0266226	0.0107696	0.00605063	0.0144813	0.0129233	0.00410192	0.0118694	0.0186291	0.00322793	0.000916007	0.000412004	0.00416975	0.000238726	0.011862	0.0471836	0.0119952	0.0150354	0.00835042	0.00383306	0.00384082	0.0017235	0.0302168	0.00374563	0.00309639	0.0319924	0.00709583	0.0646462	0.0225794	0.0120405	0.00317554	0.00439319	0.00200202	0.0030863	0.00903486	0.0152443	0.00581133	0.0237608	0.00818673	0.00114366	0.00325869	0.00134131	0.00164835	0.0525311	0.872063
5090	-3865.19	-3852.23	-12.9609	0.0100267	0.0257015	0.0346396	0.0105135	8.70251e-05	0.00314049	0.00907363	0.0243791	0.00561213	0.00411814	0.0032421	0.0125495	0.00518021	0.0052183	0.00664673	0.0148897	0.049082	0.0259452	0.00510901	0.0136969	0.00908559	0.00458578	0.00868171	0.00237254	0.00532762	0.0100544	0.0277746	0.00926172	0.0114392	0.0175939	0.0119134	0.00568318	0.0168418	0.00592647	0.00186823	0.0211951	0.000412004	0.00443945	0.00169353	0.0220313	0.0294252	0.00557104	0.00331779	0.0129613	0.0025328	0.00737885	0.0007388	0.0307174	0.00374563	0.001979	0.0324393	0.00709583	0.0716701	0.0188132	0.00840764	0.00157478	0.00411031	0.00059976	0.00437197	0.0155957	0.00719218	0.000441468	0.0237551	0.00238384	0.00136767	0.00479861	1.20868e-05	0.0017958	0.0525311	0.824357
5100	-3859.94	-3846.84	-13.1009	0.0112586	0.0160895	0.0532321	0.00624632	0.000891112	0.0161652	0.00512581	0.0216441	0.00608009	0.0044339	0.00474703	0.00841883	0.00147753	0.00105987	0.0100883	0.0223289	0.0677408	0.0186058	0.00629527	0.0255864	0.0150987	0.0011081	0.00365378	0.000457369	0.00564146	0.0101962	0.0356716	0.00556316	0.00445956	0.019487	0.00958694	0.00582518	0.0114725	0.00998098	0.0040181	0.00458897	0.00381307	0.00443945	0.00333577	0.0183526	0.0303028	0.00557104	0.00763741	0.013293	0.00591299	0.00442931	0.000299717	0.0197469	0.00244391	0.00470306	0.0255727	0.00722808	0.0679412	0.0188132	0.0197	0.00219317	0.00411031	0.0013685	0.00437197	0.0120409	0.0119896	0.00482247	0.0175004	0.00430398	0.000593057	0.008167	0.00249677	0.00103491	0.0455003	0.838354
5110	-3864.41	-3850.88	-13.5309	0.00795756	0.0218024	0.0448126	0.00874306	0.00407534	0.0108179	0.0158622	0.0155941	0.0107089	0.00556854	0.00367626	0.0055642	0.00693489	0.00116101	0.0183788	0.0205048	0.0719342	0.0219116	0.00529167	0.0269359	0.00735146	0.00357941	0.01286	0.000457369	0.00287881	0.00673415	0.0245524	0.00304246	0.00614019	0.0100143	0.00428934	0.00600292	0.0136591	0.0246636	0.00364425	0.00478072	5.12777e-05	0.00607635	0.00302564	0.0162085	0.0491015	0.0103249	0.00668071	0.0198877	0.00196373	0.00373917	0.000299717	0.0359477	0.00655752	0.00398366	0.0243275	0.00633092	0.0512819	0.0236225	0.0183597	0.00155613	0.00557556	0.00746742	0.00214785	0.0189833	0.0122102	2.60478e-05	0.0181082	0.00213604	0.000998595	0.00354729	0.00183009	0.00146863	0.0546439	0.881356
5120	-3865.04	-3851.79	-13.2488	0.00746306	0.0276078	0.0310486	0.01809	0.00094132	0.0108276	0.0164246	0.0164163	0.00523973	0.000339789	0.00367626	0.00271712	0.00418337	0.00801102	0.0108076	0.0123004	0.080525	0.0273662	0.00529167	0.0118065	0.00869033	0.00357941	0.00703972	0.00144667	0.00318641	0.00520548	0.0237933	0.00515468	0.0031779	0.0293782	0.0177826	0.0047381	0.0155833	0.0284656	0.00618248	0.000558706	0.0020366	0.00478993	0.00211432	0.016963	0.0423575	0.0101285	0.0148748	0.0138685	0.00197782	0.00257453	0.00547642	0.0239952	0.00655752	0.000584223	0.0438432	0.0070374	0.041877	0.0190233	0.0163355	0.000553328	0.00557556	0.00525593	0.00144026	0.0175179	0.010058	0.000318493	0.0162862	0.00148977	0.000278208	0.0130188	0.000386895	0.00206654	0.0374323	0.85314
5130	-3858.08	-3844.87	-13.21	0.00746306	0.0267006	0.043084	0.017462	0.00094132	0.0078852	0.0163536	0.0244013	0.0121233	0.00229903	0.000903207	0.00794321	0.0025157	0.00319766	0.0143916	0.0218764	0.0836641	0.0240754	0.00478474	0.0133292	0.0183782	0.00357941	0.00703972	0.000545014	0.00887199	0.00574255	0.0217755	0.00288959	0.00513326	0.0154309	0.00940791	0.0047381	0.00925545	0.0290416	0.00407067	0.00320796	0.00268004	0.00478993	0.00211432	0.0190735	0.0580296	0.0023768	0.00526615	0.023126	0.00197782	0.00139149	0.00040317	0.0331331	0.0041559	0.00626757	0.0260773	0.00977605	0.0436809	0.0139449	0.0225604	0.000399938	0.00455857	0.00390554	0.00884323	0.00963858	0.010058	0.000318493	0.0141051	0.000186131	0.00331591	0.00185809	0.00040375	0.0012497	0.0250924	0.849261
5140	-3851.72	-3838.66	-13.0578	0.00468288	0.0267006	0.0401096	0.0157449	0.00094132	0.00329033	0.00808176	0.0179302	0.00779653	0.00427134	0.00343491	0.00470203	0.00298187	0.00331017	0.00824305	0.0264168	0.0823749	0.0330836	0.00406177	0.0170096	0.0145252	0.00374455	0.00803279	0.00146992	0.00485182	0.00574255	0.0204459	0.00719983	0.000842227	0.0154762	0.00516332	0.0047381	0.0111702	0.0252669	0.00413661	0.00325054	0.00268004	0.00375827	0.00569742	0.0277754	0.0397765	0.00771247	0.00328686	0.0129901	0.00462357	0.00444175	0.000540101	0.0314014	0.00240329	0.0012241	0.0237201	0.0155926	0.0509109	0.0139449	0.0123125	0.000349157	0.00343627	0.00390554	0.00322487	0.0131667	0.0142106	0.000958158	0.0174518	0.00352684	0.000578188	0.00386513	0.00151447	0.0149258	0.0369165	0.834047
5150	-3862.27	-3849.61	-12.6528	0.0125656	0.0157522	0.0372116	0.00986733	0.00377046	0.005127	0.0217699	0.00874144	0.00779653	0.00169939	0.00247363	0.00340468	0.00463495	0.00331017	0.00540664	0.0114153	0.0588837	0.0330519	0.00256396	0.0211999	0.0234352	0.00380108	0.00787006	0.00125892	0.0120289	0.00857211	0.0297098	0.00610141	0.00597254	0.0144127	0.00516332	0.00375998	0.0106251	0.0131993	0.00249711	0.00432584	0.00192554	0.0111871	0.000747455	0.027488	0.0276916	0.00202696	0.0102985	0.012404	0.00669233	0.00353471	0.000656419	0.0172297	0.00240329	0.0012241	0.0260679	0.0178567	0.0476958	0.0220491	0.00768276	0.00317098	0.0139767	0.00334002	0.00302613	0.0124314	0.0142106	0.00228368	0.0137409	0.000759218	0.0004463	0.00632162	0.000331024	0.00792562	0.0413371	0.793543
5160	-3854.39	-3841.33	-13.0598	0.0125656	0.017545	0.0533197	0.0102391	0.00175729	0.00451373	0.00736019	0.0150933	0.00523723	0.00180326	0.00153385	0.0101552	0.00332165	0.00190213	0.00970434	0.0146071	0.0664967	0.0198193	0.00256396	0.0212897	0.00920753	0.00153962	0.0133709	0.00125892	0.00356931	0.00891568	0.0317161	0.00939158	0.0174835	0.0251132	0.00842636	0.00381699	0.0131363	0.0168408	0.00491932	0.00301014	0.000977714	0.0104292	0.00253404	0.0256578	0.0372092	0.00427721	0.0145681	0.0175977	0.00550919	0.00198629	0.00216911	0.0171074	0.00240329	0.0012241	0.0311929	0.0101742	0.058616	0.0145523	0.00623634	0.00317098	0.00563345	0.00355675	0.00302613	0.0115393	0.00866744	0.00228368	0.0176463	0.0116002	0.000888098	0.00540256	0.00387453	0.00439413	0.0355973	0.834247
5170	-3859.29	-3846.23	-13.0615	0.00422471	0.0310314	0.0400426	0.00618104	0.00137291	0.0111485	0.0120698	0.00882713	0.007234	0.00180326	0.0124328	0.00642269	0.00113508	0.00190213	0.00715956	0.0233665	0.0575967	0.0360715	0.00262123	0.0107917	0.0158212	0.00369392	0.00914466	0.00157172	0.00701492	0.00740502	0.033857	0.00482368	0.00610302	0.0202631	0.00735998	0.00488852	0.0135038	0.0155535	0.00491932	0.00301014	0.000618028	0.0104292	0.00202947	0.0234481	0.0301312	0.00277734	0.0145681	0.0122876	0.0128659	0.00202979	0.00216911	0.0437095	0.000707643	0.00460221	0.0238534	0.0162203	0.0532805	0.019541	0.0081029	0.00266268	0.0107503	0.000727526	0.00510476	0.00980313	0.0130554	0.00196672	0.0130593	0.00477203	0.000888098	0.0125821	0.00902358	0.00383905	0.0204432	0.834418
5180	-3864.5	-3851.52	-12.9763	0.0074095	0.0411546	0.0225625	0.00947116	0.00137291	0.00766061	0.0120698	0.0203172	0.00614249	0.00569193	0.00975675	0.00528578	0.00421891	0.00276313	0.00715956	0.0269322	0.0409655	0.0259197	0.00262123	0.0105444	0.0193562	0.00163051	0.00248713	0.00232266	0.00535181	0.00708782	0.0272642	0.00482368	0.00676195	0.0226765	0.00823634	0.00747742	0.0113795	0.0105918	0.00722155	0.00227214	0.000618028	0.00514793	0.00202947	0.0234481	0.0429801	0.00277734	0.020375	0.0119337	0.00216747	0.00285008	6.4836e-05	0.0260786	0.00330554	0.00110901	0.0233914	0.00753448	0.0707804	0.0134631	0.00547503	0.000848841	0.0132912	0.00116645	0.00510476	0.00980313	0.0207149	0.00043792	0.0203686	0.0111922	0.00155724	0.00867559	0.00902358	0.00278398	0.0384382	0.825897
5190	-3857.69	-3844.74	-12.9415	0.0101639	0.0271946	0.0436687	0.00645223	0.000885634	0.00522358	0.00604186	0.0174102	0.00532784	0.00339455	0.00205758	0.00335018	0.000362385	0.0124287	0.00737012	0.024642	0.050772	0.0302147	0.0086075	0.0107803	0.0126577	0.00163051	0.00606317	0.00223961	0.00898881	0.0153034	0.0241353	0.00421269	0.00372511	0.0194666	0.0132213	0.00456864	0.00966386	0.0256218	0.00722155	0.00227214	0.00642094	0.00514793	0.00175003	0.0223105	0.037234	0.00364083	0.0126613	0.00974267	0.00229699	0.00285008	0.00308114	0.0344463	0.00576114	0.00821338	0.0280322	0.0120075	0.068513	0.0134631	0.00557504	0.00139793	0.00443158	0.00569786	0.00285202	0.0179354	0.0213169	0.000128047	0.00980448	0.00645639	0.00155724	0.00326446	0.00342794	0.00278398	0.0208695	0.822413
5200	-3860.17	-3847.29	-12.878	0.00529883	0.0195284	0.0362775	0.00981755	0.000887031	0.0021647	0.00561761	0.0140498	0.00688392	0.00333186	0.00552211	0.0114439	0.00808579	0.00333571	0.00723866	0.032143	0.094802	0.0238459	0.00430051	0.0121546	0.0132205	0.00178353	0.00535586	0.00223961	0.000714102	0.00673814	0.0273375	0.00448885	0.0125003	0.0172133	0.0101061	0.0149364	0.00772518	0.0188711	0.00358716	0.00234989	0.00243012	0.00310079	0.00254065	0.0133427	0.0356065	0.00364083	0.012243	0.012973	0.00479552	0.00551673	0.00281425	0.0240182	0.00576114	0.00182017	0.0184925	0.0147547	0.0555366	0.0242859	0.00511232	0.000974954	0.00447074	0.00347113	0.0078606	0.0106195	0.0226128	0.000778436	0.00980448	0.00606944	0.00155724	0.00468481	0.00185088	0.00754275	0.0290815	0.816062
5210	-3855.77	-3842.25	-13.5178	0.0091055	0.0316891	0.0466258	0.017939	0.00115687	0.00339651	0.00820951	0.0113515	0.0130118	0.00314517	0.00813376	0.00663248	0.00147305	0.00271269	0.00737424	0.0184214	0.0709102	0.0312121	0.00679755	0.0222722	0.0191618	0.00319647	0.0106489	0.000702787	0.00507158	0.00642497	0.0273375	0.00308885	0.0123595	0.0128829	0.00348031	0.00559982	0.0104956	0.0190343	0.00451312	0.00240271	0.000727466	0.00499543	0.00202914	0.0374822	0.0357195	0.00135378	0.0196442	0.0217954	0.0115682	0.00476878	0.00281425	0.027497	0.00576114	0.00182017	0.0151137	0.0219829	0.062897	0.00931817	0.00850991	0.000782862	0.00447074	0.00780693	0.00274991	0.0252243	0.0160978	0.000778436	0.0116743	0.00455556	0.00122316	0.00848124	0.00623359	0.00459065	0.0216067	0.880046
5220	-3876.01	-3862.56	-13.4468	0.00874803	0.0442647	0.0380183	0.0118992	0.00647782	0.00333749	0.010154	0.00923242	0.00633834	0.000987288	0.00743458	0.00663248	0.000484529	0.00678315	0.0139997	0.00955849	0.0623979	0.0299948	0.00427651	0.0167373	0.00902684	0.0036518	0.00700423	0.000702787	0.00538952	0.00445849	0.0262461	0.005462	0.00127048	0.0173211	0.0197596	0.00261543	0.0123083	0.00803331	0.00490598	0.000669201	0.000126657	0.00399436	0.00202914	0.0298669	0.0404075	0.00107509	0.00583433	0.0116221	0.00612422	0.00343387	0.000797656	0.047547	0.00705039	0.00182017	0.0311045	0.0173737	0.0674764	0.0241152	0.00417993	0.006863	0.00668917	0.00867634	0.00626346	0.0245388	0.0160978	0.00389968	0.00687499	0.00657363	0.000647629	0.00403342	0.00623359	0.014623	0.0283652	0.872941
5230	-3858.11	-3844.92	-13.1919	0.0132798	0.0250006	0.0518839	0.0133956	0.000273076	0.00609243	0.0121911	0.0215899	0.0139984	9.24218e-05	0.00757662	0.011538	0.00134014	0.000563857	0.0131747	0.0208095	0.0616744	0.0254471	0.0067813	0.0252367	0.0154321	0.00234218	0.0092348	0.000702787	0.00538952	0.00754462	0.0180294	0.00886027	0.00946581	0.0117884	0.0115723	0.00847701	0.00237494	0.0149745	0.00427828	0.00158727	0.00030712	0.00418276	0.00377114	0.0288285	0.0381855	0.0120704	0.0111585	0.0215709	0.0063325	0.00343387	0.00142912	0.0308282	0.000865186	0.00182011	0.0148005	0.0154803	0.0501886	0.010199	0.0063934	0.00110502	0.0073672	0.00456687	0.00298128	0.0136674	0.0134459	0.00109142	0.0134208	0.00640422	0.00341178	0.00929584	0.00396125	0.00119332	0.0397003	0.847452
5240	-3857.8	-3844.72	-13.0787	0.0132798	0.0244716	0.0530159	0.00470046	0.000133786	0.0104749	0.00749203	0.020193	0.00561323	0.00492122	0.00516277	0.00425033	0.0111369	0.00393731	0.0109741	0.0222515	0.0700755	0.0291245	0.0067813	0.0252367	0.00924586	0.00477526	0.00760386	0.000702787	0.003458	0.00978588	0.0187076	0.0107652	0.00690582	0.0129443	0.0113177	0.00847701	0.00871676	0.013018	0.00427828	0.00131068	7.90511e-05	0.0135875	0.00430522	0.0170164	0.047391	0.00399501	0.0154153	0.0119004	0.00592167	0.0048256	0.000126824	0.0270133	0.00256538	0.00205143	0.018939	0.00898087	0.0633658	0.0143293	0.00566777	0.00105954	0.0073672	0.00499045	0.00691719	0.0215216	0.0100371	0.00109142	0.00825326	0.000880762	0.000290074	0.0057722	0.00477616	0.0119176	0.0185402	0.836131
5250	-3849.81	-3836.9	-12.911	0.00576725	0.0169376	0.0436077	0.0148991	0.00149399	0.00631169	0.00881516	0.0167631	0.00328669	0.00227734	0.0034372	0.00425033	0.00195011	0.00460472	0.0175334	0.0117626	0.0703954	0.0257365	0.00496792	0.0198244	0.0209055	0.00888298	0.00537134	0.000702787	0.00552547	0.0147023	0.0325757	0.00602666	0.0145043	0.0157746	0.00747601	0.00707923	0.0106442	0.0226764	0.00352256	0.00141278	0.0001418	0.00334694	0.00201049	0.0175953	0.0274472	0.00419746	0.0154123	0.0144798	0.00552796	0.00618112	0.00036207	0.0223638	0.00256538	0.00205143	0.032929	0.0118602	0.0444035	0.0130169	0.00520169	0.000914134	0.00347696	0.000511891	0.00224155	0.013691	0.0204398	0.00155354	0.020359	0.00177512	0.000118695	0.00744951	0.00342476	0.0119176	0.0379932	0.819366
5260	-3847.26	-3834.74	-12.5217	0.00897175	0.0212061	0.0347863	0.00675091	0.00342362	0.00286107	0.00881516	0.0110657	0.00450355	0.00227734	0.00258649	0.00745262	0.00206426	0.000896284	0.0076431	0.016736	0.0872698	0.0197958	0.00496792	0.011107	0.016369	0.00168042	0.00471316	0.00214719	0.00775632	0.00821388	0.0296699	0.00602666	0.00881722	0.0157746	0.005302	0.00658644	0.0106442	0.023327	0.00432054	0.00141278	0.000392483	0.00264604	0.00407846	0.0201411	0.0342545	0.00234537	0.0119411	0.0203125	0.00392089	0.00196724	0.00499379	0.0228752	0.00236818	0.00128514	0.0214601	0.0205699	0.059282	0.0137585	0.0151252	0.000500815	0.00197938	0.000792474	0.00224155	0.018631	0.0079125	0.00180937	0.0162476	0.00943547	0.00204086	0.00355619	0.00342476	0.00389305	0.0263147	0.780439
5270	-3859.45	-3846.25	-13.1923	0.0091191	0.017935	0.0391029	0.00952616	0.000239617	0.0101425	0.0110502	0.019358	0.00979603	0.00965277	0.00520571	0.00564707	0.00206426	0.00510534	0.0076431	0.021938	0.0625369	0.0188851	0.00376504	0.0326396	0.0182165	0.00611311	0.00595957	0.00214719	0.00590185	0.0103672	0.022557	0.00602666	0.0012186	0.0156614	0.0143522	0.00773901	0.0171373	0.0209421	0.00921611	0.0014401	0.000490404	0.00735411	0.00345593	0.0228932	0.0326899	0.00358296	0.0251035	0.0140585	0.00381934	0.00280549	0.000656184	0.0333901	0.00313319	0.0113628	0.0226386	0.0260173	0.0477277	0.0137585	0.00699546	0.00449029	0.00197938	0.00143877	0.000578925	0.0140559	0.029287	0.000948637	0.0108698	0.000890552	0.000307852	0.00756597	0.00399836	0.0038534	0.0189518	0.847498
5280	-3858.17	-3844.95	-13.2285	0.0066229	0.0234615	0.0561999	0.00952017	0.000734354	0.00744547	0.0121355	0.0203659	0.00961889	0.00252825	0.00681604	0.005375	0.00268181	0.00455331	0.00844988	0.0155207	0.0628793	0.0133684	0.00727818	0.0201483	0.0154064	0.00611311	0.00595957	0.00117384	0.00774694	0.00597315	0.0247152	0.00483818	0.00362295	0.017603	0.00371716	0.006829	0.0192233	0.0138114	0.00471855	0.00122871	0.00362945	0.00224763	0.00345593	0.0228932	0.0309675	0.00358296	0.0078321	0.03449	0.00347466	0.00494991	0.000155346	0.0330517	0.00336073	0.0113628	0.0322354	0.0193717	0.0506242	0.0225239	0.00439463	0.000545414	0.00522752	0.000877759	0.00126289	0.0136693	0.0232108	0.000948637	0.0218898	0.000203216	0.00488219	0.00317918	0.00399836	0.00676871	0.0314601	0.851112
5290	-3867.31	-3853.86	-13.4508	0.00795538	0.0234615	0.0381517	0.0135721	0.000734354	0.00371156	0.00630154	0.0266396	0.00158585	0.00292915	0.00451581	0.00444547	0.0145585	0.000708121	0.00430478	0.0177184	0.0711359	0.0238426	0.00727818	0.0109637	0.0154064	0.00611311	0.0128265	0.00521459	0.00774694	0.0129957	0.0246972	0.00296432	0.00362295	0.0156834	0.00501744	0.00604367	0.0192233	0.0139136	0.00471855	0.00172447	0.00362945	0.00522893	0.00174917	0.0277707	0.0379006	0.00435851	0.0131162	0.0227511	0.00723937	0.00699548	0.00620715	0.0245876	0.00336073	0.00100569	0.0115133	0.0193717	0.0676446	0.0314187	0.0139513	0.000839148	0.00205327	0.00221249	0.00169927	0.0332091	0.0217258	0.000529398	0.0138707	0.00289607	4.52946e-06	0.00799274	0.00754532	0.0013458	0.0251951	0.873345
5300	-3853.57	-3841.34	-12.2273	0.00658476	0.0240468	0.0581784	0.0108142	0.00109131	0.00591114	0.0120327	0.0118788	0.00392302	0.00328434	0.00472009	0.00702808	0.00107452	0.0023657	0.0128525	0.0131563	0.0597271	0.0218462	0.00519864	0.0121604	0.0250529	0.00228538	0.00524409	0.00521459	0.00421307	0.0129957	0.0220398	0.0134661	0.00884464	0.0138845	0.011874	0.00323985	0.0137468	0.010465	0.00471855	0.00172447	0.00362945	0.00471777	0.00124651	0.0112174	0.0302947	0.00220446	0.0109203	0.0126905	0.00723937	0.00303242	0.00181102	0.0286395	0.00336073	0.00391379	0.0115133	0.00479294	0.0411745	0.0183318	0.00606407	0.000839148	0.00283713	0.00221249	0.0016304	0.0185083	0.01611	0.00250743	0.0229372	0.00289607	0.000595567	0.00234924	0.00754532	0.0043727	0.0219789	0.750999
5310	-3852.41	-3839.2	-13.207	0.0105439	0.0217442	0.04447	0.0157812	0.00109131	0.00825764	0.00517641	0.0173366	0.00562779	0.00328434	0.00711072	0.00375011	0.00320181	0.00108073	0.00771716	0.0194904	0.0783049	0.0223918	0.00989881	0.0214217	0.0224006	0.0049975	0.00168049	0.000621335	0.00378417	0.00613904	0.0166333	0.0109916	0.00959798	0.0237657	0.00628037	0.00933943	0.013975	0.0237588	0.00312512	0.00109385	0.00327163	0.00608102	0.000917635	0.0212641	0.0423015	0.00896271	0.00548603	0.0178901	0.0111367	0.00576506	0.00181102	0.0194469	0.00336073	0.00160693	0.0311024	0.0126501	0.058139	0.016382	0.01223	0.000100425	0.00283713	0.00306998	0.00141397	0.0235005	0.01611	0.000392753	0.0123126	0.00893326	0.00079238	0.00291363	0.00456916	0.0043727	0.0219789	0.848969
5320	-3851.77	-3838.7	-13.0691	0.00541659	0.0216807	0.0421081	0.0157812	0.000676522	0.00913174	0.00517641	0.0160132	0.0099529	0.00105769	0.0031056	0.00339585	0.00300487	0.00108073	0.0111876	0.0142634	0.0859865	0.0300525	0.00537285	0.0198189	0.014208	0.0049975	0.00577376	0.000621335	0.00597925	0.00456937	0.0273947	0.00646496	0.0026204	0.0185093	0.00411535	0.00747984	0.0136234	0.0183292	0.00692078	0.00229387	0.00213586	0.00739729	0.0056911	0.0197756	0.0349559	0.00409011	0.0182303	0.0178901	0.0128588	0.00597413	0.000481222	0.0287307	0.00531527	0.00113614	0.0237729	0.0184471	0.0509977	0.00321543	0.00523013	0.00156746	0.00283713	0.00306998	0.00216668	0.0235005	0.0231401	0.000445217	0.00990217	0.00480052	0.000676007	0.00422944	0.00414919	0.00553345	0.0346656	0.835174
5330	-3865.17	-3851.8	-13.3764	0.0060173	0.0320078	0.0438246	0.0132208	0.000676522	0.00148703	0.00825513	0.0141837	0.00981354	0.00739372	0.00257286	0.00468325	0.00445385	0.0106221	0.00472798	0.0207486	0.0630083	0.0319755	0.00157412	0.0175407	0.0137801	0.0164415	0.00462668	0.00571608	0.00859653	0.0174592	0.0261433	0.00395268	0.00487462	0.014847	0.00589624	0.00369148	0.00633891	0.0232283	0.00329532	0.00197699	0.000274565	0.00411757	0.00369678	0.0165835	0.0338861	0.0156977	0.0142449	0.0293985	0.00457405	0.00163318	0.000601905	0.0261062	0.00531527	0.0030439	0.0300487	0.0136864	0.0658689	0.0148118	0.00205852	0.00156746	0.0061788	0.00336546	0.00289367	0.0221379	0.0136013	0.000445217	0.0101427	0.00480052	0.000445491	0.00282346	0.00622276	0.00211668	0.043867	0.865909
5340	-3865.46	-3852.57	-12.8978	0.0100135	0.0233195	0.0416781	0.00924057	0.000503945	0.00133309	0.0111762	0.0141961	0.00981354	0.00631098	0.0015388	0.00686908	0.00379719	0.00153047	0.0105448	0.0185452	0.0736052	0.0289591	0.00545012	0.0175407	0.01379	0.00996678	0.00517107	0.00571608	0.0033414	0.012239	0.0227084	0.00340845	0.0112969	0.0136166	0.00607726	0.00971647	0.00785504	0.0220409	0.00329532	0.000284252	0.000274565	0.00871199	0.00225109	0.00995942	0.0307039	0.0156977	0.0157036	0.0230445	0.00457405	0.014241	0.000611633	0.0418654	0.00213501	0.00263011	0.0272568	0.0136864	0.0431266	0.014663	0.0022546	0.00106375	0.000968285	0.00287138	0.0019342	0.006584	0.0126359	0.00725719	0.0155022	0.00400781	0.000404778	0.0055045	0.00844863	0.00239222	0.0285863	0.818043
5350	-3870.11	-3856.99	-13.1232	0.0148642	0.0333719	0.023003	0.0111344	0.0031822	0.00149709	0.0108327	0.0141961	0.00652102	0.00223813	0.00203256	0.0044066	0.00379719	0.00135682	0.0189245	0.0165542	0.0862635	0.0287445	0.0143346	0.0215422	0.0143192	0.00652693	0.00166001	0.00140922	0.00340367	0.00603089	0.0307764	0.00437318	0.0114145	0.0135393	0.0181805	0.00497082	0.0100343	0.00793243	0.00227371	0.00657056	0.000508074	0.0081062	0.00199635	0.0133486	0.0469563	0.00351385	0.0161239	0.0139243	0.00198409	0.00671199	0.00305229	0.0418654	0.00309372	0.00552309	0.0269612	0.0136864	0.0430822	0.0129671	0.00274831	0.000961979	0.00121923	0.0017269	0.0052142	0.0146987	0.0126359	0.00126264	0.0187979	0.00724994	0.000553161	0.0017524	0.00844863	0.00911462	0.0285863	0.840589
