Iteration	Posterior	Likelihood	Prior	alpha	birth_rate	clock_rate	death_rate	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	log_clock_rate	pi[1]	pi[2]	pi[3]	pi[4]	turnover
7930	-3883.49	-3623.55	-259.937	0.447613	0.412973	0.000926078	0.363568	0.0494051	0.106707	0.232929	0.0628236	0.0459236	0.476351	0.0752658	0.0241395	0.216348	0.778062	2.98145	-3.03335	0.172143	0.339948	0.333129	0.15478	0.363568
7940	-3883.29	-3621.44	-261.857	0.39297	0.384077	0.000988968	0.341073	0.0430036	0.101402	0.22135	0.109412	0.0436407	0.452672	0.0715243	0.0157134	0.176485	0.72356	3.08424	-3.00482	0.179354	0.354187	0.274074	0.192386	0.341073
7950	-3887.07	-3626.56	-260.506	0.409707	0.48713	0.0010913	0.451191	0.0359396	0.120904	0.232425	0.0704626	0.0469775	0.431708	0.0975221	0.0181393	0.188969	0.741574	3.05132	-2.96206	0.189628	0.337845	0.277033	0.195494	0.451191
7960	-3874.47	-3612.51	-261.956	0.426953	0.779672	0.000976847	0.748763	0.0309092	0.115536	0.197837	0.114832	0.0448915	0.433713	0.0931918	0.0207871	0.201588	0.758874	3.01875	-3.01017	0.188882	0.336518	0.304611	0.16999	0.748763
7970	-3876.64	-3620.04	-256.599	0.496114	0.434318	0.00101834	0.391017	0.0433013	0.108129	0.187866	0.0987151	0.0410635	0.483005	0.081221	0.0326698	0.249371	0.81742	2.90054	-2.99211	0.186282	0.338341	0.306261	0.169116	0.391017
7980	-3877.04	-3619.03	-258.015	0.430733	0.621162	0.00105603	0.570988	0.0501736	0.0976687	0.195607	0.117795	0.0399801	0.48666	0.0622883	0.0213862	0.204318	0.762505	3.01179	-2.97633	0.18651	0.337529	0.306637	0.169324	0.570988
7990	-3879.85	-3622.19	-257.659	0.489884	0.659463	0.000999249	0.631102	0.0283608	0.0975972	0.231322	0.126844	0.0472798	0.421932	0.0750243	0.0315284	0.245261	0.812766	2.91045	-3.00033	0.187033	0.336816	0.314622	0.161529	0.631102
8000	-3886.14	-3631.12	-255.017	0.547189	0.353912	0.00113728	0.296534	0.0573782	0.0829141	0.168723	0.189726	0.0581999	0.428781	0.0716566	0.0424329	0.28161	0.851784	2.82417	-2.94413	0.193974	0.342787	0.310523	0.152716	0.296534
8010	-3884.89	-3621.34	-263.551	0.392862	0.539454	0.000950752	0.50223	0.0372246	0.0761839	0.185033	0.175343	0.0527031	0.456598	0.0541401	0.0156982	0.176404	0.723439	3.08446	-3.02193	0.195256	0.336657	0.314362	0.153725	0.50223
8020	-3874.54	-3615.05	-259.494	0.476337	0.390259	0.000955848	0.360574	0.0296841	0.0946334	0.166566	0.124103	0.0474432	0.518518	0.0487367	0.0290903	0.236188	0.802257	2.93247	-3.01961	0.206744	0.331851	0.309874	0.151531	0.360574
8030	-3879.79	-3618.39	-261.401	0.414938	0.419767	0.000962841	0.388206	0.0315603	0.0860998	0.15548	0.120034	0.0431649	0.47176	0.123461	0.0189271	0.192824	0.746952	3.0413	-3.01645	0.209968	0.334404	0.308638	0.14699	0.388206
8040	-3880.99	-3618.06	-262.934	0.365154	0.451134	0.00108007	0.407701	0.0434326	0.0861457	0.155668	0.11946	0.043188	0.472012	0.123526	0.0120249	0.155289	0.690642	3.14204	-2.96655	0.205499	0.364459	0.291306	0.138736	0.407701
8050	-3876.72	-3615.72	-261.001	0.433194	0.883941	0.0010555	0.854455	0.0294864	0.0862546	0.168208	0.123329	0.0633202	0.472609	0.0862788	0.0217799	0.206088	0.76484	3.00729	-2.97654	0.21873	0.302562	0.324272	0.154436	0.854455
8060	-3883.21	-3621.58	-261.635	0.478109	0.424532	0.000885474	0.395359	0.0291734	0.0878215	0.200209	0.10729	0.0550854	0.479096	0.0704981	0.0294057	0.237385	0.803663	2.92955	-3.05282	0.211541	0.309779	0.332007	0.146672	0.395359
8070	-3884.84	-3621.85	-262.986	0.399261	0.428602	0.00081003	0.39414	0.0344625	0.0806687	0.15913	0.0676717	0.0758773	0.528297	0.088355	0.016608	0.181204	0.73048	3.07171	-3.0915	0.243422	0.321939	0.288295	0.146344	0.39414
8080	-3882.15	-3619.83	-262.324	0.406344	0.37508	0.000906126	0.326232	0.0488479	0.0935031	0.184448	0.121148	0.0567887	0.447891	0.0962223	0.0176402	0.186479	0.738055	3.05783	-3.04281	0.211847	0.335375	0.300327	0.152452	0.326232
8090	-3888.72	-3628.4	-260.32	0.425943	0.426946	0.000882752	0.387686	0.0392595	0.0991631	0.195613	0.0611542	0.0602263	0.472473	0.111371	0.020628	0.200855	0.757894	3.02062	-3.05416	0.197198	0.354559	0.286805	0.161438	0.387686
8100	-3889.02	-3625.74	-263.28	0.423044	0.403746	0.000817013	0.374064	0.0296815	0.0990368	0.180672	0.094636	0.0601496	0.454277	0.111229	0.0201745	0.198751	0.75506	3.02602	-3.08777	0.199567	0.33246	0.285604	0.182369	0.374064
8110	-3887.62	-3623.4	-264.215	0.378265	0.417136	0.000868052	0.380703	0.0364328	0.0987085	0.19496	0.0827501	0.0599502	0.452771	0.11086	0.0137077	0.165343	0.706647	3.1143	-3.06145	0.181721	0.339872	0.291972	0.186435	0.380703
8120	-3889.43	-3623.91	-265.526	0.348468	0.481402	0.00105019	0.441183	0.040219	0.110573	0.230403	0.115642	0.0393861	0.407623	0.0963734	0.0100352	0.142364	0.668907	3.17869	-2.97873	0.17944	0.342833	0.299903	0.177824	0.441183
8130	-3883.96	-3623.57	-260.39	0.440401	0.41073	0.000955048	0.356976	0.0537535	0.126761	0.192124	0.0964291	0.0618923	0.46011	0.0626832	0.0229481	0.211241	0.771544	2.99427	-3.01997	0.178205	0.301882	0.343313	0.1766	0.356976
8140	-3886.6	-3624.54	-262.058	0.416636	0.642917	0.000973182	0.593709	0.0492079	0.126069	0.153317	0.138871	0.0615547	0.457847	0.0623413	0.0191857	0.19407	0.748672	3.03807	-3.01181	0.192399	0.325926	0.308214	0.173461	0.593709
8150	-3883.03	-3618.64	-264.395	0.368877	0.390065	0.000894679	0.358249	0.0318156	0.0811298	0.158	0.142199	0.0618547	0.468821	0.0879947	0.0124924	0.158154	0.69528	3.13407	-3.04833	0.190756	0.348236	0.3123	0.148709	0.358249
8160	-3897.38	-3639.64	-257.746	0.472821	0.519526	0.0010069	0.479284	0.0402425	0.124157	0.175417	0.161049	0.0556891	0.383881	0.0998065	0.0284677	0.233803	0.799438	2.93829	-2.99702	0.19438	0.354852	0.318233	0.132534	0.479284
8170	-3890.02	-3629.75	-260.268	0.500404	0.38886	0.000894484	0.340339	0.0485212	0.0782086	0.161403	0.0968493	0.0522298	0.548655	0.0626548	0.0334626	0.252179	0.820562	2.8938	-3.04843	0.192696	0.358308	0.317732	0.131263	0.340339
8180	-3894.13	-3633.9	-260.234	0.457525	0.430549	0.00088112	0.400931	0.0296175	0.0981248	0.177383	0.0696062	0.056764	0.485172	0.11295	0.025812	0.223285	0.786721	2.96418	-3.05497	0.229068	0.34192	0.303201	0.125811	0.400931
8190	-3893.77	-3631.14	-262.633	0.409573	0.208783	0.000989362	0.142381	0.0664021	0.100893	0.18264	0.0715701	0.0563643	0.502367	0.0861653	0.0181193	0.18887	0.741435	3.05158	-3.00464	0.214001	0.337839	0.299582	0.148578	0.142381
8200	-3886.38	-3622.96	-263.42	0.421525	0.706683	0.000945226	0.671276	0.035407	0.102405	0.181735	0.0958329	0.077932	0.456357	0.0857384	0.0199383	0.197644	0.753561	3.02886	-3.02446	0.206943	0.34479	0.2897	0.158567	0.671276
8210	-3888.92	-3623.35	-265.567	0.345375	0.740896	0.00101105	0.676673	0.0642239	0.077345	0.184952	0.0800413	0.0664033	0.496206	0.0950527	0.0096857	0.139955	0.6647	3.18566	-2.99523	0.193457	0.339369	0.315228	0.151946	0.676673
8220	-3898.53	-3638.6	-259.937	0.504208	0.750121	0.000858219	0.714483	0.0356385	0.0707284	0.194262	0.105636	0.0726969	0.469755	0.0869214	0.0341703	0.254654	0.823306	2.88787	-3.0664	0.190944	0.33043	0.303584	0.175042	0.714483
8230	-3891.03	-3627.12	-263.912	0.381512	0.286983	0.000948037	0.246054	0.0409285	0.114403	0.167401	0.0806957	0.0461568	0.535038	0.0563056	0.0141401	0.167816	0.710474	3.10757	-3.02317	0.18155	0.333295	0.308596	0.176559	0.246054
8240	-3891.67	-3629.8	-261.877	0.40191	0.413849	0.0009539	0.376653	0.0371954	0.0969862	0.171966	0.103426	0.0340287	0.510063	0.0835313	0.016991	0.183182	0.733339	3.06649	-3.0205	0.179305	0.365498	0.28954	0.165657	0.376653
8250	-3892.23	-3627.89	-264.341	0.410734	0.622747	0.000913995	0.58128	0.041467	0.0981913	0.193611	0.146978	0.056978	0.444828	0.0594135	0.0182929	0.189728	0.742639	3.04934	-3.03906	0.19504	0.338877	0.30555	0.160533	0.58128
8260	-3892.32	-3628.49	-263.824	0.447823	0.307905	0.000790876	0.262733	0.0451717	0.090994	0.186592	0.136205	0.0528016	0.41931	0.114097	0.0241745	0.216496	0.778249	2.98108	-3.10189	0.187655	0.374926	0.286759	0.15066	0.262733
8270	-3898.44	-3632.58	-265.86	0.49517	0.639579	0.000800331	0.613337	0.0262423	0.102538	0.188994	0.147112	0.0573447	0.436071	0.0679399	0.032496	0.248751	0.816722	2.90203	-3.09673	0.193634	0.35501	0.295896	0.155461	0.613337
8280	-3885.96	-3626.14	-259.822	0.520518	0.404927	0.000888842	0.359669	0.0452582	0.0997878	0.18134	0.172015	0.0558066	0.424933	0.0661177	0.0372507	0.265099	0.834642	2.86301	-3.05118	0.192876	0.343494	0.303211	0.160419	0.359669
8290	-3881.6	-3617.74	-263.853	0.388664	0.296515	0.000884893	0.258666	0.037849	0.107277	0.201923	0.0803985	0.0599949	0.484036	0.0663711	0.0151136	0.173238	0.718717	3.09293	-3.05311	0.216569	0.326603	0.296803	0.160025	0.258666
8300	-3889.46	-3626.61	-262.844	0.459904	0.672745	0.000790055	0.645793	0.0269527	0.100224	0.188647	0.130977	0.0560505	0.452213	0.0718884	0.0262193	0.224936	0.788749	2.9601	-3.10234	0.199837	0.325794	0.31474	0.159628	0.645793
8310	-3881.01	-3621.73	-259.278	0.473893	0.535615	0.000814342	0.504706	0.0309081	0.117252	0.167791	0.143913	0.061705	0.440276	0.0690633	0.0286571	0.234531	0.800302	2.93651	-3.08919	0.195048	0.325519	0.314475	0.164958	0.504706
8320	-3890.68	-3631.15	-259.531	0.498327	0.391154	0.000992413	0.348039	0.0431155	0.103413	0.198737	0.11792	0.052339	0.432594	0.0949965	0.0330782	0.250823	0.819048	2.89705	-3.00331	0.190366	0.34171	0.306926	0.160998	0.348039
8330	-3890.56	-3629.19	-261.373	0.459348	0.367959	0.000762455	0.324835	0.0431235	0.0974285	0.234534	0.104317	0.0617663	0.389848	0.112107	0.0261239	0.224551	0.788277	2.96105	-3.11779	0.204494	0.336354	0.302116	0.157036	0.324835
8340	-3891.68	-3627.98	-263.707	0.418253	0.306555	0.000879215	0.275604	0.0309513	0.141873	0.179463	0.0825268	0.047263	0.481409	0.0674643	0.0194334	0.195255	0.7503	3.03501	-3.0559	0.168866	0.351418	0.315646	0.164069	0.275604
8350	-3881.67	-3618.74	-262.928	0.470248	0.218892	0.000833258	0.17695	0.0419423	0.0958846	0.206851	0.099264	0.0568484	0.460006	0.0811467	0.0280149	0.23205	0.797352	2.94258	-3.07922	0.192534	0.311606	0.326269	0.169591	0.17695
8360	-3878.88	-3619.13	-259.75	0.463766	0.698057	0.00100171	0.677015	0.021042	0.103218	0.174574	0.0924138	0.062288	0.480153	0.0873531	0.026885	0.227605	0.792002	2.95351	-2.99926	0.18368	0.34829	0.292244	0.175786	0.677015
8370	-3878.94	-3619	-259.938	0.443877	0.528854	0.00104138	0.475637	0.0532172	0.106708	0.180477	0.0955386	0.0445936	0.482376	0.0903067	0.0235195	0.213708	0.774709	2.98806	-2.98239	0.201087	0.302313	0.329015	0.167585	0.475637
8380	-3880.28	-3618.54	-261.74	0.384851	0.81716	0.00107402	0.792276	0.0248847	0.0886233	0.183588	0.0991546	0.0462814	0.500006	0.0823464	0.014591	0.170352	0.714353	3.1007	-2.96899	0.199895	0.322506	0.311008	0.166591	0.792276
8390	-3886.81	-3624.04	-262.767	0.347471	1.00161	0.00109079	0.97714	0.0244675	0.082465	0.189144	0.136772	0.0335805	0.481414	0.0766243	0.00992185	0.141588	0.667557	3.18093	-2.96226	0.201773	0.357125	0.293435	0.147667	0.97714
8400	-3876.08	-3616.07	-260.015	0.417019	0.762083	0.00103935	0.714663	0.0474197	0.106684	0.185476	0.118626	0.0821699	0.434701	0.0723427	0.0192443	0.194351	0.749059	3.03735	-2.98324	0.184445	0.334732	0.319859	0.160964	0.714663
8410	-3877.84	-3616.31	-261.53	0.433851	0.717927	0.00103624	0.694499	0.0234275	0.0905198	0.145527	0.115483	0.0594402	0.521701	0.0673286	0.0218855	0.20656	0.765459	3.0061	-2.98454	0.183662	0.333311	0.318501	0.164526	0.694499
8420	-3878.89	-3618.9	-259.988	0.441389	0.421728	0.000913759	0.387182	0.0345458	0.0933593	0.187606	0.095916	0.0613048	0.495096	0.0667174	0.02311	0.211943	0.772448	2.9925	-3.03917	0.172634	0.328546	0.337698	0.161122	0.387182
8430	-3880.17	-3617.86	-262.301	0.407707	0.53233	0.00100676	0.498565	0.0337648	0.111981	0.196995	0.0822589	0.0643726	0.48564	0.0587536	0.0178417	0.187489	0.739487	3.05518	-2.99708	0.174018	0.323164	0.340405	0.162413	0.498565
8440	-3886.76	-3627.26	-259.495	0.48689	0.531296	0.000947657	0.485552	0.0457443	0.100694	0.179227	0.156943	0.0578841	0.4556	0.0496529	0.0309843	0.243271	0.810489	2.91526	-3.02335	0.171599	0.318672	0.350897	0.158831	0.485552
8450	-3879.05	-3618.89	-260.157	0.464679	0.41994	0.000879236	0.393297	0.0266429	0.110953	0.197488	0.0710471	0.0637817	0.502019	0.0547118	0.0270431	0.228233	0.792763	2.95196	-3.05589	0.197004	0.304988	0.315896	0.182112	0.393297
8460	-3874.33	-3613.55	-260.781	0.455129	0.455565	0.000953466	0.417905	0.0376598	0.106461	0.189492	0.136505	0.0611995	0.435162	0.0711799	0.0254041	0.221617	0.784658	2.96832	-3.02069	0.181147	0.344623	0.29047	0.18376	0.417905
8470	-3887.94	-3623.01	-264.925	0.470217	0.704	0.000807477	0.655645	0.0483548	0.113412	0.199076	0.12849	0.059965	0.44781	0.0512478	0.0280094	0.232028	0.797326	2.94264	-3.09287	0.187462	0.340283	0.290809	0.181446	0.655645
8480	-3882.31	-3619.6	-262.702	0.424477	0.518528	0.000829736	0.487887	0.0306406	0.126842	0.185775	0.100492	0.0595664	0.444833	0.0824913	0.0203982	0.199792	0.756465	3.02334	-3.08106	0.187022	0.343043	0.314277	0.155658	0.487887
8490	-3878.35	-3616.36	-261.996	0.441277	0.33788	0.000899829	0.306703	0.0311774	0.12692	0.187596	0.0982309	0.0596032	0.445108	0.0825422	0.0230916	0.211864	0.772346	2.9927	-3.04584	0.182064	0.33395	0.305946	0.17804	0.306703
8500	-3873.8	-3616.77	-257.029	0.538268	0.61993	0.00100112	0.581462	0.0384686	0.111123	0.198364	0.103869	0.0630245	0.445641	0.0779782	0.0406813	0.276166	0.846233	2.83692	-2.99951	0.173987	0.333736	0.314351	0.177926	0.581462
8510	-3874.31	-3615.81	-258.5	0.476416	0.366801	0.00100188	0.326451	0.0403499	0.106804	0.170789	0.110385	0.0669781	0.471723	0.0733209	0.0291043	0.236241	0.802319	2.93234	-2.99918	0.176257	0.321306	0.318744	0.183694	0.326451
8520	-3872.9	-3610.5	-262.395	0.450302	0.57112	0.000969181	0.547788	0.0233315	0.12281	0.177359	0.118013	0.053662	0.453431	0.0747238	0.0245893	0.218239	0.780444	2.97673	-3.0136	0.176257	0.321306	0.318744	0.183694	0.547788
8530	-3885.66	-3621.22	-264.436	0.398896	0.29438	0.000862717	0.250888	0.0434914	0.119178	0.222248	0.1284	0.0732284	0.392888	0.0640576	0.0165554	0.180931	0.730083	3.07243	-3.06413	0.178275	0.336355	0.308528	0.176843	0.250888
8540	-3884.99	-3624.05	-260.936	0.481172	0.430728	0.000928109	0.385978	0.0447496	0.103053	0.209417	0.111236	0.0575909	0.458345	0.0603594	0.0299534	0.239447	0.80607	2.92453	-3.0324	0.178529	0.319915	0.308057	0.193499	0.385978
8550	-3877.81	-3618.4	-259.413	0.517204	0.642145	0.000869583	0.603127	0.0390173	0.102652	0.189428	0.120975	0.0648312	0.454166	0.0679477	0.036619	0.262999	0.832394	2.86799	-3.06069	0.209268	0.328	0.294812	0.16792	0.603127
8560	-3878.87	-3614.94	-263.924	0.415261	0.425682	0.00101529	0.363121	0.0625608	0.0924865	0.170669	0.126208	0.0721305	0.458516	0.0799907	0.0189762	0.193061	0.74728	3.04068	-2.99341	0.1841	0.360172	0.29798	0.157748	0.363121
8570	-3885	-3627.44	-257.559	0.585566	0.352757	0.000842916	0.313157	0.0395998	0.0843814	0.200558	0.0899301	0.0710977	0.498086	0.0559462	0.0501452	0.304153	0.873772	2.77193	-3.07422	0.215693	0.340942	0.29404	0.149325	0.313157
8580	-3880.2	-3619.08	-261.114	0.453627	0.35258	0.000938735	0.29783	0.0547498	0.113037	0.219932	0.07683	0.0779655	0.45324	0.0589958	0.0251496	0.220568	0.783356	2.97093	-3.02746	0.216358	0.324063	0.294946	0.164633	0.29783
8590	-3884.12	-3620.23	-263.897	0.375431	0.486023	0.000980738	0.444976	0.0410471	0.0740037	0.153969	0.100167	0.0598187	0.541479	0.0705614	0.0133354	0.163179	0.703264	3.12022	-3.00845	0.206195	0.33506	0.284517	0.174228	0.444976
8600	-3891.38	-3624.29	-267.095	0.422551	0.681298	0.000867695	0.640918	0.0403802	0.0890239	0.197824	0.123341	0.0615469	0.448553	0.079711	0.0200977	0.198392	0.754574	3.02694	-3.06163	0.202603	0.367731	0.277546	0.15212	0.640918
8610	-3887.52	-3626.43	-261.092	0.489142	0.697303	0.000985711	0.667749	0.0295539	0.106566	0.143825	0.160324	0.0464469	0.482684	0.0601546	0.0313933	0.244768	0.812204	2.91163	-3.00625	0.192637	0.321029	0.328039	0.158295	0.667749
8620	-3870.25	-3612.41	-257.84	0.508496	0.576936	0.00105946	0.549595	0.0273408	0.0879745	0.203502	0.0906573	0.0634136	0.477441	0.0770119	0.0349731	0.257426	0.826353	2.88125	-2.97492	0.206213	0.343653	0.285906	0.164229	0.549595
8630	-3871.93	-3612.16	-259.773	0.502597	0.414075	0.000831411	0.371958	0.0421164	0.0961864	0.175722	0.0991196	0.0693329	0.475438	0.0842005	0.0338702	0.253608	0.822149	2.89037	-3.08018	0.197689	0.344826	0.290574	0.16691	0.371958
8640	-3885.46	-3622.6	-262.856	0.393292	0.448298	0.00101368	0.412297	0.0360012	0.135651	0.183005	0.109539	0.060861	0.437032	0.0739119	0.0157586	0.176727	0.723918	3.0836	-2.9941	0.186371	0.335349	0.282588	0.195691	0.412297
8650	-3885.2	-3622.62	-262.582	0.439661	0.426927	0.000913242	0.379837	0.0470906	0.118489	0.137655	0.0915124	0.0529494	0.541211	0.0581822	0.022827	0.210714	0.770864	2.9956	-3.03941	0.21512	0.291506	0.338145	0.155229	0.379837
8660	-3891.48	-3629.92	-261.558	0.409188	0.396368	0.000844148	0.351742	0.044626	0.114163	0.148945	0.0881709	0.0682949	0.52145	0.0589763	0.018062	0.188586	0.741035	3.05232	-3.07358	0.210922	0.32881	0.315311	0.144956	0.351742
8670	-3897.56	-3641.8	-255.753	0.555549	0.519628	0.00109644	0.474279	0.0453494	0.0783587	0.163152	0.140469	0.030502	0.50488	0.0826375	0.0440897	0.286642	0.856829	2.81244	-2.96001	0.189389	0.334074	0.340317	0.136221	0.474279
8680	-3897.23	-3635.27	-261.961	0.423258	0.282018	0.000997468	0.21446	0.0675587	0.0655014	0.132241	0.123447	0.0602103	0.55162	0.066981	0.0202077	0.198906	0.755269	3.02562	-3.0011	0.209578	0.309461	0.318564	0.162398	0.21446
8690	-3888.32	-3625.69	-262.624	0.357624	0.63111	0.000857879	0.59823	0.0328801	0.0694677	0.186251	0.153686	0.0694654	0.437741	0.0833886	0.0111054	0.149472	0.68103	3.15839	-3.06657	0.207217	0.344312	0.287902	0.160569	0.59823
8700	-3886.53	-3627.8	-258.725	0.479429	0.516763	0.00109221	0.479934	0.0368292	0.0783544	0.210077	0.115084	0.0783518	0.424076	0.0940562	0.0296413	0.238274	0.804703	2.92738	-2.96169	0.208187	0.345924	0.283184	0.162705	0.479934
8710	-3884.87	-3624.93	-259.942	0.479741	0.356941	0.000938148	0.324422	0.0325199	0.0912576	0.148791	0.102154	0.0497195	0.493912	0.114165	0.0296971	0.238485	0.804949	2.92687	-3.02773	0.200154	0.330701	0.309554	0.159591	0.324422
8720	-3883.42	-3621.46	-261.951	0.469178	0.172007	0.000864912	0.110013	0.0619946	0.0970228	0.162257	0.108608	0.0528605	0.484682	0.0945694	0.0278274	0.231319	0.796478	2.94438	-3.06303	0.213872	0.343648	0.29196	0.150521	0.110013
8730	-3887.74	-3627.41	-260.332	0.498087	0.288349	0.000863708	0.22473	0.0636198	0.102273	0.231993	0.104256	0.0714496	0.398522	0.0915064	0.0330338	0.250665	0.818872	2.89743	-3.06363	0.173962	0.375914	0.28547	0.164654	0.22473
8740	-3888.5	-3625.88	-262.618	0.500946	0.799763	0.000886302	0.762527	0.037236	0.081522	0.186345	0.0927749	0.0635814	0.494347	0.0814295	0.0335632	0.252533	0.820955	2.89295	-3.05242	0.203157	0.326698	0.317756	0.152389	0.762527
8750	-3894.15	-3632.07	-262.078	0.54462	0.931891	0.000832008	0.897027	0.0348641	0.124437	0.168346	0.0981244	0.0559903	0.486202	0.0669006	0.0419267	0.28005	0.850204	2.82782	-3.07987	0.228981	0.318694	0.309972	0.142352	0.897027
8760	-3891.61	-3632.37	-259.24	0.568181	0.212284	0.000932433	0.161463	0.0508208	0.0944688	0.200433	0.0995006	0.0591481	0.4443	0.102149	0.0466189	0.294116	0.864175	2.79509	-3.03038	0.202696	0.323924	0.321797	0.151582	0.161463
8770	-3881.76	-3620.44	-261.327	0.492656	0.214752	0.000931519	0.167288	0.0474643	0.0927936	0.196879	0.147551	0.0580992	0.436421	0.0682554	0.0320348	0.247095	0.814851	2.90602	-3.03081	0.190383	0.334794	0.318851	0.155972	0.167288
8780	-3889.58	-3630.91	-258.678	0.625943	0.471911	0.000843099	0.428625	0.0432859	0.10041	0.20579	0.0955911	0.0628678	0.444943	0.0903989	0.058499	0.326389	0.893998	2.72111	-3.07412	0.19023	0.353399	0.305227	0.151144	0.428625
8790	-3881.33	-3620.52	-260.811	0.482059	0.344908	0.000934771	0.308987	0.0359209	0.0799127	0.17606	0.163188	0.0673845	0.436116	0.0773394	0.0301125	0.240042	0.806762	2.92308	-3.02929	0.201724	0.348382	0.300895	0.148999	0.308987
8800	-3884.41	-3621	-263.415	0.466355	0.505411	0.000945483	0.451008	0.0544033	0.0822334	0.146186	0.0928561	0.051593	0.567916	0.0592149	0.0273344	0.229385	0.794154	2.94913	-3.02435	0.207963	0.328228	0.310201	0.153607	0.451008
8810	-3885.52	-3623.04	-262.48	0.437258	0.392974	0.00081004	0.361438	0.0315352	0.0940008	0.167105	0.106144	0.0592721	0.465948	0.10753	0.0224357	0.208999	0.768644	2.99992	-3.09149	0.210646	0.362387	0.2989	0.128068	0.361438
8820	-3883.05	-3618.5	-264.55	0.400792	0.435619	0.000786662	0.396602	0.0390169	0.0919617	0.142167	0.117006	0.0579864	0.505172	0.0857074	0.0168288	0.182347	0.732136	3.06869	-3.10421	0.206054	0.350316	0.292384	0.151245	0.396602
8830	-3889.99	-3629.59	-260.407	0.475444	0.358914	0.000955537	0.305484	0.05343	0.0954316	0.154961	0.127535	0.0366335	0.503623	0.0818157	0.0289317	0.235583	0.801544	2.93394	-3.01975	0.191382	0.355897	0.312246	0.140476	0.305484
8840	-3892.82	-3635.3	-257.517	0.574786	0.377802	0.000907583	0.35235	0.0254521	0.0970702	0.157621	0.112555	0.0372626	0.512271	0.0832205	0.0479528	0.297963	0.867889	2.7862	-3.04211	0.184359	0.342836	0.337485	0.135321	0.35235
8850	-3885.71	-3619.85	-265.864	0.392589	0.229927	0.000785849	0.190054	0.039873	0.101969	0.18728	0.131219	0.0724373	0.430743	0.0763522	0.0156599	0.176199	0.723135	3.08501	-3.10466	0.199607	0.355108	0.289434	0.155851	0.190054
8860	-3878.12	-3617.34	-260.776	0.511438	0.350297	0.000850341	0.305905	0.0443917	0.0867675	0.207405	0.129054	0.0616385	0.403237	0.111898	0.0355267	0.259317	0.828416	2.87674	-3.07041	0.194164	0.357523	0.291402	0.156911	0.305905
8870	-3878.05	-3613.52	-264.526	0.382768	0.45113	0.000918293	0.414265	0.0368646	0.0802799	0.191897	0.119404	0.0570298	0.451437	0.0999518	0.0143089	0.168771	0.711939	3.10498	-3.03702	0.212655	0.339591	0.291039	0.156715	0.414265
8880	-3883.45	-3621.18	-262.269	0.431592	0.64052	0.000967047	0.597856	0.0426641	0.0935465	0.186532	0.078417	0.0776964	0.485454	0.0783549	0.0215234	0.204937	0.763323	3.01022	-3.01455	0.211861	0.34003	0.277025	0.171083	0.597856
8890	-3888.34	-3626.27	-262.072	0.354329	0.42661	0.00096362	0.385351	0.0412589	0.104134	0.164296	0.137745	0.0585203	0.448081	0.0872233	0.0107142	0.146918	0.676724	3.16564	-3.01609	0.17611	0.342357	0.312218	0.169315	0.385351
8900	-3877.04	-3623.8	-253.241	0.605121	0.509394	0.00110863	0.45757	0.0518237	0.0840089	0.205796	0.0972416	0.0472104	0.490274	0.0754696	0.054166	0.315107	0.883909	2.74682	-2.95521	0.20415	0.331114	0.300981	0.163755	0.45757
8910	-3877.85	-3617.97	-259.877	0.41097	0.812532	0.00106319	0.783816	0.0287157	0.0999182	0.182798	0.112533	0.0561509	0.458838	0.0897617	0.0183284	0.189903	0.742884	3.04888	-2.97339	0.209801	0.325056	0.316899	0.148243	0.783816
8920	-3884.29	-3623.46	-260.837	0.473633	0.696978	0.000927162	0.673702	0.0232763	0.120564	0.179307	0.111654	0.055436	0.453145	0.0798938	0.028611	0.234354	0.800092	2.93694	-3.03284	0.193048	0.343695	0.288275	0.174983	0.673702
8930	-3886.67	-3622.58	-264.089	0.382377	0.493534	0.000963576	0.456838	0.0366958	0.0904411	0.176808	0.109634	0.0497307	0.507051	0.0663355	0.0142562	0.168473	0.711483	3.10579	-3.01611	0.213203	0.321341	0.313682	0.151774	0.456838
8940	-3882.66	-3622.38	-260.28	0.531216	0.353188	0.000859814	0.314269	0.0389184	0.101056	0.168964	0.0885108	0.0555676	0.489089	0.0968121	0.0393092	0.271807	0.841717	2.84717	-3.0656	0.21774	0.320079	0.311003	0.151178	0.314269
8950	-3890.07	-3628.79	-261.28	0.494076	0.279175	0.000941536	0.227865	0.05131	0.0935408	0.124063	0.134628	0.048815	0.524514	0.0744393	0.0322952	0.248031	0.81591	2.90376	-3.02616	0.220395	0.351179	0.286501	0.141925	0.227865
8960	-3887.32	-3626.89	-260.433	0.496786	0.670676	0.000916644	0.635349	0.0353271	0.113161	0.162469	0.117936	0.0552543	0.48405	0.0671286	0.0327936	0.249813	0.817916	2.89948	-3.0378	0.206796	0.323978	0.328907	0.14032	0.635349
8970	-3895.73	-3634.43	-261.299	0.493612	0.273934	0.000927005	0.22356	0.0503733	0.0906301	0.174763	0.11607	0.0465684	0.491841	0.0801269	0.0322099	0.247725	0.815564	2.9045	-3.03292	0.21348	0.319433	0.321381	0.145706	0.22356
