Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	TL
100	-3878.03	-3864.76	-13.2679	0.0184148	0.0221081	0.0489282	0.0124031	0.0063669	0.00611601	0.00867024	0.00996022	0.00718423	0.00192734	0.00398609	0.00708438	0.0105296	0.00770708	0.00680234	0.0196415	0.0717232	0.0383006	0.00603484	0.0146371	0.00802411	0.00372557	0.00610596	0.00127492	0.00893136	0.0073711	0.0235271	0.0144047	0.0142135	0.0212346	0.00411828	0.00902141	0.018299	0.0114865	0.00770552	0.00199971	0.00378751	0.00714821	0.00317078	0.0577228	0.00429339	0.0301672	7.41678e-05	0.0042499	0.00351221	0.00142831	0.0178001	0.00171164	0.00099227	0.00134486	0.00474689	0.0192922	0.0143702	0.0180003	0.00321125	0.00452174	0.0080444	0.00630249	0.00247445	0.00800951	0.00349776	0.0301965	0.00212375	0.0186531	0.00981932	0.0059393	0.00647491	0.0297154	0.0322844	0.855051
110	-3876.97	-3864.09	-12.8779	0.0174795	0.0208441	0.0332606	0.00474073	0.00353383	0.00991651	0.00864381	0.00743705	0.00718423	0.00645906	0.0110388	0.0112598	0.00358707	0.00616034	0.00732358	0.0113478	0.0928352	0.0353144	0.00485989	0.0165127	0.00863921	0.00307214	0.0117946	0.00303066	0.0104417	0.0144367	0.027958	0.00262204	0.00683194	0.00692036	0.00610179	0.00736201	0.01011	0.0114865	0.000803316	0.00652911	0.00378751	0.0142693	0.00317078	0.0555793	0.00769982	0.0282494	7.41678e-05	0.0042499	0.00406411	0.00142831	0.0181197	0.00451157	0.00234063	0.00186407	0.0106456	0.0215383	0.00445754	0.0156266	0.00045354	0.00704759	0.0134288	0.00599941	2.45669e-05	0.00218417	0.00418758	0.0310886	0.00122008	0.0130017	0.012408	0.00416304	0.0217333	0.017274	0.022282	0.816052
120	-3870.69	-3858	-12.699	0.0171737	0.0266969	0.0355968	0.00839828	0.000794559	0.0112772	0.00674656	0.0116862	0.0162036	0.00534052	0.0110388	0.0099941	0.00358707	0.00265825	0.0124089	0.0164295	0.0725442	0.0188805	0.00485989	0.0200722	0.0110132	0.00287753	0.0083604	0.000136382	0.00717153	0.00944468	0.0253966	0.0049022	0.00364442	0.00960631	0.00703915	0.00339468	0.0130239	0.014211	0.00158131	0.00292435	0.00556633	0.0178708	0.00280485	0.0410063	0.00548524	0.0260762	7.34776e-05	0.0044642	0.00268115	0.0061566	0.0177112	0.00275784	0.000841036	0.00737044	0.0032756	0.0255689	0.0130454	0.0253327	0.00158341	0.00704759	0.0134288	0.00599941	0.00400319	0.00159902	0.00720704	0.0304395	0.00298603	0.0144374	0.00732099	0.00416304	0.0139555	0.0216427	0.017152	0.798169
130	-3867.7	-3855.21	-12.4916	0.0102126	0.0231504	0.0391218	0.00789604	0.00308419	0.0106741	0.0103966	0.0157539	0.0147762	0.00172916	0.00761784	0.0120744	0.000913746	0.00364231	0.00957386	0.0128685	0.0646155	0.0147649	0.00460334	0.0124291	0.014308	0.0058506	0.0083604	0.000480678	0.00489705	0.00944468	0.0234527	0.00447951	0.00701573	0.0191031	0.0091051	0.00339468	0.0130239	0.0142731	0.00978659	0.00233591	0.000509195	0.0160566	0.00280485	0.0383683	0.00213275	0.0267221	0.000172742	0.00218571	0.00161795	0.0061566	0.0249946	0.00852699	0.000429694	0.00364508	0.00318413	0.0229534	0.00644994	0.0256089	0.00158341	0.00704759	0.019547	0.00461394	0.000310053	0.00355843	0.00345249	0.0323484	0.00298603	0.0144374	0.0136804	0.000728531	0.0139555	0.0240985	0.0133445	0.777422
140	-3869.87	-3856.81	-13.0596	0.00499669	0.0239191	0.0425337	0.011558	0.000235702	0.00376184	0.0085259	0.0108925	0.0103635	0.00248282	0.00139317	0.00529932	0.0107328	0.00059594	0.00556038	0.0258185	0.0733418	0.032716	0.00623538	0.0135237	0.0180874	0.0130696	0.0083604	0.00023702	0.0169908	0.0149346	0.0166551	0.0119741	0.00206582	0.0103062	0.00839385	0.0102055	0.00577364	0.0141795	0.00706802	0.00233591	0.0047476	0.0211631	0.000700265	0.0581825	0.00213275	0.0388436	0.000269013	0.00369109	0.0044435	0.0013653	0.0203355	0.0105277	0.00474665	0.000207669	0.000963391	0.0250169	0.00671049	0.0202314	0.00221071	0.000694571	0.0177985	0.00684598	0.000310053	0.0117876	0.00345249	0.0252755	0.00171477	0.0119358	0.0149492	0.0046399	0.0137162	0.0230656	0.0164241	0.834224
150	-3861.23	-3847.86	-13.3696	0.00814172	0.0241452	0.0424241	0.017054	0.00142735	0.0140726	0.0123041	0.0116204	0.0081855	0.00349054	0.00727975	0.00439534	0.00516931	0.000616568	0.0112816	0.02292	0.0816849	0.022904	0.00493101	0.0135237	0.0171464	0.0064016	0.00655828	0.000792427	0.00333802	0.0149346	0.030987	0.00729304	0.00384663	0.0231826	0.00857237	0.00855858	0.013777	0.0181939	0.00953181	0.00238657	0.00686275	0.00602151	0.000700265	0.0581825	0.00128083	0.0375469	0.00356706	0.00805486	0.0044435	0.00480504	0.0210004	0.00454777	0.000642573	0.00262847	0.0030769	0.0287848	0.00787864	0.0137405	0.0030023	0.00247799	0.0177985	0.0069762	0.000422252	0.00219135	0.00437256	0.0194948	0.00171477	0.0124207	0.0212454	0.015011	0.0119997	0.015117	0.024148	0.86523
160	-3859.55	-3846.29	-13.2659	0.00942455	0.0259278	0.0424241	0.0146697	0.00337945	0.00660435	0.0141564	0.0133264	0.0081855	0.00333428	0.000838307	0.00439534	0.00259131	0.00247741	0.0111291	0.0170399	0.0816849	0.0306998	0.0116008	0.0259471	0.0167983	0.0064016	0.00655828	0.000981707	0.00556093	0.0115894	0.0257992	0.00758369	0.00633809	0.0095821	0.0064613	0.00362297	0.0100747	0.0136525	0.0049119	0.00238657	0.00192293	0.0176519	0.000512286	0.0527078	0.000165226	0.0382432	0.00034276	0.00502691	0.00650259	0.00647529	0.0107407	0.00157592	0.00161341	0.00174193	0.0121146	0.0200814	0.00964317	0.0171568	0.00876836	0.00503197	0.0118368	0.00313773	0.000422252	0.00219135	0.00437256	0.027596	0.00318	0.0267103	0.0173974	0.00693225	0.0176296	0.0231426	0.024148	0.854856
170	-3857.08	-3844.58	-12.4987	0.00799616	0.024171	0.0444378	0.015156	0.000185261	0.00231954	0.0107766	0.0245674	0.00872321	0.00333428	0.00262965	0.00728014	0.00183595	0.00247741	0.0111291	0.00994154	0.0761155	0.0138484	0.00388369	0.0169507	0.00896681	0.00191552	0.00981969	0.00173257	0.0065642	0.00843069	0.0125122	0.00509382	0.00633809	0.0135631	0.00650268	0.00642267	0.013385	0.014541	0.0021591	0.00835302	0.00552577	0.0136494	0.00283564	0.0526662	0.00110215	0.0474659	0.00102711	0.00405981	0.00535673	0.00549745	0.0144126	0.00157592	0.00162818	0.0105814	0.00175525	0.01929	0.00581645	0.0148185	0.000224094	0.000434027	0.0117084	0.00407477	0.00161078	0.00318073	0.00207658	0.027596	0.00318	0.0191482	0.0107768	0.0132817	0.010945	0.0219439	0.0248304	0.778135
180	-3875.02	-3861.5	-13.5203	0.00679916	0.0158025	0.0409226	0.0121032	0.00114065	0.00414481	0.0107766	0.0169378	0.0129544	0.00705133	0.00753952	0.00245126	0.00570378	0.00553049	0.00871926	0.0199494	0.0839431	0.027624	0.0017956	0.00718992	0.0132651	0.0136071	0.00521116	0.00173257	0.00465577	0.00822093	0.0278034	0.00242827	0.00633809	0.021539	0.00831362	0.00938627	0.0130488	0.0202845	0.0102702	0.00116936	0.00354125	0.0136494	0.00283564	0.0665923	0.00136317	0.0601071	0.000824514	0.00860778	0.00345855	0.000808723	0.00814192	0.00225388	0.00162818	0.0105814	0.00212737	0.0202261	0.00791226	0.0291603	0.00315839	0.00215033	0.0107893	0.00698692	0.00178121	0.00352269	0.00245616	0.0231774	0.00114548	0.0176458	0.0346743	0.00411553	0.00826375	0.0212524	0.029003	0.880296
190	-3866.25	-3853.77	-12.4751	0.00488432	0.028964	0.0410706	0.0211472	0.00404447	0.0103718	0.00970371	0.0213377	0.00515452	0.000239987	0.00376912	0.00589291	0.000369595	0.00217176	0.00602561	0.00785045	0.0605281	0.0196929	0.00591001	0.0123004	0.0123849	0.00946776	0.00705521	0.00108847	0.00465577	0.00566083	0.0243286	0.00579708	0.00430761	0.0201239	0.00403249	0.00323998	0.0124562	0.0315031	0.0048074	0.0016296	0.00198413	0.00627867	0.00283564	0.035305	0.00301563	0.03781	0.00108684	0.00175656	0.00840135	0.00802023	0.0204607	0.00720104	0.00162818	0.000676806	0.000928823	0.0215266	0.00847342	0.0287769	0.00313775	0.00127805	0.0250993	0.00853809	0.000575271	0.00352269	0.00200114	0.0369181	0.0022897	0.0159746	0.00650684	0.00324075	0.011122	0.0162005	0.0192323	0.775771
200	-3862.59	-3849.55	-13.0356	0.00903898	0.0281323	0.0448642	0.0119036	0.00404447	0.00598803	0.0104023	0.0182907	0.00515452	0.000413998	0.00892926	0.00343146	0.0011541	0.000620947	0.00553699	0.0161565	0.0943681	0.0301112	0.00222212	0.0173951	0.0101261	0.00903416	0.00760609	0.00108847	0.00245443	0.00566083	0.0181691	0.00593976	0.00577208	0.0162665	0.0082408	0.00481585	0.0124562	0.0107798	0.00271823	0.00207608	0.00180719	0.00616772	0.0028831	0.0679595	0.000748075	0.0439863	0.00369154	0.00923406	0.00501523	0.00155467	0.0145171	0.00863484	0.000226732	0.000676806	0.00186596	0.0184746	0.0135342	0.00929428	0.00117727	0.00150463	0.00864998	0.00671523	0.000813679	0.0095304	0.0010922	0.0307415	0.00216476	0.0142714	0.0269991	0.010636	0.011122	0.0251318	0.0296352	0.831821
210	-3867.47	-3854.52	-12.9472	0.00776259	0.0185823	0.0252568	0.0188094	0.00381623	0.0103283	0.0104023	0.0182907	0.00615225	0.0103917	0.00964987	0.00561982	0.00118813	0.00295275	0.00781139	0.0193725	0.0585047	0.0314988	0.0111797	0.0195543	0.0101282	0.000922761	0.00687893	0.000172647	0.00945021	0.00489506	0.0161541	0.00401293	0.00577208	0.0173514	0.007186	0.00754229	0.016662	0.00611883	0.00271823	0.00240869	0.00209179	0.0196285	0.000930664	0.052898	0.0038577	0.04124	0.00355275	0.0112871	0.00279714	0.00340212	0.0127443	0.00863484	0.000212832	0.00377296	0.00204529	0.0399245	0.0101512	0.0174298	0.00117727	0.000842834	0.0164233	0.00559425	0.000813679	0.00271175	0.00868786	0.0339439	0.00172175	0.0149634	0.0219931	0.00534073	0.0162872	0.0258001	0.0145795	0.822981
220	-3870.56	-3857.44	-13.1182	0.00729021	0.0182377	0.0516669	0.0122332	0.00730862	0.0091512	0.00995978	0.0171579	0.00389789	0.00116528	0.00582481	0.0187726	0.0049266	0.00682904	0.014124	0.021346	0.0622023	0.0170452	0.00736081	0.0121232	0.0112293	0.00221539	0.0148101	0.00325389	0.0091581	0.00544321	0.026529	0.00371826	0.00234544	0.021064	0.007186	0.00365086	0.0141286	0.0232435	0.00142955	0.000381427	0.00519206	0.00830644	0.00113479	0.0597972	0.0038577	0.0268296	0.00355275	0.00260006	0.00386199	0.00234957	0.0143197	0.00519668	0.000212832	0.00377296	0.00109818	0.0380448	0.00472779	0.0166332	0.000556489	0.00189665	0.0177939	0.00729604	0.00120237	0.00539426	0.0123418	0.0290679	0.00596538	0.0174269	0.0219931	0.00539277	0.0162872	0.0130602	0.0245096	0.840083
230	-3873.63	-3861	-12.6231	0.00431599	0.0213159	0.0301157	0.012056	0.00730862	0.00999082	0.0121535	0.0197169	0.00291376	0.00116528	0.00561101	0.00750638	0.000131319	0.000252861	0.00965207	0.021346	0.0596541	0.0177594	0.00518826	0.0161667	0.0112293	0.00227651	0.00963623	0.00325389	0.0125789	0.010388	0.0198262	0.00543076	0.00275127	0.01542	0.0128682	0.00533846	0.0108776	0.025781	0.00809778	0.00152214	0.00540965	0.00611763	0.000488467	0.0448911	0.000703782	0.0234608	0.00301897	0.00499307	0.00409483	0.00234957	0.0236961	0.00519668	0.000238814	0.00377296	0.00641022	0.0312987	0.011794	0.00711849	0.000534555	0.00109137	0.0155871	0.00188515	0.00240994	0.00539426	0.0123418	0.039589	0.00132118	0.0172282	0.0155204	0.00578043	0.0139356	0.0388395	0.012467	0.790576
240	-3880.33	-3866.66	-13.6721	0.0130897	0.0313714	0.041002	0.0176067	0.000619379	0.00344008	0.0121535	0.0102634	0.00927666	0.00123869	0.00958458	0.0130587	0.000209258	0.0041976	0.00521104	0.0209054	0.0688813	0.0248082	0.00204891	0.0106677	0.00883833	0.00655849	0.0128551	0.00325389	0.00484491	0.0160075	0.0295465	0.00274749	0.0041391	0.017715	0.00629826	0.00347898	0.0175066	0.010878	0.00666319	0.00144409	0.00292157	0.0355873	0.000488467	0.0560338	0.00217834	0.0412399	0.000970755	0.016624	0.00607733	0.00516436	0.0148508	0.00281944	0.00811838	0.00377296	0.00777725	0.0315004	0.006685	0.0174551	0.00674676	0.0112235	0.0155871	0.00981822	0.00026194	0.00116475	0.000956537	0.0375614	0.00152335	0.0189044	0.00858243	0.00665912	0.0148732	0.0155276	0.0334092	0.895474
250	-3866.92	-3854.12	-12.7993	0.00371404	0.0243483	0.0426589	0.00921634	0.000193957	0.00438696	0.00647505	0.014552	0.0058622	0.00103638	0.00757298	0.0035806	0.0119863	0.0052561	0.0169607	0.013592	0.0583677	0.030487	0.00720571	0.0166963	0.00563493	0.00274903	0.00763779	0.0027304	0.00975112	0.00485036	0.0209365	0.00529839	0.00377402	0.0170328	0.00663626	0.00770633	0.0175066	0.00700876	0.00380762	0.00331918	0.0007084	0.0142314	0.000488467	0.0687159	0.00217834	0.0472069	0.00517967	0.00176381	0.00074067	0.000772625	0.0115706	0.0122979	0.000215305	0.00494665	0.00777725	0.0315004	0.00512864	0.0141603	0.000532387	0.008924	0.00634752	0.00518217	0.000508108	0.00271789	0.00505221	0.0251621	0.00152075	0.0159531	0.0173845	0.00338414	0.0148732	0.0292449	0.0312958	0.808196
260	-3862.47	-3849.88	-12.5854	0.0124503	0.0171518	0.0323201	0.00835645	0.00555999	0.0113159	0.00823056	0.0164821	0.00787001	0.00278385	0.0105487	0.00768889	0.0014514	0.00387968	0.00960666	0.0217132	0.0696741	0.0315877	0.00449143	0.0243801	0.00708749	0.00220753	0.00766772	0.00246501	0.00734464	0.00975255	0.0247723	0.00319381	0.00377402	0.0102584	0.00670791	0.00446539	0.00900808	0.0123451	0.00357932	0.00399592	0.00299991	0.0111637	0.000923599	0.0635624	0.000426448	0.034536	0.000205782	0.00112591	0.00544699	0.00380497	0.0130021	0.00433645	0.0099869	0.00141815	0.00777725	0.0137373	0.0136256	0.0303007	0.000339569	0.00126679	0.0219793	0.00453983	5.72609e-05	0.0011517	0.00471322	0.0265632	0.0018198	0.00957388	0.0178851	0.00474082	0.0148732	0.016854	0.015903	0.786809
270	-3860.44	-3847.37	-13.0722	0.00889964	0.0193321	0.0479361	0.010374	0.00104967	0.00537745	0.00823056	0.0220976	0.00513866	0.00118544	0.00605439	0.00797886	0.00210724	0.00341759	0.00960666	0.0217132	0.0657371	0.0279061	0.00863918	0.0209683	0.0180969	0.00561044	0.00974768	0.00246501	0.00642357	0.00759538	0.0257109	0.00764178	0.00649146	0.0129705	0.00827549	0.00422573	0.0171578	0.0123451	0.0122825	0.00399592	0.00302293	0.01481	0.00320371	0.0538888	0.00153719	0.0389425	0.000919543	0.00845074	0.00783277	5.22081e-05	0.00884019	0.00206053	0.0099869	0.00123623	0.00777725	0.0242577	0.0111998	0.0185225	0.00248569	0.00452354	0.0119197	0.00818762	0.000227341	0.00689211	0.00225691	0.0334129	0.00263769	0.0196998	0.0135361	0.00474082	0.00860798	0.017248	0.0177813	0.835485
280	-3871.05	-3857.89	-13.1553	0.00794289	0.0200787	0.0274212	0.0201087	0.00114878	0.00759084	0.00563861	0.0192486	0.0134821	0.000372698	0.00842374	0.00401401	0.00729326	0.00657265	0.00618582	0.016272	0.0706658	0.032723	0.00545258	0.0174787	0.0162134	0.0038074	0.00468207	0.00121293	0.00239107	0.0103265	0.0389513	0.0118829	0.0002804	0.0237682	0.00663592	0.00511983	0.00881876	0.017184	0.00787889	0.00506539	0.00116315	0.0125463	0.00370693	0.0435071	0.00130979	0.0388655	0.000419136	0.0044413	0.00792662	0.00276628	0.0131595	0.0024589	0.0064017	0.000251198	0.00777725	0.031839	0.0131015	0.0236708	0.000162544	0.00222538	0.00615114	0.00721409	0.000687777	0.00689211	0.00136788	0.0304294	0.00450329	0.0240292	0.0135361	0.0110036	0.0178858	0.0171034	0.0229552	0.843793
