Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	TL
7640	-3872.59	-3858.84	-13.7441	0.0053696	0.0294397	0.0378992	0.0132792	0.0016109	0.00471358	0.00553492	0.0127674	0.00241582	0.00414483	0.00321446	0.00723476	0.00258075	0.00674303	0.0144645	0.0124358	0.0739612	0.0223898	0.00512427	0.0270101	0.0248604	0.00952144	0.0116735	0.000697651	0.0059572	0.0056675	0.0248346	0.00365282	0.00325161	0.0270389	0.00694963	0.00163772	0.00739743	0.0116695	0.00342658	0.00184429	0.00676476	0.0232011	0.00294252	0.075066	0.00644837	0.0382518	0.00299672	0.00402741	0.00310277	0.00150759	0.0165716	0.00576982	0.00280613	0.000669419	0.0046247	0.0212857	0.0113767	0.0293222	0.011256	0.00705207	0.00684287	0.00896765	0.00744266	0.00498876	0.00584913	0.0310254	0.000652888	0.0217573	0.0232155	0.00990736	0.00817892	0.0242274	0.0321651	0.902679
7650	-3863.98	-3850.49	-13.4957	0.0053696	0.0294397	0.0637584	0.0109846	0.000302511	0.00810542	0.01341	0.0236516	0.00975452	0.00151297	0.00145664	0.00913986	0.00265332	0.000768575	0.0108611	0.0125127	0.0652017	0.0327233	0.0126609	0.0187722	0.0190849	0.00140114	0.0119251	0.00255483	0.0059572	0.00408126	0.0261233	0.00349481	0.0032747	0.0270389	0.00947522	0.00661334	0.0091026	0.0194853	0.00332209	0.00184429	0.0010457	0.00852444	0.00294252	0.0595798	0.00167238	0.0433459	0.00299672	0.00131616	0.00771848	0.000970705	0.0185447	0.0203243	0.000189607	0.00102363	0.00349408	0.0272743	0.00608867	0.024335	0.011256	0.00402656	0.00743959	0.00374324	0.00291023	0.00617324	0.00232784	0.0220356	0.00190872	0.0171869	0.0196007	0.00359725	0.0123352	0.011769	0.0323213	0.877837
7660	-3875.87	-3861.59	-14.2804	0.0053696	0.0248573	0.0475824	0.0128929	0.00333012	0.00951723	0.0247452	0.0165577	0.00975452	0.000998468	0.00326831	0.0128491	0.00310128	0.00118238	0.0206883	0.0332084	0.0755528	0.0229827	0.00328551	0.0226493	0.0119782	0.0012611	0.0121969	0.00109913	0.0074722	0.00408126	0.0232316	0.00752652	0.00368619	0.0130869	0.00836233	0.0144615	0.0164767	0.0194853	0.00416422	0.00964011	0.00113821	0.0221704	0.00294252	0.0472179	0.00168191	0.0459403	0.00103616	0.00574512	0.00864614	0.00177577	0.0159356	0.0040801	0.00222779	0.000453699	0.000476252	0.03917	0.0100887	0.0316827	0.00707406	0.00402853	0.0142768	0.00350138	0.00426022	0.0015647	0.00232784	0.0230479	0.00331575	0.00908724	0.0182126	0.011911	0.0181173	0.0342773	0.0463093	0.956305
7670	-3866.96	-3853.43	-13.5301	0.00784417	0.0397985	0.0407737	0.0128929	0.00167552	0.00734372	0.0147522	0.0125598	0.00755393	0.00523764	0.00944602	0.0128491	0.00105965	0.0025163	0.00369528	0.0119881	0.0732201	0.0235171	0.00527938	0.0223597	0.0231069	0.000999953	0.00594031	9.37876e-05	0.00691287	0.00940541	0.0350341	0.00821598	0.00677756	0.0221499	0.00711187	0.00368778	0.0164767	0.0194853	0.00210829	0.00104323	0.000176267	0.0138489	8.08718e-06	0.0516673	0.00215088	0.0370573	0.00120016	0.00999198	0.0165271	0.00627199	0.00439944	0.00645397	0.00222779	0.000385606	0.0123032	0.0274856	0.0100887	0.0170095	0.0032447	0.00991829	0.0063261	0.00411243	0.00199373	0.00255853	0.00430638	0.0336449	0.00172468	0.0279639	0.020038	0.0026558	0.00760921	0.0168719	0.0341402	0.881275
7680	-3864.89	-3851.68	-13.204	0.00979684	0.018694	0.0407737	0.0167056	0.000817035	0.0110736	0.00830083	0.0227641	0.00425887	0.000619912	0.00944602	0.0128491	0.00105965	0.0025163	0.0103821	0.0105983	0.0790141	0.0299735	0.00243297	0.0193328	0.0113934	0.00171876	0.00474124	0.00087285	0.00691287	0.0146263	0.0190671	0.00446916	0.00500517	0.0111603	0.00711187	0.00368778	0.0126413	0.0111734	0.00210829	0.00495052	0.0155295	0.00965861	0.000434522	0.0437128	0.00139387	0.0297944	0.00120016	0.00999198	0.0096471	0.00232357	0.0151094	0.00664358	0.00148682	0.0017755	0.000874254	0.0310168	0.00919861	0.0291897	0.0032447	0.00991829	0.016376	0.00845062	0.00199373	0.00933114	0.00148854	0.0387411	0.000121991	0.0227223	0.0165229	0.00383111	0.0149195	0.0229295	0.0260447	0.848667
7690	-3857.24	-3844.66	-12.5835	0.0080458	0.0222107	0.0520453	0.0167056	0.00130994	0.0064541	0.00438183	0.0209516	0.00449981	0.00638222	0.00262228	0.00539079	0.00192385	0.00638715	0.0104041	0.00980501	0.0525913	0.0188174	0.00918722	0.0152831	0.0124503	0.0040049	0.00426839	0.000141107	0.00447983	0.00633292	0.0150673	0.00837102	0.0123282	0.0139994	0.0118261	0.00777367	0.00498448	0.0106453	0.00805796	0.00495052	0.00197041	0.0167075	0.000454614	0.0578237	0.00155384	0.0372184	0.00271634	0.00757121	0.0104236	0.00404735	0.0145715	0.00669804	0.00098481	0.0017755	0.000875232	0.0291971	0.0183177	0.0278392	0.0032447	0.00137828	0.00541172	0.00832817	0.0021322	0.00583025	0.00237155	0.025846	0.000109687	0.0207149	0.0199211	0.0103981	0.00624973	0.00848348	0.0203717	0.786618
7700	-3862.13	-3848.68	-13.4425	0.0080458	0.0226904	0.035074	0.0100072	0.00130994	0.00569146	0.00846043	0.0111731	0.00746033	0.00638222	0.00173	0.00592223	0.00192385	0.00262983	0.00565987	0.0158521	0.0626423	0.0312532	0.00376926	0.0224975	0.00695366	0.00636217	0.0046834	0.00189881	0.0118218	0.0107472	0.0333478	0.004564	0.00535963	0.015904	0.0118261	0.00703227	0.0235306	0.0150257	0.0114084	0.00495052	0.00727438	0.0122139	0.000389509	0.0623886	0.00155384	0.0523912	0.00562684	0.00924302	0.0052464	0.00404735	0.00919177	0.00669804	0.00618957	0.000695093	0.00572429	0.0262712	0.00461078	0.0278392	0.0032447	0.00137828	0.0116559	0.00686187	0.0021322	0.00625656	0.00237155	0.0394802	0.000217374	0.0198147	0.0165724	0.00831346	0.00708874	0.0169163	0.0370233	0.872514
7710	-3864.97	-3851.39	-13.5733	0.00937069	0.0252291	0.0421065	0.0191326	0.00130994	0.00763345	0.00887691	0.017178	0.00604038	0.00638222	0.00379942	0.00369844	0.00673673	0.00355375	0.00565987	0.0191912	0.060934	0.0250299	0.0040998	0.0265457	0.0136074	0.0024224	0.0128405	0.00412743	0.00568323	0.00699822	0.0282079	0.0122181	0.00284997	0.0143984	0.0127817	0.00703227	0.0104332	0.0278752	0.00157863	0.00633993	0.001376	0.020947	0.00381233	0.0605196	0.00159504	0.0467784	0.00562684	0.00924302	0.00549533	0.00216603	0.0122942	0.00685225	0.00618957	0.00432247	0.000981614	0.0194945	0.00488721	0.0195997	0.0059219	0.00137828	0.0101277	0.00586472	0.00534405	0.00444436	0.00210193	0.0256907	0.000112656	0.0190258	0.0148041	0.00434911	0.0144695	0.0181654	0.0497111	0.885595
7720	-3876.84	-3863.75	-13.0865	0.0153697	0.0221701	0.0363619	0.0191326	0.000940365	0.00743788	0.0121277	0.0179884	0.0119383	0.00638222	0.000938352	0.00949219	0.00815553	0.00142811	0.00458099	0.0268518	0.0677672	0.02907	0.0040998	0.0281223	0.00552209	0.0019995	0.0120863	0.00149753	0.0073671	0.00379769	0.0134059	0.00378792	0.000518455	0.0097811	0.0130955	0.00702474	0.00900408	0.0151426	0.00365058	0.00633993	0.00753251	0.0211777	0.00272838	0.053616	0.00511251	0.0307075	0.00456553	0.00132684	0.00251737	0.0018427	0.0134776	0.00685225	0.00618957	0.000677929	0.000981614	0.0342828	0.0147267	0.0142797	0.0059219	0.00260498	0.00876245	0.00728484	0.0114184	0.00959887	0.00274054	0.0271	0.000914355	0.020267	0.0196997	0.00279481	0.00737479	0.0228273	0.020635	0.836917
7730	-3869.34	-3856	-13.3434	0.0123956	0.0234484	0.0482546	0.0133248	0.000940365	0.0036966	0.0108548	0.0106976	0.00576616	0.00638222	0.00431267	0.00623813	0.00207085	0.00236639	0.0123838	0.011353	0.0478634	0.0141953	0.00467985	0.0172733	0.00913864	0.00305705	0.00556486	0.00526544	0.00502377	0.0160333	0.0328977	0.00888443	0.0142733	0.0301342	0.0104741	0.00411992	0.0233559	0.0202163	0.00251188	0.00141581	0.00354496	0.0325607	0.00119467	0.053616	0.00511251	0.0425633	0.00456553	0.00772012	0.00969897	0.0018427	0.0108655	0.00208854	0.000285698	0.00522417	0.00840315	0.0298901	0.0100719	0.0207758	0.0059219	0.00163051	0.0140252	0.00105806	0.00275491	0.00909728	0.00264152	0.0217447	0.000185062	0.0206515	0.0243841	0.0077163	0.00643892	0.0228273	0.020635	0.862601
7740	-3867.66	-3854.57	-13.0886	0.0143123	0.0234484	0.0416406	0.0335242	9.77036e-05	0.00778277	0.0104097	0.0203096	0.00492145	0.00340924	0.00554653	0.0120716	0.0022123	0.0032984	0.0094948	0.0166402	0.0655148	0.0187415	0.00392984	0.0166707	0.00980879	0.00177055	0.00556486	0.000294365	0.00412298	0.00821391	0.0287479	0.00551268	0.00149095	0.0105898	0.00537118	0.00435485	0.0186307	0.00963365	0.011026	0.00553525	0.00133616	0.0221303	0.00469922	0.0492367	0.00511251	0.0456964	0.00146105	0.00772012	0.00580462	0.00336709	0.0108655	0.0107059	0.000593906	0.00015732	0.00426878	0.0199613	0.0138101	0.0175988	0.0059219	0.00163051	0.0201965	0.0107811	0.00275491	0.00733889	0.00277859	0.0255659	0.0022617	0.0128533	0.0207285	0.0040144	0.011481	0.00992035	0.029722	0.83712
7750	-3864.74	-3851.51	-13.2263	0.0156852	0.0241301	0.0400232	0.00560505	1.67969e-06	0.0106149	0.00554411	0.0150836	0.00569969	0.00431303	0.00434652	0.00684818	0.00178244	0.0084018	0.0094948	0.0175132	0.0623471	0.0115862	0.00685025	0.0213033	0.0138033	0.00177055	0.0146713	0.00333616	0.00412298	0.0103762	0.021434	0.00479229	0.00654134	0.0161846	0.00519358	0.00552332	0.0138945	0.018653	0.00333445	0.000983952	0.00267147	0.0170254	0.000233941	0.0487767	0.00511251	0.0456964	0.00136137	0.00354898	0.00566508	0.0112456	0.0156633	0.00178506	0.000593906	0.000193406	0.00426878	0.0349837	0.0197852	0.0306735	0.00519575	0.00163051	0.0110093	0.00305613	0.00440502	0.00628613	0.00102791	0.0332057	0.0022617	0.0263625	0.0208616	0.00538296	0.0103645	0.0126673	0.0361006	0.850892
7760	-3874.08	-3860.77	-13.3077	0.00597312	0.0224113	0.0581025	0.011748	0.000354767	0.00816934	0.00554411	0.0142139	0.00927358	0.00370792	0.00876779	0.00684818	0.00294036	0.000768411	0.0108826	0.0300105	0.0552822	0.0209401	0.00617001	0.0309237	0.0233129	0.00101852	0.0044821	0.00333616	0.00502403	0.00623277	0.0146474	0.00620221	0.0104249	0.00812781	0.0128925	0.0079548	0.0138945	0.018653	0.00512775	0.00607886	0.006133	0.014489	0.000861325	0.0591021	0.00103193	0.0256173	0.00916734	0.00354898	0.00563178	0.00031372	0.00820236	0.00879992	0.00399669	0.00166821	0.000666529	0.0300838	0.0250811	0.0223508	0.00621422	0.00569065	0.0110093	0.00658214	0.00440502	0.00416897	0.00287573	0.0332057	0.00148907	0.0109841	0.0141313	0.00618312	0.015126	0.012189	0.0375971	0.85904
7770	-3873.19	-3859.51	-13.6866	0.0194347	0.0160129	0.0390251	0.0192032	3.72255e-05	0.00460847	0.0108041	0.0207152	0.00983979	0.00284672	0.00265983	0.0050833	0.00449436	0.0024306	0.0108826	0.0166582	0.061661	0.0212693	0.00546458	0.0152933	0.00939136	0.000830958	0.00373874	0.00521612	0.00536863	0.0129195	0.0171961	0.0100217	0.00375314	0.0161325	0.0153421	0.0120325	0.0150846	0.0369173	0.00512775	0.00607886	0.000858452	0.0170169	0.00264819	0.0612173	0.00363327	0.0435379	0.00916734	0.00311787	0.00670048	0.00534092	0.0136626	0.000573973	0.00304446	0.00128466	0.000683659	0.0397326	0.00821716	0.0335688	0.00459887	0.00569065	0.0100698	0.00908937	0.00440502	0.00416897	0.00109276	0.0385599	0.000980057	0.0138485	0.0169493	0.0124109	0.00562619	0.0142592	0.0375971	0.896929
7780	-3862.89	-3849.47	-13.4169	0.0163125	0.0120185	0.0331361	0.0117574	2.83014e-05	0.00460847	0.0108041	0.0148117	0.00369239	0.00119561	0.00234074	0.0062263	0.00462538	0.000294052	0.0117577	0.0111974	0.0728273	0.0277281	0.00546458	0.00878975	0.0191445	0.00100091	0.0117277	3.30766e-05	0.00536863	0.00662435	0.0296323	0.0100217	0.00314084	0.0159649	0.0240947	0.00573748	0.0106179	0.0198841	0.00512775	0.00233913	0.000973505	0.0166052	0.0020248	0.0543666	0.00445899	0.0551996	0.00133426	0.0091244	0.00670048	0.00144778	0.0159416	0.00771238	0.00374431	0.000797837	0.00435509	0.0403942	0.0228659	0.0110162	0.00459887	0.00277631	0.0131612	0.0118737	0.000851809	0.00443068	0.00129249	0.0348319	0.000332042	0.0156876	0.0116537	0.0103212	0.0112036	0.0245677	0.0332341	0.869956
7790	-3858.5	-3845.6	-12.8988	0.00946476	0.0182354	0.0461442	0.0109099	0.000165524	0.00424797	0.00576552	0.0211054	0.0084157	0.000434496	0.00332141	0.00187393	0.0043447	0.000456128	0.0110368	0.0153282	0.0651358	0.0250228	0.00498857	0.0130334	0.0303411	0.00467444	0.0122326	0.00192161	0.00225005	0.00691811	0.00925466	0.00271396	0.00145174	0.0121231	0.00688399	0.00573748	0.00939526	0.0190756	0.0062996	0.00233913	0.00746512	0.0155212	0.00298302	0.0510525	0.00475381	0.0559517	0.00253947	0.00808333	0.00670048	0.00202705	0.0152255	0.00532903	0.0023608	0.000124501	0.00389351	0.0359394	0.0099655	0.0376028	0.00459887	0.000738759	0.0153642	0.00387577	0.000423822	0.00410493	0.00249115	0.0244274	0.000361277	0.00898907	0.0163225	0.00672759	0.00480953	0.0245677	0.0297782	0.818143
7800	-3862.29	-3849.32	-12.9741	0.011078	0.0231427	0.0519031	0.0173546	9.36253e-05	0.0059322	0.00813106	0.01267	0.00869948	0.00187806	0.00742345	0.0100313	0.0043447	0.000625686	0.0133856	0.0153282	0.0519214	0.0222293	0.0040328	0.0228662	0.012715	0.00360983	0.00436572	0.00142685	0.00819512	0.00691811	0.0179452	0.00793173	0.00102598	0.0163195	0.0161449	0.00240513	0.00735441	0.0237158	0.0046984	0.00274993	0.00377504	0.0153591	0.00373564	0.0558674	0.00475381	0.0298721	0.00551073	0.00763729	0.00144147	0.00609748	0.00378498	0.0102484	0.00240004	0.00172411	0.00566076	0.0358005	0.00364456	0.0222572	0.00459887	0.00108688	0.0167359	0.00224686	0.00129321	0.00572343	0.00206513	0.0260759	0.00108713	0.0133815	0.0147198	0.00672759	0.0144585	0.029756	0.0355577	0.825678
7810	-3875.07	-3861.45	-13.6255	0.00566597	0.0248413	0.0487991	0.0114793	0.00597743	0.00425733	0.00876686	0.01267	0.00971479	0.00218871	0.00166914	0.00223246	0.00549698	0.00174418	0.00725761	0.0246186	0.0577342	0.00954828	0.00376416	0.016356	0.0340744	0.00360983	0.00773689	0.000206562	0.00643273	0.011146	0.017161	0.00424547	0.00966519	0.0151981	0.0176247	0.00423117	0.00883399	0.0170563	0.00238692	0.00274993	0.00538652	0.0204235	0.00373564	0.0584584	0.00250781	0.0314777	0.00241287	0.0158152	0.010281	0.00227967	0.0213145	0.00878466	0.00240004	0.00244554	0.00690565	0.0362706	0.0089247	0.0175439	0.00459887	0.000307568	0.0176641	0.00428677	0.00129321	0.00130424	0.00788697	0.0349207	0.00159904	0.0217536	0.0335391	0.00672759	0.0144585	0.0164578	0.0395062	0.890814
7820	-3859.22	-3846.31	-12.9014	0.00503267	0.0217105	0.0445371	0.0114793	0.00109917	0.00410847	0.0074941	0.0165378	0.0110818	0.00915613	0.00586683	0.0028934	0.00233145	0.00174418	0.0217078	0.0100328	0.0772992	0.0148186	0.00533473	0.0162625	0.0171798	0.00478585	0.00623021	0.00355833	0.00643273	0.0190957	0.0299909	0.00415394	0.0089364	0.0133059	0.0136926	0.00219498	0.017501	0.0110689	0.00238692	0.00304061	0.00154724	0.0150502	0.00373564	0.0463033	0.00609979	0.0332876	0.00358274	0.00410419	0.00267031	0.00227967	0.0156215	0.00878466	0.00240004	0.000241122	0.00209512	0.0259998	0.0133038	0.0130792	0.00331217	0.00175961	0.00944668	0.00226773	0.0047312	0.00197547	0.00237053	0.0297376	0.000162078	0.0130803	0.0144661	0.0131803	0.015587	0.0155106	0.0365437	0.8184
7830	-3863.95	-3851.25	-12.6948	0.00762589	0.0136782	0.0449342	0.0146044	0.0031409	0.00358327	0.00922497	0.0106185	0.00177581	0.00360285	0.00627893	0.00784444	0.00643433	0.000880936	0.0110302	0.0176154	0.070211	0.0113496	0.00642849	0.0115764	0.00919867	0.00714381	0.00800414	0.000104668	0.00651444	0.0036283	0.0299568	0.00519474	0.00495513	0.00851505	0.00665251	0.0102114	0.0211011	0.0165543	0.00254598	0.000879413	0.00334749	0.0205957	0.000630753	0.0534393	0.00323697	0.0381995	0.00220213	0.00393502	0.00746899	0.00352563	0.0105625	0.00566061	0.00240004	0.000406032	0.000944892	0.0284799	0.0207462	0.0294313	0.00331217	0.00175961	0.00818007	0.012813	0.00267335	0.00489744	0.00285986	0.0168178	0.00562368	0.0195953	0.00993889	0.0131803	0.005276	0.0200511	0.0319524	0.797743
7840	-3863.22	-3850	-13.2207	0.00653957	0.0192538	0.0450191	0.0139845	0.0031409	0.00358327	0.00922497	0.0229112	0.00960007	0.00360285	0.00627893	0.00631959	0.00389212	0.00166593	0.0245664	0.011437	0.0797387	0.0130274	0.0088148	0.0205971	0.0131908	0.00589587	0.00946622	1.86439e-05	0.00347865	0.00806858	0.0154711	0.00640128	0.00362749	0.0150281	0.00706896	0.00438864	0.0105371	0.0180638	0.00321643	0.000879413	0.00334749	0.0154441	0.000461433	0.0512207	0.00323697	0.0456572	0.00220213	0.00393502	0.00746899	0.00211653	0.0108203	0.00476832	0.00240004	0.0012873	0.00895768	0.0297219	0.0127104	0.0106451	0.00441493	0.00285401	0.0152391	0.012813	0.00448524	0.00810852	0.0030246	0.0394773	0.00562368	0.0172969	0.0361926	0.00466456	0.00318315	0.0181751	0.0203811	0.850335
7850	-3865.78	-3852.54	-13.2429	0.0101438	0.0202601	0.0587264	0.0129336	0.00062628	0.00742746	0.0184065	0.0120094	0.00960007	0.00360285	0.0136454	0.00558494	0.00389212	0.00169971	0.00753495	0.020399	0.070825	0.0137719	0.00422888	0.0279387	0.0131908	0.000642592	0.00661699	0.00230805	0.00677334	0.0128213	0.0321597	0.00640128	0.0114176	0.0135665	0.00980153	0.00442214	0.0105371	0.0135878	0.00328334	0.000647089	0.000525048	0.0114313	0.00122779	0.0512556	0.0103837	0.052438	0.00179045	0.00393502	0.00437218	0.00232276	0.0153487	0.0108804	0.00240004	0.00202698	0.00589665	0.0297219	0.0127104	0.0168741	0.00441493	0.000321887	0.0120128	0.0125773	0.00448524	0.00222591	0.0043868	0.0251054	0.00562368	0.0172969	0.0102154	0.00316432	0.00657882	0.00731818	0.0298527	0.852556
7860	-3862.1	-3848.66	-13.4399	0.0132762	0.0221271	0.0383976	0.0150383	0.000950375	0.0039806	0.0184065	0.0084644	0.01124	0.00391046	0.0041253	0.00558494	0.00313954	0.00169971	0.0101709	0.020399	0.0663287	0.0252809	0.00317467	0.0196117	0.0153282	0.00322233	0.0105066	0.00168336	0.000841542	0.0151196	0.0202224	0.00640128	0.00245937	0.0127836	0.0164844	0.0065971	0.00769309	0.0198167	0.00135343	0.00258558	0.00712303	0.0131099	0.00198009	0.0468865	0.0021191	0.037576	0.00378512	0.0050294	0.00391154	0.00359597	0.0169577	0.00577753	0.00240004	0.00202698	0.00505196	0.0433599	0.00677424	0.0267741	0.00441493	0.00106289	0.0134689	0.00483069	0.00294281	0.00572911	0.000768912	0.0291117	0.00501266	0.0128029	0.0280995	0.00822709	0.0159265	0.0380858	0.0291264	0.872255
7870	-3853.8	-3841.16	-12.6373	0.00618515	0.024803	0.0303204	0.0148918	0.000631312	0.00536492	0.015455	0.00937101	0.0056034	0.0019824	0.00646566	0.00558494	0.000699241	0.00439237	0.00436729	0.0128084	0.0735498	0.0310963	0.00886522	0.0168911	0.0133844	0.00555184	0.00890395	0.00168336	0.00218236	0.0103057	0.0280659	0.00640128	0.00888049	0.00931705	0.010006	0.00356458	0.00638108	0.0167755	0.00392799	0.00126992	0.00660631	0.0196382	0.00211954	0.0661948	0.000747126	0.0364129	0.00390231	0.0050294	0.00347068	0.00333826	0.00388758	0.011132	0.00198555	0.000724362	0.00505196	0.0295118	0.0118066	0.0120814	0.00201276	0.000526386	0.00990639	0.00166391	0.00200737	0.00234417	0.00108371	0.0177922	0.000431415	0.0159316	0.015739	0.00521919	0.0141006	0.0170435	0.0466192	0.791992
7880	-3853.52	-3839.92	-13.5933	0.00691139	0.0322719	0.0484387	0.0148918	0.000631312	0.00261143	0.0128808	0.0162133	0.0056034	0.002213	0.00746125	0.00558494	0.00301616	0.00439237	0.00963413	0.0240674	0.0732524	0.0152719	0.00886522	0.0176872	0.0103462	0.00188994	0.00472208	0.00168336	0.00932133	0.0110698	0.0308286	0.0028769	0.00134257	0.0197963	0.010006	0.00385578	0.0254519	0.0177477	0.00192285	0.000940045	0.0108046	0.0201445	0.00079472	0.061646	0.00262549	0.0439231	0.00390231	0.0050294	0.00598927	0.00305845	0.0105204	0.00943473	0.00276518	0.000724362	0.00108108	0.0372686	0.0107544	0.0179984	0.00333273	0.00145514	0.00889806	0.00865092	0.00200737	0.00511446	0.00108371	0.0310934	0.00220999	0.0161801	0.0214919	0.0035271	0.018371	0.0165179	0.0334917	0.887592
7890	-3856.03	-3843.28	-12.7459	0.00507146	0.0198391	0.0309303	0.015366	0.000398845	0.00364267	0.0155624	0.0101676	0.0113963	0.00132854	0.00623516	0.00519297	0.00258537	0.00161187	0.012091	0.0195506	0.0522403	0.0276669	0.00718417	0.0126268	0.00944753	0.00169033	0.00472208	0.00168336	0.00855274	0.00961924	0.0257043	0.00688111	0.00436064	0.0172395	0.0152974	0.00726028	0.00689538	0.00526947	0.00307317	0.00581653	0.00120432	0.0201445	0.00428663	0.0634042	0.0012114	0.0303656	0.00371166	0.0050294	0.00582062	0.00740331	0.012557	0.00344885	0.00276518	0.000244177	0.00108108	0.0404373	0.0128257	0.0160123	0.0045978	0.000155808	0.0206915	0.00865092	0.00380598	0.00290492	0.00392729	0.0350084	0.000399234	0.0124182	0.0151749	0.00854355	0.00691798	0.0165677	0.0369414	0.80286
7900	-3861.65	-3848.61	-13.0419	0.0144753	0.0178592	0.0506898	0.0129902	0.00145877	0.0106182	0.01344	0.0079494	0.00910556	0.00364221	0.00353838	0.00764314	0.00258537	0.00246585	0.017607	0.0265136	0.0579745	0.0214266	0.00861151	0.0138154	0.00838259	0.00221777	0.0096855	0.000685368	0.00855274	0.00842157	0.0208594	0.00331033	0.00436064	0.0127866	0.0121751	0.00338697	0.00731473	0.0172375	0.00119073	0.00196748	0.000967204	0.0189062	0.00428663	0.045848	0.00465258	0.0458801	0.00371166	0.00448435	0.00462118	0.00517304	0.0106004	0.00485792	0.00276518	0.00078207	0.00108354	0.0474225	0.0109907	0.00981521	0.0045978	0.00253517	0.00630318	0.0124726	0.00198827	0.00133052	0.00163313	0.0225664	0.000264432	0.0223674	0.0125448	0.0109364	0.0227546	0.0312354	0.0251329	0.832457
7910	-3856.45	-3843.85	-12.5966	0.0103544	0.0155519	0.0355636	0.0129319	0.000146489	0.00398933	0.00924853	0.0231483	0.00513531	0.0006969	0.00158869	0.00517528	0.00213515	0.00407395	0.017607	0.00834275	0.0600477	0.0172577	0.00861151	0.0150744	0.0114473	0.00313279	0.0039895	0.000926857	0.0042929	0.00567281	0.0134568	0.0114233	0.00868024	0.0272717	0.0145135	0.00527123	0.0107163	0.016546	0.0010569	0.00190081	0.000833322	0.0189062	0.00624983	0.052419	0.00371377	0.0324409	0.00318338	0.00217471	0.00359605	0.00112659	0.00760541	0.00831958	0.00137294	0.000322517	0.0123375	0.0348813	0.0154962	0.0236698	0.0045978	0.000629584	0.0165771	0.00620065	0.00175427	0.00265032	0.00163313	0.0327293	0.00287384	0.0105116	0.0100539	0.00728791	0.00941909	0.0237972	0.0315835	0.787928
7920	-3878.21	-3864.85	-13.3639	0.00350739	0.0117489	0.0428481	0.0144396	0.00390733	0.0126343	0.00924853	0.0152022	0.00956453	0.0081735	0.00237164	0.00517528	0.000660247	0.00407395	0.017607	0.013968	0.0567482	0.0172577	0.00861151	0.0142997	0.0115294	0.00313279	0.0176074	0.000926857	0.0070396	0.00832873	0.024518	0.010722	0.00868024	0.0163827	0.0105795	0.00470799	0.0131708	0.00819787	0.00203565	0.000800148	0.00495624	0.0156961	0.00133832	0.0828116	0.00242946	0.0411163	0.00318338	0.00192611	0.0141178	0.00933817	0.00801329	0.00831958	0.00189459	0.00575262	0.0123375	0.0187864	0.0263759	0.0277827	0.00864471	0.00149813	0.0181185	0.0022818	0.00595201	0.00169064	0.00416519	0.0280187	0.00417475	0.0174332	0.0160847	0.00561245	0.00466088	0.0157621	0.0239702	0.864651
7930	-3863.08	-3850.54	-12.5417	0.00727053	0.0204799	0.0294481	0.0150225	0.00191068	0.00114393	0.00924853	0.00928332	0.00946283	0.00758338	0.0033208	0.00455647	0.00574714	0.00407395	0.0129942	0.013968	0.0704531	0.018779	0.0026659	0.0142997	0.0115294	0.00319212	0.00993717	0.000926857	0.00871514	0.00988652	0.0124968	0.010722	0.000783763	0.016384	0.00704871	0.0101594	0.0137101	0.0226826	0.002662	0.00187502	0.00285587	0.016065	0.00206998	0.0422184	0.00160802	0.035717	0.00300501	0.00656984	0.00475017	0.000547454	0.0134394	0.00831958	0.00213061	0.0018475	0.00594938	0.0339931	0.0016674	0.0297351	0.00864471	0.00149813	0.0181185	0.00285233	0.00182945	0.0076264	0.00370195	0.0280187	0.000120066	0.0105395	0.0175815	0.00561245	0.0138196	0.00995153	0.0356065	0.782434
