Iteration	Posterior	Likelihood	Prior	alpha	birth_rate	clock_rate	death_rate	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	log_clock_rate	pi[1]	pi[2]	pi[3]	pi[4]	turnover
8840	-5744.67	-5327.26	-417.401	119.208	0.496914	6.66216e-05	0.462638	0.0342759	0.140222	0.222196	0.0463196	0.169663	0.269496	0.152104	0.886099	0.967915	1.02729	1.11869	-4.17639	0.337119	0.156952	0.165661	0.340267	0.462638
8850	-5746.31	-5336.28	-410.031	104.089	0.273283	8.09958e-05	0.230097	0.0431857	0.123545	0.179326	0.0531445	0.160372	0.309204	0.174409	0.878306	0.965491	1.02902	1.12718	-4.09154	0.337119	0.156952	0.165661	0.340267	0.230097
8860	-5745.06	-5330.31	-414.746	161.396	0.299091	6.55515e-05	0.270547	0.0285438	0.174041	0.198834	0.0336983	0.125456	0.279714	0.188256	0.901794	0.972704	1.02376	1.10175	-4.18342	0.338705	0.15668	0.166302	0.338313	0.270547
8870	-5738.58	-5329.16	-409.421	155.523	0.192994	6.83128e-05	0.139495	0.0534983	0.214479	0.189229	0.041528	0.154606	0.253327	0.14683	0.899994	0.972161	1.02417	1.10368	-4.1655	0.327048	0.160688	0.170556	0.341707	0.139495
8880	-5742.18	-5331.15	-411.027	41.3653	0.365474	7.76233e-05	0.327767	0.0377068	0.18276	0.18031	0.0395706	0.216064	0.241387	0.139909	0.809865	0.942853	1.04335	1.20393	-4.11001	0.325105	0.1521	0.163133	0.359661	0.327767
8890	-5747.23	-5334.91	-412.311	60.7679	0.221558	5.29977e-05	0.166415	0.0551435	0.175748	0.188901	0.0619903	0.173643	0.252888	0.14683	0.841977	0.953783	1.03682	1.16742	-4.27574	0.33713	0.14962	0.160474	0.352775	0.166415
8900	-5762.03	-5335.91	-426.125	53.3273	0.155469	5.74284e-05	0.115801	0.0396681	0.126026	0.185999	0.0610382	0.170976	0.251925	0.204035	0.831701	0.950346	1.03895	1.179	-4.24087	0.330551	0.1467	0.161884	0.360864	0.115801
8910	-5755.62	-5330.16	-425.46	107.913	0.151796	5.15756e-05	0.103788	0.0480082	0.134602	0.198699	0.0523575	0.124177	0.272199	0.217966	0.880428	0.966155	1.02855	1.12487	-4.28756	0.328725	0.155754	0.169649	0.345871	0.103788
8920	-5756.12	-5329.64	-426.488	161.7	0.234803	5.36225e-05	0.186741	0.0480617	0.13184	0.206732	0.0512835	0.196964	0.267084	0.146096	0.901885	0.972732	1.02374	1.10165	-4.27065	0.338071	0.157456	0.163342	0.34113	0.186741
8930	-5757.82	-5331.56	-426.265	56.6994	0.213805	5.01822e-05	0.183083	0.0307213	0.150959	0.198099	0.0655842	0.112262	0.305814	0.167282	0.836602	0.951992	1.03794	1.17347	-4.29945	0.338585	0.158936	0.158973	0.343506	0.183083
8940	-5757.48	-5335.2	-422.275	143.539	0.132827	5.11191e-05	0.0833006	0.0495262	0.13023	0.210834	0.054867	0.183529	0.27023	0.15031	0.895988	0.970947	1.02507	1.10799	-4.29142	0.3345	0.157018	0.16912	0.339361	0.0833006
8950	-5761.51	-5339.85	-421.653	118.907	0.189704	6.15235e-05	0.135022	0.0546818	0.124443	0.201465	0.0524289	0.175373	0.258222	0.188068	0.885958	0.967872	1.02732	1.11885	-4.21096	0.326362	0.171775	0.166879	0.334984	0.135022
8960	-5755.8	-5332.8	-422.999	73.1116	0.264203	6.70602e-05	0.237959	0.0262438	0.152047	0.246155	0.04603	0.125988	0.315213	0.114567	0.855504	0.958223	1.03397	1.15231	-4.17354	0.319073	0.161927	0.163153	0.355847	0.237959
8970	-5750.21	-5328.93	-421.29	82.9401	0.16511	5.81127e-05	0.118033	0.0470771	0.155537	0.240098	0.0470868	0.17709	0.243104	0.137085	0.864083	0.960989	1.03213	1.1428	-4.23573	0.352682	0.146273	0.17073	0.330314	0.118033
8980	-5746.98	-5325.59	-421.39	98.0692	0.142253	6.21519e-05	0.0845111	0.0577421	0.161125	0.237605	0.0487784	0.131696	0.260234	0.160561	0.874721	0.964366	1.02981	1.1311	-4.20655	0.3221	0.16387	0.16688	0.34715	0.0845111
8990	-5750.41	-5331.5	-418.91	205.679	0.208695	6.1678e-05	0.168452	0.0402432	0.150663	0.236417	0.0485344	0.131037	0.273591	0.159758	0.912812	0.975994	1.02123	1.08997	-4.20987	0.328231	0.166989	0.175948	0.328832	0.168452
9000	-5752.63	-5335.09	-417.543	55.9694	0.264476	6.43399e-05	0.233625	0.0308512	0.152951	0.262756	0.0492714	0.149927	0.265401	0.119694	0.835578	0.951649	1.03815	1.17462	-4.19152	0.333549	0.162106	0.170989	0.333356	0.233625
9010	-5751.95	-5333.78	-418.168	156.804	0.250904	6.54759e-05	0.203365	0.0475383	0.20492	0.221431	0.0571121	0.111212	0.292729	0.112596	0.900395	0.972282	1.02407	1.10325	-4.18392	0.329761	0.168146	0.166049	0.336044	0.203365
9020	-5749.93	-5331.13	-418.798	76.7566	0.275554	6.20863e-05	0.245679	0.0298758	0.156679	0.234638	0.0433618	0.117845	0.260813	0.186663	0.858873	0.959314	1.03325	1.14857	-4.207	0.33069	0.168619	0.166517	0.334173	0.245679
9030	-5751.09	-5332.44	-418.647	114.536	0.180137	5.89622e-05	0.132026	0.0481113	0.191039	0.188416	0.0382723	0.122617	0.252021	0.207634	0.883853	0.96722	1.02779	1.12113	-4.22943	0.333488	0.158181	0.173787	0.334544	0.132026
9040	-5752.11	-5333.35	-418.755	68.5005	0.228566	6.24392e-05	0.175225	0.0533411	0.143739	0.193938	0.046985	0.162492	0.259406	0.193441	0.850871	0.956713	1.03495	1.15747	-4.20454	0.341639	0.156247	0.171661	0.330453	0.175225
9050	-5757.23	-5337.53	-419.705	199.805	0.259264	6.54107e-05	0.222589	0.0366744	0.159112	0.182291	0.0441634	0.188782	0.243828	0.181824	0.911562	0.975623	1.02152	1.0913	-4.18435	0.344209	0.149898	0.172953	0.33294	0.222589
9060	-5750.52	-5334.85	-415.663	211.021	0.276836	6.33203e-05	0.237062	0.0397744	0.205495	0.144205	0.0438034	0.187243	0.241841	0.177413	0.913904	0.976316	1.02098	1.0888	-4.19846	0.345107	0.150289	0.17591	0.328693	0.237062
9070	-5742.12	-5326.22	-415.908	212.853	0.280447	6.07589e-05	0.232053	0.0483935	0.158527	0.236897	0.0490943	0.171007	0.222447	0.162029	0.914269	0.976424	1.02089	1.08842	-4.21639	0.312142	0.159583	0.180867	0.347408	0.232053
9080	-5745.1	-5327.27	-417.828	127.378	0.369343	6.50755e-05	0.339837	0.0295055	0.138427	0.218457	0.0413907	0.159538	0.291024	0.151162	0.889729	0.969034	1.02648	1.11476	-4.18658	0.335837	0.144443	0.166563	0.353157	0.339837
9090	-5745.64	-5330.9	-414.738	235.523	0.275946	5.94864e-05	0.241492	0.0344545	0.151835	0.239616	0.0382399	0.170358	0.234148	0.165803	0.918432	0.977649	1.01993	1.08399	-4.22558	0.343987	0.147948	0.170605	0.33746	0.241492
9100	-5745	-5330.31	-414.693	97.8702	0.275784	5.76228e-05	0.239394	0.0363894	0.140821	0.210858	0.0488842	0.13041	0.328758	0.140268	0.874598	0.964327	1.02984	1.13124	-4.23941	0.330036	0.148341	0.171059	0.350564	0.239394
9110	-5745.61	-5330.75	-414.861	147.965	0.234874	6.92226e-05	0.178908	0.0559664	0.127416	0.233286	0.04525	0.0948774	0.328499	0.17067	0.897523	0.971413	1.02473	1.10634	-4.15975	0.340372	0.164968	0.16638	0.32828	0.178908
9120	-5748.15	-5333.84	-414.311	98.3543	0.181713	6.20994e-05	0.127496	0.0542169	0.122638	0.201747	0.0490012	0.0913192	0.316179	0.219116	0.874899	0.964422	1.02977	1.13091	-4.20691	0.324592	0.160068	0.170488	0.344852	0.127496
9130	-5759.73	-5344.39	-415.34	187.489	0.135767	6.48984e-05	0.0521507	0.0836163	0.168108	0.156757	0.0636159	0.14186	0.30405	0.165609	0.908755	0.974789	1.02216	1.09429	-4.18777	0.327203	0.167578	0.170463	0.334756	0.0521507
9140	-5756.52	-5343.1	-413.425	72.4035	0.276197	6.09587e-05	0.221721	0.0544766	0.142478	0.270277	0.0389576	0.160214	0.259199	0.128875	0.854821	0.958001	1.03411	1.15307	-4.21496	0.330734	0.151653	0.173867	0.343746	0.221721
9150	-5751.25	-5337.83	-413.428	215.065	0.315147	6.3044e-05	0.267269	0.0478774	0.173335	0.253005	0.0655721	0.109924	0.242506	0.155657	0.914704	0.976552	1.02079	1.08795	-4.20036	0.319852	0.165015	0.173198	0.341935	0.267269
9160	-5762.86	-5348.16	-414.706	128.902	0.314624	6.40309e-05	0.267524	0.0470995	0.154918	0.201497	0.0522226	0.0987428	0.337668	0.154952	0.890368	0.96923	1.02634	1.11406	-4.19361	0.326875	0.155377	0.183344	0.334404	0.267524
9170	-5755.99	-5342.59	-413.399	69.2996	0.312474	6.47609e-05	0.269526	0.0429479	0.166973	0.209756	0.0537159	0.106427	0.296118	0.16701	0.851706	0.956986	1.03477	1.15653	-4.18869	0.327304	0.162186	0.169474	0.341035	0.269526
9180	-5747.13	-5332.92	-414.212	167.296	0.183951	6.55e-05	0.130963	0.0529876	0.172915	0.200664	0.0556274	0.113934	0.283906	0.172953	0.903508	0.97322	1.02337	1.09991	-4.18376	0.34085	0.162316	0.176783	0.320051	0.130963
9190	-5747.34	-5334.15	-413.186	217.794	0.229644	5.92047e-05	0.18764	0.0420047	0.156563	0.257076	0.0503669	0.171415	0.239875	0.124704	0.915231	0.976708	1.02067	1.08739	-4.22764	0.31284	0.154867	0.169997	0.362296	0.18764
9200	-5743.59	-5326.86	-416.735	253.663	0.135178	5.9843e-05	0.0840518	0.0511261	0.153723	0.219555	0.0494532	0.139304	0.271431	0.166533	0.921357	0.978504	1.01924	1.0809	-4.22299	0.325411	0.16109	0.177392	0.336108	0.0840518
9210	-5749.12	-5330.55	-418.571	93.6974	0.381281	6.08669e-05	0.353166	0.0281155	0.150751	0.238452	0.0484973	0.143184	0.299538	0.119578	0.871909	0.963479	1.03043	1.13419	-4.21562	0.331894	0.144377	0.180926	0.342804	0.353166
9220	-5749.4	-5334.41	-414.988	90.4829	0.226729	5.93574e-05	0.170725	0.0560034	0.115792	0.194397	0.0579601	0.158601	0.340797	0.132454	0.869714	0.962784	1.0309	1.1366	-4.22652	0.349533	0.15205	0.156972	0.341445	0.170725
9230	-5743.53	-5338.16	-405.367	234.28	0.359148	8.03637e-05	0.308432	0.0507157	0.135381	0.215172	0.0695277	0.0922289	0.33283	0.154861	0.918219	0.977586	1.01997	1.08422	-4.09494	0.352902	0.153516	0.15964	0.333942	0.308432
9240	-5729.71	-5321.22	-408.485	398.737	0.382765	7.62073e-05	0.327204	0.0555617	0.117703	0.239517	0.0604489	0.158321	0.28937	0.13464	0.937081	0.983032	1.01553	1.06435	-4.118	0.33712	0.151959	0.163582	0.347339	0.327204
9250	-5731.32	-5325.66	-405.67	214.681	0.314904	7.38476e-05	0.262429	0.0524752	0.196765	0.224657	0.0520814	0.151982	0.234903	0.139611	0.914629	0.97653	1.02081	1.08803	-4.13166	0.336985	0.159754	0.156101	0.34716	0.262429
9260	-5727.3	-5320.02	-407.285	154.542	0.260673	7.09997e-05	0.215186	0.0454871	0.145586	0.235832	0.0386825	0.146734	0.272315	0.160851	0.899683	0.972067	1.02424	1.10401	-4.14874	0.336877	0.150353	0.165721	0.347049	0.215186
9270	-5735.83	-5326.52	-409.311	43.4098	0.414731	7.18296e-05	0.384062	0.0306686	0.16708	0.213852	0.0352392	0.18922	0.248075	0.146533	0.814209	0.944364	1.04249	1.19894	-4.1437	0.329238	0.145624	0.166526	0.358612	0.384062
9280	-5745.07	-5332.92	-412.151	88.9139	0.301149	6.71466e-05	0.273293	0.0278564	0.150513	0.247289	0.0317451	0.19551	0.254829	0.120113	0.868601	0.96243	1.03115	1.13782	-4.17298	0.330205	0.143115	0.167015	0.359665	0.273293
9290	-5750.99	-5339.32	-411.666	75.8877	0.295978	7.10641e-05	0.26367	0.0323082	0.167623	0.207809	0.026677	0.162795	0.281935	0.153161	0.858092	0.959061	1.03341	1.14943	-4.14835	0.330205	0.143115	0.167015	0.359665	0.26367
9300	-5760.87	-5337.25	-423.618	1002.16	0.197845	6.35915e-05	0.15645	0.0413944	0.146199	0.208519	0.0267682	0.153834	0.310996	0.153684	0.960138	0.989461	1.00997	1.04043	-4.1966	0.322253	0.146676	0.171171	0.3599	0.15645
9310	-5750.11	-5334.57	-415.537	228	0.289265	5.88461e-05	0.247322	0.0419435	0.151645	0.216287	0.0277653	0.159564	0.295012	0.149727	0.917119	0.977263	1.02023	1.08539	-4.23028	0.325957	0.153981	0.169882	0.35018	0.247322
9320	-5753.54	-5337.04	-416.499	156.124	0.404036	7.42071e-05	0.344411	0.0596248	0.177483	0.209017	0.0879304	0.129182	0.249583	0.146806	0.900183	0.972218	1.02412	1.10348	-4.12955	0.324049	0.168654	0.168888	0.33841	0.344411
9330	-5747.8	-5332.43	-415.368	275.821	0.39968	7.32936e-05	0.359038	0.0406426	0.157647	0.17177	0.0424683	0.160672	0.281761	0.185682	0.924534	0.979429	1.0185	1.07754	-4.13493	0.32356	0.168399	0.170141	0.3379	0.359038
9340	-5754.22	-5340.03	-414.195	51.5523	0.183746	8.04934e-05	0.135348	0.0483974	0.100881	0.178619	0.0486965	0.212708	0.309221	0.149874	0.828935	0.949411	1.03952	1.18214	-4.09424	0.314173	0.154348	0.181042	0.350437	0.135348
9350	-5760.15	-5343.89	-416.26	106.887	0.533622	5.83663e-05	0.507763	0.025859	0.129081	0.185949	0.0465892	0.131382	0.312898	0.1941	0.87987	0.96598	1.02868	1.12547	-4.23384	0.346664	0.147036	0.172465	0.333835	0.507763
9360	-5762	-5348.82	-413.176	64.7521	0.285301	6.6262e-05	0.238073	0.0472282	0.114384	0.242242	0.0512916	0.128647	0.291434	0.172	0.846754	0.955362	1.03582	1.16206	-4.17874	0.328346	0.152447	0.173087	0.34612	0.238073
9370	-5754.4	-5340.34	-414.062	51.8862	0.28005	6.69559e-05	0.240268	0.039782	0.116333	0.24637	0.067075	0.130681	0.26461	0.174931	0.829466	0.949591	1.03941	1.18154	-4.17421	0.329577	0.152102	0.170738	0.347583	0.240268
9380	-5750.14	-5337.05	-413.091	295.451	0.2984	6.4669e-05	0.254309	0.0440904	0.143131	0.180918	0.0492555	0.157485	0.26742	0.201791	0.927048	0.980157	1.01791	1.07489	-4.1893	0.324046	0.163633	0.17127	0.341051	0.254309
9390	-5745.32	-5331.06	-414.26	92.4404	0.188669	6.22751e-05	0.146534	0.0421353	0.147219	0.186085	0.0506624	0.134687	0.275058	0.206288	0.871064	0.963212	1.03061	1.13511	-4.20569	0.334107	0.157648	0.157594	0.350652	0.146534
9400	-5746.39	-5328.46	-417.932	37.411	0.176183	6.49599e-05	0.117718	0.0584652	0.141413	0.214207	0.0486643	0.129375	0.297036	0.169305	0.800508	0.939562	1.04519	1.21474	-4.18735	0.329677	0.151545	0.168467	0.350311	0.117718
9410	-5752.56	-5340.74	-411.824	95.5384	0.311352	6.41956e-05	0.266269	0.0450828	0.134942	0.213113	0.0486512	0.193423	0.241431	0.16844	0.873116	0.963861	1.03016	1.13286	-4.19249	0.311183	0.151156	0.169311	0.36835	0.266269
9420	-5754.04	-5340.86	-413.181	85.7296	0.564027	7.55621e-05	0.535488	0.028539	0.203692	0.172666	0.0578094	0.184587	0.264689	0.116557	0.86625	0.961682	1.03166	1.14041	-4.1217	0.31006	0.160666	0.163586	0.365688	0.535488
9430	-5740.08	-5329.69	-410.388	96.4743	0.312458	6.92262e-05	0.2566	0.0558584	0.178728	0.234063	0.0507246	0.139542	0.294669	0.102273	0.873717	0.96405	1.03003	1.1322	-4.15973	0.338369	0.159622	0.162524	0.339486	0.2566
9440	-5736.95	-5335.35	-401.592	96.4743	0.469159	7.90448e-05	0.439465	0.0296942	0.186049	0.250224	0.0500857	0.145975	0.263057	0.10461	0.873717	0.96405	1.03003	1.1322	-4.10213	0.321357	0.164843	0.161256	0.352545	0.439465
9450	-5737.51	-5332.47	-405.037	161.928	0.40137	8.71379e-05	0.371511	0.0298585	0.188049	0.185597	0.0616952	0.204899	0.212779	0.146982	0.901952	0.972752	1.02372	1.10158	-4.05979	0.310294	0.152678	0.171938	0.36509	0.371511
9460	-5736.86	-5331.49	-405.372	39.2246	0.31446	7.55196e-05	0.268031	0.0464281	0.144912	0.159832	0.0475429	0.157897	0.316447	0.173368	0.80497	0.941137	1.04432	1.20958	-4.12194	0.317193	0.149639	0.175345	0.357823	0.268031
9470	-5744.13	-5337.84	-406.294	87.5788	0.27276	7.60101e-05	0.236191	0.0365689	0.169624	0.239778	0.0449676	0.149344	0.232309	0.163977	0.867631	0.962122	1.03136	1.13889	-4.11913	0.322604	0.171337	0.168547	0.337512	0.236191
9480	-5734	-5328.61	-405.386	128.026	0.265675	7.35331e-05	0.2075	0.0581752	0.162629	0.200257	0.0417225	0.134745	0.292098	0.168548	0.890002	0.969118	1.02642	1.11446	-4.13352	0.334186	0.158	0.174652	0.333163	0.2075
9490	-5743.51	-5336.18	-407.328	360.074	0.459058	7.61765e-05	0.432097	0.0269609	0.157574	0.187474	0.0403466	0.168279	0.283018	0.163309	0.933831	0.982106	1.01631	1.06776	-4.11818	0.333005	0.158031	0.175047	0.333917	0.432097
9500	-5740.22	-5332.72	-407.502	78.0444	0.424865	7.5705e-05	0.376298	0.0485675	0.12813	0.193871	0.0417663	0.1742	0.292977	0.169055	0.860008	0.95968	1.033	1.14731	-4.12088	0.340478	0.151137	0.166975	0.34141	0.376298
9510	-5739.47	-5331.26	-408.21	218.344	0.304008	7.35063e-05	0.256705	0.0473027	0.139093	0.210459	0.0453399	0.103545	0.318044	0.18352	0.915336	0.976739	1.02064	1.08728	-4.13368	0.339086	0.154608	0.166293	0.340014	0.256705
9520	-5743.09	-5336.01	-407.083	137.017	0.317859	7.35268e-05	0.258702	0.0591576	0.13195	0.199651	0.0430116	0.174855	0.276437	0.174096	0.893594	0.970217	1.02561	1.11058	-4.13355	0.335262	0.152864	0.164417	0.347457	0.258702
9530	-5751.57	-5340.3	-411.27	145.093	0.253331	6.92984e-05	0.190831	0.0624996	0.18698	0.177725	0.0382879	0.155652	0.273027	0.168329	0.896535	0.971113	1.02495	1.1074	-4.15928	0.313211	0.158166	0.164388	0.364236	0.190831
9540	-5745.66	-5334.19	-411.472	97.1793	0.207805	6.88968e-05	0.169795	0.0380092	0.150569	0.256051	0.030832	0.20714	0.21986	0.135549	0.874164	0.964191	1.02993	1.13171	-4.1618	0.342048	0.145517	0.156618	0.355817	0.169795
9550	-5742.3	-5332.57	-409.735	269.687	0.337921	7.03975e-05	0.279746	0.0581745	0.135123	0.185656	0.0699699	0.182963	0.2689	0.157388	0.923694	0.979185	1.0187	1.07843	-4.15244	0.336218	0.161593	0.173919	0.32827	0.279746
9560	-5738.19	-5330.64	-407.553	73.3368	0.247823	7.30028e-05	0.198432	0.0493909	0.153005	0.227416	0.0561233	0.146756	0.257825	0.158875	0.855719	0.958292	1.03392	1.15207	-4.13666	0.335938	0.161458	0.174607	0.327996	0.198432
9570	-5739.15	-5328.28	-410.87	109.613	0.176752	6.96946e-05	0.113162	0.06359	0.176624	0.219251	0.0541083	0.141487	0.248569	0.159961	0.881336	0.966438	1.02835	1.12388	-4.1568	0.339191	0.163021	0.166616	0.331172	0.113162
9580	-5745.23	-5335.8	-409.435	168.681	0.33668	6.32427e-05	0.311294	0.0253862	0.163915	0.20669	0.0423976	0.201872	0.234328	0.150796	0.903897	0.973337	1.02328	1.09949	-4.19899	0.327698	0.15207	0.167335	0.352897	0.311294
9590	-5740.42	-5329.02	-411.403	239.025	0.350463	7.47157e-05	0.32188	0.0285832	0.178352	0.234799	0.0496721	0.142068	0.218439	0.17667	0.919022	0.977822	1.01979	1.08337	-4.12659	0.322697	0.154384	0.174672	0.348248	0.32188
9600	-5729.9	-5326.71	-403.184	79.612	0.42566	7.5517e-05	0.395216	0.0304441	0.156508	0.176613	0.0403824	0.216673	0.266195	0.143629	0.861353	0.960113	1.03271	1.14582	-4.12196	0.346728	0.152418	0.166088	0.334766	0.395216
9610	-5732.79	-5327.01	-405.782	142.514	0.379678	7.2777e-05	0.339558	0.0401209	0.177025	0.184578	0.0387819	0.189585	0.258376	0.151654	0.895622	0.970836	1.02516	1.10839	-4.13801	0.350128	0.14657	0.159716	0.343586	0.339558
9620	-5729.15	-5320.82	-408.332	106.799	0.3799	7.08078e-05	0.338672	0.041228	0.14171	0.200113	0.0469091	0.184665	0.273048	0.153555	0.879821	0.965965	1.02869	1.12553	-4.14992	0.350128	0.14657	0.159716	0.343586	0.338672
9630	-5738.95	-5328.56	-410.396	92.2098	0.266498	6.96847e-05	0.214197	0.0523013	0.147274	0.207969	0.0487508	0.129543	0.303227	0.163235	0.870907	0.963162	1.03064	1.13529	-4.15686	0.348148	0.150594	0.154339	0.346919	0.214197
9640	-5744.42	-5332	-412.418	299.652	0.212925	6.89798e-05	0.153545	0.0593809	0.139252	0.196642	0.0460955	0.166157	0.293695	0.158159	0.927554	0.980303	1.01779	1.07435	-4.16128	0.337077	0.149441	0.177594	0.335888	0.153545
9650	-5751.63	-5339.38	-412.25	140.69	0.3392	7.68807e-05	0.288326	0.050874	0.132469	0.187063	0.0529543	0.163926	0.313134	0.150454	0.894962	0.970635	1.0253	1.1091	-4.11418	0.338643	0.164748	0.159161	0.337448	0.288326
9660	-5753.12	-5339.79	-413.334	140.148	0.363734	5.98046e-05	0.331322	0.0324121	0.162646	0.220216	0.0514437	0.175701	0.243831	0.146162	0.894763	0.970574	1.02535	1.10931	-4.22327	0.33902	0.149024	0.1562	0.355756	0.331322
9670	-5747.04	-5332.15	-414.885	106.511	0.244008	6.39601e-05	0.210827	0.0331815	0.150777	0.202298	0.0542312	0.142927	0.279631	0.170136	0.879663	0.965916	1.02872	1.1257	-4.19409	0.344048	0.141783	0.170873	0.343296	0.210827
9680	-5742.69	-5325.83	-416.861	147.924	0.224906	6.65192e-05	0.190592	0.0343147	0.155199	0.261947	0.0427366	0.112633	0.262253	0.165231	0.897509	0.971409	1.02473	1.10635	-4.17705	0.31964	0.156132	0.174289	0.349939	0.190592
9690	-5746.46	-5329.94	-416.519	163.376	0.23921	6.5589e-05	0.204429	0.0347806	0.134749	0.19415	0.0371054	0.204151	0.295901	0.133943	0.902379	0.97288	1.02362	1.10112	-4.18317	0.330758	0.150833	0.176091	0.342318	0.204429
9700	-5735.09	-5321.64	-413.452	64.2532	0.328054	6.65416e-05	0.282528	0.0455261	0.15105	0.202476	0.0415941	0.169633	0.2851	0.150146	0.84618	0.955173	1.03594	1.16271	-4.17691	0.330498	0.150715	0.166792	0.351996	0.282528
9710	-5751.66	-5337.56	-414.098	123.9	0.39102	7.03231e-05	0.353131	0.0378889	0.140289	0.190194	0.039071	0.226577	0.262831	0.141039	0.888227	0.968572	1.02682	1.11638	-4.1529	0.333699	0.152174	0.147753	0.366375	0.353131
9720	-5743.38	-5332.77	-410.616	69.3824	0.305092	6.11082e-05	0.2688	0.0362916	0.14002	0.192564	0.0389278	0.196865	0.303769	0.127854	0.851792	0.957014	1.03476	1.15644	-4.2139	0.322692	0.155693	0.167324	0.35429	0.2688
9730	-5744.97	-5331.12	-413.849	213.068	0.205173	6.57683e-05	0.150134	0.0550394	0.150473	0.171944	0.0494686	0.209562	0.282366	0.136186	0.914312	0.976437	1.02088	1.08837	-4.18198	0.339114	0.153548	0.165018	0.34232	0.150134
9740	-5759.65	-5340.27	-419.385	353.965	0.342252	6.04776e-05	0.30238	0.0398726	0.154607	0.201713	0.0483866	0.158909	0.290122	0.146262	0.933269	0.981945	1.01644	1.06834	-4.21841	0.353901	0.139209	0.178348	0.328543	0.30238
9750	-5754.94	-5334.26	-420.681	195.911	0.227426	5.73617e-05	0.193229	0.0341972	0.186018	0.188573	0.0433484	0.142363	0.293933	0.145765	0.910703	0.975369	1.02171	1.09221	-4.24138	0.336624	0.160494	0.176938	0.325945	0.193229
9760	-5750.9	-5330.3	-420.596	201.172	0.152052	5.69299e-05	0.10473	0.0473219	0.146774	0.256728	0.0342034	0.167806	0.231923	0.162565	0.911858	0.975711	1.02145	1.09098	-4.24466	0.343262	0.156528	0.156413	0.343797	0.10473
9770	-5752.34	-5332.66	-419.683	94.7393	0.217293	6.22883e-05	0.175876	0.0414176	0.169275	0.190998	0.0394468	0.1492	0.281423	0.169657	0.872596	0.963696	1.03027	1.13343	-4.20559	0.348964	0.148088	0.158399	0.34455	0.175876
9780	-5754.14	-5333.85	-420.293	68.7251	0.253153	6.33385e-05	0.209484	0.0436693	0.154227	0.174019	0.0359401	0.203107	0.297065	0.135642	0.851107	0.95679	1.0349	1.1572	-4.19833	0.340387	0.149505	0.171482	0.338626	0.209484
9790	-5746.36	-5328.42	-417.941	173.111	0.241987	5.99604e-05	0.20678	0.0352062	0.154835	0.204462	0.0387303	0.181003	0.250374	0.170596	0.905111	0.973701	1.023	1.09819	-4.22214	0.336544	0.159106	0.169546	0.334804	0.20678
9800	-5759	-5336.06	-422.944	224.864	0.248575	6.00066e-05	0.205628	0.0429478	0.150024	0.174966	0.024728	0.128962	0.327622	0.193697	0.916552	0.977097	1.02036	1.08599	-4.2218	0.336214	0.154299	0.170249	0.339238	0.205628
9810	-5751.18	-5330.43	-420.756	113.16	0.151947	6.58726e-05	0.102367	0.0495801	0.13996	0.19308	0.0504243	0.150033	0.259456	0.207046	0.883166	0.967007	1.02795	1.12188	-4.1813	0.335639	0.155269	0.1703	0.338791	0.102367
9820	-5751.43	-5335.93	-415.502	408.42	0.380216	6.68301e-05	0.343089	0.0371272	0.131253	0.20092	0.0472873	0.176066	0.243315	0.201159	0.937822	0.983243	1.01536	1.06358	-4.17503	0.330237	0.158007	0.16699	0.344765	0.343089
9830	-5767.27	-5355.48	-411.794	131.121	0.224635	8.36731e-05	0.161997	0.0626385	0.151776	0.187248	0.0339338	0.215573	0.254676	0.156794	0.89128	0.969509	1.02613	1.11308	-4.07741	0.337736	0.161595	0.170782	0.329886	0.161997
9840	-5747.7	-5335.12	-412.581	202.969	0.280231	7.76003e-05	0.228764	0.0514666	0.143453	0.191427	0.0571375	0.18733	0.26036	0.160293	0.912242	0.975825	1.02136	1.09057	-4.11014	0.333255	0.152851	0.161541	0.352353	0.228764
9850	-5740.31	-5326.14	-414.165	266.339	0.506768	6.42855e-05	0.463464	0.0433036	0.178609	0.185485	0.0530802	0.152924	0.264478	0.165424	0.923223	0.979048	1.01881	1.07892	-4.19189	0.321952	0.156723	0.16407	0.357256	0.463464
9860	-5737.82	-5327.42	-410.405	116.994	0.231493	7.18145e-05	0.189431	0.0420617	0.155352	0.18475	0.0461684	0.133011	0.307182	0.173537	0.885051	0.967591	1.02753	1.11983	-4.14379	0.313229	0.152477	0.186716	0.347577	0.189431
9870	-5744.61	-5336.51	-408.101	108.537	0.382989	6.8861e-05	0.340572	0.0424165	0.120024	0.176411	0.0440847	0.160551	0.293317	0.205612	0.880764	0.966259	1.02848	1.1245	-4.16203	0.321429	0.150657	0.184487	0.343427	0.340572
9880	-5744.3	-5336.25	-408.048	207.566	0.391004	7.38411e-05	0.351938	0.0390665	0.173551	0.219998	0.0578845	0.119719	0.275526	0.153321	0.913203	0.976109	1.02114	1.08955	-4.1317	0.341039	0.15897	0.165666	0.334325	0.351938
9890	-5747.82	-5337.35	-410.468	121.48	0.187145	5.91821e-05	0.140039	0.0471065	0.186795	0.159311	0.0556131	0.149995	0.296551	0.151735	0.887144	0.968238	1.02706	1.11756	-4.22781	0.338685	0.157873	0.171752	0.33169	0.140039
