Iteration	Posterior	Likelihood	Prior	alpha	birth_rate	clock_rate	death_rate	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	log_clock_rate	pi[1]	pi[2]	pi[3]	pi[4]	turnover
3020	-11816.6	-10899	-917.613	0.765196	1.50762	0.000566585	1.47555	0.0320736	0.175269	0.230528	0.0348599	0.152792	0.295297	0.111254	0.0881345	0.392735	0.946824	2.57231	-3.24674	0.326935	0.141654	0.169241	0.362171	1.47555
3030	-11792.8	-10896.5	-896.279	0.848105	1.73251	0.000562296	1.71117	0.0213433	0.182586	0.216114	0.0299332	0.147846	0.307623	0.115898	0.105746	0.425804	0.969442	2.49901	-3.25004	0.325121	0.152434	0.173668	0.348777	1.71117
3040	-11800.2	-10896.7	-903.477	0.696732	1.42398	0.000625201	1.38638	0.0375986	0.180449	0.213584	0.0395772	0.116764	0.304023	0.145603	0.0734904	0.361984	0.923651	2.64087	-3.20398	0.329546	0.150727	0.176032	0.343695	1.38638
3050	-11785.7	-10887.6	-898.108	0.688142	1.75585	0.000575787	1.72051	0.035335	0.168655	0.244813	0.0309743	0.162961	0.25651	0.136086	0.0716574	0.357881	0.920394	2.65007	-3.23974	0.32349	0.157559	0.172797	0.346154	1.72051
3060	-11783.4	-10884.4	-898.999	0.74751	2.15763	0.000614988	2.13201	0.0256207	0.163483	0.237307	0.0380195	0.158002	0.270674	0.132515	0.0843519	0.385111	0.941278	2.58926	-3.21113	0.323359	0.161146	0.161276	0.354219	2.13201
3070	-11800.4	-10900.1	-900.296	0.870333	1.68695	0.000576646	1.64478	0.0421624	0.18021	0.255043	0.0387752	0.141452	0.260411	0.12411	0.110413	0.433981	0.974688	2.48092	-3.23909	0.304968	0.165216	0.166918	0.362898	1.64478
3080	-11792.7	-10891.8	-900.84	0.832849	1.52822	0.000584195	1.50839	0.0198384	0.181101	0.260805	0.0306003	0.142151	0.26062	0.124723	0.102527	0.42003	0.965657	2.51179	-3.23344	0.307546	0.159557	0.15954	0.373357	1.50839
3090	-11790.1	-10891.6	-898.507	0.683253	2.15793	0.000610623	2.11423	0.043699	0.206709	0.23504	0.0316594	0.147387	0.263926	0.115278	0.0706153	0.35552	0.918501	2.65536	-3.21423	0.317817	0.164886	0.160265	0.357032	2.11423
3100	-11792.1	-10894.2	-897.904	0.905998	1.78715	0.000624837	1.76506	0.0220886	0.173112	0.239502	0.0345218	0.139376	0.287787	0.1257	0.117837	0.446552	0.982493	2.45312	-3.20423	0.315708	0.160866	0.17244	0.350985	1.76506
3110	-11794.5	-10908.8	-885.636	0.807625	2.24325	0.000641547	2.19881	0.0444332	0.15847	0.224427	0.034722	0.145566	0.289456	0.147359	0.0971801	0.410186	0.959045	2.53359	-3.19277	0.325821	0.166018	0.162832	0.345329	2.19881
3120	-11791.5	-10900.2	-891.252	0.784852	1.64087	0.000674678	1.60258	0.0382905	0.170589	0.257126	0.0332753	0.122742	0.272233	0.144035	0.0923315	0.400963	0.952667	2.55404	-3.1709	0.322762	0.16446	0.161303	0.351476	1.60258
3130	-11787.5	-10897.3	-890.178	0.98363	2.10576	0.00060099	2.06095	0.0448162	0.166523	0.256256	0.0350335	0.123218	0.271313	0.147656	0.133676	0.471775	0.997234	2.39731	-3.22113	0.319692	0.162896	0.169279	0.348133	2.06095
3140	-11791.8	-10898.6	-893.21	0.720897	1.92908	0.00062071	1.8933	0.0357821	0.17328	0.233547	0.0342819	0.122923	0.282321	0.153648	0.0786562	0.373225	0.932373	2.61575	-3.20711	0.321591	0.162441	0.168806	0.347162	1.8933
3150	-11781.2	-10890.2	-890.944	0.782651	1.56797	0.000646444	1.53251	0.0354615	0.17991	0.257004	0.0337025	0.11505	0.277549	0.136784	0.091862	0.400054	0.952029	2.55605	-3.18947	0.322233	0.163316	0.169716	0.344735	1.53251
3160	-11787.3	-10893.6	-893.747	0.693049	2.04757	0.000615973	2.0235	0.0240754	0.188709	0.244671	0.0294839	0.146286	0.263975	0.126876	0.0727042	0.360232	0.922265	2.6448	-3.21044	0.32313	0.159073	0.177358	0.340439	2.0235
3170	-11785.2	-10889.1	-896.107	0.64133	1.8636	0.000569666	1.82388	0.0397255	0.164445	0.222982	0.0323046	0.155695	0.306368	0.118205	0.0617291	0.334481	0.901024	2.70277	-3.24438	0.319015	0.149214	0.17536	0.356412	1.82388
3180	-11792.5	-10902.1	-890.375	0.793359	1.90644	0.000591065	1.88137	0.0250716	0.169886	0.259341	0.0333734	0.139382	0.275902	0.122116	0.0941448	0.404447	0.955098	2.54631	-3.22836	0.330459	0.153126	0.161943	0.354472	1.88137
3190	-11782.1	-10879	-903.079	0.735885	2.36245	0.000618892	2.3309	0.0315549	0.185197	0.208825	0.0338875	0.141529	0.306564	0.123997	0.0818639	0.379981	0.937473	2.60068	-3.20839	0.326104	0.158685	0.167822	0.34739	2.3309
3200	-11790.2	-10879.7	-910.549	0.723915	1.39398	0.000584383	1.35823	0.0357485	0.191723	0.223457	0.0372707	0.155659	0.271029	0.120861	0.079302	0.374599	0.933418	2.61268	-3.2333	0.334882	0.156617	0.165636	0.342864	1.35823
3210	-11782.8	-10873.5	-909.345	0.751114	1.91071	0.000609148	1.88715	0.0235606	0.17581	0.230436	0.0342712	0.156401	0.291948	0.111134	0.0851228	0.386681	0.942431	2.58577	-3.21528	0.330993	0.157533	0.166604	0.344869	1.88715
3220	-11790.4	-10889	-901.384	0.907109	1.67052	0.000618345	1.64062	0.0298998	0.167825	0.219971	0.0327147	0.152937	0.299496	0.127057	0.118067	0.446933	0.982725	2.45227	-3.20877	0.330993	0.157533	0.166604	0.344869	1.64062
3230	-11785.5	-10882	-903.47	0.728951	1.51569	0.000566364	1.46751	0.048183	0.165869	0.252172	0.0323334	0.151155	0.263689	0.134783	0.0803799	0.376876	0.935142	2.6076	-3.2469	0.313502	0.159888	0.161969	0.36464	1.46751
3240	-11781.3	-10872.2	-909.096	0.84002	2.19567	0.000603934	2.15083	0.0448452	0.171232	0.219187	0.0333789	0.156042	0.28102	0.139141	0.104041	0.422761	0.967455	2.50574	-3.21901	0.335583	0.153591	0.15559	0.355236	2.15083
3250	-11790.4	-10873.7	-916.744	0.72162	1.86683	0.000569537	1.85764	0.00918981	0.171634	0.219702	0.0334572	0.16747	0.281679	0.126058	0.0788109	0.373555	0.932624	2.61501	-3.24448	0.310515	0.165849	0.168008	0.355629	1.85764
3260	-11783.4	-10870.5	-912.903	0.733743	1.68586	0.000538552	1.66221	0.023647	0.162199	0.249204	0.0316181	0.171049	0.266801	0.119129	0.0814054	0.379025	0.936758	2.60281	-3.26877	0.331333	0.154766	0.15522	0.35868	1.66221
3270	-11799.4	-10884.6	-914.805	0.819799	1.82772	0.000591279	1.78763	0.0400866	0.160516	0.248053	0.0340819	0.169275	0.264033	0.12404	0.0997642	0.414985	0.962293	2.52296	-3.22821	0.339869	0.152324	0.166483	0.341324	1.78763
3280	-11795.5	-10885.7	-909.851	0.736124	1.73584	0.000576913	1.70314	0.0327006	0.174861	0.255669	0.0356217	0.157679	0.255933	0.120235	0.081915	0.380087	0.937553	2.60044	-3.23889	0.320805	0.156723	0.171291	0.351181	1.70314
3290	-11794.3	-10888.6	-905.725	0.755756	1.77748	0.000586028	1.74073	0.0367496	0.153311	0.252285	0.0351502	0.182582	0.252546	0.124126	0.0861159	0.388692	0.943899	2.58129	-3.23208	0.323256	0.159703	0.159181	0.357859	1.74073
3300	-11806.3	-10903.3	-902.995	1.02154	1.34994	0.000590357	1.33078	0.0191593	0.159421	0.257646	0.033906	0.147151	0.283187	0.118689	0.141232	0.483133	1.00348	2.37216	-3.22889	0.339079	0.158172	0.157654	0.345096	1.33078
3310	-11803.3	-10900.6	-902.721	0.857322	1.84527	0.000610903	1.81514	0.030134	0.144896	0.246019	0.0295686	0.17894	0.270407	0.13017	0.107685	0.429228	0.971655	2.49143	-3.21403	0.327305	0.152679	0.15218	0.367836	1.81514
3320	-11801.2	-10888.4	-912.775	0.843728	1.57376	0.000545983	1.53713	0.0366304	0.182428	0.25614	0.032124	0.157293	0.236491	0.135525	0.104824	0.424161	0.968372	2.50264	-3.26282	0.327154	0.160948	0.160421	0.351476	1.53713
3330	-11815.2	-10900.1	-915.115	0.756256	1.43803	0.000588431	1.40128	0.0367505	0.171651	0.252685	0.0272395	0.153901	0.265867	0.128656	0.0862229	0.388908	0.944056	2.58081	-3.2303	0.307857	0.166763	0.164374	0.361006	1.40128
3340	-11811.5	-10894.3	-917.211	0.765016	1.46239	0.000537302	1.43856	0.0238381	0.188017	0.258609	0.0278781	0.129018	0.2721	0.124379	0.088096	0.392659	0.946769	2.57248	-3.26978	0.319762	0.162192	0.168725	0.349321	1.43856
3350	-11795.1	-10888.2	-906.832	0.740278	1.56847	0.000571729	1.53778	0.0306957	0.16886	0.225214	0.0261746	0.174092	0.288872	0.116787	0.0828041	0.381931	0.938926	2.59634	-3.24281	0.343448	0.150717	0.156788	0.349046	1.53778
3360	-11806.4	-10901.7	-904.685	0.816654	1.95199	0.000607055	1.92076	0.0312249	0.151781	0.22254	0.0421741	0.168586	0.284833	0.130086	0.0990973	0.413754	0.961465	2.52568	-3.21677	0.315868	0.165489	0.169136	0.349507	1.92076
3370	-11807.6	-10902.1	-905.486	0.720858	1.60858	0.000601978	1.57456	0.0340177	0.17319	0.248729	0.0352711	0.137352	0.257139	0.148319	0.0786479	0.373207	0.932359	2.61579	-3.22042	0.312471	0.164633	0.16923	0.353666	1.57456
3380	-11804.2	-10900.2	-903.973	0.829777	1.80335	0.000555745	1.77448	0.0288719	0.169671	0.24567	0.0293285	0.159644	0.298835	0.0968518	0.101877	0.418852	0.964876	2.51439	-3.25512	0.319981	0.158384	0.167909	0.353727	1.77448
3390	-11811.1	-10897.7	-913.41	0.717679	1.72833	0.000533053	1.67849	0.0498392	0.193406	0.243032	0.0341894	0.151622	0.265966	0.111785	0.0779679	0.371754	0.931248	2.61903	-3.27323	0.330135	0.156019	0.165401	0.348445	1.67849
3400	-11800.4	-10883.5	-916.905	0.619947	1.59583	0.000583898	1.57213	0.0236945	0.148129	0.251512	0.0439028	0.135255	0.275245	0.145957	0.0572463	0.323179	0.891164	2.72841	-3.23366	0.332791	0.14923	0.166732	0.351247	1.57213
3410	-11805.8	-10889.4	-916.436	0.705436	1.49581	0.000557075	1.44478	0.0510303	0.166253	0.213769	0.0411102	0.167957	0.268866	0.142044	0.0753498	0.366084	0.926866	2.6317	-3.25409	0.327537	0.153031	0.172031	0.347401	1.44478
3420	-11814.8	-10900.9	-913.91	0.660883	1.62124	0.000562361	1.59518	0.0260559	0.152614	0.246202	0.0328886	0.1918	0.248777	0.127719	0.0658607	0.344474	0.909463	2.6802	-3.24998	0.317532	0.152961	0.163725	0.365781	1.59518
3430	-11809	-10893	-915.981	0.55588	1.82868	0.000586471	1.7871	0.0415736	0.175205	0.224557	0.0296183	0.184782	0.270819	0.115019	0.0441556	0.286839	0.857025	2.81198	-3.23175	0.335942	0.148324	0.163482	0.352252	1.7871
3440	-11789.4	-10877.9	-911.477	0.835467	1.85874	0.000568768	1.83319	0.0255474	0.184471	0.230699	0.0311847	0.147403	0.285141	0.121102	0.10308	0.421031	0.966318	2.50957	-3.24506	0.32757	0.158346	0.161052	0.353032	1.83319
3450	-11793.8	-10880.1	-913.681	0.663773	1.49744	0.000560843	1.46719	0.0302478	0.178991	0.250317	0.0302584	0.143025	0.285535	0.111873	0.0664733	0.345923	0.910667	2.67694	-3.25116	0.327507	0.159408	0.160077	0.353008	1.46719
3460	-11783.2	-10875.2	-908.037	0.821407	1.96084	0.000568641	1.92382	0.0370235	0.160935	0.247591	0.0299288	0.149114	0.282973	0.129458	0.100105	0.415612	0.962714	2.52157	-3.24516	0.326067	0.15797	0.166141	0.349822	1.92382
3470	-11796.6	-10890.5	-906.094	0.672507	1.84147	0.000621817	1.81307	0.0283999	0.185545	0.220528	0.0300814	0.149875	0.284415	0.129555	0.0683282	0.350264	0.914238	2.66717	-3.20634	0.3079	0.162702	0.169097	0.360302	1.81307
3480	-11802.6	-10896.3	-906.273	0.757394	1.97644	0.000595465	1.92935	0.0470898	0.169941	0.25136	0.0344394	0.162545	0.242475	0.139239	0.0864663	0.389398	0.944412	2.57972	-3.22514	0.332597	0.162767	0.161473	0.343163	1.92935
3490	-11802.3	-10888.1	-914.164	0.750913	1.59735	0.000554667	1.54595	0.0514058	0.182846	0.268968	0.0367796	0.145407	0.249302	0.116698	0.0850799	0.386594	0.942367	2.58596	-3.25597	0.32431	0.158712	0.164149	0.352829	1.54595
3500	-11803.7	-10907.5	-896.228	0.742787	1.68582	0.000619585	1.66653	0.0192906	0.185866	0.245355	0.0306176	0.148101	0.262769	0.127291	0.0833411	0.383038	0.939748	2.59387	-3.2079	0.328738	0.160807	0.162078	0.348377	1.66653
3510	-11788.9	-10893.8	-895.161	0.990934	1.9142	0.000577517	1.89545	0.0187491	0.18855	0.233091	0.0334686	0.148836	0.266563	0.129492	0.135141	0.47401	0.998481	2.39237	-3.23844	0.32069	0.156871	0.16341	0.359029	1.89545
3520	-11781.6	-10880.3	-901.259	0.617628	1.85778	0.00053931	1.83268	0.025097	0.158007	0.251038	0.0387806	0.149352	0.280299	0.122523	0.056763	0.32193	0.890052	2.73125	-3.26816	0.333001	0.153946	0.169683	0.34337	1.83268
3530	-11783.8	-10879.6	-904.18	0.757981	2.33438	0.000552286	2.3013	0.0330763	0.174256	0.240371	0.0346313	0.139987	0.295915	0.11484	0.0865918	0.38965	0.944596	2.57916	-3.25784	0.330168	0.152636	0.168239	0.348956	2.3013
3540	-11794.6	-10894.2	-900.39	0.714204	1.81469	0.000560432	1.7949	0.0197936	0.17639	0.243315	0.0349653	0.137915	0.294161	0.113254	0.0772245	0.370156	0.93002	2.6226	-3.25148	0.320548	0.156672	0.164597	0.358183	1.7949
3550	-11811.9	-10903.4	-908.521	0.628137	2.02818	0.000581657	1.99515	0.0330271	0.169728	0.217503	0.034302	0.132706	0.304799	0.140961	0.0589584	0.327556	0.895022	2.71846	-3.23533	0.327194	0.160011	0.17874	0.334054	1.99515
3560	-11806.3	-10895.6	-910.653	0.753523	1.77889	0.000522784	1.73522	0.043672	0.161742	0.237641	0.0463556	0.14731	0.277598	0.129354	0.0856382	0.387726	0.943195	2.58344	-3.28168	0.332912	0.159669	0.167308	0.340112	1.73522
3570	-11818.6	-10911.1	-907.508	0.800688	1.37886	0.000520375	1.34999	0.0288695	0.161524	0.274618	0.0393266	0.139919	0.248656	0.135956	0.0957052	0.407411	0.957145	2.53974	-3.28368	0.332293	0.16593	0.148328	0.353449	1.34999
3580	-11796.3	-10889.4	-906.955	0.812535	1.35503	0.000546109	1.32071	0.0343261	0.165852	0.250301	0.0403804	0.160172	0.255319	0.127975	0.0982232	0.412132	0.960369	2.52928	-3.26272	0.333322	0.148316	0.16382	0.354543	1.32071
3590	-11809.4	-10877.3	-932.175	0.752719	1.07794	0.000527494	1.04585	0.0320857	0.176293	0.253254	0.0425571	0.141841	0.251181	0.134874	0.0854663	0.387378	0.942941	2.58421	-3.27778	0.334668	0.15619	0.160906	0.348236	1.04585
3600	-11813.3	-10885.7	-927.565	0.844704	1.69132	0.000499913	1.67633	0.0149874	0.138854	0.221824	0.0335193	0.157872	0.316985	0.130947	0.10503	0.424528	0.968612	2.50183	-3.30111	0.349449	0.139801	0.161414	0.349336	1.67633
3610	-11817.9	-10896.8	-921.095	0.941737	1.66009	0.000553152	1.63669	0.0234037	0.179803	0.222246	0.0335831	0.158172	0.268235	0.137961	0.125187	0.458511	0.989633	2.42667	-3.25716	0.349449	0.139801	0.161414	0.349336	1.63669
3620	-11813.1	-10892.4	-920.685	0.852646	1.71544	0.00055694	1.69598	0.0194607	0.163504	0.242489	0.0324901	0.17258	0.270793	0.118144	0.106702	0.427497	0.970539	2.49526	-3.25419	0.324189	0.166519	0.168832	0.34046	1.69598
3630	-11797.8	-10877.4	-920.432	0.999369	1.60478	0.00052534	1.58031	0.024465	0.164431	0.235688	0.0421601	0.160878	0.258956	0.137886	0.136828	0.476562	0.999895	2.38671	-3.27956	0.327192	0.159537	0.158394	0.354877	1.58031
3640	-11810.2	-10888.7	-921.47	0.984657	1.58703	0.000545705	1.56177	0.0252556	0.157911	0.26156	0.0357319	0.147366	0.281055	0.116376	0.133882	0.472091	0.997411	2.39662	-3.26304	0.303207	0.163039	0.168111	0.365643	1.56177
3650	-11802.9	-10881.4	-921.485	0.714508	1.69126	0.000543839	1.6675	0.0237558	0.185424	0.233919	0.0405441	0.149247	0.26945	0.121414	0.0772895	0.370296	0.930128	2.62229	-3.26453	0.324938	0.170447	0.155573	0.349042	1.6675
3660	-11832.4	-10902.5	-929.983	0.750693	1.85346	0.000538682	1.83257	0.0208836	0.143967	0.251621	0.0436122	0.150249	0.26792	0.142631	0.0850328	0.386498	0.942297	2.58617	-3.26867	0.306925	0.169896	0.175263	0.347915	1.83257
3670	-11825.2	-10896.8	-928.414	0.933702	1.3701	0.000496693	1.34028	0.0298269	0.164105	0.241379	0.036654	0.169783	0.271006	0.117073	0.123543	0.455875	0.988083	2.4325	-3.30391	0.31827	0.167115	0.172394	0.34222	1.34028
3680	-11817.7	-10889.5	-928.169	0.94862	1.36742	0.000523925	1.34648	0.0209334	0.178627	0.249868	0.0336035	0.130483	0.277777	0.129642	0.126592	0.460744	0.990936	2.42173	-3.28073	0.31827	0.167115	0.172394	0.34222	1.34648
3690	-11791.1	-10877.2	-913.907	0.667059	1.7356	0.000536583	1.6987	0.0368996	0.154382	0.251917	0.0342176	0.168971	0.258415	0.132097	0.0671707	0.347564	0.912022	2.67324	-3.27036	0.334483	0.156253	0.14961	0.359654	1.6987
3700	-11792.6	-10882.6	-909.966	0.909087	1.39211	0.000545158	1.36808	0.0240277	0.153461	0.241235	0.0370589	0.167964	0.268972	0.131309	0.118476	0.44761	0.983136	2.45078	-3.26348	0.333951	0.151002	0.155965	0.359082	1.36808
3710	-11807.4	-10887.4	-919.974	0.649726	1.25933	0.00056116	1.23812	0.02121	0.158497	0.223713	0.0369611	0.161815	0.277798	0.141216	0.0634997	0.338811	0.904712	2.69298	-3.25091	0.322588	0.156485	0.174064	0.346863	1.23812
3720	-11809.8	-10888.8	-921.027	0.80191	1.16895	0.000521659	1.13822	0.030728	0.145159	0.239458	0.0377513	0.160799	0.27545	0.141383	0.095965	0.407902	0.957483	2.53865	-3.28261	0.315988	0.154811	0.164587	0.364614	1.13822
3730	-11812.9	-10894	-918.948	0.797863	1.38333	0.000533351	1.35631	0.0270256	0.177726	0.244067	0.0364017	0.139875	0.265603	0.136328	0.0951039	0.406272	0.956361	2.54226	-3.27299	0.324454	0.151568	0.162124	0.361854	1.35631
3740	-11804.8	-10885.5	-919.286	0.689758	1.66131	0.000510971	1.62531	0.035999	0.158257	0.252275	0.0355169	0.153661	0.278896	0.121394	0.0720019	0.358657	0.921013	2.64833	-3.2916	0.316384	0.15493	0.172449	0.356237	1.62531
3750	-11811.3	-10890.2	-921.094	0.731102	1.29334	0.000557674	1.25453	0.0388165	0.176277	0.226206	0.0365195	0.16089	0.275287	0.124821	0.0808402	0.377843	0.93587	2.60545	-3.25362	0.329863	0.161531	0.161558	0.347049	1.25453
3760	-11812.7	-10894.8	-917.901	0.811079	1.70105	0.000562874	1.67314	0.027913	0.185072	0.223791	0.0361296	0.159172	0.272348	0.123489	0.097914	0.411557	0.959978	2.53055	-3.24959	0.33158	0.16477	0.163313	0.340337	1.67314
3770	-11818.5	-10891	-927.476	0.818889	1.32785	0.000525182	1.31435	0.0134969	0.150781	0.231672	0.0294354	0.153305	0.299227	0.13558	0.0995714	0.414629	0.962054	2.52374	-3.27969	0.323622	0.160815	0.159691	0.355872	1.31435
3780	-11814.1	-10882.1	-932.021	0.624978	1.35603	0.000504178	1.31711	0.0389251	0.17644	0.248304	0.0261231	0.143144	0.279394	0.126594	0.0582971	0.325874	0.893546	2.72228	-3.29742	0.32253	0.160273	0.162368	0.354829	1.31711
3790	-11806.5	-10879.7	-926.857	0.902277	1.3742	0.000520703	1.33901	0.0351843	0.176216	0.239636	0.048472	0.14709	0.258503	0.130083	0.117067	0.445271	0.981712	2.45595	-3.28341	0.321083	0.155286	0.172047	0.351584	1.33901
3800	-11807.4	-10891.4	-916.026	1.2076	1.72744	0.00055492	1.7005	0.0269465	0.16355	0.234885	0.0292803	0.150884	0.300667	0.120734	0.176427	0.531349	1.02738	2.26484	-3.25577	0.337817	0.153674	0.176915	0.331594	1.7005
3810	-11807.4	-10882.4	-925.02	0.922399	1.99074	0.000514789	1.9688	0.0219423	0.171755	0.236011	0.0294208	0.139392	0.302109	0.121313	0.121222	0.452116	0.985849	2.44081	-3.28837	0.333788	0.163768	0.174805	0.327639	1.9688
3820	-11819.8	-10885.7	-934.123	0.775726	1.53587	0.000513553	1.51589	0.0199802	0.177446	0.234279	0.0303957	0.144011	0.288536	0.125333	0.090384	0.397174	0.949995	2.56245	-3.28942	0.315219	0.170709	0.176693	0.337379	1.51589
3830	-11825.7	-10896.4	-929.254	0.88425	1.58199	0.000473292	1.54372	0.0382746	0.166052	0.219235	0.028444	0.181449	0.280969	0.123851	0.11332	0.438965	0.97782	2.46989	-3.32487	0.354316	0.157702	0.151702	0.33628	1.54372
3840	-11827.1	-10903	-924.124	0.85089	1.63738	0.000556221	1.59129	0.0460926	0.166776	0.22019	0.0285679	0.185827	0.282192	0.116448	0.106332	0.426843	0.970116	2.49671	-3.25475	0.335805	0.145304	0.159841	0.359051	1.59129
3850	-11821.5	-10895.6	-925.936	0.920845	1.54802	0.00049496	1.52711	0.0209162	0.148993	0.224765	0.0333814	0.170754	0.284002	0.138104	0.120902	0.451595	0.985537	2.44197	-3.30543	0.333375	0.144252	0.168562	0.35381	1.52711
3860	-11813.4	-10880.8	-932.656	0.698054	1.19172	0.000527426	1.16057	0.0311491	0.165013	0.240961	0.0355502	0.157992	0.270206	0.130278	0.0737727	0.362611	0.924145	2.63947	-3.27784	0.343408	0.148594	0.159196	0.348802	1.16057
3870	-11819.5	-10892.4	-927.099	0.833726	1.46945	0.00049463	1.44604	0.0234084	0.152474	0.262381	0.0319589	0.154033	0.275259	0.123894	0.102712	0.420366	0.965879	2.51104	-3.30572	0.33448	0.149378	0.160037	0.356105	1.44604
3880	-11832	-10898.9	-933.107	0.854422	1.08413	0.000535966	1.06138	0.0227569	0.194367	0.243323	0.0296375	0.142844	0.255265	0.134562	0.107075	0.428156	0.970964	2.4938	-3.27086	0.311069	0.162464	0.163897	0.362571	1.06138
3890	-11824.5	-10892	-932.525	0.778556	1.50092	0.00052193	1.45199	0.0489247	0.192648	0.233794	0.0317309	0.127969	0.293308	0.120549	0.0909881	0.398355	0.950831	2.55983	-3.28239	0.31832	0.160754	0.162172	0.358755	1.45199
3900	-11830.5	-10909.8	-920.71	1.01945	1.28677	0.000537898	1.26834	0.0184304	0.155191	0.27571	0.0338275	0.133167	0.27359	0.128514	0.140818	0.482521	1.00315	2.37351	-3.2693	0.315545	0.168068	0.160759	0.355628	1.26834
3910	-11827.7	-10903.5	-924.278	0.735224	1.33311	0.000504297	1.29552	0.0375894	0.1649	0.263231	0.0316086	0.124432	0.255644	0.160184	0.0817223	0.379686	0.937253	2.60134	-3.29731	0.350307	0.157103	0.158245	0.334345	1.29552
3920	-11817.4	-10897.4	-920.05	0.840103	1.4299	0.000509383	1.38786	0.042041	0.154049	0.220071	0.0320945	0.197393	0.272108	0.124284	0.104059	0.422792	0.967476	2.50567	-3.29296	0.334011	0.151946	0.148262	0.365782	1.38786
3930	-11817.1	-10899.4	-917.733	0.626517	1.84144	0.000520416	1.8223	0.019139	0.170793	0.258277	0.0325054	0.136926	0.275623	0.125876	0.0586192	0.326695	0.894267	2.72042	-3.28365	0.336465	0.160873	0.156972	0.34569	1.8223
3940	-11816.4	-10895.8	-920.613	0.858038	1.54566	0.000536711	1.52286	0.0227919	0.15983	0.241699	0.030419	0.159097	0.281282	0.127673	0.107835	0.429492	0.971824	2.49085	-3.27026	0.335533	0.160427	0.159307	0.344732	1.52286
3950	-11819.7	-10904.4	-915.327	1.06493	1.73956	0.000522204	1.72459	0.0149747	0.17754	0.232128	0.0309015	0.152797	0.284018	0.122617	0.149725	0.495435	1.00998	2.34486	-3.28216	0.316549	0.160668	0.159546	0.363238	1.72459
3960	-11815.7	-10887.9	-927.748	0.787385	1.37644	0.000540796	1.35432	0.0221123	0.181438	0.234055	0.0342243	0.154065	0.272584	0.123635	0.0928717	0.402005	0.953397	2.55173	-3.26697	0.323574	0.157967	0.163086	0.355373	1.35432
3970	-11812.9	-10881.9	-930.937	0.760572	1.49368	0.000531132	1.44579	0.04789	0.155611	0.223488	0.0365998	0.161799	0.296203	0.1263	0.0871457	0.390762	0.945401	2.57669	-3.2748	0.337103	0.15165	0.161754	0.349493	1.44579
3980	-11820.1	-10892.4	-927.733	0.708967	1.71402	0.000497468	1.68218	0.0318338	0.151908	0.23831	0.0383817	0.169676	0.269275	0.132449	0.0761045	0.36773	0.928146	2.62802	-3.30323	0.339925	0.153002	0.149552	0.35752	1.68218
3990	-11815.2	-10880	-935.112	0.624444	1.75296	0.00051468	1.7432	0.00975967	0.152171	0.228104	0.0390075	0.172443	0.273666	0.134609	0.0581855	0.325589	0.893295	2.72293	-3.28846	0.340884	0.147423	0.163948	0.347744	1.7432
4000	-11813.8	-10884	-929.762	0.749637	1.1948	0.000477071	1.17072	0.0240794	0.165312	0.242819	0.0374684	0.165638	0.259465	0.129298	0.084807	0.386039	0.94196	2.58719	-3.32142	0.337887	0.149581	0.164217	0.348314	1.17072
4010	-11819.3	-10898.2	-921.17	0.905261	1.21314	0.000509473	1.17586	0.0372835	0.153674	0.251556	0.0317456	0.158528	0.289624	0.114872	0.117685	0.446299	0.982339	2.45368	-3.29288	0.347033	0.15363	0.154164	0.345173	1.17586
4020	-11806.4	-10886.1	-920.284	0.760394	1.88249	0.000528834	1.85999	0.022503	0.162344	0.234404	0.033983	0.168888	0.274206	0.126175	0.0871078	0.390686	0.945346	2.57686	-3.27668	0.34723	0.153909	0.154444	0.344418	1.85999
4030	-11797.7	-10878.3	-919.363	0.841849	1.37772	0.000512756	1.36394	0.0137781	0.165421	0.242446	0.0343963	0.155315	0.27754	0.124882	0.104427	0.423452	0.967909	2.50421	-3.29009	0.334991	0.158343	0.158893	0.347772	1.36394
4040	-11798.4	-10877.6	-920.798	0.710356	1.44898	0.000510655	1.42905	0.0199238	0.16063	0.220277	0.0374143	0.161226	0.305755	0.114698	0.0764016	0.368376	0.928646	2.62658	-3.29187	0.330012	0.15599	0.170284	0.343714	1.42905
4050	-11801.3	-10882.8	-918.44	0.799965	1.85271	0.00056639	1.83907	0.0136334	0.174244	0.214876	0.0350107	0.150869	0.290027	0.134973	0.0955513	0.40712	0.956945	2.54038	-3.24688	0.327058	0.155998	0.16876	0.348184	1.83907
4060	-11800.4	-10887.2	-913.242	0.764429	1.66876	0.0005386	1.63809	0.0306709	0.163442	0.216411	0.0352609	0.156848	0.2921	0.135938	0.0879705	0.392409	0.94659	2.57303	-3.26873	0.324751	0.165585	0.166384	0.343281	1.63809
4070	-11807	-10889.4	-917.593	0.887648	1.56213	0.000561357	1.52784	0.0342865	0.173129	0.222475	0.0359506	0.143684	0.298233	0.126528	0.114028	0.440167	0.978567	2.46724	-3.25076	0.333326	0.160481	0.173492	0.332701	1.52784
4080	-11796.1	-10881	-915.088	0.940969	1.24368	0.000565386	1.20942	0.034261	0.172367	0.229559	0.0337108	0.152528	0.279653	0.132182	0.12503	0.45826	0.989486	2.42722	-3.24765	0.336881	0.162961	0.160373	0.339785	1.20942
