Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-11938.9	-11948.9	9.93022	0.813208	0.000903979	0.00241206	0.0337009	0.00348002	0.125051	0.032147	0.000484795	0.0353527	0.00736241	0.409447	0.00104929	0.00252896	0.0236372	0.0165588	0.184538	0.113415	0.0874036	0.0692559	0.00477668	0.0162755	0.0359062	0.00261148	0.0267498	0.0945759	0.248462	0.0725456	0.0731733	0.436727	0.0745162	0.0983659	0.412398	0.960548	2.52869	0.29827	0.192306	0.220481	0.288943	1.23505
110	-11942.1	-11952.4	10.3297	1.26366	0.000963173	0.00258597	0.0265849	0.00626329	0.0978721	0.0298888	0.00480025	0.0291793	0.00467459	0.409447	0.00221217	0.00365223	0.0314334	0.012467	0.173222	0.106878	0.0880447	0.0475512	0.00820648	0.0516785	0.0364365	0.000984958	0.0178254	0.100331	0.247576	0.0697598	0.0729124	0.43517	0.0742505	0.1864	0.543825	1.0329	2.23688	0.29827	0.192306	0.220481	0.288943	1.19285
120	-11941.6	-11950.2	8.67691	0.893333	0.00239628	0.00148087	0.0262419	0.00343656	0.126904	0.0418478	0.00142212	0.0197726	0.00045937	0.484313	0.000433539	0.00152727	0.0250896	0.0184593	0.202855	0.110279	0.117013	0.0614412	0.00466517	0.0288702	0.0451854	0.00373973	0.0321448	0.0809801	0.27414	0.0707501	0.0682786	0.428882	0.0769691	0.115211	0.442163	0.979803	2.46282	0.29827	0.192306	0.220481	0.288943	1.35998
130	-11937.1	-11947.1	10.0524	1.06696	0.00258978	0.00368788	0.0270125	0.00187453	0.107585	0.0317394	0.00324525	0.0366471	0.000512026	0.434336	0.000331992	0.00156144	0.0251682	0.0162285	0.129695	0.121347	0.0743257	0.0855619	0.0152437	0.0282716	0.0405887	0.00353781	0.0304671	0.0925047	0.255484	0.0669572	0.0738022	0.425365	0.0858873	0.150118	0.495993	1.01027	2.34362	0.29827	0.192306	0.220481	0.288943	1.22156
140	-11934.2	-11944.6	10.4076	0.952073	0.00099481	0.00209982	0.0192496	0.0050011	0.0892369	0.0523462	0.00698236	0.0269807	0.00149619	0.434336	0.000566533	0.000726102	0.0270156	0.00906584	0.160429	0.112967	0.0737286	0.0587962	0.0114076	0.0220593	0.0488184	0.000921304	0.0213958	0.128873	0.246122	0.0645037	0.0737319	0.421182	0.0655872	0.127295	0.461856	0.991581	2.41927	0.29827	0.192306	0.220481	0.288943	1.18662
150	-11926.6	-11936.8	10.1974	1.13076	0.00155848	0.00137522	0.0238514	0.0050498	0.0937545	0.0260383	0.00436627	0.0342084	0.000205925	0.482407	0.000497573	0.000293766	0.029199	0.00965176	0.140129	0.100692	0.0738014	0.0954368	0.00319489	0.0215595	0.0392477	0.0033551	0.016873	0.128997	0.246358	0.063606	0.0738027	0.421586	0.0656502	0.162282	0.512812	1.01869	2.30622	0.29827	0.192306	0.220481	0.288943	1.20675
160	-11923.1	-11933.4	10.2343	1.12962	0.00145699	0.00224321	0.0146156	0.00557999	0.0987727	0.0476173	0.00111964	0.0354739	0.00010064	0.441679	0.000287737	0.000176237	0.0273989	0.0116053	0.154348	0.132577	0.0616279	0.0741293	0.00345576	0.0253975	0.0373505	0.00324434	0.022802	0.106023	0.251137	0.0777788	0.0752343	0.422903	0.0669237	0.162068	0.512523	1.01855	2.30686	0.30174	0.194543	0.211413	0.292304	1.20306
170	-11900.8	-11910.5	9.75942	0.854437	0.0016404	0.00259961	0.0215863	0.00427716	0.0927846	0.0284838	0.000541432	0.0244226	0.000140071	0.523889	0.000665671	0.000422123	0.0415772	0.0107476	0.146325	0.098284	0.0676176	0.0732452	0.00569325	0.0278264	0.0347821	0.0119547	0.0324155	0.101478	0.240371	0.0712595	0.0866919	0.436146	0.0640546	0.107079	0.428161	0.970968	2.49379	0.299625	0.193179	0.216941	0.290255	1.25192
180	-11891.7	-11901.3	9.58347	0.90163	0.0010137	0.00188809	0.0180916	0.00279153	0.0612783	0.0370976	0.00245638	0.0312137	0.000121704	0.544517	0.00331151	0.000263838	0.0331778	0.0172854	0.129785	0.120675	0.0557885	0.0784394	0.0104017	0.0289103	0.039952	0.0246202	0.0262002	0.0846051	0.269552	0.0702702	0.0854884	0.430091	0.0599938	0.116933	0.445048	0.981575	2.45644	0.295181	0.190314	0.213724	0.300781	1.26928
190	-11898.3	-11908	9.68499	0.982169	0.00121062	0.00423394	0.0124531	0.0038059	0.0612783	0.0307906	0.00691377	0.0377555	8.85141e-05	0.442104	0.00253928	0.000176241	0.0260158	0.0146577	0.204191	0.130973	0.0224825	0.0584252	0.00776803	0.0309957	0.0503027	0.0432484	0.0663167	0.0876006	0.279096	0.0727582	0.0885152	0.388207	0.0838229	0.133382	0.471326	0.996982	2.39831	0.291742	0.188097	0.211234	0.308927	1.25873
200	-11889.4	-11899.9	10.4685	0.996234	0.0012908	0.0044191	0.0127823	0.00130261	0.0495685	0.0321491	0.00521486	0.0350026	0.000480107	0.464009	0.00222175	0.000214356	0.0346897	0.0170828	0.150534	0.100937	0.0304079	0.0819996	0.00522596	0.0282348	0.0468792	0.0291522	0.0465035	0.0984083	0.287908	0.0750554	0.0748372	0.400464	0.0633271	0.136202	0.475617	0.999373	2.38881	0.296916	0.191432	0.219204	0.292448	1.1803
210	-11888.9	-11899.1	10.1527	1.0833	0.00115855	0.0044688	0.0173522	0.00145336	0.0437222	0.0302378	0.00369263	0.0349386	0.000611657	0.464889	0.00156846	9.84905e-05	0.0278	0.0145626	0.160021	0.117023	0.053456	0.0678007	0.00737798	0.0303203	0.0374159	0.0484323	0.0430524	0.0902977	0.269764	0.0684381	0.0551834	0.44211	0.0742065	0.153269	0.500434	1.01254	2.33376	0.3007	0.193872	0.209254	0.296175	1.21145
220	-11893.5	-11903.3	9.87102	0.898218	0.00140372	0.004044	0.012316	0.00521954	0.0522926	0.0405816	0.00728425	0.0337799	0.000590393	0.457294	0.000239176	0.000846793	0.0366288	0.0190924	0.145241	0.137748	0.0394529	0.0894802	0.00343746	0.0253748	0.0406085	0.0418527	0.0457355	0.123417	0.256953	0.0651879	0.0701052	0.421114	0.063223	0.116225	0.443866	0.980851	2.45906	0.30101	0.194072	0.20947	0.295447	1.24054
230	-11893	-11903.4	10.4009	1.3061	0.00119418	0.00113495	0.0174898	0.00318562	0.0764374	0.0431841	0.00502506	0.0333574	0.00122747	0.443863	0.000265164	0.000328653	0.0407046	0.0123533	0.14027	0.107101	0.0357846	0.0829893	0.00584116	0.0255	0.0369602	0.0299325	0.0413892	0.106383	0.243487	0.074225	0.0545539	0.468686	0.0526644	0.193757	0.552742	1.03667	2.21683	0.30101	0.194072	0.20947	0.295447	1.18552
240	-11893.2	-11904.1	10.8839	0.922073	0.00032465	0.00276183	0.0235431	0.0052216	0.0401525	0.0347735	0.00385374	0.0277674	0.000788022	0.432059	0.000178988	0.000178608	0.0261723	0.0124622	0.179859	0.088262	0.047871	0.0685772	0.00846047	0.028134	0.026141	0.0235651	0.0580235	0.0951368	0.281561	0.0663783	0.0906877	0.419139	0.047097	0.121155	0.452007	0.985784	2.44105	0.30101	0.194072	0.20947	0.295447	1.13913
250	-11885	-11894.8	9.80031	1.03952	0.000758318	0.00303738	0.0225982	0.00239791	0.043312	0.0329327	0.00263407	0.0341725	0.00183907	0.471421	0.000265419	0.000160177	0.0330657	0.0172574	0.179537	0.0938082	0.0532175	0.0979049	0.00463253	0.0254412	0.0396458	0.0385186	0.0483502	0.087199	0.274202	0.0685092	0.0651335	0.438069	0.0668868	0.144771	0.488316	1.00625	2.36066	0.29661	0.189017	0.222895	0.291477	1.24691
260	-11885.5	-11895.2	9.74309	1.12897	0.00182878	0.00311744	0.017194	0.00286499	0.0558133	0.0405489	0.00194653	0.0368632	0.00707684	0.471489	0.000363254	0.00102149	0.0270283	0.0129709	0.179677	0.138599	0.0199217	0.0722792	0.00421972	0.037906	0.0362475	0.019625	0.0635804	0.084935	0.267083	0.0696572	0.0634424	0.449732	0.0651502	0.161944	0.512357	1.01847	2.30723	0.29661	0.189017	0.222895	0.291477	1.25218
270	-11890.2	-11900.3	10.0589	0.81065	0.000951171	0.00475474	0.0166365	0.00297507	0.067142	0.0434297	0.000556698	0.028665	0.0055445	0.456936	0.000489533	0.000317131	0.0256395	0.0179565	0.139581	0.137622	0.0367959	0.0828492	0.00261464	0.0212391	0.0403227	0.0362857	0.052892	0.113181	0.250988	0.0647589	0.0923961	0.418107	0.0605689	0.0978228	0.411387	0.959863	2.53093	0.29661	0.189017	0.222895	0.291477	1.2222
280	-11883.7	-11893.6	9.87828	0.927746	0.00155019	0.0025034	0.0204269	0.00463099	0.0445515	0.0383012	0.00231077	0.031807	0.00618533	0.485839	0.000339289	0.000684704	0.0292356	0.00841386	0.168944	0.116398	0.0613887	0.0629194	0.00249119	0.0363548	0.0374127	0.025432	0.0515495	0.105146	0.26521	0.0684283	0.0605258	0.441798	0.058892	0.122321	0.453902	0.986914	2.43686	0.292169	0.186187	0.219558	0.302086	1.23967
290	-11892.9	-11903.2	10.2738	1.09777	0.0013146	0.00176676	0.0295021	0.00396469	0.0560204	0.0283497	0.00102619	0.0327195	0.00881555	0.495479	0.000381686	0.000428262	0.0139604	0.0154533	0.136165	0.126972	0.033841	0.0683139	0.00290989	0.0235835	0.0276517	0.0284298	0.0622234	0.128127	0.28852	0.0744427	0.0574054	0.387437	0.0640683	0.156038	0.504288	1.01448	2.32519	0.292169	0.186187	0.219558	0.302086	1.19927
300	-11888	-11899.2	11.1651	1.02702	0.000647003	0.00415792	0.0190617	0.00256667	0.0370595	0.0341748	0.00138241	0.0374337	0.00828071	0.39417	0.000280557	0.000750806	0.0285788	0.0125671	0.153427	0.105223	0.0388534	0.0538341	0.00404391	0.0269366	0.0384072	0.0406991	0.0679534	0.119108	0.286675	0.0739668	0.0692797	0.384961	0.0660093	0.142313	0.484725	1.00434	2.36862	0.29244	0.185433	0.219761	0.302366	1.11049
310	-11896.8	-11908	11.197	0.963236	0.00139074	0.00333446	0.0199546	0.00657108	0.0236139	0.0341479	0.00160065	0.0304611	0.0075737	0.428742	0.00010561	0.000971688	0.0183261	0.015046	0.153427	0.109037	0.0239517	0.0768074	0.00630509	0.0308336	0.0381128	0.0230957	0.0542115	0.119536	0.275006	0.0698634	0.0627432	0.386345	0.0865062	0.129561	0.465415	0.993631	2.41139	0.291143	0.186543	0.21955	0.302764	1.10762
320	-11894.7	-11904.8	10.1076	1.26479	0.00178757	0.00116894	0.0226055	0.00372199	0.0382931	0.0295574	0.00593103	0.0280464	0.0140318	0.468392	0.000688204	0.00144669	0.0320337	0.010247	0.157777	0.13175	0.0512393	0.0597874	0.00808625	0.0290529	0.0388782	0.0316298	0.0489042	0.121135	0.278684	0.0651784	0.0558259	0.391513	0.0876633	0.186599	0.544069	1.033	2.23633	0.291143	0.186543	0.21955	0.302764	1.21506
330	-11892.9	-11902.8	9.95407	0.967241	0.00312743	0.00200948	0.0136124	0.00452037	0.0686827	0.0421797	0.00577712	0.034178	0.00755323	0.480658	0.00115209	0.000469935	0.0373966	0.0118924	0.151855	0.0904582	0.0368619	0.0966152	0.00531132	0.0186038	0.0361105	0.0366519	0.046217	0.125125	0.287863	0.0619858	0.0718221	0.404407	0.0487975	0.130372	0.466679	0.994353	2.4086	0.291692	0.18501	0.219964	0.303334	1.23189
340	-11890	-11900.5	10.5027	1.24831	0.00216815	0.00258789	0.0224321	0.00455872	0.0561147	0.0300074	0.00192787	0.0267354	0.0110506	0.437821	0.00134611	0.000702372	0.0307871	0.00843343	0.140465	0.124794	0.0392046	0.0926893	0.00208102	0.0255022	0.0322149	0.0405938	0.0414028	0.0852303	0.294346	0.0633819	0.0714279	0.413515	0.0720994	0.183699	0.540492	1.03145	2.24436	0.2926	0.185586	0.220649	0.301166	1.17562
350	-11892.3	-11903	10.6929	1.28799	0.00187745	0.00446585	0.011687	0.0030447	0.0690347	0.0390351	0.00463581	0.0272974	0.00689916	0.437821	0.00131031	0.00100901	0.0388484	0.0110607	0.108023	0.105389	0.0340334	0.0940997	0.00367676	0.034219	0.032166	0.035997	0.0507792	0.0850792	0.288496	0.0632695	0.0713013	0.412781	0.0790725	0.190638	0.54899	1.0351	2.22527	0.300023	0.181235	0.209935	0.308807	1.15641
360	-11891.8	-11901.9	10.0681	1.07012	0.000650159	0.00146852	0.0250181	0.00314412	0.0600655	0.0314413	0.0045445	0.0291363	0.0055791	0.448349	0.000959013	0.000773586	0.0477788	0.0114562	0.122224	0.104649	0.044747	0.124684	0.00582646	0.0287443	0.033293	0.0303668	0.0550754	0.108956	0.288074	0.0658164	0.0546588	0.412177	0.0703188	0.150729	0.496859	1.01071	2.3417	0.29851	0.18032	0.208876	0.312295	1.21997
370	-11895	-11906.1	11.1691	1.27867	0.00117021	0.00178208	0.031234	0.00387878	0.0527344	0.0512923	0.00453732	0.0306729	0.00996104	0.404689	0.0010418	0.0014284	0.0291723	0.00920224	0.155969	0.103903	0.0361805	0.0648346	0.00483141	0.0297836	0.0176125	0.0153382	0.0475798	0.0913026	0.283383	0.0647446	0.0859308	0.405465	0.0691738	0.18902	0.547028	1.03427	2.22968	0.29851	0.18032	0.208876	0.312295	1.10883
380	-11891.8	-11902.7	10.955	0.995511	0.00226209	0.00152795	0.0210285	0.00361328	0.0463542	0.0366738	0.00239532	0.033697	0.00686486	0.408311	0.000431808	0.00447963	0.0214687	0.00770852	0.144752	0.103903	0.0494622	0.0851034	0.00410368	0.0339282	0.0293692	0.024887	0.0593332	0.0860218	0.266992	0.0609999	0.0600836	0.447232	0.0786702	0.136057	0.475398	0.999252	2.38929	0.293727	0.177431	0.221551	0.307291	1.13166
390	-11897.7	-11907.5	9.83929	0.946019	0.00209864	0.00173948	0.0372154	0.00391045	0.0819321	0.0366407	0.00222256	0.0283517	0.00968342	0.458871	0.00131098	0.00435151	0.0380277	0.0147435	0.145386	0.125084	0.0244466	0.106614	0.00904296	0.0204601	0.0247266	0.0333402	0.0332782	0.0981618	0.264096	0.0603382	0.0572059	0.442381	0.0778169	0.126061	0.459903	0.990446	2.42359	0.293727	0.177431	0.221551	0.307291	1.24348
400	-11894	-11904.4	10.3924	1.24717	0.00138752	0.00381703	0.0292807	0.00556277	0.0618681	0.0356711	0.00410743	0.0340794	0.00941598	0.48677	0.000979155	0.00323981	0.0322384	0.00976737	0.120335	0.109553	0.0396352	0.0476893	0.00707662	0.0293361	0.0344119	0.0295584	0.0508759	0.11266	0.256578	0.0586206	0.0555774	0.429788	0.086775	0.183498	0.540242	1.03134	2.24492	0.291908	0.182524	0.220179	0.305388	1.18666
410	-11890.3	-11899.4	9.11523	1.0508	0.00149011	0.00152534	0.0204036	0.00461571	0.0713212	0.0340873	0.00283549	0.0331309	0.00958313	0.48677	0.00111134	0.00127812	0.0403737	0.0141221	0.201973	0.120861	0.0282486	0.0500762	0.00563021	0.0385022	0.0324203	0.0371782	0.0778212	0.108564	0.271754	0.0620878	0.0536773	0.428176	0.0757409	0.146977	0.491506	1.00793	2.35358	0.291908	0.182524	0.220179	0.305388	1.31536
420	-11886.1	-11896.3	10.1414	1.01662	0.000838868	0.00328625	0.0276293	0.00383894	0.0616887	0.0367193	0.00631936	0.0253133	0.00940772	0.47761	0.000474924	0.00123197	0.0317537	0.00573275	0.157004	0.120309	0.0282486	0.0559581	0.00955892	0.0244825	0.0374236	0.0265183	0.0615642	0.11817	0.270694	0.0618457	0.053468	0.417697	0.0781252	0.140257	0.48169	1.0027	2.37535	0.291908	0.182524	0.220179	0.305388	1.21291
430	-11890.3	-11900.6	10.3166	1.08677	0.00113615	0.00284811	0.0296762	0.00235341	0.0662881	0.0487491	0.00278776	0.0322411	0.00969525	0.437872	0.000508815	0.000792956	0.0442143	0.00707514	0.12464	0.11766	0.0263672	0.0861795	0.00970895	0.0380613	0.0333415	0.0232224	0.0496278	0.099349	0.276472	0.0631656	0.0546092	0.426612	0.0797926	0.153935	0.501364	1.01301	2.33169	0.291908	0.182524	0.220179	0.305388	1.19505
440	-11887.4	-11897.7	10.243	1.04606	0.00244643	0.00338564	0.0196715	0.00370282	0.0670377	0.0367861	0.00167185	0.0302308	0.0107052	0.446495	0.000225932	0.000888739	0.035439	0.0143328	0.132159	0.124352	0.0280026	0.113956	0.0013122	0.027104	0.030631	0.0380356	0.0340387	0.0984379	0.282205	0.0644755	0.04968	0.435458	0.0697434	0.146052	0.490171	1.00723	2.35655	0.291367	0.186437	0.219771	0.302425	1.20261
450	-11887.6	-11896.8	9.22997	0.889842	0.00150631	0.00188429	0.0154976	0.00479806	0.0583747	0.0371779	0.00100886	0.036653	0.004751	0.504906	0.00020283	0.00131682	0.0307632	0.0116142	0.163743	0.112815	0.0282777	0.105082	0.00488968	0.0250813	0.0436574	0.0458869	0.0648025	0.108518	0.215026	0.0654851	0.0547672	0.480049	0.0761552	0.114485	0.440939	0.979046	2.46553	0.298201	0.180738	0.227883	0.293179	1.30469
460	-11896.8	-11906.6	9.88455	0.904526	0.00252823	0.00244661	0.0172721	0.00438692	0.0477797	0.0372068	0.00403236	0.0389664	0.00448928	0.504906	0.000186952	0.0031673	0.0308116	0.0103889	0.181745	0.115456	0.0190363	0.0743038	0.0128931	0.0242853	0.0307637	0.0270006	0.045107	0.10637	0.21077	0.0641891	0.0734741	0.470548	0.074648	0.117533	0.446046	0.982185	2.45424	0.289185	0.175273	0.220993	0.314548	1.23916
470	-11891.5	-11900.7	9.19247	0.931909	0.000875682	0.00169497	0.0181009	0.00421574	0.035914	0.0318796	0.00286998	0.0346757	0.00552974	0.541396	0.00022836	0.00300242	0.0286374	0.0124265	0.150696	0.127132	0.0384481	0.088893	0.00771049	0.0281426	0.0443735	0.0328538	0.0685329	0.102163	0.258785	0.0634817	0.0579722	0.465363	0.0522344	0.123176	0.455283	0.987733	2.43381	0.2892	0.175282	0.220953	0.314564	1.30823
480	-11892.5	-11902.7	10.2445	1.00888	0.00262424	0.000877176	0.0202638	0.00507134	0.0482586	0.0379981	0.00266175	0.02846	0.00703217	0.478782	6.26953e-05	0.00273262	0.0278754	0.0191667	0.132585	0.118394	0.0407551	0.0789312	0.00395181	0.0290709	0.0305271	0.033969	0.0525902	0.0871762	0.28393	0.0696498	0.0477364	0.44331	0.068198	0.138723	0.479406	1.00146	2.38041	0.2892	0.175282	0.220953	0.314564	1.20264
490	-11893.1	-11902.6	9.56457	1.08348	0.000874252	0.00196864	0.0188234	0.0023377	0.0645521	0.0578835	0.00407445	0.0388197	0.00728269	0.469359	4.53345e-05	0.00343188	0.0270222	0.0142592	0.145759	0.114759	0.0453107	0.0876135	0.00981416	0.0204414	0.0342778	0.0322552	0.0692978	0.103306	0.251392	0.073671	0.0742354	0.433822	0.0635734	0.153302	0.500481	1.01256	2.33365	0.29785	0.173149	0.218264	0.310736	1.27026
500	-11887.3	-11898.3	11.0138	1.27321	0.000448803	0.00280901	0.0218515	0.00458883	0.0726882	0.0400604	0.00668131	0.0320414	0.00716451	0.42647	8.9852e-05	0.00132672	0.0287918	0.0207084	0.13332	0.109496	0.0279339	0.0564205	0.00141815	0.0258462	0.0259612	0.0348317	0.0434446	0.103552	0.240664	0.0751269	0.0710672	0.438561	0.07103	0.18807	0.545871	1.03377	2.23228	0.29785	0.173149	0.218264	0.310736	1.12439
510	-11889	-11899.7	10.6243	1.22256	0.000994852	0.00216137	0.031219	0.0028447	0.0606448	0.0436344	0.00181861	0.0295952	0.0119417	0.42647	0.000114227	0.00232649	0.0259519	0.0215824	0.124735	0.118735	0.0293861	0.0970906	0.00256468	0.0311994	0.0310981	0.0285029	0.0389807	0.104509	0.242889	0.0758215	0.0603245	0.442616	0.0738398	0.179117	0.534761	1.02892	2.2572	0.297139	0.179357	0.21351	0.309994	1.16359
520	-11886.7	-11897.9	11.1346	1.158	0.000199783	0.00276718	0.0280424	0.00420921	0.0656511	0.0287518	0.00121696	0.0308973	0.00325251	0.441579	0.00014246	0.00232173	0.033448	0.0111388	0.130553	0.0874631	0.041161	0.0585965	0.0022103	0.0256462	0.0358192	0.0303308	0.0474904	0.10746	0.243003	0.0758573	0.0603529	0.442824	0.0705022	0.16736	0.519587	1.02194	2.29112	0.297139	0.179357	0.21351	0.309994	1.11289
530	-11884.2	-11894.7	10.4925	1.22512	2.47214e-05	0.00220808	0.0310385	0.00380899	0.0475754	0.0313912	0.000681021	0.0402221	0.00193446	0.450536	7.49085e-05	0.00181654	0.024651	0.0114697	0.143252	0.124409	0.0273203	0.0913128	0.00855218	0.0256854	0.0331255	0.0208305	0.0548427	0.110846	0.251261	0.0720359	0.0783891	0.420517	0.0669506	0.179575	0.535337	1.02918	2.25591	0.289991	0.189175	0.21432	0.306514	1.17676
540	-11886.8	-11897.6	10.7897	1.13029	3.54907e-05	0.00320547	0.0177414	0.0035485	0.0750819	0.0289109	0.000221311	0.0376716	0.00237192	0.450536	3.2953e-05	0.000554496	0.0263596	0.0144577	0.137224	0.110926	0.0406183	0.0597067	0.00523778	0.0307671	0.0460114	0.0134585	0.0428328	0.0958654	0.266452	0.0739245	0.0592956	0.431542	0.0729202	0.162193	0.512693	1.01863	2.30648	0.289434	0.188813	0.213908	0.307845	1.14751
550	-11889.6	-11900.3	10.75	1.18482	2.13187e-05	0.00352868	0.0169165	0.0030534	0.0592207	0.0295258	0.000247722	0.0292723	0.00942608	0.433986	0.000109583	0.000370167	0.0383326	0.0102123	0.155462	0.108817	0.0587867	0.0717458	0.00187303	0.0230364	0.0293019	0.0417967	0.026173	0.116967	0.266733	0.0740023	0.0558973	0.431996	0.0544052	0.172291	0.526035	1.02495	2.27672	0.289434	0.188813	0.213908	0.307845	1.15122
