Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	br_lens[80]	br_lens[81]	br_lens[82]	br_lens[83]	br_lens[84]	br_lens[85]	br_lens[86]	br_lens[87]	br_lens[88]	br_lens[89]	br_lens[90]	br_lens[91]	br_lens[92]	br_lens[93]	br_lens[94]	br_lens[95]	br_lens[96]	br_lens[97]	br_lens[98]	br_lens[99]	br_lens[100]	br_lens[101]	br_lens[102]	br_lens[103]	br_lens[104]	br_lens[105]	br_lens[106]	br_lens[107]	br_lens[108]	br_lens[109]	br_lens[110]	br_lens[111]	br_lens[112]	br_lens[113]	br_lens[114]	br_lens[115]	br_lens[116]	br_lens[117]	br_lens[118]	br_lens[119]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
6310	-24859.3	-24695.5	-163.846	0.362358	0.00684517	0.00138491	0.000531892	0.0131757	2.30866	0.00731846	0.000915143	0.0969387	0.310599	0.171188	0.00500933	0.0306689	0.12051	0.000539186	0.00617364	0.0972197	0.00324679	0.00304234	0.0127766	0.0131504	0.132882	0.224659	0.0448836	0.00170124	0.0690179	0.00552105	0.0129156	0.0228194	0.0467329	0.000828109	0.0184291	0.0474682	0.0394105	0.00150149	0.00123841	0.0679004	0.00236457	0.142264	0.000170685	0.00254355	0.0381224	0.0281403	0.0432903	2.11956	0.0111925	0.00250917	0.0488935	0.0161311	0.00680916	0.00532421	0.0100687	0.000474019	0.0651304	0.433774	0.00786291	0.000944974	0.0487993	0.367659	0.0151076	0.000291524	0.00434787	0.00748804	0.117822	0.124969	0.00597751	0.0232838	0.00277595	0.0163865	0.0632502	0.152351	0.0127396	0.000788014	0.0198367	0.00554163	0.010774	0.017697	0.00251824	0.033046	0.00547318	0.015366	0.00505506	0.00482183	0.00196849	0.0974875	0.0444372	0.00447445	8.78888e-05	0.0349486	0.0116857	0.00186461	0.0292739	0.294695	0.0320985	0.00550419	0.0854927	0.0756106	0.00424753	0.000958452	0.0174349	0.056365	0.00482363	0.0213297	0.037451	0.018871	0.0250467	0.151961	0.00797893	0.043721	0.892933	0.0328679	0.0136544	0.00055816	0.00460285	0.00330765	0.000313675	0.00126328	0.0122339	0.00726815	0.0676934	0.104421	0.24647	0.115736	0.0665241	0.375348	0.0915012	0.0116794	0.153132	0.687109	3.14808	0.217936	0.235462	0.280318	0.266284	10.1641
6320	-24862.8	-24698.1	-164.742	0.408138	0.0097227	0.00399085	0.000401469	0.0248828	2.27711	0.00731985	0.000488835	0.116439	0.310599	0.193476	0.00536966	0.0240239	0.116701	0.000164645	0.00351453	0.0940178	0.00345782	0.0043013	0.010992	0.0156904	0.148528	0.249497	0.0377007	0.00437054	0.0770122	0.00255165	0.0087537	0.0140689	0.0416862	0.00186919	0.0219949	0.054205	0.0434684	0.00360102	0.00121655	0.0758611	0.00480335	0.174715	0.000178542	0.00241422	0.0460619	0.0299795	0.042138	1.90507	0.0130462	0.00330968	0.0472856	0.0147848	0.00483486	0.00298995	0.0180825	0.000225337	0.0679507	0.569811	0.00613195	0.000519619	0.0419789	0.360361	0.0109913	0.000128308	0.00559859	0.0157496	0.154387	0.0523045	0.007985	0.0190683	0.00368675	0.00885965	0.0457661	0.168854	0.00441287	0.000187565	0.00993823	0.0152159	0.0109496	0.0158495	0.00170028	0.0402858	0.00256607	0.0117818	0.00909854	0.00291969	0.00229173	0.089081	0.0274281	0.00223373	2.05923e-05	0.0560664	0.0162195	0.00379295	0.0248928	0.311897	0.0365297	0.0048256	0.0750756	0.110582	0.00149478	0.000903041	0.0171633	0.0402005	0.00434631	0.0227216	0.0438712	0.0453276	0.00938439	0.203858	0.0034606	0.0389971	0.901495	0.0479007	0.0121469	0.000885778	0.00115571	0.00432034	0.000881121	0.00702989	0.0147368	0.00500508	0.0812147	0.104421	0.24647	0.115736	0.0665241	0.375348	0.0915012	0.0179058	0.187809	0.739939	3.05435	0.217936	0.235462	0.280318	0.266284	10.2534
6330	-24871.1	-24709	-162.077	0.354974	0.00341787	0.00431599	0.000463373	0.0212384	2.32881	0.00702423	0.000471676	0.100098	0.318445	0.174642	0.00148257	0.0517004	0.141699	0.000261499	0.0037721	0.0994958	0.00255371	0.00353861	0.0104916	0.0201109	0.128232	0.249497	0.0390271	0.00324669	0.0586386	0.00473289	0.00622372	0.0124242	0.021767	0.000709659	0.0192527	0.0559154	0.0444278	0.00213173	0.0039071	0.107098	0.00113049	0.158609	4.71066e-05	0.00433625	0.0353358	0.0316639	0.0437424	1.87591	0.00885748	0.00426678	0.0572081	0.0209851	0.00131788	0.00264664	0.0190782	0.000446341	0.0571497	0.514642	0.00441111	6.86739e-05	0.0566924	0.272395	0.0133738	0.00014989	0.0050376	0.00947134	0.167342	0.0313557	0.00790638	0.0159589	0.00326697	0.0167324	0.0483923	0.151275	0.00396424	0.000136996	0.0287244	0.0146129	0.0175781	0.018311	0.000709238	0.0334448	0.00344272	0.0111817	0.00778809	0.00205325	0.00092184	0.074003	0.0386757	0.00288014	1.8407e-05	0.0365391	0.00771842	0.00533759	0.016991	0.313444	0.0510731	0.00258978	0.0985901	0.0761618	0.000729179	0.00225371	0.019635	0.0349422	0.00280567	0.0219075	0.0475689	0.0185984	0.0164639	0.183623	0.00668113	0.0480435	0.833219	0.036483	0.0179974	0.000937731	0.00236988	0.00803811	0.000165238	0.00418342	0.0175478	0.0082386	0.0954106	0.0975244	0.248791	0.11529	0.0671505	0.378882	0.0923628	0.0107902	0.147418	0.677571	3.16422	0.217936	0.235462	0.280318	0.266284	9.9872
6340	-24868.7	-24706.8	-161.859	0.391462	0.00350015	0.00397342	0.00144305	0.0304617	2.29339	0.0050001	0.000786283	0.103573	0.372429	0.209683	0.000967822	0.0298567	0.110788	0.000390383	0.00240867	0.0733382	0.00110823	0.00157597	0.0171726	0.0260497	0.13502	0.245284	0.0497494	0.00398609	0.057057	0.00426277	0.00699897	0.0143114	0.056787	0.00163741	0.0220729	0.067401	0.0366375	0.00156507	0.00390763	0.0591659	0.00111465	0.13294	4.7921e-05	0.00464361	0.0432598	0.0248	0.0433394	1.82688	0.00416115	0.00462389	0.0524098	0.0239489	0.00235826	0.00548242	0.0167865	0.000799595	0.0618927	0.514642	0.00436147	0.000144468	0.0419601	0.238111	0.0131283	0.000212829	0.00480104	0.0096587	0.116819	0.0793861	0.0068197	0.0510048	0.00421285	0.00982296	0.0329649	0.129811	0.00375427	4.73052e-05	0.0195336	0.01073	0.00690006	0.0265596	0.00322774	0.036595	0.00303888	0.00712488	0.0102896	0.00428966	0.00115352	0.0708897	0.0488781	0.000837897	4.51383e-06	0.0431675	0.012004	0.00270563	0.0250596	0.257544	0.0360988	0.00145808	0.0912913	0.174722	0.00129107	0.00197341	0.0319543	0.0530985	0.00406387	0.0214865	0.0497938	0.0254643	0.0261687	0.177578	0.0120995	0.0508536	0.898973	0.0191979	0.0187913	0.000402957	0.00257661	0.00452398	0.000367624	0.00696714	0.0136181	0.0132913	0.0716792	0.100445	0.259513	0.118743	0.0764903	0.34968	0.0951289	0.0155021	0.175349	0.721873	3.08728	0.216978	0.238822	0.279086	0.265113	9.96521
6350	-24882.1	-24709.6	-172.496	0.368963	0.00284322	0.00498014	0.00350206	0.0269484	2.5528	0.00957205	0.0020803	0.100826	0.292034	0.14045	0.00272777	0.0246672	0.140265	0.000761274	0.00195618	0.0672936	0.00222751	0.00205516	0.0111269	0.0272751	0.146499	0.248315	0.0393706	0.00385496	0.0564815	0.00181958	0.0120452	0.0162043	0.030739	0.00134736	0.0139436	0.0618256	0.0309674	0.00164331	0.005976	0.076082	0.00226309	0.152894	0.000103215	0.00466788	0.0576241	0.033867	0.0381475	2.46442	0.0100742	0.00410281	0.0599787	0.0193306	0.00160561	0.00874405	0.020214	0.00134595	0.0686502	0.470879	0.00517672	0.000250912	0.0417873	0.357953	0.00699449	0.00018975	0.000565002	0.00801957	0.142123	0.109353	0.00917122	0.0295597	0.00506054	0.00622533	0.0437976	0.144826	0.0144285	4.99819e-05	0.023888	0.00981233	0.0144262	0.0203635	0.00219129	0.0332778	0.00529094	0.0137124	0.00763616	0.00578009	0.00141384	0.0993827	0.0347545	0.000609471	2.58354e-06	0.0428357	0.0195345	0.000456994	0.0412444	0.296166	0.0493695	0.00204191	0.121551	0.136304	0.00160303	0.00147108	0.0148814	0.0438713	0.00570519	0.0180487	0.0721396	0.0220681	0.0282849	0.163024	0.00571016	0.0409037	0.831885	0.120774	0.0133333	0.00225716	0.0065785	0.00316297	0.000269376	0.00526745	0.0214587	0.012753	0.103556	0.0994247	0.256877	0.117536	0.0757133	0.348999	0.10145	0.0125032	0.15822	0.695385	3.13389	0.216978	0.238822	0.279086	0.265113	11.029
6360	-24870	-24709.5	-160.443	0.380642	0.00411116	0.00445003	0.00276691	0.0145369	2.10752	0.00465135	0.00142256	0.117833	0.297056	0.161208	0.00220375	0.0468308	0.128131	0.0019918	0.00332006	0.0746512	0.00308918	0.00130313	0.012439	0.0196785	0.108052	0.246716	0.0285841	0.00565408	0.0626841	0.00133073	0.0188635	0.0135921	0.0480646	0.00462049	0.019185	0.0432847	0.0338621	0.00268466	0.00282899	0.0807252	0.00204333	0.152894	9.88699e-05	0.00074325	0.040409	0.0315517	0.028732	2.0751	0.0127545	0.00328059	0.0557198	0.0145626	0.00235885	0.00287479	0.0124851	0.00130391	0.0626545	0.501562	0.00780906	0.000710245	0.0462934	0.398614	0.0106798	0.000572593	0.000408812	0.00819719	0.120731	0.0592109	0.00801279	0.0282754	0.00181421	0.0124347	0.0418181	0.162801	0.00626225	0.000106813	0.040102	0.00972691	0.0166517	0.0259013	0.00578639	0.0253445	0.00622011	0.017462	0.00677486	0.00592582	0.00125224	0.0700059	0.0307602	0.000855677	1.45769e-05	0.045854	0.00992667	0.00248835	0.0138208	0.224179	0.0361037	0.000717586	0.117237	0.0427885	0.00150497	0.000723374	0.0206287	0.0288037	0.00513269	0.0201402	0.0467552	0.0251378	0.013021	0.14092	0.00140954	0.0416346	0.929948	0.0495489	0.00607778	0.0012202	0.00183577	0.00292247	0.00040897	0.00552547	0.0186159	0.00558662	0.0544497	0.0985505	0.254619	0.116503	0.0750476	0.354723	0.100558	0.0140237	0.167154	0.709454	3.10937	0.222208	0.244577	0.261713	0.271503	9.82366
6370	-24886.6	-24729.9	-156.753	0.380642	0.0142339	0.00780496	0.00135943	0.0280479	2.06121	0.00297792	0.00141945	0.0940693	0.356111	0.205707	0.00334023	0.0172916	0.122493	0.00293863	0.00299312	0.0671146	0.00204233	0.00156751	0.0103349	0.0111011	0.137324	0.233576	0.0323468	0.00262639	0.0589264	0.00103511	0.0155343	0.0174835	0.0509202	0.00313783	0.0168855	0.0560707	0.0251078	0.00152671	0.00394167	0.0774419	0.00189743	0.157212	0.000418206	0.00103705	0.0496199	0.0188475	0.0375941	1.8529	0.0070189	0.00637752	0.053347	0.0160609	0.004533	0.00332576	0.00860498	0.0020448	0.0756948	0.468409	0.0116059	0.00195648	0.0404335	0.387655	0.00771048	0.000895116	0.00113531	0.0126037	0.0524532	0.056434	0.00634945	0.0223756	0.00493468	0.00587215	0.0503478	0.161095	0.00591608	0.000514514	0.0204113	0.00786494	0.00836854	0.0258613	0.0106844	0.0247968	0.0047926	0.0128068	0.00593894	0.00619081	0.00140812	0.0543669	0.0463226	0.00175667	3.88956e-05	0.0380783	0.00996183	0.00224509	0.0383064	0.21246	0.0382322	0.00122095	0.0739089	0.060462	0.000809539	0.00195895	0.0290626	0.0517252	0.0043504	0.0253411	0.0326391	0.0296768	0.0332132	0.141017	0.00217999	0.0629026	0.762697	0.101621	0.0136739	0.000653262	0.00181377	0.00325558	0.000588362	0.00566057	0.0152899	0.0051821	0.0796093	0.092454	0.238867	0.123928	0.070405	0.380009	0.0943371	0.0140237	0.167154	0.709454	3.10937	0.223075	0.243274	0.284522	0.24913	9.45468
6380	-24875.3	-24703.2	-172.103	0.351856	0.00562884	0.00430533	0.00160126	0.0241559	2.44939	0.00649036	0.00141396	0.0984867	0.357911	0.18668	0.00317697	0.0388428	0.0988815	0.00126893	0.00554824	0.0777638	0.0025583	0.000643061	0.00983057	0.0181165	0.140222	0.285701	0.0395272	0.00197422	0.0763883	0.00620071	0.00633072	0.0133123	0.0521968	0.00379545	0.0225034	0.0562255	0.0436946	0.00150621	0.00277125	0.0709963	0.0026806	0.165946	0.000459435	0.0014499	0.0614088	0.0361719	0.049862	2.47607	0.013501	0.00242334	0.0484584	0.0153958	0.00713037	0.00281883	0.00875665	0.00245184	0.0745988	0.444402	0.00979069	0.00047406	0.0505727	0.3462	0.0107277	0.000296307	0.00287934	0.0109633	0.0871904	0.120114	0.00622563	0.0222925	0.00351934	0.0123973	0.0399527	0.140527	0.00568853	0.000286594	0.0294549	0.0158009	0.0143472	0.0246142	0.00838963	0.0358922	0.00454862	0.0119751	0.00346304	0.00517396	0.00253244	0.0865557	0.0361896	0.00434772	2.92458e-05	0.0420672	0.0104235	0.00292472	0.0479956	0.263668	0.0381318	0.000634	0.0792922	0.106158	0.000934823	0.00174094	0.0140577	0.0600129	0.00391895	0.0200157	0.0729981	0.0171201	0.0250628	0.211292	0.00210207	0.0502014	0.902031	0.104001	0.0184554	0.00109446	0.00155071	0.00179592	0.000280682	0.00330233	0.00928349	0.00802525	0.0857908	0.0932117	0.240825	0.124943	0.0627869	0.383123	0.0951102	0.010425	0.144998	0.67345	3.17113	0.221437	0.243786	0.285122	0.249655	10.9898
6390	-24875.3	-24703.8	-171.468	0.366017	0.00763415	0.00390787	0.00129149	0.0213646	2.50488	0.00286949	0.00119187	0.134108	0.354337	0.184624	0.00388121	0.0211536	0.125454	0.000881894	0.00643537	0.0854371	0.00338645	0.00106678	0.00973757	0.0111743	0.14736	0.264798	0.0419259	0.00132525	0.0907042	0.00215802	0.00730308	0.019362	0.0341891	0.00302362	0.0195654	0.0541617	0.0446603	0.00119281	0.00508075	0.0712869	0.00300923	0.111709	0.000225151	0.0019462	0.0419632	0.0265729	0.0365033	2.52093	0.00726346	0.00379958	0.0451896	0.0213888	0.00207943	0.00256695	0.0208028	0.0031592	0.0787304	0.499085	0.0126149	0.000583108	0.0520134	0.391159	0.0129085	0.000444684	0.00265523	0.0162466	0.105746	0.0898952	0.0117322	0.0206711	0.00361545	0.00380211	0.0559682	0.136742	0.0051119	0.000381989	0.0212254	0.0114822	0.00570481	0.0174533	0.00781669	0.0317559	0.00563282	0.00669026	0.00379556	0.00357085	0.00223848	0.0820022	0.0488456	0.00317645	3.67317e-05	0.0441336	0.0124764	0.00219925	0.0307555	0.309869	0.0326613	0.00566196	0.0914449	0.0820826	0.000797276	0.0034619	0.0121337	0.0802568	0.00661696	0.0150789	0.0573658	0.0227334	0.0208673	0.145251	0.00183272	0.040683	0.783929	0.0883718	0.0167514	0.00135124	0.00262346	0.0043192	0.000263664	0.0057818	0.0151852	0.00857588	0.0872226	0.0987172	0.238948	0.123969	0.0546756	0.380136	0.103554	0.0121325	0.155954	0.691724	3.14019	0.221741	0.24412	0.284142	0.249997	10.9263
6400	-24869.7	-24705.6	-164.092	0.370595	0.00629043	0.00161178	0.00249771	0.0284912	2.11119	0.00749634	0.000756261	0.10916	0.39441	0.175329	0.00545318	0.0185826	0.0897673	0.000405723	0.0055461	0.0840132	0.00243525	0.00523127	0.013261	0.0114125	0.121886	0.265943	0.0421491	0.00139786	0.0732776	0.00215919	0.0132226	0.0150756	0.0272774	0.00216529	0.0155923	0.0425292	0.0307932	0.000346738	0.002134	0.0696525	0.00316277	0.143385	0.000518616	0.00145137	0.0381319	0.0323075	0.0393648	2.51171	0.0063328	0.00310719	0.0464477	0.0140417	0.00286335	0.00182633	0.0189369	0.000662814	0.0522431	0.479019	0.00862369	0.000595213	0.0451145	0.410949	0.0170924	0.000188579	0.00312931	0.0103649	0.103227	0.0809266	0.0101332	0.0302823	0.00179221	0.0101062	0.0391374	0.121918	0.00546833	0.00132117	0.020027	0.0158398	0.0109065	0.0160475	0.00346196	0.0332782	0.00596657	0.0131688	0.00838858	0.00191857	0.00414104	0.0818951	0.0397174	0.00383265	3.33019e-05	0.0281351	0.0183044	0.00309876	0.0252229	0.2715	0.0420064	0.00409917	0.101164	0.0804636	0.00181206	0.00157706	0.0182357	0.0424387	0.00770938	0.0223839	0.0508948	0.0195009	0.0234435	0.116161	0.0030051	0.03707	0.775494	0.0221514	0.0112852	0.0009603	0.00269911	0.00265733	0.000363968	0.00533287	0.0170214	0.00709558	0.0719067	0.0861829	0.236172	0.129419	0.07444	0.372353	0.101433	0.0127109	0.159474	0.697395	3.13042	0.221741	0.24412	0.284142	0.249997	10.1886
6410	-24882.6	-24717	-165.595	0.370595	0.00278669	0.00162324	0.00292534	0.0194251	2.21925	0.00404938	0.00202668	0.0979094	0.290589	0.164915	0.00611647	0.0552002	0.137803	0.000751135	0.00429542	0.0858651	0.00244959	0.00569254	0.0128381	0.0175947	0.108307	0.297344	0.0383116	0.00165593	0.077396	0.00409886	0.0111756	0.0237355	0.0385358	0.0025114	0.0213516	0.0492142	0.0471588	0.000127816	0.00367619	0.0950582	0.00488208	0.165022	0.000393578	0.00214819	0.0420152	0.0327389	0.039771	2.26636	0.00416086	0.0032099	0.0502849	0.016371	0.00247512	0.00466875	0.0138381	0.00222689	0.0495239	0.475053	0.00364707	0.000277976	0.0349756	0.352615	0.0126857	0.000121424	0.00195606	0.0156908	0.182242	0.10329	0.0079817	0.0272101	0.00472482	0.00796883	0.0393884	0.178588	0.00461172	0.00191517	0.030781	0.0137603	0.00905875	0.028691	0.00495221	0.0312029	0.00496848	0.00729389	0.00400536	0.00185523	0.00336143	0.078078	0.0368462	0.00181092	4.61582e-05	0.0288157	0.0134627	0.00059659	0.0262985	0.261254	0.0526281	0.00289544	0.108069	0.0969197	0.00619001	0.00190987	0.0208972	0.0315029	0.00553953	0.0223803	0.0397145	0.0159088	0.0245756	0.114313	0.0137125	0.0412548	0.897951	0.017942	0.0137936	0.000630837	0.00358488	0.000346053	6.09595e-05	0.00470385	0.00986389	0.00200043	0.0936596	0.0860607	0.235837	0.129235	0.0684021	0.379175	0.10129	0.0127109	0.159474	0.697395	3.13042	0.221741	0.24412	0.284142	0.249997	10.3389
6420	-24869.6	-24698.9	-170.691	0.394516	0.0030699	0.00211446	0.00137767	0.0127484	2.39652	0.00363394	0.000738677	0.106539	0.345259	0.194944	0.00311801	0.0400237	0.130995	0.000772831	0.0034875	0.0811086	0.00125662	0.00397386	0.00851192	0.0158892	0.124788	0.222786	0.0323145	0.00370208	0.067749	0.00102039	0.00856588	0.0129429	0.0268005	0.00111016	0.0117536	0.0448946	0.035038	0.000477733	0.00283402	0.0808648	0.00274241	0.140529	0.000609656	0.00064101	0.0388031	0.0286101	0.033741	2.77304	0.0106561	0.0041382	0.0481113	0.0199374	0.00955149	0.00348929	0.0202109	0.00493645	0.0654779	0.4913	0.00949185	0.000274997	0.0502916	0.307476	0.00711809	0.000141682	0.00338988	0.010926	0.129946	0.0596103	0.0156397	0.0246133	0.00379165	0.00744789	0.04963	0.132816	0.012441	0.000911545	0.0130416	0.00975938	0.0118816	0.0173344	0.00885861	0.0446893	0.00371481	0.0161417	0.0046049	0.00286789	0.00140368	0.0860905	0.0305522	0.00107942	6.00247e-05	0.0623129	0.00973099	0.000706431	0.0205427	0.285746	0.0383156	0.00799297	0.0983333	0.136687	0.00146502	0.00293706	0.019555	0.0412904	0.00520196	0.0234519	0.0422074	0.0129333	0.0270223	0.1706	0.00156579	0.0418967	0.851338	0.00606227	0.0112959	0.00216244	0.00387243	0.00186168	8.73431e-05	0.00487295	0.012813	0.00361877	0.0916004	0.0860607	0.235837	0.129235	0.0684021	0.379175	0.10129	0.0159312	0.177647	0.725277	3.08114	0.221741	0.24412	0.284142	0.249997	10.8484
6430	-24872.3	-24706.4	-165.902	0.369645	0.00284715	0.0028874	0.00401697	0.0169498	2.35973	0.00277971	0.000279626	0.0961387	0.304439	0.197332	0.00267735	0.0199578	0.131213	0.00112294	0.0086518	0.0806111	0.00102417	0.00353704	0.010175	0.00961394	0.115803	0.22468	0.0381049	0.0025471	0.0820591	0.0050813	0.0133576	0.0125857	0.0298148	0.00246937	0.013537	0.0449532	0.0428036	0.00180498	0.00193071	0.0751102	0.00292759	0.160263	0.000357611	0.000270615	0.0442981	0.036014	0.0444626	2.24098	0.00661908	0.00132753	0.0583902	0.0194902	0.0046444	0.00513061	0.0175885	0.00150071	0.0556563	0.538215	0.00948942	0.00025309	0.0409439	0.248448	0.00585326	0.00015839	0.00733245	0.00706867	0.109072	0.100335	0.0189575	0.0239494	0.00404791	0.00788382	0.0537484	0.119568	0.00739519	0.000303834	0.0213078	0.013786	0.00965777	0.0191807	0.00620646	0.0270384	0.00382228	0.0261052	0.00851886	0.00600526	0.00309553	0.0898931	0.0514025	0.000398865	0.000116193	0.0359219	0.0104765	0.000159807	0.0133813	0.296249	0.0391577	0.0106465	0.121279	0.159184	0.00171322	0.00125014	0.0236527	0.0979787	0.00282472	0.0224291	0.0483579	0.0116349	0.0242952	0.118664	0.00138506	0.0467233	0.890555	0.00999579	0.0126426	0.000789129	0.00274325	0.00307885	0.00010474	0.00550023	0.0154311	0.00566713	0.0836417	0.0927131	0.233657	0.129836	0.0677699	0.37567	0.100353	0.0125899	0.158744	0.696227	3.13244	0.216841	0.23643	0.277863	0.268867	10.3696
6440	-24878.5	-24715.7	-162.845	0.387877	0.00268025	0.00211758	0.00207221	0.0162635	2.16398	0.00536672	0.000172062	0.102127	0.342043	0.170624	0.00260136	0.0352571	0.157346	0.00126127	0.00216708	0.0752721	0.000643629	0.00551303	0.0131836	0.0204023	0.144358	0.216668	0.031494	0.00323048	0.0776482	0.0021012	0.00354499	0.014761	0.0572528	0.000913335	0.0156829	0.0768303	0.0540443	0.00296168	0.00422287	0.082177	0.00408188	0.151992	0.00035612	0.000328404	0.0552213	0.0318004	0.0421943	1.87386	0.00895238	0.00285419	0.0566046	0.018992	0.00315064	0.00597788	0.015413	0.000455566	0.0420244	0.570134	0.00884699	5.4112e-05	0.0519064	0.30513	0.0124612	0.000253111	0.0052392	0.00734375	0.205817	0.0612187	0.00920675	0.0298976	0.00316425	0.0159091	0.0342452	0.174623	0.00710228	0.000209588	0.0162149	0.0126678	0.01059	0.0120835	0.00421463	0.0228491	0.00320359	0.00713294	0.0081935	0.00507887	0.00166964	0.0899709	0.0247732	0.00226019	0.000209383	0.0415318	0.01728	0.000534958	0.00676789	0.295098	0.0473349	0.00832482	0.107852	0.1443	0.00223523	0.00129678	0.0226428	0.0885466	0.00607412	0.0313333	0.0622676	0.0316411	0.0229308	0.155698	0.00313453	0.0620925	0.806719	0.028806	0.0163396	0.00317016	0.00449168	0.00298245	0.000868956	0.00353288	0.0171908	0.00322515	0.0704763	0.0927131	0.233657	0.129836	0.0677699	0.37567	0.100353	0.0150051	0.172644	0.717822	3.09453	0.216841	0.23643	0.277863	0.268867	10.0638
6450	-24873.5	-24709.9	-163.586	0.379014	0.0016033	0.000624998	0.00283108	0.0332622	2.1072	0.00946573	0.00025148	0.102127	0.306212	0.163618	0.00287281	0.0400713	0.124575	0.00156236	0.00288607	0.110191	0.000528456	0.00462496	0.0179173	0.0129172	0.140318	0.291983	0.039891	0.00804912	0.0829288	0.00116324	0.00809903	0.0116941	0.0423601	0.00177864	0.00944325	0.0503179	0.0364591	0.00359878	0.00453494	0.0544888	0.00153075	0.162263	0.000131553	0.000310535	0.0383429	0.0279838	0.0500048	2.2414	0.00618092	0.00255758	0.048605	0.0128531	0.00368573	0.00303164	0.0127406	0.00145833	0.0525748	0.489045	0.0067184	1.70883e-05	0.0530666	0.286833	0.0121927	0.000190978	0.00303277	0.0120416	0.147832	0.0736747	0.00828734	0.0193313	0.00212067	0.0111587	0.0471841	0.118148	0.0117962	0.00023949	0.0268608	0.010234	0.0125787	0.0282917	0.00420668	0.0325809	0.00244816	0.0179441	0.00379891	0.00921492	0.00348533	0.0734527	0.0567416	0.00400105	0.000299858	0.0306633	0.0134177	0.000409062	0.00525275	0.292193	0.0415541	0.00818259	0.122892	0.119019	0.00199442	0.00285009	0.0213479	0.0421008	0.00369781	0.0202416	0.0470306	0.0306412	0.0213385	0.127575	0.00822895	0.044209	0.896754	0.0250936	0.0127824	0.0016495	0.00191552	0.00410522	0.000147495	0.00475483	0.0127068	0.00517425	0.0808798	0.0927131	0.233657	0.129836	0.0677699	0.37567	0.100353	0.013807	0.165914	0.707535	3.11274	0.216841	0.23643	0.277863	0.268867	10.138
6460	-24882.1	-24718	-164.099	0.397342	0.00444532	0.000929866	0.000926652	0.0176244	2.71463	0.00421112	0.000295224	0.0831876	0.408257	0.209999	0.0023288	0.0351895	0.11037	0.00518156	0.00210055	0.0684975	0.000342869	0.00171629	0.0139802	0.0181671	0.140318	0.240497	0.0563685	0.00380259	0.0705922	0.00181999	0.0124827	0.0223039	0.0286628	0.000482826	0.0161579	0.0576568	0.0433415	0.00291496	0.00459259	0.0555253	0.000955134	0.17928	0.000188405	0.000205775	0.0377627	0.0358897	0.0390298	1.76815	0.00929742	0.00500093	0.0610941	0.0267916	0.00624217	0.00358118	0.0164879	0.00149486	0.060443	0.468646	0.00863967	5.7187e-05	0.0360682	0.342184	0.0110287	0.00101715	0.00572608	0.0111775	0.0714636	0.0458835	0.00744555	0.0296182	0.00230585	0.0129177	0.0617211	0.155208	0.0126735	0.000836622	0.0238005	0.0120203	0.00893799	0.0227019	0.00820529	0.036497	0.00506052	0.021295	0.00111763	0.00411097	0.0032388	0.0921324	0.0419503	0.00234712	0.00118722	0.0447031	0.0134506	0.000312876	0.0180229	0.230897	0.0308977	0.00752706	0.106269	0.0917567	0.00110581	0.00288466	0.0184194	0.0395177	0.00381531	0.0179222	0.0444055	0.0249842	0.0061129	0.139582	0.0120674	0.0464231	0.852478	0.0220588	0.00979985	0.00471391	0.00124818	0.00375897	0.000594967	0.0137016	0.00940104	0.0024651	0.086893	0.092868	0.234048	0.130053	0.0678831	0.374627	0.100521	0.0163328	0.179768	0.728388	3.07551	0.218461	0.238196	0.279939	0.263403	10.1892
