Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	br_lens[80]	br_lens[81]	br_lens[82]	br_lens[83]	br_lens[84]	br_lens[85]	br_lens[86]	br_lens[87]	br_lens[88]	br_lens[89]	br_lens[90]	br_lens[91]	br_lens[92]	br_lens[93]	br_lens[94]	br_lens[95]	br_lens[96]	br_lens[97]	br_lens[98]	br_lens[99]	br_lens[100]	br_lens[101]	br_lens[102]	br_lens[103]	br_lens[104]	br_lens[105]	br_lens[106]	br_lens[107]	br_lens[108]	br_lens[109]	br_lens[110]	br_lens[111]	br_lens[112]	br_lens[113]	br_lens[114]	br_lens[115]	br_lens[116]	br_lens[117]	br_lens[118]	br_lens[119]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
9710	-24867.5	-24713.3	-154.171	0.37582	0.00582448	0.00234187	0.000577486	0.0237789	1.84597	0.00956145	0.00133503	0.106283	0.390776	0.183739	0.00992562	0.0114409	0.115494	7.24455e-05	0.0026948	0.0771495	0.000294604	0.0033245	0.00565411	0.0165162	0.128483	0.273267	0.0296571	0.00450986	0.0549066	0.00204508	0.00344086	0.0194492	0.0254569	0.0031007	0.027316	0.0500231	0.037948	0.00173652	0.00402515	0.0738162	0.000872893	0.134194	0.00244652	0.0016841	0.0449529	0.0238454	0.0272682	1.44093	0.00871839	0.00387805	0.0589646	0.0239495	0.00496704	0.00865366	0.0114818	0.00203394	0.0524627	0.481898	0.00811705	0.000174583	0.0487225	0.391862	0.00610697	0.000225393	0.0031558	0.00312316	0.00975203	0.0614784	0.115193	0.274244	0.0245848	0.000482344	0.00287677	0.166848	0.00110068	0.060462	0.0414088	0.0139133	0.0954186	0.0347015	0.00514582	0.00230454	0.00115879	0.156889	0.138257	0.043915	0.0234736	0.0114343	0.00338157	0.0822352	0.00654887	0.0116291	0.0162626	0.0340184	0.0405263	0.00684413	0.00597048	0.0114666	0.00922358	0.00528593	0.000813332	0.00304008	0.0138602	0.000400639	0.00277532	0.00820217	0.00209846	0.0168738	0.0792919	0.820198	0.00141674	0.000649739	0.267522	0.00804875	0.00971342	0.00248046	0.0249004	0.00640186	0.00072103	0.0272757	0.00334286	0.0285905	0.00284308	0.0991422	0.258698	0.103617	0.0753105	0.365739	0.0974932	0.0133862	0.163476	0.703731	3.11941	0.226091	0.239776	0.264986	0.269147	9.19652
9720	-24872.6	-24716.6	-156.009	0.37582	0.00255747	0.00331646	0.000401544	0.029294	1.99488	0.00451191	0.00283733	0.10321	0.271389	0.211323	0.00365512	0.0128477	0.106029	7.58485e-05	0.00241882	0.076634	0.000942613	0.00470217	0.0149205	0.0154331	0.100711	0.268257	0.0395524	0.0046966	0.0718532	0.00274456	0.00697141	0.0171817	0.0167928	0.00225575	0.021008	0.0492542	0.037948	0.000851987	0.0029354	0.0814147	0.00100366	0.183758	0.000414252	0.00190383	0.0494929	0.0199431	0.0456511	1.31042	0.00746892	0.00375342	0.042367	0.0157106	0.00506339	0.00705312	0.0141467	0.00147652	0.0660443	0.504998	0.00963396	0.000374222	0.0515727	0.374283	0.00895068	0.000519489	0.00325793	0.00352766	0.0144519	0.0304725	0.0979991	0.23783	0.0454089	0.00138004	0.00449889	0.13124	0.00055429	0.0559016	0.0511954	0.0149973	0.0948332	0.0357228	0.00853477	0.00605488	0.00206492	0.17361	0.127917	0.0131243	0.0188661	0.011129	0.00978806	0.106322	0.00553774	0.00529617	0.0152092	0.0134216	0.0530982	0.0127246	0.00415201	0.0201442	0.00829763	0.00976016	0.000460467	0.0011329	0.01161	0.00170847	0.00225946	0.00608603	0.0024692	0.0338179	0.0739478	0.848583	0.00581355	0.00112123	0.485885	0.0065329	0.019678	0.00286486	0.0129818	0.00505626	0.000622904	0.0566057	0.00659827	0.0319796	0.00238233	0.104473	0.261501	0.103331	0.0687374	0.364732	0.0972248	0.0133862	0.163476	0.703731	3.11941	0.218763	0.240905	0.269916	0.270415	9.38033
9730	-24870.2	-24711.8	-158.386	0.37582	0.00285271	0.00106373	0.00570733	0.0250009	1.96431	0.00380991	0.00114224	0.0948829	0.359218	0.203777	0.0014957	0.0129355	0.124065	2.18487e-05	0.00560687	0.0817658	0.000809426	0.00206397	0.0157253	0.0125821	0.130608	0.226455	0.0363011	0.00436772	0.0718532	0.00162931	0.00673673	0.0152813	0.0233315	0.000780541	0.0235209	0.0463824	0.0430866	0.000951225	0.00160447	0.0641772	0.000113988	0.157581	0.000649804	0.00109142	0.0343468	0.0350323	0.0283762	1.53729	0.00779214	0.00312258	0.055543	0.0194328	0.00586916	0.00576076	0.0109408	0.00404537	0.0923748	0.417513	0.00884311	0.000721753	0.0402103	0.459772	0.011227	0.0021646	0.00186345	0.00327813	0.0160784	0.0664437	0.0834268	0.279629	0.0395909	0.00113778	0.0129764	0.155193	0.00108536	0.0614271	0.0279904	0.0138532	0.0851427	0.0531285	0.0127336	0.00373476	0.00315716	0.166326	0.151448	0.0641577	0.0204917	0.0101587	0.00942172	0.0858764	0.00649818	0.0125465	0.0258225	0.0199838	0.0336318	0.00493701	0.00704755	0.00988852	0.00709389	0.0047901	0.000107338	0.00278404	0.0133803	0.000669958	0.00341981	0.0073127	0.00401691	0.0281452	0.0679422	0.848583	0.00273068	0.000874767	0.334419	0.00438299	0.0177255	0.00171674	0.0365962	0.00571625	0.000637215	0.085906	0.00413957	0.0254603	0.00365133	0.102489	0.256534	0.11901	0.0687855	0.357804	0.0953779	0.0133862	0.163476	0.703731	3.11941	0.218763	0.240905	0.269916	0.270415	9.61803
9740	-24868.6	-24713.2	-155.383	0.388562	0.00355311	0.00235862	0.00249687	0.0186237	1.96541	0.00821689	0.000735113	0.0857477	0.304876	0.163212	0.00422098	0.0238336	0.0956267	2.39088e-05	0.00646695	0.0768794	0.00133272	0.000323655	0.0171364	0.0139515	0.144076	0.222624	0.0304023	0.00624509	0.0716323	0.00202527	0.00923921	0.0159126	0.0314398	0.000731301	0.0242932	0.0472796	0.0270766	0.000922908	0.00266375	0.0707614	0.000559099	0.150471	0.00100041	0.000623654	0.0428371	0.0225558	0.0283762	1.57226	0.011223	0.00399788	0.0456868	0.0180856	0.00216297	0.00703277	0.0162636	0.00106445	0.0792083	0.477113	0.0130279	0.000556463	0.0582691	0.338262	0.0148454	0.00133019	0.00080481	0.00239246	0.0144406	0.0721269	0.0649452	0.277905	0.0517966	0.000560749	0.00732553	0.13794	0.0023173	0.0369786	0.0382344	0.0137838	0.0942915	0.0458468	0.0112868	0.00390098	0.0052249	0.185938	0.144593	0.0473758	0.0159279	0.0068355	0.0112799	0.128023	0.0106623	0.00867666	0.0216936	0.0320556	0.0333969	0.00392191	0.00602969	0.0142541	0.0110161	0.00575953	0.000167591	0.00174587	0.0134863	0.000574116	0.00236041	0.00565871	0.0015279	0.0173514	0.063051	0.851253	0.00182482	0.00252774	0.180978	0.00303816	0.0125979	0.00192674	0.027538	0.00151323	0.000819857	0.109458	0.00516614	0.0331705	0.00118948	0.0876977	0.260762	0.120972	0.069919	0.3637	0.0969498	0.0150995	0.173162	0.718601	3.09314	0.218763	0.240905	0.269916	0.270415	9.31764
9750	-24860.3	-24701.2	-159.157	0.371226	0.00706087	0.00304939	0.00179021	0.0174686	1.98906	0.0100071	0.000723002	0.12248	0.282503	0.149511	0.0023082	0.0279565	0.099242	6.57899e-06	0.00339344	0.0724661	0.000479498	0.000582675	0.0161872	0.0193098	0.134528	0.21502	0.0352107	0.0052966	0.0666242	0.00167599	0.0114276	0.0176396	0.0279775	0.00135527	0.0157591	0.043319	0.0420749	0.00159128	0.00175876	0.074816	0.000388351	0.162844	0.00229231	0.000930971	0.0567471	0.0293322	0.0368461	1.92592	0.00777893	0.00203676	0.043168	0.011497	0.00514756	0.00518509	0.0112903	0.000928737	0.0671212	0.457049	0.00517086	0.00112192	0.0387138	0.460072	0.0123219	0.000933064	0.00138534	0.000788022	0.0196352	0.0510805	0.0327043	0.249606	0.0556991	0.00100396	0.0076797	0.160428	0.00186984	0.0395923	0.0534043	0.0107409	0.0744094	0.0410423	0.0110882	0.00476796	0.00691167	0.172547	0.156151	0.03151	0.0260344	0.0049137	0.00894628	0.0957539	0.00927148	0.00418725	0.0146219	0.0244747	0.0449451	0.00883964	0.00547442	0.0170076	0.00710171	0.00412055	0.00158679	0.00123354	0.00853204	0.000640252	0.00732924	0.0070044	0.00102551	0.010555	0.0860836	0.805359	0.000842624	0.00388835	0.314408	0.0031926	0.0126641	0.00224155	0.0117218	0.00338259	0.000263472	0.0439709	0.00171509	0.0403897	0.000806711	0.0876977	0.260762	0.120972	0.069919	0.3637	0.0969498	0.0127916	0.159958	0.698167	3.12908	0.218763	0.240905	0.269916	0.270415	9.69507
9760	-24857.1	-24702.6	-154.506	0.399339	0.00663548	0.0027583	0.00181768	0.0210837	1.90579	0.00994788	0.000236447	0.109271	0.313376	0.164824	0.00435724	0.0222972	0.11439	4.77485e-06	0.00561696	0.067828	0.000331511	0.00116467	0.00897273	0.0184333	0.129769	0.243938	0.0317812	0.00595485	0.0695475	0.00154776	0.0102672	0.0183264	0.0574815	0.00369727	0.0298529	0.0606223	0.0308939	0.00254046	0.00376961	0.0606117	0.000469812	0.168223	0.000593484	0.000980103	0.0488622	0.0342719	0.0479557	1.31858	0.00542775	0.00209411	0.0457379	0.0181683	0.00364881	0.00642754	0.011961	0.00175625	0.0471702	0.459686	0.00516527	0.000738467	0.0320819	0.444531	0.0114238	0.000783206	0.00318027	0.000821178	0.0158109	0.0669907	0.0885482	0.264056	0.0409261	0.000530325	0.00609998	0.173839	0.00175929	0.0331806	0.0392387	0.00822051	0.0926828	0.0502677	0.0104027	0.0035989	0.00450768	0.13942	0.156151	0.0110609	0.0204716	0.00640122	0.0075573	0.119915	0.0171141	0.00265088	0.0157986	0.027725	0.0413927	0.00482263	0.0064589	0.0167512	0.0095265	0.00428384	0.00229562	0.00303443	0.0149875	0.000622334	0.00287862	0.00518217	0.000524332	0.0156592	0.102474	0.826235	0.000730374	0.00221043	0.371138	0.0109326	0.0158346	0.00406887	0.0312167	0.00227691	0.0001591	0.0213444	0.00131964	0.0253742	0.000763673	0.0888481	0.261495	0.117596	0.0701156	0.364723	0.0972223	0.0166191	0.181262	0.730564	3.07155	0.217392	0.239395	0.274492	0.26872	9.2299
9770	-24867.3	-24703.6	-163.72	0.383733	0.00184715	0.00239434	0.000956748	0.0159814	1.80134	0.00502236	0.000343512	0.0913759	0.292553	0.180965	0.00401831	0.0218805	0.108805	4.78711e-06	0.00442166	0.0691473	0.000647938	0.00110459	0.0114505	0.0184333	0.116801	0.218652	0.0470782	0.00554258	0.0909714	0.00164059	0.0168671	0.0177618	0.036461	0.00308794	0.028029	0.0438442	0.0374442	0.00287183	0.00173459	0.0805244	0.000145962	0.160453	0.000436146	0.00418873	0.0389252	0.0290319	0.0342556	2.05747	0.00836292	0.00168586	0.0503948	0.0132949	0.00315905	0.00326691	0.0164915	0.00232621	0.0659805	0.400342	0.00276824	0.000439827	0.0474496	0.444531	0.0110261	0.00111648	0.00247594	0.00148522	0.0312522	0.0996179	0.0648139	0.265114	0.0408088	0.00074747	0.00393097	0.163952	0.00343997	0.0361979	0.0477169	0.013791	0.0928243	0.0378074	0.0126093	0.00803275	0.00242663	0.235753	0.171246	0.0283492	0.0179836	0.00730636	0.00868376	0.0834521	0.0119712	0.00246685	0.0160853	0.0257377	0.0272451	0.00645833	0.012172	0.0139418	0.0138511	0.00669109	0.00301599	0.00125692	0.0170872	0.00235418	0.00232361	0.00401603	0.00114234	0.0224599	0.0804067	0.911634	0.000720647	0.000766864	0.549665	0.0155169	0.0146776	0.00252412	0.0179893	0.000961801	0.000171955	0.0684569	0.000425899	0.0346535	0.00118863	0.119974	0.238102	0.116197	0.069281	0.360381	0.0960651	0.0144393	0.169504	0.71306	3.103	0.21656	0.238479	0.277271	0.267691	10.1514
9780	-24858.2	-24697.8	-160.366	0.355997	0.00365941	0.00449281	0.000964413	0.0167569	2.04612	0.00600549	0.000302006	0.115329	0.261586	0.162654	0.00232024	0.0291216	0.105386	5.50219e-06	0.00361946	0.086534	0.0022951	0.00281302	0.0103578	0.0109331	0.12338	0.279182	0.0318485	0.00488502	0.0630588	0.002449	0.0189843	0.0177879	0.0415151	0.00336521	0.035265	0.0546868	0.0400102	0.00220354	0.00271613	0.0740782	7.10947e-05	0.139743	0.00019661	0.00472362	0.0595655	0.0249706	0.0355254	1.64825	0.0101337	0.00247533	0.0564295	0.0169032	0.00260373	0.00533842	0.0185199	0.00327076	0.0502736	0.444574	0.0045659	0.00140976	0.0463905	0.459377	0.010012	0.00048023	0.00134937	0.00124152	0.0250583	0.0260372	0.0525907	0.27091	0.049131	0.00106298	0.0047832	0.172339	0.00281681	0.0503895	0.0400736	0.0149215	0.0782852	0.0426522	0.0137176	0.00462295	0.00218393	0.188205	0.144091	0.0523387	0.0253757	0.0213816	0.00702722	0.077046	0.0140799	0.00868763	0.0142565	0.0292865	0.0317048	0.0076525	0.00389239	0.0149867	0.00975688	0.00763685	0.00232456	0.00117803	0.0182421	0.0039883	0.00235464	0.00641284	0.000940834	0.0249902	0.0790848	0.956	0.000667999	0.00128213	0.360813	0.00874823	0.013891	0.00420023	0.015812	0.000462696	5.96143e-05	0.0409012	0.00130537	0.0460696	0.00229547	0.117169	0.232534	0.11348	0.0676611	0.385152	0.0840037	0.0109114	0.148211	0.678912	3.16197	0.222143	0.218845	0.284419	0.274592	9.81607
9790	-24867.9	-24705.7	-162.177	0.377179	0.00415117	0.00482932	0.00175423	0.0199309	1.99002	0.00908205	0.000206433	0.0925637	0.302338	0.193139	0.0021957	0.030885	0.076622	8.60884e-06	0.00356252	0.093636	0.00136636	0.00265853	0.0120503	0.0143149	0.12338	0.24636	0.0331894	0.00363326	0.0754528	0.00111712	0.00952667	0.0209852	0.0211654	0.00299966	0.0283476	0.0596709	0.0360445	0.00159581	0.00600638	0.0848033	0.000198004	0.155905	0.00058929	0.00226383	0.0325393	0.0360551	0.0285032	1.78623	0.00739272	0.00209483	0.0512125	0.01255	0.00177809	0.00269382	0.0116196	0.00119997	0.0724146	0.394348	0.00273824	0.00202134	0.0449963	0.447477	0.0103638	0.000221898	0.00109945	0.000821863	0.0173699	0.0267717	0.17033	0.254945	0.0364751	0.000849647	0.00276862	0.14185	0.00188119	0.0528676	0.0419662	0.0141905	0.0790775	0.0332091	0.00948459	0.00333928	0.00567483	0.214532	0.13532	0.0416697	0.0230604	0.0160815	0.00654219	0.134182	0.0178426	0.0073324	0.0208116	0.0241774	0.0289511	0.0114942	0.0033697	0.0102328	0.0186401	0.00598222	0.00186299	0.000851688	0.0115765	0.0040222	0.00190786	0.00588237	0.00219193	0.025741	0.0759911	0.941993	0.00133207	0.0012917	0.462791	0.0103838	0.00685549	0.00353092	0.0283719	0.000255815	0.000196279	0.045933	0.0026249	0.0284331	0.00087538	0.1171	0.232398	0.113413	0.0682098	0.384925	0.0839543	0.0135645	0.164514	0.705356	3.11657	0.222143	0.218845	0.284419	0.274592	9.99708
9800	-24888.5	-24720.9	-167.61	0.378175	0.00321766	0.00139719	0.00268373	0.0235425	1.89241	0.00861053	0.000288324	0.101954	0.214848	0.148641	0.00399469	0.0569065	0.110035	1.10257e-05	0.00622688	0.0882683	0.00199257	0.00250603	0.00871312	0.0114623	0.121686	0.266404	0.0322409	0.00664868	0.0632782	0.00324603	0.0127015	0.017652	0.0374011	0.0044082	0.0253479	0.0631587	0.0341524	0.00186889	0.00398033	0.087896	0.000242815	0.144297	0.000765387	0.00133618	0.0462074	0.0381283	0.040895	2.13723	0.0115392	0.00383199	0.0444557	0.0133271	0.00294347	0.00592485	0.0185895	0.00197845	0.0500638	0.577599	0.00263732	0.00224457	0.0337572	0.446881	0.00574413	0.000296362	0.00185442	0.00222898	0.0239608	0.0162121	0.0644824	0.312194	0.0236788	0.00181953	0.00334243	0.182831	0.00132332	0.0374516	0.0435384	0.0177677	0.104528	0.0568513	0.0144751	0.00549231	0.00454953	0.314062	0.131009	0.0586855	0.0105189	0.00781825	0.00695729	0.0874447	0.0115327	0.0104732	0.0174901	0.0350208	0.0330488	0.00847766	0.00918193	0.0145323	0.00944709	0.00383551	0.00195229	0.00177576	0.0120376	0.00708416	0.00253442	0.00696522	0.00113066	0.0200327	0.101396	1.01815	0.00443557	0.000966082	0.409576	0.0139754	0.0125455	0.00205695	0.0294801	0.000409979	0.000744369	0.0563722	0.00186922	0.0435966	0.00245508	0.0986155	0.235745	0.115047	0.0749581	0.390471	0.0851637	0.0136958	0.165274	0.70654	3.11449	0.222143	0.218845	0.284419	0.274592	10.5404
9810	-24879.7	-24717.3	-162.457	0.378175	0.00546719	0.00399144	0.0025822	0.0258217	2.18214	0.00516484	0.000329708	0.0951361	0.317447	0.17146	0.00185955	0.0384351	0.108817	2.28973e-05	0.00444657	0.0731538	0.00269008	0.000499519	0.00444727	0.0143564	0.14369	0.264411	0.0283327	0.00510604	0.0818211	0.00562236	0.00642727	0.0214581	0.0290096	0.00231872	0.0199673	0.0317689	0.0451421	0.00263106	0.00214393	0.0808398	0.000204975	0.159046	0.000690013	0.0013213	0.0436561	0.0296332	0.0375463	1.89483	0.00483743	0.00182396	0.0452541	0.0182105	0.00262835	0.00612347	0.0170825	0.00485956	0.0567084	0.554003	0.0110145	0.00101759	0.0328917	0.508033	0.0134093	0.000403539	0.00316899	0.00135743	0.0158169	0.0226968	0.02794	0.329716	0.0510698	0.00121634	0.00469543	0.143635	0.00319606	0.0374439	0.0422765	0.0243453	0.0815828	0.0474028	0.00914644	0.00277997	0.00490747	0.213387	0.134849	0.0180049	0.0111711	0.0373719	0.00335393	0.095767	0.00752629	0.00378951	0.0149281	0.0363745	0.0631951	0.00750495	0.0102669	0.0145215	0.00527454	0.00324572	0.0020691	0.00270157	0.0194744	0.00381661	0.00849356	0.00499487	0.000656862	0.0281325	0.0686321	0.741265	0.00308173	0.000350022	0.205317	0.0116391	0.0150658	0.00220551	0.0230453	0.000605078	0.000205579	0.0385615	0.00157418	0.0333057	0.000741078	0.0960567	0.235364	0.114861	0.0754755	0.389839	0.0884046	0.0136958	0.165274	0.70654	3.11449	0.225169	0.221826	0.288294	0.264712	10.0251
9820	-24864	-24702.9	-161.133	0.361994	0.00184281	0.00460167	0.00545189	0.0254057	2.18214	0.00297498	0.00102214	0.111355	0.30448	0.182286	0.00259504	0.0466219	0.121011	0.00021315	0.00361617	0.0913034	0.0030418	0.000781955	0.00854602	0.0135736	0.14369	0.25778	0.0573179	0.0045881	0.0718817	0.00162482	0.00711055	0.017251	0.0382955	0.00309542	0.021546	0.0463789	0.0451421	0.000858955	0.00308444	0.0857059	0.000171572	0.137827	0.00143716	0.00102021	0.0290188	0.0325193	0.0473878	1.79076	0.00572581	0.00162686	0.060337	0.0178473	0.00257406	0.00884464	0.0161485	0.00204069	0.0571831	0.428885	0.00620424	0.00239024	0.0361972	0.436943	0.00646405	0.000306627	0.00553335	0.00130598	0.0193728	0.0518654	0.0619554	0.274143	0.0526436	0.0035307	0.00520839	0.15066	0.00384703	0.0461786	0.0522672	0.0117432	0.081193	0.0543888	0.0177196	0.00476577	0.00451566	0.183255	0.143492	0.0611614	0.0143965	0.0411479	0.00496603	0.10175	0.00718946	0.00225151	0.0279589	0.021481	0.0469556	0.00603059	0.00606018	0.0168021	0.00873857	0.00583179	0.000381317	0.00242435	0.0120084	0.00128346	0.00381219	0.00566152	0.00192521	0.0230703	0.0961496	0.869191	0.00362696	0.00106239	0.0947933	0.00679193	0.0180986	0.00172685	0.0135725	0.00177984	0.000691461	0.0337721	0.00292878	0.0452085	0.00243673	0.108573	0.234273	0.114328	0.0668004	0.388031	0.0879947	0.0116348	0.152851	0.686647	3.14887	0.223271	0.219957	0.285864	0.270909	9.89278
9830	-24870.9	-24708.3	-162.574	0.386398	0.00520289	0.00286262	0.00235734	0.0146739	2.00848	0.0024995	0.00147318	0.0907064	0.34164	0.181869	0.00204063	0.039779	0.0979585	0.000112404	0.00423476	0.0777883	0.00153463	0.000400815	0.0170622	0.0137037	0.152328	0.25778	0.0293451	0.00653509	0.0854598	0.00314227	0.00721481	0.0120787	0.0416237	0.00132196	0.0267097	0.0550827	0.0394338	0.00160033	0.00382295	0.107762	0.000481554	0.140212	0.000417712	0.00266457	0.0433352	0.0458924	0.0351734	1.95641	0.015163	0.00246662	0.0460827	0.0215981	0.00728004	0.00646576	0.017841	0.00220012	0.0654852	0.51716	0.00599204	0.000450718	0.0544001	0.375814	0.00887977	0.000447487	0.00499961	0.00158431	0.0227859	0.0387614	0.0727406	0.303592	0.0447409	0.00321061	0.00341726	0.119086	0.00635645	0.0410507	0.0392975	0.0158366	0.0776765	0.0460126	0.0150863	0.00380029	0.00233053	0.132041	0.143032	0.0254878	0.0233382	0.031851	0.00347798	0.0829611	0.0132716	0.00370476	0.0175887	0.0315687	0.0360663	0.00891071	0.0132009	0.0199783	0.00816633	0.00899094	0.000130977	0.00261334	0.013166	0.00178598	0.00207816	0.00201559	0.000938935	0.0251502	0.0759687	0.899657	0.00194153	0.000739811	0.328557	0.00573957	0.014493	0.00291639	0.035567	0.00367609	0.000966654	0.0134086	0.00139552	0.02427	0.00365866	0.109737	0.233967	0.114179	0.0667131	0.387524	0.0878798	0.0148019	0.171524	0.716131	3.09754	0.223271	0.219957	0.285864	0.270909	10.0368
9840	-24870.3	-24702.9	-167.368	0.361084	0.00567668	0.00429512	0.000719411	0.0265108	2.16028	0.00334499	0.00416762	0.0901438	0.343199	0.172687	0.00390702	0.0448216	0.105713	0.000104196	0.00345818	0.0587767	0.00102596	0.000551027	0.0110323	0.0102801	0.131496	0.229299	0.0363484	0.00468946	0.0694146	0.00507734	0.00817455	0.0176842	0.088591	0.00238571	0.0206687	0.0569698	0.0379432	0.000918088	0.00410388	0.0922688	0.00038148	0.161932	0.000572905	0.00457757	0.0510144	0.0367445	0.035256	1.95772	0.00719205	0.00697128	0.0662138	0.0168384	0.00525733	0.00782194	0.00988749	0.000860494	0.0605635	0.507915	0.0080615	0.00105481	0.0484241	0.45669	0.00870932	0.00048087	0.00177288	0.00310376	0.0200315	0.0530075	0.0351897	0.281819	0.0371854	0.00265415	0.00850528	0.13883	0.00358154	0.0498145	0.0410328	0.00601312	0.0963702	0.0498079	0.007446	0.00686679	0.00325365	0.157722	0.154719	0.0615615	0.0263467	0.0132471	0.00231452	0.0969103	0.00615624	0.0027148	0.0225149	0.0248762	0.0362472	0.00725034	0.0107304	0.0119126	0.0114693	0.00651141	0.000206328	0.00174148	0.0154573	0.0012378	0.00202003	0.00933658	0.00189346	0.03059	0.0997296	0.84802	0.000705671	0.000555742	0.581588	0.00798654	0.0108726	0.00571569	0.0212414	0.00304315	0.00281174	0.0150924	0.001282	0.0333719	0.00439851	0.105985	0.237391	0.107402	0.0676895	0.393196	0.0883367	0.0115236	0.152148	0.685486	3.15084	0.223271	0.219957	0.285864	0.270909	10.5162
9850	-24872.2	-24714	-158.234	0.386844	0.00337971	0.00152322	0.00218214	0.0234192	1.67945	0.00387255	0.00441885	0.0993384	0.305766	0.179334	0.00784802	0.0384687	0.111659	0.000132783	0.00395127	0.092265	0.00328768	0.000800615	0.0137139	0.0141978	0.123054	0.241304	0.0406471	0.00395187	0.0662162	0.00435949	0.0214344	0.0137861	0.0999765	0.000886367	0.0220757	0.0549916	0.0327132	0.000644898	0.00182646	0.050921	0.000430874	0.161209	0.00102409	0.00571956	0.034083	0.0320575	0.0403522	1.73371	0.0119996	0.00409216	0.0461467	0.0134573	0.00283393	0.00629732	0.0170067	0.0012519	0.0601275	0.50538	0.00501677	0.000370303	0.0437322	0.472018	0.00821296	0.00027952	0.00193223	0.00389024	0.0137397	0.0585564	0.0235575	0.269834	0.0359448	0.00133959	0.00884829	0.151503	0.00326201	0.0671107	0.0342042	0.0084406	0.0839922	0.0370379	0.00797826	0.00257885	0.00311267	0.121934	0.146499	0.0973015	0.0279596	0.0102077	0.00364437	0.100616	0.0194481	0.00950747	0.0165307	0.0209348	0.0431045	0.0121326	0.00680911	0.0177222	0.0131978	0.00495687	0.000267852	0.00171303	0.0155318	0.00160998	0.00595072	0.00498046	0.0022627	0.0270521	0.0763311	0.745891	0.000826158	0.00097632	0.515821	0.0104996	0.0153756	0.00224321	0.0176324	0.00197477	0.000594039	0.0244726	0.00278369	0.0511942	0.0127951	0.104322	0.233665	0.118679	0.0666271	0.387025	0.0896818	0.0148632	0.171862	0.716643	3.09663	0.219793	0.232108	0.281411	0.266689	9.60275
9860	-24863.3	-24702.3	-160.988	0.386271	0.00528312	0.00224435	0.00158828	0.0198769	1.91147	0.00298702	0.00360484	0.0986204	0.320295	0.17015	0.00433016	0.0492323	0.0816588	0.00221937	0.00418039	0.0932997	0.00299147	0.00107772	0.0115171	0.0173007	0.123537	0.247056	0.0505043	0.00501924	0.0607005	0.00501127	0.0157351	0.0120839	0.0794151	0.00146201	0.0229468	0.0380708	0.0299859	0.00180614	0.00425124	0.0906023	0.00030489	0.161209	0.00105801	0.00295346	0.044085	0.0263469	0.0517352	1.73163	0.00749214	0.0074088	0.056689	0.0189471	0.00378889	0.00633523	0.0103652	0.00189895	0.0524996	0.474731	0.00301688	0.000225033	0.0437322	0.500046	0.0084753	0.000276314	0.00210991	0.00453063	0.0212206	0.0611144	0.053331	0.29936	0.0394898	0.000598646	0.00545846	0.160016	0.00354001	0.0419345	0.040289	0.0071631	0.0860264	0.0396673	0.0109749	0.0034292	0.0020956	0.162735	0.156882	0.0361999	0.0186857	0.0189015	0.00338618	0.11332	0.0106819	0.00486863	0.0164219	0.0176746	0.0370625	0.0064949	0.00715357	0.0135875	0.0154037	0.00388612	0.000560922	0.00121276	0.0214916	0.00197549	0.00165627	0.00585461	0.00660628	0.0304623	0.0726654	0.81241	0.00154016	0.000903901	0.44742	0.00530016	0.00950797	0.00383225	0.0209681	0.00372026	0.000646077	0.0467413	0.00460418	0.0405707	0.00448141	0.10232	0.24837	0.116402	0.0653486	0.379598	0.087961	0.0147846	0.171428	0.715986	3.0978	0.218718	0.235863	0.280034	0.265385	9.87819
