Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	br_lens[68]	br_lens[69]	br_lens[70]	br_lens[71]	br_lens[72]	br_lens[73]	br_lens[74]	br_lens[75]	br_lens[76]	br_lens[77]	br_lens[78]	br_lens[79]	br_lens[80]	br_lens[81]	br_lens[82]	br_lens[83]	br_lens[84]	br_lens[85]	br_lens[86]	br_lens[87]	br_lens[88]	br_lens[89]	br_lens[90]	br_lens[91]	br_lens[92]	br_lens[93]	br_lens[94]	br_lens[95]	br_lens[96]	br_lens[97]	br_lens[98]	br_lens[99]	br_lens[100]	br_lens[101]	br_lens[102]	br_lens[103]	br_lens[104]	br_lens[105]	br_lens[106]	br_lens[107]	br_lens[108]	br_lens[109]	br_lens[110]	br_lens[111]	br_lens[112]	br_lens[113]	br_lens[114]	br_lens[115]	br_lens[116]	br_lens[117]	br_lens[118]	br_lens[119]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
540	-27010	-26805	-204.995	0.319812	0.00512232	0.00548385	0.00276061	0.0252277	2.75597	0.00348022	0.000641789	0.163258	0.287415	1.24138	0.0027221	1.23973	0.212687	0.00100725	0.00752527	0.1558	0.0205622	0.000578954	0.0157479	0.0213632	0.102018	0.460823	0.142723	0.00244492	0.0459337	0.000146458	0.0230034	0.0151381	0.0539918	0.00284159	0.0250368	0.135641	0.0657066	0.00154096	0.00430896	0.109722	0.00105657	0.259866	0.00164234	0.0018569	0.59999	0.0363883	0.056699	2.46174	0.007648	0.00354511	0.0784506	0.0149421	0.00926854	0.00335367	0.00508972	0.00218903	0.0579542	0.762391	0.00839118	4.80268e-05	0.0533602	0.645106	0.0114494	0.000360347	0.00392132	0.00378614	0.0210486	0.00133409	0.0124254	0.374611	0.0688848	0.000371729	0.00517912	0.302431	0.00103747	0.0158237	0.000800449	0.00567329	0.00233901	0.0340377	0.0143499	0.00145778	0.00104756	0.00199109	0.138416	0.0586936	0.0112381	0.072742	0.00873218	0.0325	0.00646582	0.000444221	0.00595409	0.0283643	0.0576655	0.0141439	0.00289263	0.00226381	0.0235181	0.0100861	0.00206407	0.001118	0.0137148	0.00306236	5.10624e-05	0.000614012	0.00289908	0.000768308	0.00260739	0.302434	0.00111989	0.00195257	0.0207375	0.00107669	0.0236394	0.00452543	0.000385791	0.00320413	6.50321e-05	0.0763548	0.0029109	0.00513937	0.0198004	0.0922245	0.257292	0.11136	0.0690662	0.379371	0.0906864	0.00703937	0.119969	0.627622	3.24537	0.221782	0.239866	0.268958	0.269394	14.2792
550	-26988.4	-26781.8	-206.562	0.322052	0.00554131	0.00632578	0.00147416	0.0158781	2.53393	0.00348135	0.0006924	0.173327	0.306685	1.33938	0.00174761	1.27043	0.171618	0.00106315	0.00328067	0.145779	0.019548	0.00023963	0.014944	0.0191984	0.0954871	0.433334	0.208892	0.00461006	0.0767617	0.000416593	0.0149341	0.0114109	0.0726484	0.00312744	0.0211653	0.138021	0.0666866	0.00153219	0.00474711	0.146073	0.00104764	0.261222	0.000987132	0.00192135	0.556171	0.0238071	0.0575447	3.20773	0.00535899	0.00698594	0.0676377	0.0148109	0.00456984	0.00768211	0.0014955	0.00145181	0.0513412	0.707378	0.00322663	0.00010079	0.0340939	0.589859	0.0120116	0.000979795	0.00271066	0.00157368	0.0186479	0.00317426	0.00792876	0.354688	0.0354107	0.00116852	0.00768415	0.166031	0.00295151	0.00580671	0.00197032	0.00619937	0.00603502	0.0621262	0.0107844	0.00302103	0.00125902	0.00362731	0.118716	0.0356114	0.00713434	0.0551597	0.00968987	0.0472482	0.0045543	0.000594002	0.00617816	0.00893629	0.04346	0.00464818	0.00291221	0.00644969	0.0110262	0.00494311	0.000613204	0.00485941	0.0175558	0.00267635	0.000326421	0.00086249	0.00402448	0.000992576	0.000992906	0.246898	0.00194504	0.00139304	0.0110612	0.00140824	0.0143046	0.00541025	0.000671039	0.00957923	6.85702e-05	0.0555154	0.00505161	0.00955549	0.0162201	0.0922245	0.257292	0.11136	0.0690662	0.379371	0.0906864	0.00725371	0.121723	0.631044	3.23998	0.221782	0.239866	0.268958	0.269394	14.4359
560	-26983.6	-26771.9	-211.712	0.322052	0.00416846	0.00707466	0.000909654	0.021913	2.79158	0.00641822	0.000370706	0.11689	0.313544	1.29501	0.0050425	1.33383	0.184399	0.00195826	0.00741174	0.155894	0.020612	0.000945454	0.0111422	0.0225268	0.0980015	0.402651	0.268252	0.00324167	0.0667768	0.000947309	0.0175896	0.0144319	0.0823307	0.00241823	0.0266466	0.13739	0.0477657	0.0037381	0.00301976	0.127784	0.000417421	0.244218	0.00116067	0.00138009	0.571869	0.0308033	0.0413592	3.23685	0.00482403	0.00349741	0.0693652	0.0194626	0.00132496	0.00784016	0.00245023	0.00121262	0.0618812	0.733787	0.0035812	5.42099e-05	0.0521094	0.678765	0.00860578	0.00183188	0.00258629	0.00146125	0.0176557	0.00283496	0.0170219	0.388266	0.0328372	0.000395953	0.00824362	0.120619	0.00123347	0.00246586	0.00351366	0.00951723	0.0058068	0.0539992	0.00638875	0.00252258	0.00175662	0.00889501	0.132742	0.0422385	0.00427543	0.0325062	0.00617648	0.0381006	0.00280594	0.00126746	0.00976416	0.0135986	0.0400262	0.00291521	0.00456294	0.00940633	0.0159403	0.00794511	0.000172664	0.00199486	0.0119727	0.00454004	0.000145958	0.00172642	0.00144378	0.000707999	0.000613802	0.303686	0.00110268	0.00742441	0.0292785	0.00118666	0.011983	0.00275024	0.00238537	0.00502779	1.66648e-05	0.102607	0.00236446	0.00910263	0.0130644	0.089361	0.271025	0.118151	0.0660008	0.367592	0.0878707	0.00725371	0.121723	0.631044	3.23998	0.221772	0.239856	0.268947	0.269425	14.9509
570	-26959.4	-26750.1	-209.323	0.309739	0.0044096	0.00317812	0.000470551	0.0170299	3.27942	0.00551255	0.000802451	0.184548	0.340618	1.21725	0.00465413	1.19345	0.177964	0.00177648	0.00316727	0.149683	0.00996428	0.00170131	0.0148975	0.031334	0.0995599	0.364802	0.337744	0.00213219	0.0496515	0.000803233	0.0139297	0.0130321	0.111145	0.00342296	0.0274905	0.131114	0.0541648	0.00307871	0.00377273	0.146301	0.00141944	0.292132	0.00243848	0.00181796	0.571869	0.0315345	0.0571488	2.54334	0.00668875	0.00535646	0.067402	0.0218511	0.00237306	0.00559377	0.000806632	0.000961875	0.0430299	0.733787	0.00810616	0.000163509	0.04445	0.650075	0.0125806	0.00111526	0.00348669	0.00147817	0.0194593	0.0220449	0.0230558	0.385689	0.0393539	0.000416208	0.00654024	0.0815381	0.00206886	0.0044411	0.00528444	0.00853839	0.00453493	0.0516873	0.00693375	0.00458727	0.00124261	0.0154338	0.138113	0.0374522	0.00148331	0.0321102	0.0037089	0.0721772	0.00351624	0.00072619	0.0217705	0.0214445	0.0340381	0.00267474	0.00457684	0.00523195	0.0149547	0.00628045	0.000115958	0.00375243	0.0106549	0.00256352	7.88509e-05	0.00259516	0.0012305	0.000167634	0.000263897	0.330427	0.00413793	0.0032363	0.0275428	0.00142459	0.0152382	0.00162957	0.00237251	0.00653143	5.94793e-05	0.0674855	0.00331451	0.00949568	0.0195807	0.0981382	0.26849	0.117045	0.0651242	0.364154	0.0870487	0.00611851	0.11209	0.611801	3.26999	0.221772	0.239856	0.268947	0.269425	14.712
580	-26961.1	-26751.9	-209.17	0.331429	0.00346145	0.00299217	0.00079162	0.0189858	3.19248	0.00819035	0.000648536	0.157898	0.359991	1.21725	0.00240918	1.19325	0.20026	0.00191594	0.00430719	0.177261	0.0173461	0.00186044	0.00943829	0.0268075	0.0756575	0.392749	0.378931	0.00117128	0.0733104	0.00336194	0.0158865	0.0138073	0.0654407	0.00338286	0.0334625	0.131114	0.0424344	0.001411	0.00306395	0.124916	0.00224003	0.272086	0.00123645	0.00329788	0.55119	0.0296962	0.0552499	2.74595	0.00776988	0.00847771	0.0712734	0.0226235	0.00269282	0.0079623	0.000117089	0.000445931	0.0278957	0.706785	0.00288804	0.000137487	0.0364693	0.527946	0.00577974	0.00149221	0.00164364	0.0015786	0.0270457	0.0208056	0.0313037	0.349067	0.0564005	0.000823544	0.0102604	0.0897781	0.00112649	0.00465301	0.00640126	0.0175674	0.010235	0.040625	0.00616579	0.00437602	0.00246665	0.0281371	0.16676	0.0527371	0.00521179	0.0533595	0.00869267	0.0297467	0.00187837	0.000958899	0.0198161	0.0144653	0.0453453	0.00680066	0.00381692	0.00630044	0.00772601	0.0109607	0.000183738	0.00246016	0.00891458	0.00154484	6.42316e-05	0.00159917	0.00204723	0.000364443	0.000137543	0.30259	0.0016158	0.00180224	0.0134354	0.00427493	0.0107437	0.00231473	0.00089602	0.00850576	7.36533e-05	0.0868427	0.00319383	0.0319623	0.0166229	0.0974873	0.266709	0.116269	0.0702544	0.361738	0.0875414	0.0081878	0.129063	0.644999	3.21775	0.221772	0.239856	0.268947	0.269425	14.6966
590	-26959	-26751.7	-207.278	0.314913	0.00163337	0.00340734	0.00126996	0.0218308	3.19248	0.00190121	0.000448767	0.165611	0.33951	1.21725	0.0055178	1.19325	0.209383	0.000757965	0.00472042	0.137566	0.0111439	0.00321197	0.00786589	0.0215159	0.0931417	0.392749	0.280989	0.00179084	0.0467306	0.00433437	0.0146417	0.0059921	0.105854	0.000689585	0.0210059	0.115621	0.0431245	0.000348187	0.00145141	0.113783	0.00358259	0.276367	0.000859546	0.0027201	0.55119	0.0264522	0.0565445	2.86995	0.00477224	0.00451331	0.0694778	0.0197013	0.00263929	0.00576023	0.000676553	0.000729706	0.0484871	0.572006	0.00260873	0.000216979	0.0315803	0.609006	0.0128301	0.000734693	0.00219037	0.00247027	0.0250298	0.0153236	0.0225327	0.310632	0.0940029	0.00181573	0.00477324	0.0904204	0.00176914	0.00318994	0.00352938	0.0111123	0.00947182	0.0376523	0.012903	0.00395406	0.0010005	0.0490149	0.129189	0.0287624	0.00299984	0.0543457	0.0118324	0.0399284	0.00256395	0.000343741	0.0223641	0.0167814	0.0173068	0.00854814	0.00913777	0.00578464	0.00368105	0.00898622	0.000281159	0.00206142	0.00394043	0.00195941	0.000197556	0.00519674	0.00319012	0.000254629	9.51212e-05	0.310581	0.0024462	0.001807	0.0125203	0.00521232	0.0132257	0.000800084	0.0013548	0.00379478	6.83273e-05	0.0797367	0.00166548	0.0194028	0.0164381	0.0974873	0.266709	0.116269	0.0702544	0.361738	0.0875414	0.00658276	0.116135	0.620018	3.25726	0.221772	0.239856	0.268947	0.269425	14.5075
600	-26940.2	-26736.7	-203.52	0.325191	0.00156193	0.00367614	0.00203181	0.0192324	3.12916	0.00240807	6.86366e-05	0.165611	0.280944	1.3658	0.00552296	1.15108	0.18879	0.000662512	0.00155521	0.127478	0.00366585	0.000550115	0.0130303	0.0198209	0.0564142	0.392749	0.271866	0.00500833	0.0563003	0.0013561	0.0133428	0.0103137	0.114776	0.00186722	0.0247478	0.107838	0.0433332	0.000192256	0.00283314	0.112381	0.00171312	0.255055	0.000525599	0.00553138	0.533458	0.0294386	0.0470222	2.56683	0.00935761	0.00141644	0.0688982	0.0190156	0.00762189	0.00738277	0.00222278	0.00210576	0.0571398	0.623297	0.00262963	0.000231544	0.040631	0.528599	0.00755433	0.00165152	0.000673336	0.00161455	0.0251697	0.0123061	0.0388313	0.311869	0.0635059	0.00255213	0.00491479	0.122214	0.00165291	0.00279155	0.0104534	0.0110299	0.00468406	0.0533866	0.0115999	0.00189263	0.00299488	0.0495957	0.142856	0.0338329	0.000520546	0.0446097	0.00749266	0.0333171	0.00446041	0.000361106	0.0213067	0.0242662	0.0252274	0.0122257	0.00465499	0.00726315	0.00990233	0.00720121	0.0008666	0.000934271	0.0146821	0.00417813	0.000287044	0.0111187	0.00163343	0.000439666	0.000511394	0.274477	0.00217456	0.00566802	0.0178237	0.00543609	0.015139	0.00129091	0.00642882	0.00330843	0.00010141	0.0829858	0.00694588	0.03028	0.0144361	0.0974873	0.266709	0.116269	0.0702544	0.361738	0.0875414	0.00755968	0.12418	0.63578	3.23248	0.221772	0.239856	0.268947	0.269425	14.1317
610	-26908.5	-26696.7	-211.815	0.332526	0.00653131	0.0010824	0.00132875	0.0240551	3.76281	0.00633247	2.7949e-05	0.165611	0.367934	1.28859	0.00537752	1.21742	0.21521	0.000270291	0.00100251	0.145382	0.00302839	0.00095226	0.0151159	0.0239127	0.0875418	0.462358	0.135066	0.00806209	0.0572679	0.00377086	0.00906289	0.0163282	0.108361	0.00202176	0.025628	0.116276	0.0489898	0.000584726	0.00659301	0.118198	0.00217048	0.24258	0.000470242	0.00281207	0.507694	0.0319281	0.0481604	2.61073	0.0090814	0.00122366	0.0539681	0.0269695	0.00321644	0.0102351	0.00278582	0.00383843	0.0499266	0.605415	0.00549733	0.000270578	0.0408959	0.615323	0.0118309	0.00169396	0.00021492	0.00196625	0.0219721	0.0136986	0.0334779	0.291694	0.0518507	0.00165011	0.00470696	0.159038	0.000987615	0.00170664	0.00734611	0.0208328	0.00290646	0.0499326	0.0138794	0.00311008	0.00305225	0.0536252	0.140609	0.0267301	0.000589749	0.0221893	0.00978642	0.0442008	0.0035345	0.00114823	0.0166841	0.0130624	0.0515765	0.00798392	0.0076159	0.00277028	0.0115929	0.00981745	0.00196616	0.000629699	0.0160452	0.0036867	0.000392437	0.0109498	0.00288554	0.00101809	0.000371371	0.236127	0.00181943	0.0203126	0.0230847	0.00522796	0.0091053	0.00143093	0.0082296	0.00321299	0.000118587	0.0718854	0.00601093	0.0695725	0.0127083	0.0974873	0.266709	0.116269	0.0702544	0.361738	0.0875414	0.00830094	0.129921	0.646593	3.21518	0.221772	0.239856	0.268947	0.269425	14.9611
620	-26862.2	-26647.6	-214.638	0.332526	0.00550799	0.00196336	0.00152899	0.0186949	3.67807	0.00490305	8.48907e-05	0.192866	0.378949	1.22983	0.0038598	1.21742	0.231688	0.000153286	0.000968121	0.151045	0.00356412	0.00163637	0.0107038	0.0191025	0.0933243	0.379366	0.130469	0.00449929	0.0646708	0.00211634	0.0213931	0.0150326	0.152199	0.00212552	0.0222081	0.115852	0.0263077	0.000660179	0.00981992	0.123216	0.000555724	0.243143	0.000347432	0.00651034	0.544847	0.0217539	0.0549045	2.97692	0.00891111	0.00248299	0.0670114	0.00860142	0.00537961	0.00258462	0.00267792	0.00314291	0.0556317	0.701771	0.00262356	0.000851414	0.0388538	0.571798	0.0105381	0.000863698	0.000136886	0.00120612	0.0233611	0.0106444	0.0373764	0.298849	0.086338	0.00101097	0.00407291	0.143084	0.00155767	0.00952324	0.00694195	0.0180944	0.00374054	0.0459402	0.0107799	0.00317246	0.0046405	0.0203907	0.130743	0.0365452	0.000434173	0.00660334	0.00501485	0.079887	0.0047535	0.00019749	0.0230272	0.0110021	0.0204906	0.00360011	0.00395806	0.00482168	0.00621959	0.00631995	0.00158223	0.000867632	0.0109946	0.00295311	0.000164141	0.00397795	0.00154724	0.00425082	0.00160033	0.224559	0.0016072	0.0109073	0.027825	0.00435293	0.00892077	0.00305434	0.0685085	0.00227883	0.000162056	0.0633298	0.00390978	0.0569713	0.016084	0.0950352	0.262483	0.112533	0.0719165	0.370296	0.0877355	0.00830094	0.129921	0.646593	3.21518	0.221772	0.239856	0.268947	0.269425	15.2434
630	-26830.5	-26635.3	-195.209	0.342438	0.00217675	0.00319719	0.00189994	0.0133076	2.98009	0.00421976	0.000133369	0.187479	0.32178	1.22983	0.00406249	1.20941	0.229687	0.000100827	0.00132809	0.123331	0.00164019	0.00182179	0.0210832	0.0230912	0.0910973	0.394886	0.159748	0.00281372	0.0656361	0.00129729	0.0143507	0.00917738	0.0993869	0.000793245	0.0269847	0.113868	0.0318981	0.000748592	0.00543389	0.103933	0.00135108	0.23053	0.000152527	0.00228507	0.521341	0.0331445	0.0445513	2.05692	0.00736549	0.00215455	0.0670114	0.0178176	0.00638795	0.00409306	0.00145325	0.00141025	0.0621465	0.701771	0.0053577	0.000238978	0.0483404	0.502505	0.0092741	0.00107304	0.000119538	0.00123189	0.0216251	0.00577396	0.0300596	0.272828	0.0664991	0.0010703	0.00328127	0.104564	0.000952137	0.0215997	0.00365558	0.0120183	0.0112369	0.0362572	0.0147022	0.00346916	0.00241276	0.0191847	0.153077	0.0194153	0.000448576	0.00533648	0.00180946	0.0642043	0.0032961	0.000323031	0.0198809	0.0290743	0.0365152	0.00819318	0.00278753	0.00502317	0.00927301	0.00682528	0.00316617	0.00127975	0.0122189	0.00338585	0.000329903	0.00276119	0.000756768	0.00628466	0.00372826	0.214866	0.0014882	0.00850881	0.0259411	0.00415032	0.011263	0.00357083	0.0755831	0.00252196	0.000159761	0.0793108	0.00394264	0.0127256	0.0141258	0.0944787	0.260946	0.114019	0.0752063	0.368128	0.0872218	0.00935959	0.137665	0.660652	3.19232	0.221772	0.239856	0.268947	0.269425	13.3005
640	-26822.4	-26616.7	-205.76	0.33057	0.0038681	0.00270909	0.00431783	0.0207657	2.72926	0.00444623	0.000133329	0.153435	0.405137	1.31278	0.00335358	1.29861	0.177283	0.000376824	0.00535311	0.152277	0.00366332	0.00169663	0.0183829	0.0221401	0.0738782	0.394886	0.185902	0.00356069	0.0400074	0.00250987	0.0132706	0.0151448	0.139906	0.00229655	0.0324669	0.121901	0.0364384	0.000892635	0.00379808	0.0883589	0.00388584	0.183612	0.000127649	0.00466984	0.521341	0.0241766	0.0472009	3.0018	0.0109208	0.00239789	0.0578411	0.0200791	0.0029573	0.00374232	0.00504798	0.00110643	0.0534641	0.718653	0.00394261	0.000653405	0.0481549	0.558618	0.00744411	0.000510676	9.80936e-05	0.000908254	0.0183544	0.00739584	0.0435957	0.308741	0.0648292	0.0018302	0.00774283	0.0671878	0.00233233	0.0176855	0.00109257	0.0109561	0.00312775	0.0463678	0.0102011	0.00260656	0.000914694	0.041836	0.124093	0.0119887	0.00330091	0.00826405	0.000866922	0.0588287	0.00564435	0.00131429	0.0248214	0.0356217	0.0303164	0.0078351	0.00232265	0.00352084	0.010773	0.00565784	0.00178819	0.000162991	0.0146293	0.00124202	0.000294516	0.00662215	0.000702736	0.0283712	0.00163089	0.322443	0.00199773	0.00762212	0.0449103	0.00568089	0.00959132	0.00364962	0.069963	0.00409652	6.64855e-05	0.051935	0.00448191	0.00873767	0.0144297	0.0915562	0.261789	0.114387	0.0754491	0.369316	0.0875033	0.00809972	0.128391	0.643744	3.21977	0.221772	0.239856	0.268947	0.269425	14.3556
650	-26813.6	-26619.3	-194.346	0.340749	0.0032956	0.00417895	0.00126604	0.0275976	2.72926	0.00512617	0.000358307	0.150502	0.34605	1.16001	0.00338589	1.12478	0.193295	0.000590609	0.00722662	0.152277	0.00293341	0.0018776	0.0113292	0.025781	0.0944613	0.382211	0.150789	0.00282158	0.0356355	0.00142542	0.0164493	0.0117655	0.0958522	0.00121113	0.0370207	0.0935637	0.0296534	0.00168518	0.00332124	0.116707	0.00279919	0.23028	0.000143043	0.00380856	0.524709	0.0270176	0.0417772	2.56287	0.0073113	0.00321526	0.0626186	0.0159691	0.0022732	0.00500695	0.00831725	0.00084349	0.0625387	0.668252	0.00189732	0.000373746	0.038691	0.503016	0.00645983	0.000396827	9.9862e-05	0.000663889	0.016275	0.0031782	0.0164167	0.267583	0.0690738	0.000722884	0.0069434	0.110563	0.0010421	0.0127597	0.00132267	0.0137578	0.00584669	0.0481765	0.00990901	0.00156581	0.00211072	0.0322302	0.135929	0.00500847	0.00153778	0.0044988	0.00212715	0.057115	0.00447421	0.00103347	0.0207397	0.0314045	0.0312015	0.00460992	0.0085857	0.00379551	0.00802938	0.00726633	0.000916041	0.0027036	0.0146446	0.00252616	0.000120075	0.00787529	0.00228796	0.0235642	0.00118998	0.193727	0.00215434	0.00336938	0.0293905	0.00763207	0.0136437	0.00239338	0.0586961	0.00380647	0.000164388	0.0584663	0.00376732	0.0171333	0.0101726	0.0906285	0.259136	0.118989	0.0746846	0.369945	0.0866167	0.00917463	0.136347	0.6583	3.19618	0.220132	0.238081	0.266957	0.27483	13.2142
660	-26834.5	-26637.9	-196.549	0.343274	0.00507443	0.00311457	0.00230034	0.0268663	2.86776	0.00659643	0.00023105	0.180252	0.392669	1.14821	0.00302685	0.881787	0.182817	0.000243327	0.00227908	0.135426	0.00165832	0.00247838	0.0101745	0.0266937	0.0642787	0.387316	0.212018	0.00243244	0.0694199	0.0017364	0.0181914	0.0109251	0.179173	0.0022194	0.0325943	0.104541	0.0298102	0.0010122	0.00148736	0.0949238	0.00165235	0.183022	0.000336721	0.00371224	0.435484	0.0276457	0.0447999	2.96616	0.0132896	0.00273292	0.0698974	0.019135	0.00405676	0.0055585	0.00817237	0.00331675	0.058801	0.550841	0.00172812	0.000503513	0.0384831	0.503551	0.0114535	0.000795135	0.000128291	0.000983643	0.0212842	0.00134246	0.0408502	0.313564	0.0588365	0.00121825	0.00748503	0.0264406	0.00205078	0.0186045	0.00133635	0.0125014	0.00715957	0.0455968	0.0101038	0.00111659	0.000798702	0.0353445	0.14046	0.00312701	0.00167081	0.00409213	0.00118098	0.064444	0.00370684	0.00436888	0.0181168	0.0163677	0.0217258	0.00440473	0.00589311	0.00666391	0.00421955	0.00823	0.000849169	0.00147006	0.00769502	0.00110546	0.000133304	0.00589803	0.00202395	0.0366344	0.00255982	0.239414	0.00361954	0.00470423	0.0223909	0.00322459	0.0145296	0.00199022	0.0349119	0.00283439	0.000987799	0.0518146	0.00147974	0.0236444	0.00824197	0.0916748	0.266582	0.122408	0.0639078	0.358113	0.0973142	0.00945188	0.138318	0.66181	3.19042	0.224083	0.23567	0.271749	0.268499	13.4344
670	-26825.8	-26633.1	-192.682	0.349784	0.00661524	0.00127944	0.000895096	0.0274865	2.53119	0.00517823	8.62318e-05	0.170851	0.392669	1.14821	0.00661076	1.07507	0.159857	0.000195494	0.00325113	0.109364	0.00127121	0.00109475	0.0105178	0.0250858	0.0802209	0.38338	0.18327	0.00103711	0.0675045	0.00165761	0.00825303	0.0178868	0.163194	0.00287047	0.0304677	0.111098	0.0365492	0.000874881	0.00191114	0.092408	0.00224144	0.208332	0.000407722	0.00257085	0.466225	0.0314106	0.0493164	2.76533	0.00881302	0.00176099	0.0514517	0.0146499	0.00387285	0.00663288	0.0121979	0.00281991	0.0715351	0.624995	0.00345446	0.00191097	0.0385641	0.503551	0.00729691	0.00212871	0.00011145	0.000818597	0.0219785	0.00102007	0.0359007	0.238622	0.0524377	0.000740093	0.0086986	0.0504976	0.00126389	0.0121677	0.00107227	0.0166615	0.0088895	0.0324593	0.00851654	0.00517924	0.000937997	0.0513893	0.111458	0.00233376	0.00232421	0.00413509	0.00119653	0.0647351	0.00141915	0.0019566	0.0209525	0.00734898	0.025926	0.00759764	0.00562862	0.00746909	0.00723178	0.00246915	0.0014363	0.000790507	0.00928728	0.00112526	0.000122178	0.00131964	0.00146537	0.0346424	0.00232746	0.203425	0.00414091	0.00514554	0.048333	0.00635344	0.00680288	0.00268356	0.033777	0.00530168	0.00186109	0.0719895	0.0013732	0.0334544	0.00621724	0.0906524	0.263609	0.121043	0.0743478	0.354119	0.0962289	0.0101857	0.143387	0.67068	3.17575	0.224083	0.23567	0.271749	0.268499	13.0477
680	-26819.3	-26635.3	-184.07	0.349784	0.00279792	0.00193173	0.0010897	0.0201889	2.35352	0.0136114	0.000165155	0.142663	0.293509	1.08491	0.00407936	1.07507	0.198819	0.000212188	0.00271815	0.13587	0.00112054	0.000732044	0.0139489	0.0250514	0.0618355	0.38011	0.236582	0.00127293	0.0728778	0.00283026	0.0136289	0.014492	0.162276	0.00056862	0.0331489	0.118662	0.0265827	0.00106067	0.00213927	0.0881444	0.00342202	0.186508	0.000338258	0.00408471	0.443509	0.0237705	0.0493164	2.11166	0.00763582	0.00228872	0.055452	0.0122512	0.00426679	0.00900915	0.010432	0.00451313	0.051622	0.581398	0.00472125	0.00167275	0.0434051	0.548008	0.00781591	0.00101531	0.000281927	0.00102337	0.0151554	0.00158917	0.0392771	0.291238	0.0573869	0.00304788	0.00635367	0.0475443	0.000385812	0.00913668	0.000781414	0.0186803	0.00803549	0.0516458	0.00657552	0.00164969	0.00020424	0.0125696	0.152753	0.00550699	0.00337067	0.0143836	0.0070404	0.0596556	0.000834693	0.0022796	0.023712	0.00205902	0.025926	0.00559027	0.00397463	0.00586576	0.00770629	0.00330895	0.00178924	0.000209285	0.0116077	0.0026288	0.000297398	0.00142264	0.00129179	0.0344966	0.000885596	0.27143	0.00193046	0.00145134	0.0190039	0.00485702	0.00925447	0.00188894	0.0490342	0.00997663	0.00125525	0.0701763	0.000459427	0.0333938	0.0049111	0.0887773	0.26807	0.118539	0.0728099	0.346794	0.105009	0.0101857	0.143387	0.67068	3.17575	0.226042	0.237731	0.26538	0.270847	12.1865
690	-26816	-26624.7	-191.213	0.335316	0.00457816	0.00491456	0.00103262	0.027126	2.35505	0.00839815	0.000206642	0.165634	0.241936	1.21988	0.00302861	1.07507	0.204811	0.000396325	0.0021259	0.122104	0.0024622	0.00250893	0.00425447	0.0262994	0.0787391	0.386165	0.205895	0.00136684	0.072481	0.00529233	0.00339005	0.0168243	0.150179	0.000395694	0.0306216	0.114204	0.0383664	0.00105662	0.00366192	0.118724	0.00284868	0.171554	0.000350861	0.00222277	0.52006	0.0261682	0.0397064	2.45848	0.012431	0.00578123	0.0638913	0.013411	0.0019314	0.00659517	0.011536	0.00335745	0.0595375	0.670282	0.00804566	0.00199195	0.0350489	0.632843	0.00777306	0.00158281	0.00112302	0.00432853	0.0182664	0.00133951	0.0209426	0.255224	0.045167	0.00330741	0.00721347	0.0347701	0.000698951	0.0119155	0.000690836	0.00872454	0.00565644	0.0389014	0.0139511	0.000889609	0.000217755	0.0163906	0.145236	0.00745544	0.0019114	0.0458581	0.00822536	0.0555009	0.000826229	0.00117677	0.0180371	0.00153979	0.0284328	0.00693282	0.00404058	0.00647359	0.0114777	0.00665812	0.000854875	0.000594795	0.00872561	0.00534248	0.000258318	0.00184097	0.00169442	0.0326758	0.000520655	0.327615	0.00243848	0.00138842	0.0196864	0.00573295	0.0113285	0.00370237	0.0702156	0.00865957	0.000912643	0.0706686	0.00123963	0.0235282	0.00521402	0.088767	0.268155	0.118526	0.0728015	0.346754	0.104997	0.00859235	0.132103	0.650613	3.20869	0.230939	0.235649	0.256698	0.276714	12.9009
