Iteration	Posterior	Likelihood	Prior	alpha_morph_gr	br_morph_clock_mult[1]	br_morph_clock_mult[2]	br_morph_clock_mult[3]	br_morph_clock_mult[4]	br_morph_clock_mult[5]	br_morph_clock_mult[6]	br_morph_clock_mult[7]	br_morph_clock_mult[8]	br_morph_clock_mult[9]	br_morph_clock_mult[10]	br_morph_clock_mult[11]	br_morph_clock_mult[12]	br_morph_clock_mult[13]	br_morph_clock_mult[14]	br_morph_clock_mult[15]	br_morph_clock_mult[16]	br_morph_clock_mult[17]	br_morph_clock_mult[18]	br_morph_clock_mult[19]	br_morph_clock_mult[20]	br_morph_clock_mult[21]	br_morph_clock_mult[22]	br_morph_clock_mult[23]	br_morph_clock_mult[24]	br_morph_clock_mult[25]	br_morph_clock_mult[26]	br_morph_clock_mult[27]	br_morph_clock_mult[28]	br_morph_clock_mult[29]	br_morph_clock_mult[30]	br_morph_clock_mult[31]	br_morph_clock_mult[32]	br_morph_clock_mult[33]	br_morph_clock_mult[34]	br_morph_clock_mult[35]	br_morph_clock_mult[36]	br_morph_clock_mult[37]	br_morph_clock_mult[38]	br_morph_clock_mult[39]	br_morph_clock_mult[40]	br_morph_clock_mult[41]	br_morph_clock_mult[42]	br_morph_clock_mult[43]	br_morph_clock_mult[44]	br_morph_clock_mult[45]	br_morph_clock_mult[46]	br_morph_clock_mult[47]	br_morph_clock_mult[48]	br_morph_clock_mult[49]	br_morph_clock_mult[50]	br_morph_clock_mult[51]	br_morph_clock_mult[52]	br_morph_clock_mult[53]	br_morph_clock_mult[54]	br_morph_clock_mult[55]	br_morph_clock_mult[56]	br_morph_clock_mult[57]	br_morph_clock_mult[58]	br_morph_clock_mult[59]	br_morph_clock_mult[60]	br_morph_clock_mult[61]	br_morph_clock_mult[62]	br_morph_clock_mult[63]	br_morph_clock_mult[64]	br_morph_clock_mult[65]	br_morph_clock_mult[66]	br_morph_clock_mult[67]	br_morph_clock_mult[68]	br_morph_clock_mult[69]	br_morph_clock_mult[70]	br_morph_clock_mult[71]	br_morph_clock_mult[72]	br_morph_clock_mult[73]	br_morph_clock_mult[74]	clock_morph[1]	clock_morph[2]	clock_morph[3]	clock_morph[4]	clock_morph_base	clock_morph_mult[1]	clock_morph_mult[2]	clock_morph_mult[3]	clock_morph_mult[4]	gr_morph[1]	gr_morph[2]	gr_morph[3]	gr_morph[4]	igr_alpha_morph	rate_categories_morph[1]	rate_categories_morph[2]	rate_categories_morph[3]	rate_categories_morph[4]	rate_categories_morph[5]	rate_categories_morph[6]	rate_categories_morph[7]	rate_categories_morph[8]	rate_categories_morph[9]	rate_categories_morph[10]	rate_categories_morph[11]	rate_categories_morph[12]	rate_categories_morph[13]	rate_categories_morph[14]	rate_categories_morph[15]	rate_categories_morph[16]
1180	-1695.56	-1694.28	-1.28519	3.88899	0.313369	5.69655	0.465608	0.675344	2.01096	2.01096	5.69655	0.0371981	0.0163539	0.0371981	0.0163539	3.08199	0.9668	3.08199	2.91704e-05	0.0371981	0.465608	3.08199	0.00546407	0.0163539	0.313369	2.01096	0.313369	0.00546407	3.08199	0.0371981	1.38278	1.38278	0.313369	0.00103738	3.08199	3.08199	2.01096	0.465608	0.313369	2.01096	3.08199	0.125481	0.0371981	3.08199	3.08199	1.38278	0.465608	0.465608	0.9668	2.01096	3.08199	1.38278	3.08199	2.01096	5.69655	3.08199	1.38278	3.08199	2.01096	3.08199	2.01096	2.01096	3.08199	3.08199	1.38278	0.675344	1.38278	0.675344	0.465608	3.08199	5.69655	0.675344	0.203434	2.01096	2.01096	0.675344	0.9668	2.01096	0.260962	0.260962	0.300651	0.259254	0.260962	1	1	1.15209	0.993454	0.448158	0.771281	1.0844	1.69616	0.307643	2.91704e-05	0.00103738	0.00546407	0.0163539	0.0371981	0.0720015	0.125481	0.203434	0.313369	0.465608	0.675344	0.9668	1.38278	2.01096	3.08199	5.69655
1190	-1701.32	-1699.16	-2.16099	3.88899	0.216744	5.61113	0.694751	0.483919	0.483919	5.61113	3.06488	0.00658764	0.0189681	0.0419285	0.00658764	3.06488	0.985441	2.01606	0.0189681	0.0793529	0.483919	3.06488	0.00132696	4.23961e-05	0.216744	1.39751	0.985441	0.00658764	1.39751	0.694751	2.01606	1.39751	0.329478	0.00132696	3.06488	3.06488	1.39751	0.985441	0.0793529	3.06488	5.61113	0.0419285	0.216744	1.39751	0.985441	2.01606	0.483919	0.483919	5.61113	5.61113	2.01606	3.06488	1.39751	0.483919	3.06488	3.06488	1.39751	3.06488	1.39751	3.06488	2.01606	1.39751	2.01606	3.06488	0.985441	0.329478	1.39751	1.39751	0.483919	3.06488	2.01606	0.329478	0.0189681	2.01606	2.01606	0.985441	0.985441	1.39751	0.217317	0.217317	0.278976	0.410108	0.217317	1	1	1.28373	1.88714	0.448158	0.771281	1.0844	1.69616	0.31906	4.23961e-05	0.00132696	0.00658764	0.0189681	0.0419285	0.0793529	0.135773	0.216744	0.329478	0.483919	0.694751	0.985441	1.39751	2.01606	3.06488	5.61113
1200	-1707.85	-1706.64	-1.21103	3.88899	3.15026	1.30229	1.97336	1.97336	0.87162	3.15026	1.30229	0.000287559	0.00752401	0.0198548	0.0198548	3.15026	0.87162	1.97336	0.00752401	0.0432081	0.379464	3.15026	0.000287559	4.18131e-06	0.145674	1.97336	0.379464	0.0198548	3.15026	0.580473	1.97336	1.30229	0.240465	0.000287559	3.15026	3.15026	1.30229	3.15026	0.145674	3.15026	3.15026	0.0198548	0.240465	1.30229	1.30229	1.97336	0.379464	0.379464	6.10453	6.10453	1.97336	3.15026	1.30229	0.379464	3.15026	3.15026	1.30229	6.10453	0.87162	3.15026	1.30229	1.97336	1.97336	6.10453	1.30229	0.379464	1.30229	1.97336	1.30229	3.15026	3.15026	0.87162	0.00752401	3.15026	1.97336	1.30229	0.379464	0.87162	0.235619	0.235619	0.365779	0.146245	0.235619	1	1	1.55242	0.620686	0.448158	0.771281	1.0844	1.69616	0.259673	4.18131e-06	0.000287559	0.00205695	0.00752401	0.0198548	0.0432081	0.0828876	0.145674	0.240465	0.379464	0.580473	0.87162	1.30229	1.97336	3.15026	6.10453
1210	-1700.86	-1698.28	-2.58098	3.88899	0.880668	1.88111	1.88111	1.88111	2.42296	1.88111	2.42296	0.0821606	0.22165	0.302873	0.302873	1.52631	1.52631	1.88111	0.22165	0.493137	0.880668	2.42296	0.0821606	0.22165	0.605696	1.88111	1.26283	0.22165	2.42296	1.05369	2.42296	1.52631	0.733467	0.0821606	2.42296	2.42296	2.42296	1.88111	0.880668	3.59664	2.42296	0.392882	0.880668	0.880668	1.05369	2.42296	0.880668	0.880668	3.59664	2.42296	1.88111	1.88111	1.52631	0.880668	2.42296	2.42296	1.52631	2.42296	1.26283	2.42296	1.52631	2.42296	1.88111	2.42296	1.52631	0.733467	1.52631	2.42296	0.733467	3.59664	1.88111	1.88111	0.302873	3.59664	2.42296	1.05369	0.880668	1.88111	0.251773	0.251773	0.101325	0.489364	0.251773	1	1	0.402448	1.94368	0.448158	0.771281	1.0844	1.69616	0.913546	0.0240125	0.0821606	0.148234	0.22165	0.302873	0.392882	0.493137	0.605696	0.733467	0.880668	1.05369	1.26283	1.52631	1.88111	2.42296	3.59664
1220	-1701.98	-1699.57	-2.4132	3.88899	0.840717	2.14715	1.10759	2.14715	2.14715	2.14715	2.14715	0.267642	0.353619	0.440682	0.530963	1.47954	1.47954	1.74817	0.353619	0.62633	0.965419	2.14715	0.179411	0.353619	0.728771	2.14715	1.27466	0.353619	2.98229	1.10759	2.98229	1.47954	0.840717	0.179411	2.14715	2.14715	2.14715	2.14715	1.47954	2.98229	2.14715	0.530963	0.965419	0.965419	1.47954	2.98229	0.965419	0.965419	2.98229	2.14715	1.74817	1.74817	1.47954	0.965419	2.14715	2.14715	1.47954	2.14715	1.27466	2.14715	1.47954	2.14715	2.14715	2.14715	1.74817	0.840717	1.47954	2.14715	1.10759	2.14715	2.14715	2.14715	0.728771	2.98229	1.74817	1.47954	0.840717	2.98229	0.281949	0.281949	0.337443	0.118928	0.281949	1	1	1.19682	0.421807	0.448158	0.771281	1.0844	1.69616	1.46107	0.0798351	0.179411	0.267642	0.353619	0.440682	0.530963	0.62633	0.728771	0.840717	0.965419	1.10759	1.27466	1.47954	1.74817	2.14715	2.98229
1230	-1697.91	-1697.45	-0.458893	3.88899	0.103487	1.28796	0.0134914	8.34145	2.95051	8.34145	0.576808	2.68831e-06	2.68831e-06	3.00229e-05	0.0040527	0.039348	0.576808	2.95051	2.68831e-06	0.0010254	0.0134914	2.95051	2.68831e-06	1.06267e-07	0.0040527	2.95051	0.103487	3.00229e-05	1.28796	0.576808	2.95051	0.576808	0.25133	7.87542e-10	2.95051	2.95051	1.28796	2.95051	0.000206182	2.95051	2.95051	0.0134914	0.0040527	0.0134914	0.576808	1.28796	0.039348	0.039348	2.95051	8.34145	0.25133	1.28796	0.576808	0.039348	8.34145	2.95051	2.95051	2.95051	0.576808	1.28796	0.576808	8.34145	1.28796	1.28796	1.28796	0.0134914	0.576808	8.34145	0.0010254	2.95051	1.28796	0.25133	2.95051	2.95051	0.576808	0.25133	2.95051	2.95051	0.275447	0.275447	0.128985	0.138782	0.275447	1	1	0.468274	0.503844	0.448158	0.771281	1.0844	1.69616	0.104148	2.06584e-14	7.87542e-10	1.06267e-07	2.68831e-06	3.00229e-05	0.000206182	0.0010254	0.0040527	0.0134914	0.039348	0.103487	0.25133	0.576808	1.28796	2.95051	8.34145
1240	-1706.75	-1705.87	-0.875511	3.88899	1.92501	6.44161	0.0557074	1.92501	6.44161	6.44161	1.92501	0.00359642	0.00359642	0.0265191	0.186291	1.92501	1.92501	0.786161	0.0265191	0.105689	0.311234	3.18852	0.0109117	0.000814853	0.186291	3.18852	0.500624	0.00359642	1.92501	0.500624	3.18852	1.2233	0.786161	8.55954e-05	3.18852	3.18852	3.18852	3.18852	0.0265191	6.44161	1.2233	0.311234	0.0265191	0.311234	1.92501	3.18852	0.311234	0.311234	6.44161	6.44161	1.2233	1.2233	3.18852	0.311234	3.18852	6.44161	6.44161	3.18852	3.18852	6.44161	1.92501	6.44161	1.2233	1.92501	3.18852	0.105689	6.44161	6.44161	0.0109117	6.44161	6.44161	0.786161	1.2233	3.18852	1.92501	1.2233	1.92501	1.2233	0.188081	0.188081	0.107502	0.317639	0.188081	1	1	0.571572	1.68884	0.448158	0.771281	1.0844	1.69616	0.226707	6.72779e-07	8.55954e-05	0.000814853	0.00359642	0.0109117	0.0265191	0.0557074	0.105689	0.186291	0.311234	0.500624	0.786161	1.2233	1.92501	3.18852	6.44161
1250	-1698.92	-1696.84	-2.08039	3.88899	1.94082	1.00659	0.6621	1.94082	1.94082	2.57178	1.94082	0.159162	0.159162	0.529287	1.00659	1.238	3.9659	1.238	0.159162	0.529287	0.6621	1.94082	0.317063	0.0974176	0.818699	2.57178	1.238	0.159162	1.94082	1.53464	1.94082	1.53464	1.238	0.0470573	2.57178	2.57178	2.57178	1.94082	0.159162	3.9659	1.94082	1.00659	0.159162	1.238	1.94082	2.57178	0.818699	0.818699	3.9659	2.57178	1.94082	1.94082	1.94082	1.00659	2.57178	3.9659	3.9659	3.9659	1.53464	3.9659	2.57178	2.57178	3.9659	3.9659	3.9659	0.818699	3.9659	1.238	0.415371	2.57178	2.57178	0.317063	1.94082	1.94082	1.238	0.6621	1.94082	2.57178	0.262553	0.262553	0.368784	0.27557	0.262553	1	1	1.40461	1.04958	0.448158	0.771281	1.0844	1.69616	0.722784	0.0101348	0.0470573	0.0974176	0.159162	0.232137	0.317063	0.415371	0.529287	0.6621	0.818699	1.00659	1.238	1.53464	1.94082	2.57178	3.9659
1260	-1687.54	-1681.77	-5.7644	3.88899	1.65459	1.97634	1.12297	1.65459	1.65459	1.43443	1.97634	0.613081	0.44281	0.89258	1.12297	1.264	1.97634	1.12297	0.140563	0.79345	1.264	1.97634	0.79345	0.44281	1.00114	1.97634	1.43443	0.44281	2.63603	1.43443	2.63603	1.43443	1.00114	0.26047	1.97634	1.97634	1.65459	1.65459	0.355503	1.264	2.63603	1.43443	0.44281	1.43443	1.65459	1.97634	1.00114	1.00114	2.63603	1.97634	1.65459	1.65459	1.65459	1.43443	1.65459	2.63603	1.43443	1.97634	1.43443	2.63603	1.43443	1.43443	1.97634	1.97634	2.63603	1.12297	2.63603	2.63603	0.613081	1.43443	1.97634	0.79345	1.65459	1.65459	0.89258	0.79345	1.12297	1.12297	0.414596	0.414596	0.897163	0.325962	0.414596	1	1	2.16394	0.786216	0.448158	0.771281	1.0844	1.69616	2.03768	0.140563	0.26047	0.355503	0.44281	0.527717	0.613081	0.701006	0.79345	0.89258	1.00114	1.12297	1.264	1.43443	1.65459	1.97634	2.63603
1270	-1684.22	-1677.19	-7.02632	3.88899	1.64836	2.61463	1.12354	1.64836	1.64836	1.96541	1.96541	0.448658	0.448658	0.797294	1.12354	1.43118	1.64836	1.00303	0.145229	0.533286	1.43118	1.96541	0.797294	0.533286	0.895543	1.43118	1.12354	0.533286	1.43118	1.43118	1.64836	1.43118	0.797294	0.448658	1.96541	1.96541	1.96541	1.43118	0.448658	1.26291	1.96541	1.26291	0.70557	1.26291	1.12354	1.64836	1.00303	1.12354	1.96541	1.64836	1.43118	1.64836	1.26291	1.26291	1.96541	2.61463	1.12354	1.64836	1.64836	1.43118	1.43118	1.26291	2.61463	1.96541	1.64836	1.12354	2.61463	1.64836	0.618218	1.43118	1.64836	0.797294	1.64836	2.61463	1.26291	0.70557	1.00303	0.533286	0.469582	0.469582	0.46624	1.1614	0.469582	1	1	0.992884	2.47326	0.448158	0.771281	1.0844	1.69616	2.08475	0.145229	0.266177	0.361435	0.448658	0.533286	0.618218	0.70557	0.797294	0.895543	1.00303	1.12354	1.26291	1.43118	1.64836	1.96541	2.61463
1280	-1705.33	-1704.29	-1.03866	3.88899	2.90537	2.90537	0.0325316	1.23389	1.23389	1.23389	1.23389	1.78344e-05	1.42851e-06	0.00301915	1.42851e-06	0.535928	1.23389	0.0325316	4.63156e-15	0.000133876	0.225603	2.90537	0.00301915	1.78344e-05	0.0325316	0.535928	0.0325316	4.86409e-08	0.535928	1.23389	1.23389	0.535928	0.00301915	1.42851e-06	2.90537	2.90537	0.535928	0.535928	4.63156e-15	1.23389	8.43581	0.535928	4.63156e-15	2.90537	1.23389	2.90537	0.0325316	0.0893623	8.43581	2.90537	0.0893623	2.90537	0.225603	0.535928	1.23389	8.43581	0.0893623	1.23389	2.90537	1.23389	0.225603	0.0893623	8.43581	1.23389	0.0893623	2.90537	8.43581	0.535928	1.42851e-06	1.23389	2.90537	0.0106222	0.0325316	2.90537	0.225603	1.42851e-06	0.0106222	0.00301915	0.281547	0.281547	0.070646	0.289141	0.281547	1	1	0.250921	1.02698	0.448158	0.771281	1.0844	1.69616	0.0995503	4.63156e-15	2.87404e-10	4.86409e-08	1.42851e-06	1.78344e-05	0.000133876	0.000716982	0.00301915	0.0106222	0.0325316	0.0893623	0.225603	0.535928	1.23389	2.90537	8.43581
1290	-1694.61	-1693.39	-1.22038	3.88899	1.53107	1.97667	0.604348	2.67833	1.97667	4.25281	1.53107	0.357493	0.11932	0.604348	0.11932	1.97667	4.25281	0.604348	0.0289495	0.184179	0.765917	2.67833	0.765917	0.470037	0.963208	2.67833	0.765917	0.00477846	1.53107	1.21005	1.21005	1.53107	0.263034	0.0675924	2.67833	4.25281	1.21005	1.21005	0.11932	1.97667	2.67833	1.97667	0.0675924	2.67833	1.53107	1.97667	0.765917	1.21005	4.25281	1.97667	0.963208	1.97667	1.53107	1.53107	1.97667	2.67833	0.470037	2.67833	4.25281	2.67833	4.25281	0.963208	1.53107	1.53107	1.21005	1.97667	2.67833	1.53107	0.0675924	1.53107	1.97667	0.184179	0.765917	1.97667	1.97667	0.184179	0.470037	0.470037	0.283637	0.283637	0.221587	0.195079	0.283637	1	1	0.781234	0.687778	0.448158	0.771281	1.0844	1.69616	0.612971	0.00477846	0.0289495	0.0675924	0.11932	0.184179	0.263034	0.357493	0.470037	0.604348	0.765917	0.963208	1.21005	1.53107	1.97667	2.67833	4.25281
1300	-1695.94	-1690.23	-5.70183	3.88899	1.52192	1.26702	1.26702	2.38366	1.52192	2.38366	1.26702	0.624682	0.239305	0.624682	0.239305	1.86377	1.86377	0.750654	0.163343	0.239305	1.06384	1.86377	1.52192	0.624682	1.26702	3.50411	1.06384	0.239305	1.86377	1.52192	1.26702	1.52192	0.412838	0.239305	2.38366	3.50411	1.26702	1.26702	0.624682	1.52192	1.86377	2.38366	0.3221	3.50411	1.06384	1.52192	0.750654	1.26702	2.38366	1.86377	1.52192	1.26702	1.52192	1.06384	2.38366	3.50411	0.513019	2.38366	3.50411	1.86377	2.38366	1.26702	1.06384	2.38366	1.52192	1.86377	1.86377	1.26702	0.3221	2.38366	1.52192	0.0934399	1.26702	1.26702	1.26702	0.750654	0.3221	0.239305	0.309754	0.309754	0.762679	0.637763	0.309754	1	1	2.46221	2.05894	0.448158	0.771281	1.0844	1.69616	0.973399	0.0292935	0.0934399	0.163343	0.239305	0.3221	0.412838	0.513019	0.624682	0.750654	0.894997	1.06384	1.26702	1.52192	1.86377	2.38366	3.50411
1310	-1703.84	-1701.23	-2.60711	3.88899	2.10054	1.7234	1.27299	2.88553	1.7234	1.27299	0.64732	0.64732	0.377501	0.747278	0.976351	1.27299	2.10054	0.976351	0.0941994	0.290665	0.976351	2.10054	1.7234	0.855919	1.7234	2.10054	1.46833	0.553687	2.88553	2.88553	2.88553	1.46833	0.553687	0.290665	1.7234	2.88553	2.88553	2.88553	0.747278	1.46833	2.10054	1.46833	0.464393	2.10054	1.7234	2.10054	0.747278	1.46833	2.88553	1.46833	1.46833	1.27299	2.10054	1.11304	2.88553	2.10054	0.976351	2.10054	1.7234	2.88553	1.7234	2.10054	1.11304	2.10054	2.10054	2.10054	1.46833	1.7234	0.855919	2.10054	1.7234	0.464393	1.7234	1.27299	1.46833	1.7234	0.64732	0.64732	0.267221	0.267221	0.321903	0.240865	0.267221	1	1	1.20463	0.90137	0.448158	0.771281	1.0844	1.69616	1.59338	0.0941994	0.199985	0.290665	0.377501	0.464393	0.553687	0.64732	0.747278	0.855919	0.976351	1.11304	1.27299	1.46833	1.7234	2.10054	2.88553
1320	-1708.46	-1706.73	-1.72559	3.88899	2.20794	2.20794	3.11126	1.77957	3.11126	2.20794	0.409865	0.703652	0.32307	0.703652	0.501012	0.949761	1.49283	0.949761	0.0634293	0.32307	1.09899	2.20794	1.49283	0.819666	1.77957	2.20794	1.77957	0.32307	2.20794	2.20794	2.20794	1.77957	0.409865	0.32307	1.49283	2.20794	1.77957	2.20794	1.09899	1.77957	1.49283	1.77957	0.949761	1.77957	2.20794	1.77957	0.598275	1.49283	2.20794	1.77957	1.77957	2.20794	2.20794	1.49283	2.20794	1.49283	1.27536	2.20794	1.77957	3.11126	1.27536	3.11126	0.949761	2.20794	1.77957	2.20794	1.49283	1.77957	0.949761	1.77957	1.77957	0.703652	2.20794	0.819666	2.20794	2.20794	1.09899	0.501012	0.267956	0.267956	0.135922	0.075347	0.267956	1	1	0.507254	0.281192	0.448158	0.771281	1.0844	1.69616	1.30983	0.0634293	0.154357	0.238771	0.32307	0.409865	0.501012	0.598275	0.703652	0.819666	0.949761	1.09899	1.27536	1.49283	1.77957	2.20794	3.11126
1330	-1710.15	-1704.31	-5.83656	3.88899	2.22833	2.22833	1.2752	1.09572	1.78985	2.22833	0.490895	0.588698	0.14641	0.694978	0.490895	0.812289	1.49694	0.944146	0.14641	0.490895	1.09572	2.22833	1.78985	0.944146	1.78985	3.15526	1.49694	0.14641	3.15526	2.22833	1.78985	2.22833	0.588698	0.229394	1.2752	2.22833	3.15526	2.22833	0.812289	1.78985	1.78985	3.15526	1.2752	3.15526	2.22833	3.15526	0.490895	1.49694	2.22833	3.15526	2.22833	2.22833	2.22833	1.2752	3.15526	1.49694	0.944146	2.22833	1.2752	2.22833	1.49694	3.15526	1.09572	2.22833	2.22833	2.22833	2.22833	1.49694	0.944146	1.78985	2.22833	0.588698	2.22833	0.694978	2.22833	2.22833	0.812289	0.14641	0.144449	0.144449	0.426	0.362561	0.144449	1	1	2.94915	2.50996	0.448158	0.771281	1.0844	1.69616	1.26379	0.058492	0.14641	0.229394	0.312989	0.399569	0.490895	0.588698	0.694978	0.812289	0.944146	1.09572	1.2752	1.49694	1.78985	2.22833	3.15526
1340	-1712.27	-1707.39	-4.87394	3.88899	4.49116	2.76061	0.719524	0.719524	1.52149	2.76061	0.0484586	0.221858	0.0186025	0.149187	0.0484586	0.421549	1.18131	0.923058	0.0484586	0.221858	0.719524	2.76061	1.99935	0.555466	1.99935	4.49116	1.52149	0.0186025	4.49116	1.99935	4.49116	2.76061	0.149187	0.0484586	1.18131	2.76061	2.76061	2.76061	0.923058	1.52149	2.76061	4.49116	4.49116	1.99935	1.18131	2.76061	0.221858	1.52149	2.76061	1.99935	1.99935	2.76061	2.76061	0.923058	2.76061	1.52149	0.719524	4.49116	1.52149	2.76061	1.99935	2.76061	1.99935	2.76061	2.76061	1.18131	4.49116	0.719524	0.923058	4.49116	2.76061	0.555466	1.99935	1.18131	1.52149	2.76061	0.221858	0.0024132	0.243103	0.243103	0.226665	0.852227	0.243103	1	1	0.932381	3.50562	0.448158	0.771281	1.0844	1.69616	0.539414	0.0024132	0.0186025	0.0484586	0.0917917	0.149187	0.221858	0.31171	0.421549	0.555466	0.719524	0.923058	1.18131	1.52149	1.99935	2.76061	4.49116
1350	-1700.73	-1697.43	-3.30327	3.88899	3.1489	3.1489	1.0962	1.0962	1.27524	1.78838	0.230734	0.492353	0.147539	0.492353	0.492353	0.944966	1.27524	1.49636	0.0591857	0.590081	0.944966	3.1489	1.78838	1.0962	1.49636	3.1489	1.27524	0.147539	2.2254	1.49636	3.1489	2.2254	0.590081	0.230734	1.27524	2.2254	2.2254	0.813361	2.2254	3.1489	2.2254	1.78838	1.0962	2.2254	1.78838	3.1489	0.492353	1.49636	3.1489	2.2254	2.2254	3.1489	3.1489	1.49636	1.49636	2.2254	0.944966	2.2254	2.2254	3.1489	3.1489	2.2254	2.2254	3.1489	2.2254	2.2254	3.1489	1.78838	0.944966	3.1489	2.2254	0.813361	2.2254	2.2254	1.49636	1.78838	0.590081	0.401049	0.401639	0.401639	0.377325	0.105239	0.401639	1	1	0.939464	0.262023	0.448158	0.771281	1.0844	1.69616	1.27028	0.0591857	0.147539	0.230734	0.314434	0.401049	0.492353	0.590081	0.696234	0.813361	0.944966	1.0962	1.27524	1.49636	1.78838	2.2254	3.1489
1360	-1702.16	-1697.09	-5.07215	3.88899	2.06258	1.45858	1.11677	2.06258	1.70279	2.06258	0.483734	0.397215	0.217603	0.572023	0.761871	0.984586	0.761871	1.27093	0.397215	0.86771	0.984586	2.06258	1.11677	1.70279	1.27093	2.06258	1.45858	0.483734	2.80804	0.984586	1.70279	2.80804	0.572023	0.483734	2.80804	1.70279	2.06258	0.984586	1.70279	1.70279	1.45858	1.70279	0.761871	0.984586	2.06258	1.70279	0.984586	1.70279	2.06258	1.70279	1.70279	2.80804	1.70279	1.70279	2.80804	2.06258	0.984586	2.80804	1.70279	2.80804	1.45858	2.06258	2.80804	2.80804	2.06258	1.70279	2.06258	2.80804	0.86771	2.06258	1.70279	0.664076	1.11677	2.06258	1.27093	2.06258	0.572023	0.217603	0.299101	0.299101	0.811967	0.190579	0.299101	1	1	2.71469	0.637174	0.448158	0.771281	1.0844	1.69616	1.71352	0.107093	0.217603	0.309955	0.397215	0.483734	0.572023	0.664076	0.761871	0.86771	0.984586	1.11677	1.27093	1.45858	1.70279	2.06258	2.80804
1370	-1704.02	-1701.8	-2.21495	3.88899	2.68983	2.68983	0.463402	0.759743	0.759743	1.98013	0.0647105	0.257239	0.0273205	0.257239	0.351143	0.597747	0.257239	0.957968	0.115292	0.463402	0.597747	2.68983	0.351143	1.98013	1.20643	2.68983	1.98013	0.179168	2.68983	1.20643	2.68983	2.68983	0.351143	0.179168	2.68983	1.53012	2.68983	0.597747	0.957968	1.53012	4.28517	1.53012	0.115292	0.759743	1.98013	1.20643	1.53012	2.68983	2.68983	2.68983	1.53012	2.68983	1.20643	1.53012	2.68983	1.98013	0.957968	2.68983	1.53012	2.68983	1.53012	2.68983	1.53012	1.98013	2.68983	1.98013	2.68983	1.20643	0.759743	1.98013	4.28517	0.351143	0.597747	1.20643	2.68983	1.98013	0.351143	0.0273205	0.299014	0.299014	0.250878	0.440119	0.299014	1	1	0.839016	1.4719	0.448158	0.771281	1.0844	1.69616	0.602156	0.00436914	0.0273205	0.0647105	0.115292	0.179168	0.257239	0.351143	0.463402	0.597747	0.759743	0.957968	1.20643	1.53012	1.98013	2.68983	4.28517
1380	-1698.57	-1694.31	-4.26307	3.88899	2.30343	1.51046	0.361862	0.78371	0.921822	1.27284	0.119122	0.78371	0.119122	0.361862	0.661924	0.661924	0.361862	1.08187	0.276633	0.661924	0.78371	1.82661	0.552696	1.82661	1.27284	2.30343	3.32078	0.276633	1.82661	1.08187	3.32078	1.82661	0.552696	0.196234	2.30343	1.51046	2.30343	0.361862	1.08187	1.08187	1.82661	2.30343	0.361862	1.08187	3.32078	1.27284	1.27284	2.30343	1.51046	3.32078	2.30343	1.51046	1.27284	1.51046	2.30343	3.32078	0.78371	1.51046	1.27284	3.32078	2.30343	2.30343	2.30343	3.32078	2.30343	1.82661	2.30343	2.30343	1.51046	3.32078	2.30343	0.661924	0.78371	2.30343	1.27284	2.30343	0.552696	0.119122	0.405927	0.405927	0.533582	0.587561	0.405927	1	1	1.31448	1.44746	0.448158	0.771281	1.0844	1.69616	1.11133	0.0426008	0.119122	0.196234	0.276633	0.361862	0.453346	0.552696	0.661924	0.78371	0.921822	1.08187	1.27284	1.51046	1.82661	2.30343	3.32078
1390	-1706.5	-1704.95	-1.54686	3.88899	2.39152	3.52246	0.235739	0.74727	1.06188	3.52246	0.0911161	1.06188	0.0911161	0.509066	0.31824	0.408852	0.408852	1.52286	0.235739	0.74727	0.509066	1.26625	1.06188	1.86728	1.26625	2.39152	1.86728	0.235739	3.52246	1.52286	1.86728	2.39152	0.620925	0.31824	1.86728	1.52286	1.52286	0.160267	0.509066	1.52286	2.39152	1.86728	0.408852	1.26625	1.86728	0.620925	1.52286	1.86728	2.39152	2.39152	1.86728	1.86728	1.52286	1.86728	2.39152	2.39152	1.26625	1.86728	1.06188	2.39152	2.39152	1.86728	2.39152	2.39152	1.86728	1.26625	2.39152	1.86728	3.52246	2.39152	3.52246	0.31824	0.74727	1.86728	1.86728	1.26625	0.31824	0.509066	0.279479	0.279479	0.184318	0.0763637	0.279479	1	1	0.659506	0.273236	0.448158	0.771281	1.0844	1.69616	0.961057	0.0281758	0.0911161	0.160267	0.235739	0.31824	0.408852	0.509066	0.620925	0.74727	0.892195	1.06188	1.26625	1.52286	1.86728	2.39152	3.52246
